context,word,cloze_probability
bag,binder,0.0180288461529086
bag,candy,0.0180288461529086
bag,drink,0.0180288461529086
bag,lip gloss,0.0180288461529086
bag,pepper spray,0.0180288461529086
bag,hand sanitizer,0.0174278846144783
bag,headphones,0.0174278846144783
bag,perfume,0.0174278846144783
bag,comb,0.016826923076048
bag,id,0.016826923076048
bag,water,0.016826923076048
bag,glasses,0.0162259615376177
bag,gum,0.0162259615376177
bag,mints,0.0162259615376177
bag,mirror,0.0138221153838966
bag,money,0.0072115384611634
bag,wallet,0.0
bakery,cake,0.8653846153846154
bakery,cookies,0.6730769230769231
bakery,pie,0.5192307692307692
bakery,do nut,0.4995069033520827
bakery,cupcakes,0.4038461538461538
bakery,brownies,0.2692307692307692
bakery,muffins,0.2307692307692307
bakery,ice cream,0.19230769230769218
bakery,cheese cake,0.1725838264290058
bakery,tarts,0.1346153846153846
bakery,pastries,0.1346153846153845
bakery,scones,0.1148915187366981
bakery,eclairs,0.0961538461538461
bakery,pudding,0.0769230769230769
bakery,cinnamon rolls,0.0764299802751596
bakery,fruit,0.0764299802751596
bakery,croissants,0.0749506903324081
bakery,chocolate,0.0576923076923076
bakery,danish,0.0576923076923076
bakery,apple fritters,0.0384615384615384
bakery,bread,0.0384615384615384
bakery,candy,0.0384615384615384
bakery,crullers,0.0384615384615384
bakery,fudge,0.0384615384615384
bakery,pretzels,0.0384615384615384
bakery,truffles,0.0384615384615384
bakery,turnovers,0.0384615384615384
bakery,biscotti,0.037968441813621204
bakery,buns,0.037968441813621204
bakery,flat bread,0.037968441813621204
bakery,bread sticks,0.037475345165704
bakery,pizza crust,0.037475345165704
bakery,smoothie,0.037475345165704
bakery,bagels,0.0369822485197869
bakery,baguette,0.0369822485187869
bakery,salad,0.0369822485187869
bakery,biscuit,0.0330374753434496
bakery,sandwich,0.0325443786965324
bakery,baklava,0.0192307692307692
bakery,bear claws,0.0192307692307692
bakery,cannoli,0.0192307692307692
bakery,cinnamon bun,0.0192307692307692
bakery,cobbler,0.0192307692307692
bakery,coca cola,0.0192307692307692
bakery,coke float,0.0192307692307692
bakery,cookie dough,0.0192307692307692
bakery,cream,0.0192307692307692
bakery,crepes,0.0192307692307692
bakery,deep fried dessert,0.0192307692307692
bakery,dominique ansel bakkery,0.0192307692307692
bakery,doughnut,0.0192307692307692
bakery,energy drink,0.0192307692307692
bakery,flan,0.0192307692307692
bakery,frozen dessert,0.0192307692307692
bakery,frozen yogurt,0.0192307692307692
bakery,jellied dessert,0.0192307692307692
bakery,jello,0.0192307692307692
bakery,long johns,0.0192307692307692
bakery,macarons,0.0192307692307692
bakery,macaroons,0.0192307692307692
bakery,macroons,0.0192307692307692
bakery,mango desert,0.0192307692307692
bakery,milk bar mini,0.0192307692307692
bakery,milkshakes,0.0192307692307692
bakery,momofuku milkibar,0.0192307692307692
bakery,mousse,0.0192307692307692
bakery,petit fours,0.0192307692307692
bakery,popsicles,0.0192307692307692
bakery,puff pastrys,0.0192307692307692
bakery,rolls,0.0192307692307692
bakery,smores,0.0192307692307692
bakery,snickers rolls,0.0192307692307692
bakery,strawberry crumble,0.0192307692307692
bakery,sweet bread,0.0192307692307692
bakery,swiss rolls,0.0192307692307692
bakery,taiyaki,0.0192307692307692
bakery,tortes,0.0192307692307692
bakery,yogurt,0.0192307692307692
bakery,baking ingrediants,0.018737672582852
bakery,baking pans,0.018737672582852
bakery,banana bread,0.018737672582852
bakery,beef,0.018737672582852
bakery,bisuits,0.018737672582852
bakery,bottled water,0.018737672582852
bakery,breakfast pastries,0.018737672582852
bakery,brioche,0.018737672582852
bakery,butter,0.018737672582852
bakery,cabbage pie,0.018737672582852
bakery,calzones,0.018737672582852
bakery,chicken,0.018737672582852
bakery,chicken pie,0.018737672582852
bakery,chocolate dipped strawberries,0.018737672582852
bakery,coffee/tea,0.018737672582852
bakery,cuban,0.018737672582852
bakery,cups,0.018737672582852
bakery,drinks,0.018737672582852
bakery,english muffins,0.018737672582852
bakery,flour,0.018737672582852
bakery,fries,0.018737672582852
bakery,grains bar,0.018737672582852
bakery,hamburger buns,0.018737672582852
bakery,hawaiian rolls,0.018737672582852
bakery,juice,0.018737672582852
bakery,meat pies,0.018737672582852
bakery,milk,0.018737672582852
bakery,napkins,0.018737672582852
bakery,nuts,0.018737672582852
bakery,orange juice,0.018737672582852
bakery,order book,0.018737672582852
bakery,pancakes,0.018737672582852
bakery,pasta,0.018737672582852
bakery,pickles,0.018737672582852
bakery,pie crust,0.018737672582852
bakery,quiche,0.018737672582852
bakery,regular bread,0.018737672582852
bakery,rye bread,0.018737672582852
bakery,sausage roll,0.018737672582852
bakery,soft drinks,0.018737672582852
bakery,sourdough,0.018737672582852
bakery,spices,0.018737672582852
bakery,stromboli,0.018737672582852
bakery,sugar,0.018737672582852
bakery,tortillas,0.018737672582852
bakery,utensils,0.018737672582852
bakery,wheat bread,0.018737672582852
bakery,white bread,0.018737672582852
bakery,wraps,0.018737672582852
bakery,cheese,0.0182445759359349
bakery,chips,0.0182445759359349
bakery,dinner rolls,0.0182445759359349
bakery,eggs,0.0182445759359349
bakery,focaccia,0.0182445759359349
bakery,garlic bread,0.0182445759359349
bakery,hot chocolate,0.0182445759359349
bakery,jerky,0.0182445759359349
bakery,meat,0.0182445759359349
bakery,potato chips,0.0182445759359349
bakery,toast,0.0182445759359349
bakery,vegetables,0.0177514792890177
bakery,crackers,0.0172583826421005
bakery,soda,0.0172583826421005
bakery,tea,0.0162721893482662
bakery,pizza,0.0157790927013491
bakery,water,0.0157790927013491
bakery,coffee,0.0123274161729289
beach,swim suit,0.8653846153846152
beach,shorts,0.7115384615384615
beach,t shirt,0.3269230769230766
beach,sandals,0.2884615384615384
beach,hat,0.2451923076915576
beach,tank top,0.21153846153846131
beach,cover up,0.1923076923076922
beach,dress,0.1913461538452037
beach,pants,0.1346153846153846
beach,shirt,0.11538461538461531
beach,sun glasses,0.11538461538461531
beach,towel,0.096153846153846
beach,bikini,0.0769230769230769
beach,speedo,0.0769230769230769
beach,sarong,0.0769230769230768
beach,wet suit,0.0769230769230768
beach,jeans,0.0576923076923076
beach,robe,0.0576923076923076
beach,skirt,0.0576923076923076
beach,underwear,0.0576923076923076
beach,dress shirt,0.0548076923068422
beach,jacket,0.054807692305842204
beach,bathing suit,0.0384615384615384
beach,halter top,0.0384615384615384
beach,jumpsuit,0.0384615384615384
beach,slacks,0.0384615384615384
beach,sun screen,0.0384615384615384
beach,vest,0.0384615384615384
beach,suit,0.036538461537561504
beach,blanket,0.0365384615365614
beach,book,0.035576923075073
beach,purse,0.035576923075073
beach,belt,0.0326923076906076
beach,scarf,0.0326923076906076
beach,sweatpant,0.0326923076906076
beach,tie,0.031730769229119105
beach,sweaters,0.028846153844653798
beach,bathing cap,0.0192307692307692
beach,bathing costume,0.0192307692307692
beach,bodypiece,0.0192307692307692
beach,change of clothes,0.0192307692307692
beach,clothes,0.0192307692307692
beach,cotton,0.0192307692307692
beach,extra clothes,0.0192307692307692
beach,extra set,0.0192307692307692
beach,goggles,0.0192307692307692
beach,hair cap,0.0192307692307692
beach,innerwear,0.0192307692307692
beach,kilt,0.0192307692307692
beach,leotard,0.0192307692307692
beach,linen pants,0.0192307692307692
beach,long pants,0.0192307692307692
beach,long sleeve,0.0192307692307692
beach,lots of clothes you can look through,0.0192307692307692
beach,maxi dress,0.0192307692307692
beach,mini skirts,0.0192307692307692
beach,noseplug,0.0192307692307692
beach,nudism,0.0192307692307692
beach,one piece bathing suit,0.0192307692307692
beach,onesie,0.0192307692307692
beach,outfit you can have,0.0192307692307692
beach,romper,0.0192307692307692
beach,sandles,0.0192307692307692
beach,shoes,0.0192307692307692
beach,slippers,0.0192307692307692
beach,something you can borrow,0.0192307692307692
beach,something you can wear,0.0192307692307692
beach,spare clothes,0.0192307692307692
beach,sundress,0.0192307692307692
beach,swimtui,0.0192307692307692
beach,swinging custom,0.0192307692307692
beach,tankini,0.0192307692307692
beach,tops,0.0192307692307692
beach,trousers,0.0192307692307692
beach,trunks,0.0192307692307692
beach,tux,0.0192307692307692
beach,upperwear,0.0192307692307692
beach,wrap,0.0192307692307692
beach,arts and crafts,0.0182692307682807
beach,backpack,0.0182692307682807
beach,bags,0.0182692307682807
beach,balls,0.0182692307682807
beach,beanie,0.0182692307682807
beach,bible,0.0182692307682807
beach,board games,0.0182692307682807
beach,boxes,0.0182692307682807
beach,brief,0.0182692307682807
beach,cards,0.0182692307682807
beach,cd player,0.0182692307682807
beach,chest of drawers,0.0182692307682807
beach,chinos,0.0182692307682807
beach,clothing,0.0182692307682807
beach,collar stays,0.0182692307682807
beach,dress shoes,0.0182692307682807
beach,fabric,0.0182692307682807
beach,frisbees,0.0182692307682807
beach,fur suit,0.0182692307682807
beach,golf clubs,0.0182692307682807
beach,gown,0.0182692307682807
beach,hairdryer,0.0182692307682807
beach,hockey stick,0.0182692307682807
beach,ironing board,0.0182692307682807
beach,jammer,0.0182692307682807
beach,leggings,0.0182692307682807
beach,love letters,0.0182692307682807
beach,luggage,0.0182692307682807
beach,makeup,0.0182692307682807
beach,medical supplies,0.0182692307682807
beach,muffler,0.0182692307682807
beach,notebooks,0.0182692307682807
beach,overalls,0.0182692307682807
beach,pith helmet,0.0182692307682807
beach,racesuit,0.0182692307682807
beach,rain coat,0.0182692307682807
beach,scarves,0.0182692307682807
beach,snowsuit,0.0182692307682807
beach,stuffed animals,0.0182692307682807
beach,suitcase,0.0182692307682807
beach,sweatshirt,0.0182692307682807
beach,umbrella,0.0182692307682807
beach,vacuum cleaner,0.0182692307682807
beach,wigs,0.0182692307682807
beach,workout clothes,0.0182692307682807
beach,wrapping paper,0.0182692307682807
beach,yarn,0.0182692307682807
beach,blouses,0.0173076923067923
beach,iron,0.0173076923067923
beach,long sleeve shirt,0.0173076923067923
beach,pjs,0.0173076923067923
beach,tuxedo,0.0173076923067923
beach,work clothes,0.0173076923067923
beach,coats,0.0173076923067922
beach,safe,0.0163461538453038
beach,storage,0.0163461538453038
beach,toys,0.0163461538453038
beach,socks,0.0153846153838153
beach,gloves,0.0134615384608384
beach,hangers,0.0115384615378615
beach,boots,0.0067307692304192
cold,blanket,0.625
cold,fire plac,0.45833333333333326
cold,heater,0.2916666666666667
cold,jacket,0.25
cold,coat,0.2083333333333333
cold,sweater,0.1874999999999999
cold,comforter,0.1041666666666666
cold,space heater,0.1041666666666666
cold,thermostat,0.1041666666666666
cold,wood stov,0.1041666666666666
cold,glov,0.0833333333333333
cold,stov,0.0833333333333333
cold,fire wood,0.0833333333333332
cold,hot chocolat,0.0625
cold,hot tea,0.0625
cold,coffe,0.0416666666666666
cold,extra coat,0.0416666666666666
cold,extra sweater,0.0416666666666666
cold,fir,0.0416666666666666
cold,fire pit,0.0416666666666666
cold,fireplace we can us,0.0416666666666666
cold,furnac,0.0416666666666666
cold,hot cocoa,0.0416666666666666
cold,hot coffe,0.0416666666666666
cold,hot tub,0.0416666666666666
cold,jacuzzi,0.0416666666666666
cold,portable heater,0.0416666666666666
cold,quilt,0.0416666666666666
cold,scarf,0.0416666666666666
cold,shawl,0.0416666666666666
cold,warm blanket,0.0416666666666666
cold,blanket in her,0.0208333333333333
cold,blanket over ther,0.0208333333333333
cold,blanket wrap up in this,0.0208333333333333
cold,broken window,0.0208333333333333
cold,camp fir,0.0208333333333333
cold,candl,0.0208333333333333
cold,central heat,0.0208333333333333
cold,chill,0.0208333333333333
cold,ciggeret,0.0208333333333333
cold,cloak,0.0208333333333333
cold,closet with sweater,0.0208333333333333
cold,coat put thi on,0.0208333333333333
cold,coffee maker if you want a warm drink,0.0208333333333333
cold,coffee pot,0.0208333333333333
cold,cold front moving in too,0.0208333333333333
cold,cover,0.0208333333333333
cold,dresser with sock,0.0208333333333333
cold,electric blanket in the trunk,0.0208333333333333
cold,electric heater,0.0208333333333333
cold,electric heater you can us,0.0208333333333333
cold,extra jacket,0.0208333333333333
cold,extra socks,0.0208333333333333
cold,fireplace get warm,0.0208333333333333
cold,fireplace in her,0.0208333333333333
cold,fireplace we can light,0.0208333333333333
cold,firewood and electric blanket thatll help warm us,0.0208333333333333
cold,firewood around her,0.0208333333333333
cold,firewood just outsid,0.0208333333333333
cold,firewood we can get,0.0208333333333333
cold,frost,0.0208333333333333
cold,fur coat,0.0208333333333333
cold,ga fireplac,0.0208333333333333
cold,ga heater,0.0208333333333333
cold,glov to put on,0.0208333333333333
cold,gloves,0.0208333333333333
cold,hand warmer,0.0208333333333333
cold,handwarmer in my bag,0.0208333333333333
cold,head wrap,0.0208333333333333
cold,heat,0.0208333333333333
cold,heat lamp,0.0208333333333333
cold,heater somewher,0.0208333333333333
cold,heating,0.0208333333333333
cold,heating blanket,0.0208333333333333
cold,heavy sweater,0.0208333333333333
cold,hoodi,0.0208333333333333
cold,hot bath,0.0208333333333333
cold,hot chocolate mix in the kitchen,0.0208333333333333
cold,hot drink,0.0208333333333333
cold,hot shower,0.0208333333333333
cold,hot tea im making,0.0208333333333333
cold,hot water,0.0208333333333333
cold,hot water bottl,0.0208333333333333
cold,hot water if you want to take a shower,0.0208333333333333
cold,i a blanket,0.0208333333333333
cold,i some hot soup,0.0208333333333333
cold,ic,0.0208333333333333
cold,icicl,0.0208333333333333
cold,jacket in the closet,0.0208333333333333
cold,jacket over ther,0.0208333333333333
cold,kerosene heater,0.0208333333333333
cold,kettle on the stove to make tea,0.0208333333333333
cold,log,0.0208333333333333
cold,logs let light a fir,0.0208333333333333
cold,mitten,0.0208333333333333
cold,no heat,0.0208333333333333
cold,no heat on,0.0208333333333333
cold,no need to stay cold,0.0208333333333333
cold,not much insulation in the walls,0.0208333333333333
cold,parka,0.0208333333333333
cold,pellet stov,0.0208333333333333
cold,pile of blanket to us,0.0208333333333333
cold,plenty of blanket,0.0208333333333333
cold,propane heater,0.0208333333333333
cold,sink,0.0208333333333333
cold,sleeping bag,0.0208333333333333
cold,slipper,0.0208333333333333
cold,snow,0.0208333333333333
cold,snow suit you can put on,0.0208333333333333
cold,sock,0.0208333333333333
cold,solar panel,0.0208333333333333
cold,spa,0.0208333333333333
cold,space heater ill fire up,0.0208333333333333
cold,stove to make a hot meal,0.0208333333333333
cold,stove to turn on,0.0208333333333333
cold,sweatpant,0.0208333333333333
cold,sweatshirt,0.0208333333333333
cold,tea,0.0208333333333333
cold,teapot,0.0208333333333333
cold,thermal,0.0208333333333333
cold,thermostat for the furnac,0.0208333333333333
cold,thermostat ther,0.0208333333333333
cold,thermostat to turn up,0.0208333333333333
cold,thermostat turn it where you need it,0.0208333333333333
cold,throw,0.0208333333333333
cold,toboggan,0.0208333333333333
cold,towel,0.0208333333333333
cold,vest,0.0208333333333333
cold,wall heater,0.0208333333333333
cold,warm drink,0.0208333333333333
cold,warm sock,0.0208333333333333
cold,warmer,0.0208333333333333
cold,warmer cloth i packed,0.0208333333333333
cold,whiskey,0.0208333333333333
cold,wood,0.0208333333333333
cold,wood burning stov,0.0208333333333333
cold,wool blanket,0.0208333333333333
cold,antler decoration,0.0201149425277701
cold,art,0.0201149425277701
cold,artwork,0.0201149425277701
cold,bar stool,0.0201149425277701
cold,bathtub,0.0201149425277701
cold,bedroom,0.0201149425277701
cold,bench,0.0201149425277701
cold,board gam,0.0201149425277701
cold,bookcas,0.0201149425277701
cold,bookshelf,0.0201149425277701
cold,booti,0.0201149425277701
cold,bowl of fruit,0.0201149425277701
cold,box,0.0201149425277701
cold,bug,0.0201149425277701
cold,calendar,0.0201149425277701
cold,cast iron pan,0.0201149425277701
cold,cereal,0.0201149425277701
cold,china cabinet,0.0201149425277701
cold,clock,0.0201149425277701
cold,closet,0.0201149425277701
cold,coffee tabl,0.0201149425277701
cold,coleman cooler,0.0201149425277701
cold,cot,0.0201149425277701
cold,cup,0.0201149425277701
cold,desk,0.0201149425277701
cold,dining tabl,0.0201149425277701
cold,dishwar,0.0201149425277701
cold,door,0.0201149425277701
cold,dvd player,0.0201149425277701
cold,end tabl,0.0201149425277701
cold,face mask,0.0201149425277701
cold,flashlight,0.0201149425277701
cold,fork,0.0201149425277701
cold,frozen pizza,0.0201149425277701
cold,furnitur,0.0201149425277701
cold,gam,0.0201149425277701
cold,garbage can,0.0201149425277701
cold,gun,0.0201149425277701
cold,hat rack,0.0201149425277701
cold,headphones,0.0201149425277701
cold,hot plat,0.0201149425277701
cold,hunting rifl,0.0201149425277701
cold,icecream,0.0201149425277701
cold,icecub,0.0201149425277701
cold,icy-hot salv,0.0201149425277701
cold,island,0.0201149425277701
cold,kitchen,0.0201149425277701
cold,lightbulb,0.0201149425277701
cold,loft,0.0201149425277701
cold,magazin,0.0201149425277701
cold,mason jar,0.0201149425277701
cold,mat,0.0201149425277701
cold,match,0.0201149425277701
cold,milk,0.0201149425277701
cold,mirror,0.0201149425277701
cold,mounted animal on wall,0.0201149425277701
cold,mounted deer head,0.0201149425277701
cold,net,0.0201149425277701
cold,newspaper,0.0201149425277701
cold,noodle boiler,0.0201149425277701
cold,oven,0.0201149425277701
cold,painting,0.0201149425277701
cold,pan,0.0201149425277701
cold,penguin,0.0201149425277701
cold,phon,0.0201149425277701
cold,plant,0.0201149425277701
cold,playstation,0.0201149425277701
cold,pot,0.0201149425277701
cold,puzzl,0.0201149425277701
cold,refrigeratyor,0.0201149425277701
cold,remot,0.0201149425277701
cold,rifl,0.0201149425277701
cold,rop,0.0201149425277701
cold,saw,0.0201149425277701
cold,shelf,0.0201149425277701
cold,sho,0.0201149425277701
cold,shower curtain,0.0201149425277701
cold,silverwar,0.0201149425277701
cold,snow cone machin,0.0201149425277701
cold,stereo,0.0201149425277701
cold,swim suit,0.0201149425277701
cold,tackle box,0.0201149425277701
cold,tank top,0.0201149425277701
cold,tenni sho,0.0201149425277701
cold,thermal underwear,0.0201149425277701
cold,trophy,0.0201149425277701
cold,umbrella,0.0201149425277701
cold,vas,0.0201149425277701
cold,venetian blind,0.0201149425277701
cold,wall decor,0.0201149425277701
cold,window,0.0201149425277701
cold,wooden chair,0.0201149425277701
cold,zamboni,0.0201149425277701
cold,ax,0.0193965517232068
cold,bear rug,0.0193965517232068
cold,canned food,0.0193965517232068
cold,carpet,0.0193965517232068
cold,fishing pol,0.0193965517232068
cold,flip flop,0.0193965517232068
cold,marshmallow,0.0193965517232068
cold,pillow,0.0193965517232068
cold,radio,0.0193965517232068
cold,spoon,0.0193965517232068
cold,ac,0.0186781609186436
cold,bathroom,0.0186781609186436
cold,dish,0.0186781609186436
cold,fan,0.0186781609186436
cold,fishing rod,0.0186781609186436
cold,mattres,0.0186781609186436
cold,plat,0.0186781609186436
cold,shower,0.0186781609186436
cold,broom,0.0179597701140804
cold,lamp,0.0179597701140804
cold,microwav,0.0179597701140804
cold,pictur,0.0179597701140804
cold,rug,0.0179597701140804
cold,sofa,0.0179597701140804
cold,toilet,0.0179597701140804
cold,food,0.016522988504954
cold,bed,0.0158045977003908
cold,book,0.0158045977003908
cold,fridg,0.0158045977003908
cold,tv,0.0122126436775747
cold,couch,0.0071839080456321
cold,tabl,0.0014367816091264
cold,chair,0.0
cut,scissor,0.9583333333333333
cut,knif,0.7291666666666666
cut,clipper,0.2708333333333333
cut,nail clipper,0.2291666666666666
cut,razor,0.1458333333333333
cut,pocket knife,0.1249999999999999
cut,blad,0.1041666666666666
cut,box cutter,0.1041666666666666
cut,shear,0.1041666666666666
cut,kniv,0.0833333333333333
cut,seam ripper,0.0833333333333333
cut,teeth,0.0833333333333333
cut,tweezer,0.0833333333333333
cut,lighter,0.082386363635409
cut,cutter,0.0625
cut,razor blad,0.0625
cut,hand,0.0624999999999999
cut,finger nail,0.0416666666666666
cut,key,0.0416666666666666
cut,kitchen shear,0.0416666666666666
cut,nail fil,0.0416666666666666
cut,plier,0.0416666666666666
cut,plyer,0.0416666666666666
cut,scissor her,0.0416666666666666
cut,snip,0.0416666666666666
cut,something sharp,0.0416666666666666
cut,strong hand,0.0416666666666666
cut,tag remover,0.0416666666666666
cut,toe nail clipper,0.0416666666666666
cut,trimmer,0.0416666666666666
cut,wire cutter,0.0416666666666666
cut,coins,0.038825757573893796
cut,thumb tack,0.038825757573893796
cut,paper clip,0.030303030301575704
cut,pencils,0.0303030303015756
cut,box knif,0.0208333333333333
cut,brute strength,0.0208333333333333
cut,clipper to help you,0.0208333333333333
cut,cutical cutter,0.0208333333333333
cut,cuticle cutter,0.0208333333333333
cut,embroidery snip,0.0208333333333333
cut,finger,0.0208333333333333
cut,gloves let me put them on and tear it off,0.0208333333333333
cut,good pair of scissor,0.0208333333333333
cut,hand cutter,0.0208333333333333
cut,hand to remove it for you,0.0208333333333333
cut,idea,0.0208333333333333
cut,kitchen scissor,0.0208333333333333
cut,knife to cut it,0.0208333333333333
cut,knife to cut it off,0.0208333333333333
cut,knife you could try using,0.0208333333333333
cut,lighter to burn it off,0.0208333333333333
cut,lighter we can burn it off,0.0208333333333333
cut,little pair of nail scissor that just the right siz,0.0208333333333333
cut,long nail,0.0208333333333333
cut,muli-tool,0.0208333333333333
cut,nail clip,0.0208333333333333
cut,nail clipper to snip it off,0.0208333333333333
cut,nail clippers these might help,0.0208333333333333
cut,nail cutter,0.0208333333333333
cut,nail scissor,0.0208333333333333
cut,needl,0.0208333333333333
cut,needle nose plier,0.0208333333333333
cut,needle we can take the stitch out,0.0208333333333333
cut,nothing here let buy some scissors,0.0208333333333333
cut,pair of plyer to pull it out with,0.0208333333333333
cut,pair of scissor,0.0208333333333333
cut,pair of scissor right here you can us,0.0208333333333333
cut,paper cutter here somewher,0.0208333333333333
cut,pen knif,0.0208333333333333
cut,penknife that will cut through the tag,0.0208333333333333
cut,pocket knife her,0.0208333333333333
cut,pocket knife to remove it,0.0208333333333333
cut,razer,0.0208333333333333
cut,saw,0.0208333333333333
cut,scalpal,0.0208333333333333
cut,scissor and a knif,0.0208333333333333
cut,scissor somewhere in her,0.0208333333333333
cut,seam ripper that sharp,0.0208333333333333
cut,sharp blad,0.0208333333333333
cut,sharp edg,0.0208333333333333
cut,sharp letter opener,0.0208333333333333
cut,sharp pruning shear,0.0208333333333333
cut,sheer,0.0208333333333333
cut,small knif,0.0208333333333333
cut,something,0.0208333333333333
cut,something for that,0.0208333333333333
cut,something here that will do the trick,0.0208333333333333
cut,something in here i can us,0.0208333333333333
cut,something that should work in her,0.0208333333333333
cut,steak knif,0.0208333333333333
cut,strong boyfriend,0.0208333333333333
cut,swis knif,0.0208333333333333
cut,tag i want to remove too,0.0208333333333333
cut,thi other sweater try thi one instead,0.0208333333333333
cut,thread puller,0.0208333333333333
cut,thread remover,0.0208333333333333
cut,time to help you,0.0208333333333333
cut,tool i got off amazon that get rid of tag easier,0.0208333333333333
cut,utility blad,0.0208333333333333
cut,xacto,0.0208333333333333
cut,aspirin,0.019886363635409
cut,bag,0.019886363635409
cut,battery,0.019886363635409
cut,bill,0.019886363635409
cut,blous,0.019886363635409
cut,busines card,0.019886363635409
cut,button,0.019886363635409
cut,calculator,0.019886363635409
cut,camera,0.019886363635409
cut,canned good,0.019886363635409
cut,cat treat,0.019886363635409
cut,charger,0.019886363635409
cut,chopstick,0.019886363635409
cut,cloth,0.019886363635409
cut,clothespin,0.019886363635409
cut,comb,0.019886363635409
cut,computer charger,0.019886363635409
cut,condom,0.019886363635409
cut,cotton ball,0.019886363635409
cut,credit card,0.019886363635409
cut,deoderant,0.019886363635409
cut,deodorant,0.019886363635409
cut,dish,0.019886363635409
cut,dish towel,0.019886363635409
cut,ducttap,0.019886363635409
cut,fil,0.019886363635409
cut,fishing lin,0.019886363635409
cut,flathead screwdriver,0.019886363635409
cut,folder,0.019886363635409
cut,glas,0.019886363635409
cut,glov,0.019886363635409
cut,guitar,0.019886363635409
cut,hair ti,0.019886363635409
cut,hairbrush,0.019886363635409
cut,hand mirror,0.019886363635409
cut,hankerchief,0.019886363635409
cut,hot pad,0.019886363635409
cut,ink pen,0.019886363635409
cut,ipad,0.019886363635409
cut,jewelry,0.019886363635409
cut,kitchen cloth,0.019886363635409
cut,lipstick,0.019886363635409
cut,long john,0.019886363635409
cut,loose chang,0.019886363635409
cut,looseleaf paper,0.019886363635409
cut,lotion,0.019886363635409
cut,map,0.019886363635409
cut,marbl,0.019886363635409
cut,match,0.019886363635409
cut,meat thermometer,0.019886363635409
cut,misaneou key,0.019886363635409
cut,money,0.019886363635409
cut,nail,0.019886363635409
cut,napkin,0.019886363635409
cut,notebook,0.019886363635409
cut,notepad,0.019886363635409
cut,nut cracker,0.019886363635409
cut,old receipt,0.019886363635409
cut,operation board gam,0.019886363635409
cut,oven mit,0.019886363635409
cut,pad,0.019886363635409
cut,pamphlet,0.019886363635409
