set_boundary,num_reps,context,trigger,query,neg,log_likelihood
3,500,beach,sunglasses,bikini,1,-0.10092591858996053
3,500,beach,a jacket,shorts,1,-0.6539264674066639
3,500,beach,jeans,jacket,0,-2.476938480138824
3,500,beach,shorts,jeans,0,-0.7765287894989964
3,500,beach,a jacket,jeans,1,-0.3065251602532608
3,500,beach,a jacket,jeans,0,-1.3318061758358208
3,500,beach,sunglasses,jeans,0,-0.1438703704197019
3,500,beach,a coat,jeans,0,-0.4004775665971254
3,500,beach,a bikini,sunglasses,0,-0.5242486440981312
3,500,beach,a coat,sunglasses,0,-0.11428914640212766
3,500,beach,shorts,sunglasses,0,-3.6496587409606542
3,500,beach,a coat,jeans,0,-0.4004775665971254
3,500,beach,a bikini,sunglasses,1,-0.8964881045779755
3,500,beach,a jacket,jeans,1,-0.3065251602532608
3,500,beach,jeans,jacket,0,-2.476938480138824
3,500,beach,shorts,bikini,1,-0.16251892949777494
3,500,beach,a jacket,jeans,0,-1.3318061758358208
3,500,beach,a coat,bikini,1,-2.4079456086518722
3,500,beach,a bikini,coat,0,-2.430418464503931
3,500,beach,a jacket,sunglasses,1,-1.6607312068216509
3,500,beach,a jacket,coat,1,-0.4557063245449111
3,500,beach,a bikini,jeans,0,-0.03252319170556006
3,500,beach,shorts,sunglasses,0,-3.6496587409606542
3,500,beach,a bikini,shorts,1,-0.044997365930735805
3,500,beach,a jacket,jeans,0,-1.3318061758358208
3,500,beach,a bikini,sunglasses,0,-0.5242486440981312
3,500,beach,shorts,sunglasses,0,-3.6496587409606542
3,500,beach,sunglasses,jacket,1,-0.5108256237659907
3,500,beach,a coat,jacket,0,-0.11878353598996698
3,500,beach,a coat,jeans,1,-1.1086626245216111
3,500,beach,shorts,sunglasses,1,-0.026343975339601977
3,500,beach,shorts,sunglasses,0,-3.6496587409606542
3,500,beach,a jacket,coat,1,-0.4557063245449111
3,500,beach,a jacket,jeans,0,-1.3318061758358208
3,500,beach,a bikini,shorts,0,-3.123565645063875
3,500,beach,shorts,sunglasses,0,-3.6496587409606542
3,500,beach,jeans,shorts,1,-1.2173958246580767
3,500,beach,a coat,shorts,1,-2.2633643798407643
3,500,beach,shorts,coat,0,-6.2146080984221905
3,500,beach,shorts,jeans,1,-0.616186139423817
3,500,beach,a coat,jeans,1,-1.1086626245216111
3,500,beach,a bikini,coat,0,-2.430418464503931
3,500,beach,a bikini,shorts,1,-0.044997365930735805
3,500,beach,shorts,coat,1,-0.0020020026706730793
3,500,beach,shorts,sunglasses,1,-0.026343975339601977
3,500,beach,a bikini,shorts,0,-3.123565645063875
3,500,beach,jeans,bikini,1,-0.044997365930735805
3,500,beach,shorts,sunglasses,0,-3.6496587409606542
3,500,beach,sunglasses,jeans,0,-0.1438703704197019
3,500,beach,a bikini,sunglasses,1,-0.8964881045779755
3,500,beach,a coat,jacket,0,-0.11878353598996698
3,500,beach,shorts,sunglasses,0,-3.6496587409606542
3,500,beach,sunglasses,jeans,1,-2.0099154790312257
3,500,beach,a jacket,jeans,1,-0.3065251602532608
3,500,beach,sunglasses,bikini,1,-0.10092591858996053
3,500,beach,a bikini,shorts,0,-3.123565645063875
3,500,beach,a bikini,jeans,1,-3.4420193761824103
3,500,beach,jeans,coat,1,-0.0020020026706730793
3,500,beach,shorts,jacket,1,-0.07042246429654582
3,500,beach,a coat,jacket,1,-2.1892564076870427
3,500,beach,shorts,jacket,0,-2.688247573806031
3,500,beach,a bikini,shorts,1,-0.044997365930735805
3,500,beach,a jacket,jeans,0,-1.3318061758358208
3,500,beach,a bikini,shorts,1,-0.044997365930735805
3,500,beach,a jacket,jeans,0,-1.3318061758358208
3,500,beach,shorts,sunglasses,0,-3.6496587409606542
3,500,beach,a jacket,sunglasses,0,-0.21072103131565253
3,500,beach,jeans,sunglasses,0,-2.551046452292546
3,500,beach,a coat,shorts,1,-2.2633643798407643
3,500,beach,a jacket,shorts,0,-0.7339691750802004
3,500,beach,a bikini,sunglasses,0,-0.5242486440981312
3,500,beach,a bikini,sunglasses,0,-0.5242486440981312
3,500,beach,sunglasses,bikini,1,-0.10092591858996053
3,500,beach,a bikini,shorts,1,-0.044997365930735805
3,500,beach,sunglasses,coat,0,-2.302585092994046
3,500,beach,shorts,jeans,1,-0.616186139423817
3,500,beach,a coat,jeans,1,-1.1086626245216111
3,500,beach,shorts,coat,1,-0.0020020026706730793
3,500,beach,shorts,jeans,1,-0.616186139423817
3,500,beach,a bikini,shorts,1,-0.044997365930735805
3,500,beach,jeans,coat,1,-0.0020020026706730793
3,500,beach,jeans,jacket,0,-2.476938480138824
3,500,beach,jeans,coat,1,-0.0020020026706730793
3,500,beach,sunglasses,shorts,1,-1.5417792639602856
3,500,beach,a bikini,sunglasses,0,-0.5242486440981312
3,500,beach,jeans,bikini,1,-0.044997365930735805
3,500,beach,jeans,shorts,1,-1.2173958246580767
3,500,beach,a bikini,sunglasses,0,-0.5242486440981312
3,500,beach,a jacket,sunglasses,0,-0.21072103131565253
3,500,beach,jeans,shorts,1,-1.2173958246580767
3,500,beach,sunglasses,shorts,1,-1.5417792639602856
3,500,beach,a coat,jacket,1,-2.1892564076870427
3,500,beach,sunglasses,coat,0,-2.302585092994046
3,500,beach,a jacket,jeans,1,-0.3065251602532608
3,500,beach,a bikini,jacket,0,-0.05975000440577405
3,500,beach,a jacket,jeans,1,-0.3065251602532608
3,500,beach,a bikini,shorts,1,-0.044997365930735805
3,500,beach,a coat,shorts,1,-2.2633643798407643
3,500,beach,a bikini,sunglasses,0,-0.5242486440981312
3,500,beach,sunglasses,jeans,1,-2.0099154790312257
3,500,beach,a jacket,shorts,1,-0.6539264674066639
3,500,beach,a jacket,bikini,1,-2.1715568305876416
3,500,beach,shorts,bikini,1,-0.16251892949777494
3,500,beach,a jacket,shorts,0,-0.7339691750802004
3,500,beach,a bikini,sunglasses,0,-0.5242486440981312
3,500,beach,a bikini,jeans,0,-0.03252319170556006
3,500,beach,a jacket,jeans,0,-1.3318061758358208
3,500,beach,a coat,bikini,1,-2.4079456086518722
3,500,beach,a coat,bikini,1,-2.4079456086518722
3,500,beach,a bikini,shorts,1,-0.044997365930735805
3,500,beach,shorts,jacket,0,-2.688247573806031
3,500,beach,sunglasses,jacket,0,-0.916290731874155
3,500,beach,a bikini,jeans,0,-0.03252319170556006
3,500,beach,a coat,jacket,1,-2.1892564076870427
3,500,beach,a bikini,sunglasses,0,-0.5242486440981312
3,500,beach,a coat,jeans,1,-1.1086626245216111
3,500,beach,a bikini,shorts,1,-0.044997365930735805
3,500,beach,sunglasses,jeans,0,-0.1438703704197019
3,500,beach,a coat,sunglasses,0,-0.11428914640212766
3,500,beach,a jacket,shorts,1,-0.6539264674066639
3,500,beach,jeans,bikini,1,-0.044997365930735805
3,500,beach,a jacket,jeans,0,-1.3318061758358208
3,500,beach,sunglasses,bikini,1,-0.10092591858996053
3,500,beach,a bikini,shorts,0,-3.123565645063875
3,500,beach,jeans,bikini,1,-0.044997365930735805
3,500,beach,shorts,sunglasses,0,-3.6496587409606542
3,500,beach,a jacket,sunglasses,1,-1.6607312068216509
3,500,beach,shorts,sunglasses,0,-3.6496587409606542
3,500,beach,a bikini,sunglasses,0,-0.5242486440981312
3,500,beach,a coat,jeans,0,-0.4004775665971254
3,500,beach,jeans,shorts,1,-1.2173958246580767
3,500,beach,a bikini,jeans,1,-3.4420193761824103
3,500,beach,shorts,sunglasses,0,-3.6496587409606542
3,500,beach,a coat,shorts,1,-2.2633643798407643
3,500,beach,jeans,shorts,1,-1.2173958246580767
3,500,beach,a coat,jacket,0,-0.11878353598996698
3,500,beach,jeans,coat,0,-6.2146080984221905
3,500,beach,sunglasses,shorts,0,-0.24079848655293046
3,500,beach,jeans,jacket,0,-2.476938480138824
3,500,beach,a jacket,bikini,1,-2.1715568305876416
3,500,beach,jeans,bikini,1,-0.044997365930735805
3,500,beach,sunglasses,jacket,1,-0.5108256237659907
3,500,beach,sunglasses,jeans,1,-2.0099154790312257
3,500,beach,a coat,jacket,1,-2.1892564076870427
3,500,beach,a coat,jeans,0,-0.4004775665971254
3,500,beach,shorts,sunglasses,0,-3.6496587409606542
3,500,beach,a coat,jeans,0,-0.4004775665971254
3,500,beach,a jacket,jeans,1,-0.3065251602532608
3,500,beach,jeans,sunglasses,0,-2.551046452292546
3,500,beach,a jacket,jeans,0,-1.3318061758358208
3,500,beach,a jacket,jeans,1,-0.3065251602532608
3,500,beach,a bikini,shorts,1,-0.044997365930735805
3,500,beach,a jacket,jeans,0,-1.3318061758358208
3,500,beach,a bikini,shorts,1,-0.044997365930735805
3,500,beach,a bikini,sunglasses,1,-0.8964881045779755
3,500,beach,a bikini,jeans,1,-3.4420193761824103
3,500,beach,a bikini,shorts,1,-0.044997365930735805
3,500,beach,a coat,bikini,1,-2.4079456086518722
3,500,beach,a bikini,jacket,0,-0.05975000440577405
3,500,beach,sunglasses,coat,0,-2.302585092994046
3,500,beach,sunglasses,bikini,1,-0.10092591858996053
3,500,beach,sunglasses,jacket,1,-0.5108256237659907
3,500,beach,a bikini,jacket,1,-2.8473122684357177
3,500,beach,a coat,shorts,1,-2.2633643798407643
3,500,beach,a jacket,coat,1,-0.4557063245449111
3,500,beach,shorts,sunglasses,0,-3.6496587409606542
3,500,beach,a bikini,sunglasses,0,-0.5242486440981312
3,500,beach,shorts,bikini,1,-0.16251892949777494
3,500,beach,a coat,bikini,1,-2.4079456086518722
3,500,beach,a coat,jacket,1,-2.1892564076870427
3,500,beach,a bikini,sunglasses,0,-0.5242486440981312
3,500,beach,a coat,jeans,1,-1.1086626245216111
3,500,beach,a jacket,jeans,1,-0.3065251602532608
3,500,beach,shorts,bikini,0,-1.897119984885881
3,500,beach,jeans,jacket,0,-2.476938480138824
3,500,beach,a bikini,sunglasses,0,-0.5242486440981312
3,500,beach,sunglasses,coat,0,-2.302585092994046
3,500,beach,a bikini,coat,1,-0.09211528890780563
3,500,beach,shorts,sunglasses,0,-3.6496587409606542
3,500,beach,a coat,bikini,1,-2.4079456086518722
3,500,beach,a coat,jeans,1,-1.1086626245216111
3,500,beach,sunglasses,coat,0,-2.302585092994046
3,500,beach,a bikini,sunglasses,0,-0.5242486440981312
3,500,beach,a coat,sunglasses,0,-0.11428914640212766
3,500,beach,a coat,jacket,1,-2.1892564076870427
3,500,beach,a bikini,shorts,1,-0.044997365930735805
3,500,beach,a bikini,shorts,1,-0.044997365930735805
3,500,beach,jeans,coat,0,-6.2146080984221905
3,500,beach,a coat,jeans,0,-0.4004775665971254
3,500,beach,a coat,jeans,1,-1.1086626245216111
3,500,beach,jeans,jacket,0,-2.476938480138824
3,500,beach,shorts,jeans,0,-0.7765287894989964
3,500,beach,a coat,jacket,0,-0.11878353598996698
3,500,beach,jeans,sunglasses,0,-2.551046452292546
3,500,cold,blankets,sink,0,-23.025850929940457
3,500,cold,blankets,microwave,0,-5.521460917862245
3,500,cold,a microwave,tea,0,-23.025850929940457
3,500,cold,a sink,tea,0,-23.025850929940457
3,500,cold,blankets,tea,0,-0.44941699563734716
3,500,cold,a microwave,tea,1,0.0
3,500,cold,a sink,microwave,1,-1.1332037334377287
3,500,cold,a fridge,sink,0,-0.7052197617942145
3,500,cold,a sink,microwave,0,-0.3886079910417416
3,500,cold,tea,microwave,0,-23.025850929940457
3,500,cold,a fridge,sink,0,-0.7052197617942145
3,500,cold,blankets,tea,1,-1.016111067156366
3,500,cold,a fridge,microwave,1,-0.04290750101127655
3,500,cold,a fridge,sink,0,-0.7052197617942145
3,500,cold,blankets,tea,0,-0.44941699563734716
3,500,cold,tea,fridge,0,-23.025850929940457
3,500,cold,a sink,microwave,0,-0.3886079910417416
3,500,cold,blankets,microwave,0,-5.521460917862245
3,500,cold,blankets,tea,0,-0.44941699563734716
3,500,cold,a fridge,tea,1,-0.040821994520255166
3,500,cold,blankets,tea,1,-1.016111067156366
3,500,cold,blankets,tea,0,-0.44941699563734716
3,500,cold,a fridge,sink,0,-0.7052197617942145
3,500,cold,a sink,microwave,0,-0.3886079910417416
3,500,cold,a sink,blankets,0,-6.2146080984221905
3,500,cold,blankets,tea,0,-0.44941699563734716
3,500,cold,a sink,fridge,0,-0.4094731295057033
3,500,cold,a fridge,tea,1,-0.040821994520255166
3,500,cold,a fridge,sink,1,-0.6812186096946715
3,500,cold,a sink,fridge,0,-0.4094731295057033
3,500,cold,a sink,microwave,0,-0.3886079910417416
3,500,cold,a microwave,blankets,1,-0.0020020026706730793
3,500,cold,blankets,microwave,0,-5.521460917862245
3,500,cold,a sink,blankets,1,-0.0020020026706730793
3,500,cold,tea,microwave,0,-23.025850929940457
3,500,cold,a fridge,sink,0,-0.7052197617942145
3,500,cold,a microwave,blankets,1,-0.0020020026706730793
3,500,cold,a sink,microwave,1,-1.1332037334377287
3,500,cold,a sink,microwave,1,-1.1332037334377287
3,500,cold,blankets,tea,1,-1.016111067156366
3,500,cold,a microwave,fridge,0,-2.7806208939370447
3,500,cold,a sink,tea,0,-23.025850929940457
3,500,cold,blankets,sink,0,-23.025850929940457
3,500,cold,tea,blankets,1,-0.2903523010076598
3,500,cold,a fridge,microwave,1,-0.04290750101127655
3,500,cold,a microwave,sink,0,-3.170085660698768
3,500,cold,blankets,tea,0,-0.44941699563734716
3,500,cold,a microwave,fridge,1,-0.06400532997591243
3,500,cold,a fridge,sink,1,-0.6812186096946715
3,500,cold,a sink,microwave,0,-0.3886079910417416
3,500,cold,a fridge,microwave,1,-0.04290750101127655
3,500,cold,a fridge,sink,0,-0.7052197617942145
3,500,cold,a fridge,sink,0,-0.7052197617942145
3,500,cold,a fridge,blankets,0,-2.3859667019330972
3,500,cold,blankets,tea,0,-0.44941699563734716
3,500,cold,tea,blankets,0,-1.3783261914707137
3,500,cold,a fridge,microwave,1,-0.04290750101127655
3,500,cold,a fridge,microwave,1,-0.04290750101127655
3,500,cold,blankets,microwave,0,-5.521460917862245
3,500,cold,a microwave,sink,0,-3.170085660698768
3,500,cold,a microwave,tea,0,-23.025850929940457
3,500,cold,tea,sink,0,-23.025850929940457
3,500,cold,blankets,tea,0,-0.44941699563734716
3,500,cold,a fridge,tea,1,-0.040821994520255166
3,500,cold,blankets,tea,0,-0.44941699563734716
3,500,cold,a fridge,microwave,1,-0.04290750101127655
3,500,cold,blankets,tea,0,-0.44941699563734716
3,500,cold,blankets,tea,0,-0.44941699563734716
3,500,cold,tea,sink,0,-23.025850929940457
3,500,cold,a fridge,blankets,0,-2.3859667019330972
3,500,cold,a fridge,sink,1,-0.6812186096946715
3,500,cold,a microwave,blankets,0,-6.2146080984221905
3,500,cold,tea,fridge,0,-23.025850929940457
3,500,cold,tea,blankets,1,-0.2903523010076598
3,500,cold,tea,microwave,0,-23.025850929940457
3,500,cold,a fridge,sink,0,-0.7052197617942145
3,500,cold,blankets,tea,1,-1.016111067156366
3,500,cold,a fridge,microwave,0,-3.170085660698768
3,500,cold,a fridge,tea,0,-3.2188758248681997
3,500,cold,blankets,fridge,0,-4.605170185988091
3,500,cold,a sink,microwave,1,-1.1332037334377287
3,500,cold,a sink,blankets,0,-6.2146080984221905
3,500,cold,tea,fridge,0,-23.025850929940457
3,500,cold,blankets,microwave,0,-5.521460917862245
3,500,cold,a fridge,tea,0,-3.2188758248681997
3,500,cold,a microwave,blankets,0,-6.2146080984221905
3,500,cold,a sink,microwave,1,-1.1332037334377287
3,500,cold,blankets,tea,0,-0.44941699563734716
3,500,cold,tea,sink,0,-23.025850929940457
3,500,cold,a fridge,sink,0,-0.7052197617942145
3,500,cold,a sink,tea,0,-23.025850929940457
3,500,cold,a sink,microwave,0,-0.3886079910417416
3,500,cold,tea,sink,0,-23.025850929940457
3,500,cold,blankets,fridge,0,-4.605170185988091
3,500,cold,a fridge,sink,0,-0.7052197617942145
3,500,cold,a fridge,microwave,0,-3.170085660698768
3,500,cold,a fridge,tea,0,-3.2188758248681997
3,500,cold,a microwave,fridge,1,-0.06400532997591243
3,500,cold,a sink,microwave,1,-1.1332037334377287
3,500,cold,blankets,tea,0,-0.44941699563734716
3,500,cold,blankets,sink,0,-23.025850929940457
3,500,cold,a fridge,microwave,0,-3.170085660698768
3,500,cold,blankets,sink,0,-23.025850929940457
3,500,cold,tea,fridge,0,-23.025850929940457
3,500,cold,tea,fridge,0,-23.025850929940457
3,500,cold,a fridge,microwave,1,-0.04290750101127655
3,500,cold,a sink,microwave,0,-0.3886079910417416
3,500,cold,a microwave,tea,0,-23.025850929940457
3,500,cold,a fridge,sink,0,-0.7052197617942145
3,500,cold,a fridge,sink,0,-0.7052197617942145
3,500,cold,a sink,microwave,1,-1.1332037334377287
3,500,cold,blankets,tea,0,-0.44941699563734716
3,500,cold,a microwave,sink,0,-3.170085660698768
3,500,cold,a sink,microwave,1,-1.1332037334377287
3,500,cold,a sink,microwave,1,-1.1332037334377287
3,500,cold,tea,blankets,1,-0.2903523010076598
3,500,cold,a sink,fridge,0,-0.4094731295057033
3,500,cold,a microwave,fridge,0,-2.7806208939370447
3,500,cold,a sink,microwave,0,-0.3886079910417416
3,500,cold,a microwave,tea,0,-23.025850929940457
3,500,cold,blankets,tea,0,-0.44941699563734716
3,500,cold,a sink,tea,0,-23.025850929940457
3,500,cold,tea,blankets,0,-1.3783261914707137
3,500,cold,tea,fridge,0,-23.025850929940457
3,500,cold,a microwave,blankets,1,-0.0020020026706730793
3,500,cold,a fridge,sink,0,-0.7052197617942145
3,500,cold,blankets,tea,0,-0.44941699563734716
3,500,cold,a fridge,blankets,1,-0.09651090038084373
3,500,cold,a fridge,sink,1,-0.6812186096946715
3,500,cold,blankets,fridge,0,-4.605170185988091
3,500,cold,tea,microwave,0,-23.025850929940457
3,500,cold,a fridge,sink,0,-0.7052197617942145
3,500,cold,a fridge,microwave,1,-0.04290750101127655
3,500,cold,a microwave,sink,0,-3.170085660698768
3,500,cold,a sink,tea,0,-23.025850929940457
3,500,cold,a fridge,sink,0,-0.7052197617942145
3,500,cold,a sink,fridge,1,-1.0906441190189327
3,500,cold,a fridge,microwave,1,-0.04290750101127655
3,500,cold,a fridge,sink,1,-0.6812186096946715
3,500,cold,a fridge,microwave,0,-3.170085660698768
3,500,cold,tea,microwave,0,-23.025850929940457
3,500,cold,blankets,fridge,0,-4.605170185988091
3,500,cold,a fridge,sink,0,-0.7052197617942145
3,500,cut,scissors,keys,0,-3.912023005428145
3,500,cut,batteries,scissors,1,0.0
3,500,cut,scissors,keys,1,-0.020202707317519466
3,500,cut,scissors,keys,0,-3.912023005428145
3,500,cut,keys,scissors,1,-0.1960148839259572
3,500,cut,keys,batteries,0,-0.4652151125139384
3,500,cut,scissors,keys,0,-3.912023005428145
3,500,cut,keys,batteries,0,-0.4652151125139384
3,500,cut,batteries,keys,0,-5.115995809754081
3,500,cut,scissors,keys,0,-3.912023005428145
3,500,cut,batteries,keys,0,-5.115995809754081
3,500,cut,scissors,batteries,0,-23.025850929940457
3,500,cut,keys,scissors,1,-0.1960148839259572
3,500,cut,batteries,scissors,1,0.0
3,500,cut,scissors,keys,0,-3.912023005428145
3,500,cut,scissors,keys,0,-3.912023005428145
3,500,cut,scissors,batteries,0,-23.025850929940457
3,500,cut,batteries,scissors,1,0.0
3,500,cut,batteries,keys,1,-0.006018072325563021
3,500,cut,scissors,keys,0,-3.912023005428145
3,500,cut,batteries,keys,0,-5.115995809754081
3,500,cut,scissors,keys,0,-3.912023005428145
3,500,cut,batteries,scissors,0,-23.025850929940457
3,500,cut,scissors,keys,0,-3.912023005428145
3,500,cut,batteries,keys,0,-5.115995809754081
3,500,cut,scissors,keys,1,-0.020202707317519466
3,500,cut,scissors,batteries,0,-23.025850929940457
3,500,cut,batteries,keys,0,-5.115995809754081
3,500,cut,scissors,keys,0,-3.912023005428145
3,500,cut,batteries,scissors,1,0.0
3,500,cut,scissors,keys,0,-3.912023005428145
3,500,cut,keys,batteries,0,-0.4652151125139384
