set_boundary,num_reps,context,trigger,query,log_likelihood
3,500,bag,cash,makeup,-0.004008021397538822
3,500,bag,pen,cash,-0.004008021397538822
3,500,bag,cash,makeup,-0.004008021397538822
3,500,bag,pen,chalk,-5.521460917862246
3,500,bag,pen,makeup,-0.004008021397538822
3,500,bag,pen,chalk,-5.521460917862246
3,500,bag,cash,makeup,-0.004008021397538822
3,500,bag,cash,makeup,-0.004008021397538822
3,500,bag,makeup,pen,-2.551046452292545
3,500,bag,chalk,cash,-0.004008021397538822
3,500,bag,pen,chalk,-0.004008021397538822
3,500,bag,cash,pen,-2.551046452292545
3,500,bag,pen,chalk,-5.521460917862246
3,500,bag,makeup,cash,-5.521460917862246
3,500,bag,pen,makeup,-5.521460917862246
3,500,bag,cash,makeup,-5.521460917862246
3,500,bag,cash,chalk,-5.521460917862246
3,500,bag,pen,chalk,-0.004008021397538822
3,500,bag,cash,makeup,-0.004008021397538822
3,500,bag,chalk,cash,-0.004008021397538822
3,500,bag,pen,makeup,-0.004008021397538822
3,500,bag,cash,makeup,-0.004008021397538822
3,500,bag,cash,chalk,-5.521460917862246
3,500,bag,pen,chalk,-5.521460917862246
3,500,bag,chalk,cash,-0.004008021397538822
3,500,bag,chalk,pen,-2.551046452292545
3,500,bag,cash,chalk,-5.521460917862246
3,500,bag,chalk,makeup,-0.004008021397538822
3,500,bag,pen,makeup,-0.004008021397538822
3,500,bag,makeup,cash,-0.004008021397538822
3,500,bag,pen,cash,-0.004008021397538822
3,500,bag,pen,chalk,-5.521460917862246
3,500,bag,pen,chalk,-5.521460917862246
3,500,bag,cash,makeup,-0.004008021397538822
3,500,bag,pen,chalk,-5.521460917862246
3,500,bag,chalk,cash,-0.004008021397538822
3,500,bag,cash,pen,-2.551046452292545
3,500,bag,pen,chalk,-5.521460917862246
3,500,bag,pen,chalk,-5.521460917862246
3,500,bag,chalk,makeup,-5.521460917862246
3,500,bag,makeup,cash,-0.004008021397538822
3,500,bag,cash,makeup,-0.004008021397538822
3,500,bag,cash,makeup,-0.004008021397538822
3,500,bag,cash,makeup,-0.004008021397538822
3,500,bag,makeup,pen,-2.551046452292545
3,500,bakery,water,sandwiches,-0.01005033585350145
3,500,bakery,water,sandwiches,-0.01005033585350145
3,500,bakery,water,sandwiches,-0.01005033585350145
3,500,bakery,sandwiches,water,-0.004008021397538822
3,500,bakery,water,sandwiches,-4.605170185988091
3,500,bakery,cakes,sandwiches,-0.01005033585350145
3,500,bakery,water,sandwiches,-0.01005033585350145
3,500,bakery,cakes,water,-0.004008021397538822
3,500,bakery,cakes,water,-0.004008021397538822
3,500,bakery,cakes,sandwiches,-4.605170185988091
3,500,bakery,water,sandwiches,-0.01005033585350145
3,500,bakery,water,cakes,-2.0874737133771
3,500,bakery,water,sandwiches,-4.605170185988091
3,500,bakery,water,sandwiches,-4.605170185988091
3,500,bakery,cakes,sandwiches,-0.01005033585350145
3,500,bakery,water,sandwiches,-0.01005033585350145
3,500,bakery,water,sandwiches,-0.01005033585350145
3,500,bakery,sandwiches,cakes,-2.0874737133771
3,500,bakery,sandwiches,cakes,-2.0874737133771
3,500,bakery,sandwiches,water,-0.004008021397538822
3,500,bakery,cakes,water,-0.004008021397538822
3,500,bakery,water,cakes,-2.0874737133771
3,500,bakery,water,sandwiches,-0.01005033585350145
3,500,bakery,water,sandwiches,-0.01005033585350145
3,500,bakery,sandwiches,water,-0.004008021397538822
3,500,bakery,water,sandwiches,-0.01005033585350145
3,500,bakery,sandwiches,water,-0.004008021397538822
3,500,bakery,water,sandwiches,-4.605170185988091
3,500,bakery,cakes,water,-0.004008021397538822
3,500,bakery,water,sandwiches,-4.605170185988091
3,500,bakery,water,sandwiches,-4.605170185988091
3,500,bakery,water,sandwiches,-4.605170185988091
3,500,bakery,water,cakes,-0.13238918804574562
3,500,bakery,water,sandwiches,-0.01005033585350145
3,500,bakery,water,sandwiches,-4.605170185988091
3,500,bakery,cakes,sandwiches,-4.605170185988091
3,500,bakery,sandwiches,water,-0.004008021397538822
3,500,bakery,cakes,water,-0.004008021397538822
3,500,bakery,cakes,sandwiches,-0.01005033585350145
3,500,bakery,sandwiches,cakes,-2.0874737133771
3,500,bakery,water,sandwiches,-4.605170185988091
3,500,bakery,water,sandwiches,-0.01005033585350145
3,500,beach,bikini,shorts,-2.302585092994046
3,500,beach,jeans,sunglasses,-23.025850929940457
3,500,beach,coat,jeans,-0.2930296787783762
3,500,beach,coat,jeans,-1.3704210119636004
3,500,beach,shorts,jacket,0.0
3,500,beach,shorts,coat,-23.025850929940457
3,500,beach,sunglasses,jacket,-23.025850929940457
3,500,beach,bikini,shorts,-2.302585092994046
3,500,beach,bikini,sunglasses,0.0
3,500,beach,jacket,jeans,-0.2930296787783762
3,500,beach,shorts,sunglasses,0.0
3,500,beach,shorts,sunglasses,0.0
3,500,beach,shorts,sunglasses,0.0
3,500,beach,coat,jacket,0.0
3,500,beach,bikini,jacket,0.0
3,500,beach,coat,jeans,-1.3704210119636004
3,500,beach,shorts,sunglasses,-23.025850929940457
3,500,beach,sunglasses,shorts,-2.302585092994046
3,500,beach,jacket,jeans,-1.3704210119636004
3,500,beach,sunglasses,bikini,-3.270169119255751
3,500,beach,jacket,shorts,-0.10536051565782628
3,500,beach,jeans,jacket,0.0
3,500,beach,shorts,jeans,-1.3704210119636004
3,500,beach,jacket,jeans,-0.2930296787783762
3,500,beach,jacket,jeans,-1.3704210119636004
3,500,beach,sunglasses,jeans,-1.3704210119636004
3,500,beach,coat,jeans,-1.3704210119636004
3,500,beach,bikini,sunglasses,0.0
3,500,beach,coat,sunglasses,0.0
3,500,beach,shorts,sunglasses,0.0
3,500,beach,coat,jeans,-1.3704210119636004
3,500,beach,bikini,sunglasses,-23.025850929940457
3,500,beach,jacket,jeans,-0.2930296787783762
3,500,beach,jeans,jacket,0.0
3,500,beach,shorts,bikini,-3.270169119255751
3,500,beach,jacket,jeans,-1.3704210119636004
3,500,beach,coat,bikini,-3.270169119255751
3,500,beach,bikini,coat,0.0
3,500,beach,jacket,sunglasses,-23.025850929940457
3,500,beach,jacket,coat,-23.025850929940457
3,500,beach,bikini,jeans,-1.3704210119636004
3,500,beach,shorts,sunglasses,0.0
3,500,beach,bikini,shorts,-0.10536051565782628
3,500,beach,jacket,jeans,-1.3704210119636004
3,500,beach,bikini,sunglasses,0.0
3,500,beach,shorts,sunglasses,0.0
3,500,beach,sunglasses,jacket,-23.025850929940457
3,500,beach,coat,jacket,0.0
3,500,beach,coat,jeans,-0.2930296787783762
3,500,beach,shorts,sunglasses,-23.025850929940457
3,500,beach,shorts,sunglasses,0.0
3,500,beach,jacket,coat,-23.025850929940457
3,500,beach,jacket,jeans,-1.3704210119636004
3,500,beach,bikini,shorts,-2.302585092994046
3,500,beach,shorts,sunglasses,0.0
3,500,beach,jeans,shorts,-0.10536051565782628
3,500,beach,coat,shorts,-0.10536051565782628
3,500,beach,shorts,coat,0.0
3,500,beach,shorts,jeans,-0.2930296787783762
3,500,beach,coat,jeans,-0.2930296787783762
3,500,beach,bikini,coat,0.0
3,500,beach,bikini,shorts,-0.10536051565782628
3,500,beach,shorts,coat,-23.025850929940457
3,500,beach,shorts,sunglasses,-23.025850929940457
3,500,beach,bikini,shorts,-2.302585092994046
3,500,beach,jeans,bikini,-3.270169119255751
3,500,beach,shorts,sunglasses,0.0
3,500,beach,sunglasses,jeans,-1.3704210119636004
3,500,beach,bikini,sunglasses,-23.025850929940457
3,500,beach,coat,jacket,0.0
3,500,beach,shorts,sunglasses,0.0
3,500,beach,sunglasses,jeans,-0.2930296787783762
3,500,beach,jacket,jeans,-0.2930296787783762
3,500,beach,sunglasses,bikini,-3.270169119255751
3,500,beach,bikini,shorts,-2.302585092994046
3,500,beach,bikini,jeans,-0.2930296787783762
3,500,beach,jeans,coat,-23.025850929940457
3,500,beach,shorts,jacket,-23.025850929940457
3,500,beach,coat,jacket,-23.025850929940457
3,500,beach,shorts,jacket,0.0
3,500,beach,bikini,shorts,-0.10536051565782628
3,500,beach,jacket,jeans,-1.3704210119636004
3,500,beach,bikini,shorts,-0.10536051565782628
3,500,beach,jacket,jeans,-1.3704210119636004
3,500,beach,shorts,sunglasses,0.0
3,500,beach,jacket,sunglasses,0.0
3,500,beach,jeans,sunglasses,0.0
3,500,beach,coat,shorts,-0.10536051565782628
3,500,beach,jacket,shorts,-2.302585092994046
3,500,beach,bikini,sunglasses,0.0
3,500,beach,bikini,sunglasses,0.0
3,500,beach,sunglasses,bikini,-3.270169119255751
3,500,beach,bikini,shorts,-0.10536051565782628
3,500,beach,sunglasses,coat,0.0
3,500,beach,shorts,jeans,-0.2930296787783762
3,500,beach,coat,jeans,-0.2930296787783762
3,500,beach,shorts,coat,-23.025850929940457
3,500,beach,shorts,jeans,-0.2930296787783762
3,500,beach,bikini,shorts,-0.10536051565782628
3,500,beach,jeans,coat,-23.025850929940457
3,500,beach,jeans,jacket,0.0
3,500,beach,jeans,coat,-23.025850929940457
3,500,beach,sunglasses,shorts,-0.10536051565782628
3,500,beach,bikini,sunglasses,0.0
3,500,beach,jeans,bikini,-3.270169119255751
3,500,beach,jeans,shorts,-0.10536051565782628
3,500,beach,bikini,sunglasses,0.0
3,500,beach,jacket,sunglasses,0.0
3,500,beach,jeans,shorts,-0.10536051565782628
3,500,beach,sunglasses,shorts,-0.10536051565782628
3,500,beach,coat,jacket,-23.025850929940457
3,500,beach,sunglasses,coat,0.0
3,500,beach,jacket,jeans,-0.2930296787783762
3,500,beach,bikini,jacket,0.0
3,500,beach,jacket,jeans,-0.2930296787783762
3,500,beach,bikini,shorts,-0.10536051565782628
3,500,beach,coat,shorts,-0.10536051565782628
3,500,beach,bikini,sunglasses,0.0
3,500,beach,sunglasses,jeans,-0.2930296787783762
3,500,beach,jacket,shorts,-0.10536051565782628
3,500,beach,jacket,bikini,-3.270169119255751
3,500,beach,shorts,bikini,-3.270169119255751
3,500,beach,jacket,shorts,-2.302585092994046
3,500,beach,bikini,sunglasses,0.0
3,500,beach,bikini,jeans,-1.3704210119636004
3,500,beach,jacket,jeans,-1.3704210119636004
3,500,beach,coat,bikini,-3.270169119255751
3,500,beach,coat,bikini,-3.270169119255751
3,500,beach,bikini,shorts,-0.10536051565782628
3,500,beach,shorts,jacket,0.0
3,500,beach,sunglasses,jacket,0.0
3,500,beach,bikini,jeans,-1.3704210119636004
3,500,beach,coat,jacket,-23.025850929940457
3,500,beach,bikini,sunglasses,0.0
3,500,beach,coat,jeans,-0.2930296787783762
3,500,beach,bikini,shorts,-0.10536051565782628
3,500,beach,sunglasses,jeans,-1.3704210119636004
3,500,beach,coat,sunglasses,0.0
3,500,beach,jacket,shorts,-0.10536051565782628
3,500,beach,jeans,bikini,-3.270169119255751
3,500,beach,jacket,jeans,-1.3704210119636004
3,500,beach,sunglasses,bikini,-3.270169119255751
3,500,beach,bikini,shorts,-2.302585092994046
3,500,beach,jeans,bikini,-3.270169119255751
3,500,beach,shorts,sunglasses,0.0
3,500,beach,jacket,sunglasses,-23.025850929940457
3,500,beach,shorts,sunglasses,0.0
3,500,beach,bikini,sunglasses,0.0
3,500,beach,coat,jeans,-1.3704210119636004
3,500,beach,jeans,shorts,-0.10536051565782628
3,500,beach,bikini,jeans,-0.2930296787783762
3,500,beach,shorts,sunglasses,0.0
3,500,beach,coat,shorts,-0.10536051565782628
3,500,beach,jeans,shorts,-0.10536051565782628
3,500,beach,coat,jacket,0.0
3,500,beach,jeans,coat,0.0
3,500,beach,sunglasses,shorts,-2.302585092994046
3,500,beach,jeans,jacket,0.0
3,500,beach,jacket,bikini,-3.270169119255751
3,500,beach,jeans,bikini,-3.270169119255751
3,500,beach,sunglasses,jacket,-23.025850929940457
3,500,beach,sunglasses,jeans,-0.2930296787783762
3,500,beach,coat,jacket,-23.025850929940457
3,500,beach,coat,jeans,-1.3704210119636004
3,500,beach,shorts,sunglasses,0.0
3,500,beach,coat,jeans,-1.3704210119636004
3,500,beach,jacket,jeans,-0.2930296787783762
3,500,beach,jeans,sunglasses,0.0
3,500,beach,jacket,jeans,-1.3704210119636004
3,500,beach,jacket,jeans,-0.2930296787783762
3,500,beach,bikini,shorts,-0.10536051565782628
3,500,beach,jacket,jeans,-1.3704210119636004
3,500,beach,bikini,shorts,-0.10536051565782628
3,500,beach,bikini,sunglasses,-23.025850929940457
3,500,beach,bikini,jeans,-0.2930296787783762
3,500,beach,bikini,shorts,-0.10536051565782628
3,500,beach,coat,bikini,-3.270169119255751
3,500,beach,bikini,jacket,0.0
3,500,beach,sunglasses,coat,0.0
3,500,beach,sunglasses,bikini,-3.270169119255751
3,500,beach,sunglasses,jacket,-23.025850929940457
3,500,beach,bikini,jacket,-23.025850929940457
3,500,beach,coat,shorts,-0.10536051565782628
3,500,beach,jacket,coat,-23.025850929940457
3,500,beach,shorts,sunglasses,0.0
3,500,beach,bikini,sunglasses,0.0
3,500,beach,shorts,bikini,-3.270169119255751
3,500,beach,coat,bikini,-3.270169119255751
3,500,beach,coat,jacket,-23.025850929940457
3,500,beach,bikini,sunglasses,0.0
3,500,beach,coat,jeans,-0.2930296787783762
3,500,beach,jacket,jeans,-0.2930296787783762
3,500,beach,shorts,bikini,-0.038740828316430595
3,500,beach,jeans,jacket,0.0
3,500,beach,bikini,sunglasses,0.0
3,500,beach,sunglasses,coat,0.0
3,500,beach,bikini,coat,-23.025850929940457
3,500,beach,shorts,sunglasses,0.0
3,500,beach,coat,bikini,-3.270169119255751
3,500,beach,coat,jeans,-0.2930296787783762
3,500,beach,sunglasses,coat,0.0
3,500,beach,bikini,sunglasses,0.0
3,500,beach,coat,sunglasses,0.0
3,500,beach,coat,jacket,-23.025850929940457
3,500,beach,bikini,shorts,-0.10536051565782628
3,500,beach,bikini,shorts,-0.10536051565782628
3,500,beach,jeans,coat,0.0
3,500,beach,coat,jeans,-1.3704210119636004
3,500,beach,coat,jeans,-0.2930296787783762
3,500,beach,jeans,jacket,0.0
3,500,beach,shorts,jeans,-1.3704210119636004
3,500,beach,coat,jacket,0.0
3,500,beach,jeans,sunglasses,0.0
3,500,cold,blankets,sink,0.0
3,500,cold,blankets,microwave,0.0
3,500,cold,microwave,tea,-0.0020020026706730793
3,500,cold,sink,tea,-0.0020020026706730793
3,500,cold,blankets,tea,-0.0020020026706730793
3,500,cold,microwave,tea,-6.214608098422191
3,500,cold,sink,microwave,-23.025850929940457
3,500,cold,fridge,sink,0.0
3,500,cold,sink,microwave,0.0
3,500,cold,tea,microwave,0.0
3,500,cold,fridge,sink,0.0
3,500,cold,blankets,tea,-6.214608098422191
3,500,cold,fridge,microwave,-23.025850929940457
3,500,cold,fridge,sink,0.0
3,500,cold,blankets,tea,-0.0020020026706730793
3,500,cold,tea,fridge,0.0
3,500,cold,sink,microwave,0.0
3,500,cold,blankets,microwave,0.0
3,500,cold,blankets,tea,-0.0020020026706730793
3,500,cold,fridge,tea,-6.214608098422191
3,500,cold,blankets,tea,-6.214608098422191
3,500,cold,blankets,tea,-0.0020020026706730793
3,500,cold,fridge,sink,0.0
3,500,cold,sink,microwave,0.0
3,500,cold,sink,blankets,0.0
3,500,cold,blankets,tea,-0.0020020026706730793
3,500,cold,sink,fridge,0.0
3,500,cold,fridge,tea,-6.214608098422191
3,500,cold,fridge,sink,-23.025850929940457
3,500,cold,sink,fridge,0.0
3,500,cold,sink,microwave,0.0
3,500,cold,microwave,blankets,-23.025850929940457
3,500,cold,blankets,microwave,0.0
3,500,cold,sink,blankets,-23.025850929940457
3,500,cold,tea,microwave,0.0
3,500,cold,fridge,sink,0.0
3,500,cold,microwave,blankets,-23.025850929940457
3,500,cold,sink,microwave,-23.025850929940457
3,500,cold,sink,microwave,-23.025850929940457
3,500,cold,blankets,tea,-6.214608098422191
3,500,cold,microwave,fridge,0.0
3,500,cold,sink,tea,-0.0020020026706730793
3,500,cold,blankets,sink,0.0
3,500,cold,tea,blankets,-23.025850929940457
3,500,cold,fridge,microwave,-23.025850929940457
3,500,cold,microwave,sink,0.0
3,500,cold,blankets,tea,-0.0020020026706730793
3,500,cold,microwave,fridge,-23.025850929940457
3,500,cold,fridge,sink,-23.025850929940457
3,500,cold,sink,microwave,0.0
3,500,cold,fridge,microwave,-23.025850929940457
3,500,cold,fridge,sink,0.0
3,500,cold,fridge,sink,0.0
3,500,cold,fridge,blankets,0.0
3,500,cold,blankets,tea,-0.0020020026706730793
3,500,cold,tea,blankets,0.0
3,500,cold,fridge,microwave,-23.025850929940457
3,500,cold,fridge,microwave,-23.025850929940457
3,500,cold,blankets,microwave,0.0
3,500,cold,microwave,sink,0.0
3,500,cold,microwave,tea,-0.0020020026706730793
3,500,cold,tea,sink,0.0
3,500,cold,blankets,tea,-0.0020020026706730793
3,500,cold,fridge,tea,-6.214608098422191
3,500,cold,blankets,tea,-0.0020020026706730793
3,500,cold,fridge,microwave,-23.025850929940457
3,500,cold,blankets,tea,-0.0020020026706730793
3,500,cold,blankets,tea,-0.0020020026706730793
3,500,cold,tea,sink,0.0
3,500,cold,fridge,blankets,0.0
3,500,cold,fridge,sink,-23.025850929940457
3,500,cold,microwave,blankets,0.0
3,500,cold,tea,fridge,0.0
3,500,cold,tea,blankets,-23.025850929940457
3,500,cold,tea,microwave,0.0
3,500,cold,fridge,sink,0.0
3,500,cold,blankets,tea,-6.214608098422191
3,500,cold,fridge,microwave,0.0
3,500,cold,fridge,tea,-0.0020020026706730793
3,500,cold,blankets,fridge,0.0
3,500,cold,sink,microwave,-23.025850929940457
3,500,cold,sink,blankets,0.0
3,500,cold,tea,fridge,0.0
3,500,cold,blankets,microwave,0.0
3,500,cold,fridge,tea,-0.0020020026706730793
3,500,cold,microwave,blankets,0.0
3,500,cold,sink,microwave,-23.025850929940457
3,500,cold,blankets,tea,-0.0020020026706730793
3,500,cold,tea,sink,0.0
3,500,cold,fridge,sink,0.0
3,500,cold,sink,tea,-0.0020020026706730793
3,500,cold,sink,microwave,0.0
3,500,cold,tea,sink,0.0
3,500,cold,blankets,fridge,0.0
3,500,cold,fridge,sink,0.0
3,500,cold,fridge,microwave,0.0
3,500,cold,fridge,tea,-0.0020020026706730793
3,500,cold,microwave,fridge,-23.025850929940457
3,500,cold,sink,microwave,-23.025850929940457
3,500,cold,blankets,tea,-0.0020020026706730793
3,500,cold,blankets,sink,0.0
3,500,cold,fridge,microwave,0.0
3,500,cold,blankets,sink,0.0
3,500,cold,tea,fridge,0.0
3,500,cold,tea,fridge,0.0
3,500,cold,fridge,microwave,-23.025850929940457
3,500,cold,sink,microwave,0.0
3,500,cold,microwave,tea,-0.0020020026706730793
3,500,cold,fridge,sink,0.0
3,500,cold,fridge,sink,0.0
3,500,cold,sink,microwave,-23.025850929940457
3,500,cold,blankets,tea,-0.0020020026706730793
3,500,cold,microwave,sink,0.0
3,500,cold,sink,microwave,-23.025850929940457
3,500,cold,sink,microwave,-23.025850929940457
3,500,cold,tea,blankets,-23.025850929940457
3,500,cold,sink,fridge,0.0
3,500,cold,microwave,fridge,0.0
3,500,cold,sink,microwave,0.0
3,500,cold,microwave,tea,-0.0020020026706730793
3,500,cold,blankets,tea,-0.0020020026706730793
3,500,cold,sink,tea,-0.0020020026706730793
3,500,cold,tea,blankets,0.0
3,500,cold,tea,fridge,0.0
3,500,cold,microwave,blankets,-23.025850929940457
3,500,cold,fridge,sink,0.0
3,500,cold,blankets,tea,-0.0020020026706730793
3,500,cold,fridge,blankets,-23.025850929940457
3,500,cold,fridge,sink,-23.025850929940457
3,500,cold,blankets,fridge,0.0
3,500,cold,tea,microwave,0.0
3,500,cold,fridge,sink,0.0
3,500,cold,fridge,microwave,-23.025850929940457
3,500,cold,microwave,sink,0.0
3,500,cold,sink,tea,-0.0020020026706730793
3,500,cold,fridge,sink,0.0
3,500,cold,sink,fridge,-23.025850929940457
3,500,cold,fridge,microwave,-23.025850929940457
3,500,cold,fridge,sink,-23.025850929940457
3,500,cold,fridge,microwave,0.0
3,500,cold,tea,microwave,0.0
3,500,cold,blankets,fridge,0.0
3,500,cold,fridge,sink,0.0
3,500,cut,scissors,keys,-0.004008021397538822
3,500,cut,batteries,scissors,-23.025850929940457
3,500,cut,scissors,keys,-5.521460917862246
3,500,cut,scissors,keys,-0.004008021397538822
3,500,cut,keys,scissors,-23.025850929940457
3,500,cut,keys,batteries,-0.004008021397538822
3,500,cut,scissors,keys,-0.004008021397538822
3,500,cut,keys,batteries,-0.004008021397538822
3,500,cut,batteries,keys,-0.004008021397538822
3,500,cut,scissors,keys,-0.004008021397538822
3,500,cut,batteries,keys,-0.004008021397538822
3,500,cut,scissors,batteries,-0.004008021397538822
3,500,cut,keys,scissors,-23.025850929940457
3,500,cut,batteries,scissors,-23.025850929940457
3,500,cut,scissors,keys,-0.004008021397538822
3,500,cut,scissors,keys,-0.004008021397538822
3,500,cut,scissors,batteries,-0.004008021397538822
3,500,cut,batteries,scissors,-23.025850929940457
3,500,cut,batteries,keys,-5.521460917862246
3,500,cut,scissors,keys,-0.004008021397538822
3,500,cut,batteries,keys,-0.004008021397538822
3,500,cut,scissors,keys,-0.004008021397538822
3,500,cut,batteries,scissors,0.0
3,500,cut,scissors,keys,-0.004008021397538822
3,500,cut,batteries,keys,-0.004008021397538822
3,500,cut,scissors,keys,-5.521460917862246
3,500,cut,scissors,batteries,-0.004008021397538822
3,500,cut,batteries,keys,-0.004008021397538822
3,500,cut,scissors,keys,-0.004008021397538822
3,500,cut,batteries,scissors,-23.025850929940457
3,500,cut,scissors,keys,-0.004008021397538822
3,500,cut,keys,batteries,-0.004008021397538822
3,500,cut,keys,scissors,-23.025850929940457
3,500,cut,scissors,keys,-0.004008021397538822
3,500,cut,scissors,keys,-0.004008021397538822
3,500,cut,keys,scissors,-23.025850929940457
3,500,cut,scissors,keys,-0.004008021397538822
3,500,cut,scissors,keys,-0.004008021397538822
3,500,cut,keys,batteries,-5.521460917862246
3,500,cut,scissors,keys,-0.004008021397538822
3,500,cut,keys,scissors,-23.025850929940457
3,500,cut,scissors,batteries,-0.004008021397538822
3,500,cut,scissors,keys,-5.521460917862246
3,500,cut,scissors,keys,-0.004008021397538822
3,500,fridge,milk,meat,0.0
3,500,fridge,juice,milk,-2.0874737133771
3,500,fridge,water,milk,-0.13238918804574562
3,500,fridge,water,juice,-1.5606477482646683
3,500,fridge,water,milk,-2.0874737133771
3,500,fridge,water,milk,-2.0874737133771
3,500,fridge,water,juice,-1.5606477482646683
3,500,fridge,water,juice,-1.5606477482646683
3,500,fridge,water,juice,-1.5606477482646683
3,500,fridge,juice,water,0.0
3,500,fridge,water,milk,-2.0874737133771
3,500,fridge,meat,water,0.0
3,500,fridge,water,milk,-2.0874737133771
3,500,fridge,water,meat,0.0
3,500,fridge,juice,water,0.0
3,500,fridge,water,milk,-2.0874737133771
3,500,fridge,water,juice,-1.5606477482646683
3,500,fridge,juice,meat,0.0
3,500,fridge,water,juice,-1.5606477482646683
3,500,fridge,water,milk,-2.0874737133771
3,500,fridge,juice,meat,0.0
3,500,fridge,water,milk,-2.0874737133771
3,500,fridge,water,juice,-1.5606477482646683
3,500,fridge,water,juice,-1.5606477482646683
3,500,fridge,meat,juice,-1.5606477482646683
3,500,fridge,meat,water,0.0
3,500,fridge,water,meat,0.0
3,500,fridge,water,juice,-1.5606477482646683
3,500,fridge,milk,meat,0.0
3,500,fridge,water,juice,-1.5606477482646683
3,500,fridge,juice,milk,-2.0874737133771
3,500,fridge,juice,milk,-2.0874737133771
3,500,fridge,water,juice,-1.5606477482646683
3,500,fridge,milk,juice,-1.5606477482646683
3,500,fridge,milk,meat,0.0
3,500,fridge,meat,juice,-1.5606477482646683
3,500,fridge,juice,water,0.0
3,500,fridge,water,milk,-2.0874737133771
3,500,fridge,milk,water,0.0
3,500,fridge,juice,milk,-2.0874737133771
3,500,fridge,milk,juice,-1.5606477482646683
3,500,fridge,milk,water,0.0
3,500,fridge,milk,water,0.0
3,500,fridge,meat,milk,-0.13238918804574562
3,500,fridge,water,milk,-2.0874737133771
3,500,fridge,meat,milk,-2.0874737133771
3,500,fridge,water,juice,-1.5606477482646683
3,500,fridge,water,milk,-2.0874737133771
3,500,fridge,meat,juice,-1.5606477482646683
3,500,fridge,water,milk,-2.0874737133771
3,500,fridge,juice,milk,-2.0874737133771
3,500,fridge,water,milk,-2.0874737133771
3,500,fridge,water,milk,-2.0874737133771
3,500,fridge,juice,meat,0.0
3,500,fridge,milk,juice,-1.5606477482646683
3,500,fridge,water,juice,-1.5606477482646683
3,500,fridge,juice,milk,-2.0874737133771
3,500,fridge,juice,milk,-2.0874737133771
3,500,fridge,juice,water,0.0
3,500,fridge,water,milk,-2.0874737133771
3,500,fridge,water,milk,-2.0874737133771
3,500,fridge,milk,water,-23.025850929940457
3,500,fridge,water,juice,-1.5606477482646683
3,500,fridge,juice,milk,-2.0874737133771
3,500,fridge,water,juice,-1.5606477482646683
3,500,fridge,juice,milk,-2.0874737133771
3,500,fridge,water,juice,-1.5606477482646683
3,500,fridge,milk,meat,0.0
3,500,fridge,juice,water,0.0
3,500,fridge,milk,water,0.0
3,500,fridge,water,juice,-1.5606477482646683
3,500,fridge,water,milk,-2.0874737133771
3,500,fridge,juice,water,0.0
3,500,fridge,juice,milk,-2.0874737133771
3,500,fridge,water,juice,-1.5606477482646683
3,500,fridge,juice,milk,-2.0874737133771
3,500,fridge,milk,water,0.0
3,500,fridge,water,juice,-1.5606477482646683
3,500,fridge,juice,milk,-2.0874737133771
3,500,fridge,meat,milk,-2.0874737133771
3,500,fridge,meat,juice,-1.5606477482646683
3,500,fridge,water,milk,-2.0874737133771
3,500,fridge,water,juice,-1.5606477482646683
3,500,fridge,water,meat,0.0
3,500,fridge,milk,juice,-1.5606477482646683
3,500,fridge,water,juice,-1.5606477482646683
