set_boundary,num_reps,context,trigger,query,neg,log_likelihood
3,500,bakery,water,sandwiches,1,-0.2718087232954908
3,500,bakery,cakes,water,0,0.0
3,500,bakery,water,sandwiches,1,-0.2718087232954908
3,500,bakery,water,sandwiches,1,-0.2718087232954908
3,500,bakery,water,sandwiches,1,-0.2718087232954908
3,500,bakery,water,cakes,0,-3.8167128256238203
3,500,bakery,water,sandwiches,0,-1.4354846053106625
3,500,bakery,water,sandwiches,1,-0.2718087232954908
3,500,bakery,cakes,sandwiches,1,-1.324258970200438
3,500,bakery,sandwiches,water,0,-0.07042246429654593
3,500,bakery,cakes,water,0,0.0
3,500,bakery,cakes,sandwiches,0,-0.3092462503676215
3,500,bakery,sandwiches,cakes,1,-0.0020020026706730793
3,500,bakery,water,sandwiches,1,-0.2718087232954908
3,500,bakery,water,sandwiches,0,-1.4354846053106625
3,500,beach,a bikini,shorts,0,-23.025850929940457
3,500,beach,jeans,sunglasses,1,-2.551046452292545
3,500,beach,a coat,jeans,1,-0.0020020026706730793
3,500,beach,a coat,jeans,0,-6.2146080984221905
3,500,beach,shorts,jacket,0,-0.0725706928348355
3,500,beach,shorts,coat,1,-6.214608098422191
3,500,beach,sunglasses,jacket,1,-0.9063404010209869
3,500,beach,a bikini,shorts,0,-23.025850929940457
3,500,beach,a bikini,sunglasses,0,-0.8964881045779752
3,500,beach,a jacket,jeans,1,-0.0020020026706730793
3,500,beach,shorts,sunglasses,0,-0.026343975339601977
3,500,beach,shorts,sunglasses,0,-0.026343975339601977
3,500,beach,shorts,sunglasses,0,-0.026343975339601977
3,500,beach,a coat,jacket,0,-2.343407087514301
3,500,beach,a bikini,jacket,0,-2.847312268435717
3,500,beach,a coat,jeans,0,-6.2146080984221905
3,500,beach,shorts,sunglasses,1,-3.649658740960655
3,500,beach,sunglasses,shorts,0,-4.135166556742355
3,500,beach,a jacket,jeans,0,-6.2146080984221905
3,500,beach,sunglasses,bikini,1,-2.3434070875143007
3,500,beach,a jacket,shorts,1,-0.0020020026706730793
3,500,beach,jeans,jacket,0,-0.08992470752798701
3,500,beach,shorts,jeans,0,-0.6348782724359695
3,500,beach,a jacket,jeans,1,-0.0020020026706730793
3,500,beach,a jacket,jeans,0,-6.2146080984221905
3,500,beach,sunglasses,jeans,0,-2.551046452292546
3,500,beach,a coat,jeans,0,-6.2146080984221905
3,500,beach,a bikini,sunglasses,0,-0.8964881045779752
3,500,beach,a coat,sunglasses,0,-2.282782465697866
3,500,beach,shorts,sunglasses,0,-0.026343975339601977
3,500,beach,a coat,jeans,0,-6.2146080984221905
3,500,beach,a bikini,sunglasses,1,-0.5242486440981314
3,500,beach,a jacket,jeans,1,-0.0020020026706730793
3,500,beach,jeans,jacket,0,-0.08992470752798701
3,500,beach,shorts,bikini,1,-1.8578992717326
3,500,beach,a jacket,jeans,0,-6.2146080984221905
3,500,beach,a coat,bikini,1,-0.057629112836636416
3,500,beach,a bikini,coat,0,-0.09211528890780563
3,500,beach,a jacket,sunglasses,1,-0.1960148839259572
3,500,beach,a jacket,coat,1,-1.0051219455807707
3,500,beach,a bikini,jeans,0,-4.135166556742355
3,500,beach,shorts,sunglasses,0,-0.026343975339601977
3,500,beach,a bikini,shorts,1,0.0
3,500,beach,a jacket,jeans,0,-6.2146080984221905
3,500,beach,a bikini,sunglasses,0,-0.8964881045779752
3,500,beach,shorts,sunglasses,0,-0.026343975339601977
3,500,beach,sunglasses,jacket,1,-0.9063404010209869
3,500,beach,a coat,jacket,0,-2.343407087514301
3,500,beach,a coat,jeans,1,-0.0020020026706730793
3,500,beach,shorts,sunglasses,1,-3.649658740960655
3,500,beach,shorts,sunglasses,0,-0.026343975339601977
3,500,beach,a jacket,coat,1,-1.0051219455807707
3,500,beach,a jacket,jeans,0,-6.2146080984221905
3,500,beach,a bikini,shorts,0,-23.025850929940457
3,500,beach,shorts,sunglasses,0,-0.026343975339601977
3,500,beach,jeans,shorts,1,-0.2984060358147566
3,500,beach,a coat,shorts,1,-0.024292692569044587
3,500,beach,shorts,coat,0,-0.0020020026706730793
3,500,beach,shorts,jeans,1,-0.7550225842780328
3,500,beach,a coat,jeans,1,-0.0020020026706730793
3,500,beach,a bikini,coat,0,-0.09211528890780563
3,500,beach,a bikini,shorts,1,0.0
3,500,beach,shorts,coat,1,-6.214608098422191
3,500,beach,shorts,sunglasses,1,-3.649658740960655
3,500,beach,a bikini,shorts,0,-23.025850929940457
3,500,beach,jeans,bikini,1,-3.079113882493042
3,500,beach,shorts,sunglasses,0,-0.026343975339601977
3,500,beach,sunglasses,jeans,0,-2.551046452292546
3,500,beach,a bikini,sunglasses,1,-0.5242486440981314
3,500,beach,a coat,jacket,0,-2.343407087514301
3,500,beach,shorts,sunglasses,0,-0.026343975339601977
3,500,beach,sunglasses,jeans,1,-0.08121005542554317
3,500,beach,a jacket,jeans,1,-0.0020020026706730793
3,500,beach,sunglasses,bikini,1,-2.3434070875143007
3,500,beach,a bikini,shorts,0,-23.025850929940457
3,500,beach,a bikini,jeans,1,-0.016129381929883644
3,500,beach,jeans,coat,1,-6.214608098422191
3,500,beach,shorts,jacket,1,-2.659260036932778
3,500,beach,a coat,jacket,1,-0.10092591858996053
3,500,beach,shorts,jacket,0,-0.0725706928348355
3,500,beach,a bikini,shorts,1,0.0
3,500,beach,a jacket,jeans,0,-6.2146080984221905
3,500,beach,a bikini,shorts,1,0.0
3,500,beach,a jacket,jeans,0,-6.2146080984221905
3,500,beach,shorts,sunglasses,0,-0.026343975339601977
3,500,beach,a jacket,sunglasses,0,-1.7259717286900516
3,500,beach,jeans,sunglasses,0,-0.08121005542554317
3,500,beach,a coat,shorts,1,-0.024292692569044587
3,500,beach,a jacket,shorts,0,-6.2146080984221905
3,500,beach,a bikini,sunglasses,0,-0.8964881045779752
3,500,beach,a bikini,sunglasses,0,-0.8964881045779752
3,500,beach,sunglasses,bikini,1,-2.3434070875143007
3,500,beach,a bikini,shorts,1,0.0
3,500,beach,sunglasses,coat,0,-0.10536051565782628
3,500,beach,shorts,jeans,1,-0.7550225842780328
3,500,beach,a coat,jeans,1,-0.0020020026706730793
3,500,beach,shorts,coat,1,-6.214608098422191
3,500,beach,shorts,jeans,1,-0.7550225842780328
3,500,beach,a bikini,shorts,1,0.0
3,500,beach,jeans,coat,1,-6.214608098422191
3,500,beach,jeans,jacket,0,-0.08992470752798701
3,500,beach,jeans,coat,1,-6.214608098422191
3,500,beach,sunglasses,shorts,1,-0.016129381929883644
3,500,beach,a bikini,sunglasses,0,-0.8964881045779752
3,500,beach,jeans,bikini,1,-3.079113882493042
3,500,beach,jeans,shorts,1,-0.2984060358147566
3,500,beach,a bikini,sunglasses,0,-0.8964881045779752
3,500,beach,a jacket,sunglasses,0,-1.7259717286900516
3,500,beach,jeans,shorts,1,-0.2984060358147566
3,500,beach,sunglasses,shorts,1,-0.016129381929883644
3,500,beach,a coat,jacket,1,-0.10092591858996053
3,500,beach,sunglasses,coat,0,-0.10536051565782628
3,500,beach,a jacket,jeans,1,-0.0020020026706730793
3,500,beach,a bikini,jacket,0,-2.847312268435717
3,500,beach,a jacket,jeans,1,-0.0020020026706730793
3,500,beach,a bikini,shorts,1,0.0
3,500,beach,a coat,shorts,1,-0.024292692569044587
3,500,beach,a bikini,sunglasses,0,-0.8964881045779752
3,500,beach,sunglasses,jeans,1,-0.08121005542554317
3,500,beach,a jacket,shorts,1,-0.0020020026706730793
3,500,beach,a jacket,bikini,1,-0.04290750101127655
3,500,beach,shorts,bikini,1,-1.8578992717326
3,500,beach,a jacket,shorts,0,-6.2146080984221905
3,500,beach,a bikini,sunglasses,0,-0.8964881045779752
3,500,beach,a bikini,jeans,0,-4.135166556742355
3,500,beach,a jacket,jeans,0,-6.2146080984221905
3,500,beach,a coat,bikini,1,-0.057629112836636416
3,500,beach,a coat,bikini,1,-0.057629112836636416
3,500,beach,a bikini,shorts,1,0.0
3,500,beach,shorts,jacket,0,-0.0725706928348355
3,500,beach,sunglasses,jacket,0,-0.5175146119167874
3,500,beach,a bikini,jeans,0,-4.135166556742355
3,500,beach,a coat,jacket,1,-0.10092591858996053
3,500,beach,a bikini,sunglasses,0,-0.8964881045779752
3,500,beach,a coat,jeans,1,-0.0020020026706730793
3,500,beach,a bikini,shorts,1,0.0
3,500,beach,sunglasses,jeans,0,-2.551046452292546
3,500,beach,a coat,sunglasses,0,-2.282782465697866
3,500,beach,a jacket,shorts,1,-0.0020020026706730793
3,500,beach,jeans,bikini,1,-3.079113882493042
3,500,beach,a jacket,jeans,0,-6.2146080984221905
3,500,beach,sunglasses,bikini,1,-2.3434070875143007
3,500,beach,a bikini,shorts,0,-23.025850929940457
3,500,beach,jeans,bikini,1,-3.079113882493042
3,500,beach,shorts,sunglasses,0,-0.026343975339601977
3,500,beach,a jacket,sunglasses,1,-0.1960148839259572
3,500,beach,shorts,sunglasses,0,-0.026343975339601977
3,500,beach,a bikini,sunglasses,0,-0.8964881045779752
3,500,beach,a coat,jeans,0,-6.2146080984221905
3,500,beach,jeans,shorts,1,-0.2984060358147566
3,500,beach,a bikini,jeans,1,-0.016129381929883644
3,500,beach,shorts,sunglasses,0,-0.026343975339601977
3,500,beach,a coat,shorts,1,-0.024292692569044587
3,500,beach,jeans,shorts,1,-0.2984060358147566
3,500,beach,a coat,jacket,0,-2.343407087514301
3,500,beach,jeans,coat,0,-0.0020020026706730793
3,500,beach,sunglasses,shorts,0,-4.135166556742355
3,500,beach,jeans,jacket,0,-0.08992470752798701
3,500,beach,a jacket,bikini,1,-0.04290750101127655
3,500,beach,jeans,bikini,1,-3.079113882493042
3,500,beach,sunglasses,jacket,1,-0.9063404010209869
3,500,beach,sunglasses,jeans,1,-0.08121005542554317
3,500,beach,a coat,jacket,1,-0.10092591858996053
3,500,beach,a coat,jeans,0,-6.2146080984221905
3,500,beach,shorts,sunglasses,0,-0.026343975339601977
3,500,beach,a coat,jeans,0,-6.2146080984221905
3,500,beach,a jacket,jeans,1,-0.0020020026706730793
3,500,beach,jeans,sunglasses,0,-0.08121005542554317
3,500,beach,a jacket,jeans,0,-6.2146080984221905
3,500,beach,a jacket,jeans,1,-0.0020020026706730793
3,500,beach,a bikini,shorts,1,0.0
3,500,beach,a jacket,jeans,0,-6.2146080984221905
3,500,beach,a bikini,shorts,1,0.0
3,500,beach,a bikini,sunglasses,1,-0.5242486440981314
3,500,beach,a bikini,jeans,1,-0.016129381929883644
3,500,beach,a bikini,shorts,1,0.0
3,500,beach,a coat,bikini,1,-0.057629112836636416
3,500,beach,a bikini,jacket,0,-2.847312268435717
3,500,beach,sunglasses,coat,0,-0.10536051565782628
3,500,beach,sunglasses,bikini,1,-2.3434070875143007
3,500,beach,sunglasses,jacket,1,-0.9063404010209869
3,500,beach,a bikini,jacket,1,-0.05975000440577405
3,500,beach,a coat,shorts,1,-0.024292692569044587
3,500,beach,a jacket,coat,1,-1.0051219455807707
3,500,beach,shorts,sunglasses,0,-0.026343975339601977
3,500,beach,a bikini,sunglasses,0,-0.8964881045779752
3,500,beach,shorts,bikini,1,-1.8578992717326
3,500,beach,a coat,bikini,1,-0.057629112836636416
3,500,beach,a coat,jacket,1,-0.10092591858996053
3,500,beach,a bikini,sunglasses,0,-0.8964881045779752
3,500,beach,a coat,jeans,1,-0.0020020026706730793
3,500,beach,a jacket,jeans,1,-0.0020020026706730793
3,500,beach,shorts,bikini,0,-0.16960278438617998
3,500,beach,jeans,jacket,0,-0.08992470752798701
3,500,beach,a bikini,sunglasses,0,-0.8964881045779752
3,500,beach,sunglasses,coat,0,-0.10536051565782628
3,500,beach,a bikini,coat,1,-2.430418464503931
3,500,beach,shorts,sunglasses,0,-0.026343975339601977
3,500,beach,a coat,bikini,1,-0.057629112836636416
3,500,beach,a coat,jeans,1,-0.0020020026706730793
3,500,beach,sunglasses,coat,0,-0.10536051565782628
3,500,beach,a bikini,sunglasses,0,-0.8964881045779752
3,500,beach,a coat,sunglasses,0,-2.282782465697866
3,500,beach,a coat,jacket,1,-0.10092591858996053
3,500,beach,a bikini,shorts,1,0.0
3,500,beach,a bikini,shorts,1,0.0
3,500,beach,jeans,coat,0,-0.0020020026706730793
3,500,beach,a coat,jeans,0,-6.2146080984221905
3,500,beach,a coat,jeans,1,-0.0020020026706730793
3,500,beach,jeans,jacket,0,-0.08992470752798701
3,500,beach,shorts,jeans,0,-0.6348782724359695
3,500,beach,a coat,jacket,0,-2.343407087514301
3,500,beach,jeans,sunglasses,0,-0.08121005542554317
3,500,cold,blankets,sink,0,0.0
3,500,cold,blankets,microwave,0,-0.004008021397538822
3,500,cold,a microwave,tea,0,-0.0020020026706730793
3,500,cold,a sink,tea,0,0.0
3,500,cold,blankets,tea,0,-1.0328245481301066
3,500,cold,a microwave,tea,1,-6.214608098422191
3,500,cold,a sink,microwave,1,-0.36528331847533263
3,500,cold,a fridge,sink,0,-23.025850929940457
3,500,cold,a sink,microwave,0,-1.1841701770297561
3,500,cold,tea,microwave,0,0.0
3,500,cold,a fridge,sink,0,-23.025850929940457
3,500,cold,blankets,tea,1,-0.4400565528777834
3,500,cold,a fridge,microwave,1,0.0
3,500,cold,a fridge,sink,0,-23.025850929940457
3,500,cold,blankets,tea,0,-1.0328245481301066
3,500,cold,tea,fridge,0,0.0
3,500,cold,a sink,microwave,0,-1.1841701770297561
3,500,cold,blankets,microwave,0,-0.004008021397538822
3,500,cold,blankets,tea,0,-1.0328245481301066
3,500,cold,a fridge,tea,1,-3.2188758248682006
3,500,cold,blankets,tea,1,-0.4400565528777834
3,500,cold,blankets,tea,0,-1.0328245481301066
3,500,cold,a fridge,sink,0,-23.025850929940457
3,500,cold,a sink,microwave,0,-1.1841701770297561
3,500,cold,a sink,blankets,0,-0.0020020026706730793
3,500,cold,blankets,tea,0,-1.0328245481301066
3,500,cold,a sink,fridge,0,-1.158362293073884
3,500,cold,a fridge,tea,1,-3.2188758248682006
3,500,cold,a fridge,sink,1,0.0
3,500,cold,a sink,fridge,0,-1.158362293073884
3,500,cold,a sink,microwave,0,-1.1841701770297561
3,500,cold,a microwave,blankets,1,-6.214608098422191
3,500,cold,blankets,microwave,0,-0.004008021397538822
3,500,cold,a sink,blankets,1,-6.214608098422191
3,500,cold,tea,microwave,0,0.0
3,500,cold,a fridge,sink,0,-23.025850929940457
3,500,cold,a microwave,blankets,1,-6.214608098422191
3,500,cold,a sink,microwave,1,-0.36528331847533263
3,500,cold,a sink,microwave,1,-0.36528331847533263
3,500,cold,blankets,tea,1,-0.4400565528777834
3,500,cold,a microwave,fridge,0,-0.2957142441490452
3,500,cold,a sink,tea,0,0.0
3,500,cold,blankets,sink,0,0.0
3,500,cold,tea,blankets,1,-1.3704210119636004
3,500,cold,a fridge,microwave,1,0.0
3,500,cold,a microwave,sink,0,-0.16251892949777494
3,500,cold,blankets,tea,0,-1.0328245481301066
3,500,cold,a microwave,fridge,1,-1.3625778345025745
3,500,cold,a fridge,sink,1,0.0
3,500,cold,a sink,microwave,0,-1.1841701770297561
3,500,cold,a fridge,microwave,1,0.0
3,500,cold,a fridge,sink,0,-23.025850929940457
3,500,cold,a fridge,sink,0,-23.025850929940457
3,500,cold,a fridge,blankets,0,-0.09651090038084373
3,500,cold,blankets,tea,0,-1.0328245481301066
3,500,cold,tea,blankets,0,-0.2930296787783762
3,500,cold,a fridge,microwave,1,0.0
3,500,cold,a fridge,microwave,1,0.0
3,500,cold,blankets,microwave,0,-0.004008021397538822
3,500,cold,a microwave,sink,0,-0.16251892949777494
3,500,cold,a microwave,tea,0,-0.0020020026706730793
3,500,cold,tea,sink,0,0.0
3,500,cold,blankets,tea,0,-1.0328245481301066
3,500,cold,a fridge,tea,1,-3.2188758248682006
3,500,cold,blankets,tea,0,-1.0328245481301066
3,500,cold,a fridge,microwave,1,0.0
3,500,cold,blankets,tea,0,-1.0328245481301066
3,500,cold,blankets,tea,0,-1.0328245481301066
3,500,cold,tea,sink,0,0.0
3,500,cold,a fridge,blankets,0,-0.09651090038084373
3,500,cold,a fridge,sink,1,0.0
3,500,cold,a microwave,blankets,0,-0.0020020026706730793
3,500,cold,tea,fridge,0,0.0
3,500,cold,tea,blankets,1,-1.3704210119636004
3,500,cold,tea,microwave,0,0.0
3,500,cold,a fridge,sink,0,-23.025850929940457
3,500,cold,blankets,tea,1,-0.4400565528777834
3,500,cold,a fridge,microwave,0,-23.025850929940457
3,500,cold,a fridge,tea,0,-0.040821994520255166
3,500,cold,blankets,fridge,0,-0.01005033585350145
3,500,cold,a sink,microwave,1,-0.36528331847533263
3,500,cold,a sink,blankets,0,-0.0020020026706730793
3,500,cold,tea,fridge,0,0.0
3,500,cold,blankets,microwave,0,-0.004008021397538822
3,500,cold,a fridge,tea,0,-0.040821994520255166
3,500,cold,a microwave,blankets,0,-0.0020020026706730793
3,500,cold,a sink,microwave,1,-0.36528331847533263
3,500,cold,blankets,tea,0,-1.0328245481301066
3,500,cold,tea,sink,0,0.0
3,500,cold,a fridge,sink,0,-23.025850929940457
3,500,cold,a sink,tea,0,0.0
3,500,cold,a sink,microwave,0,-1.1841701770297561
3,500,cold,tea,sink,0,0.0
3,500,cold,blankets,fridge,0,-0.01005033585350145
3,500,cold,a fridge,sink,0,-23.025850929940457
3,500,cold,a fridge,microwave,0,-23.025850929940457
3,500,cold,a fridge,tea,0,-0.040821994520255166
3,500,cold,a microwave,fridge,1,-1.3625778345025745
3,500,cold,a sink,microwave,1,-0.36528331847533263
3,500,cold,blankets,tea,0,-1.0328245481301066
3,500,cold,blankets,sink,0,0.0
3,500,cold,a fridge,microwave,0,-23.025850929940457
3,500,cold,blankets,sink,0,0.0
3,500,cold,tea,fridge,0,0.0
3,500,cold,tea,fridge,0,0.0
3,500,cold,a fridge,microwave,1,0.0
3,500,cold,a sink,microwave,0,-1.1841701770297561
3,500,cold,a microwave,tea,0,-0.0020020026706730793
3,500,cold,a fridge,sink,0,-23.025850929940457
3,500,cold,a fridge,sink,0,-23.025850929940457
3,500,cold,a sink,microwave,1,-0.36528331847533263
3,500,cold,blankets,tea,0,-1.0328245481301066
3,500,cold,a microwave,sink,0,-0.16251892949777494
3,500,cold,a sink,microwave,1,-0.36528331847533263
3,500,cold,a sink,microwave,1,-0.36528331847533263
3,500,cold,tea,blankets,1,-1.3704210119636004
3,500,cold,a sink,fridge,0,-1.158362293073884
3,500,cold,a microwave,fridge,0,-0.2957142441490452
3,500,cold,a sink,microwave,0,-1.1841701770297561
3,500,cold,a microwave,tea,0,-0.0020020026706730793
3,500,cold,blankets,tea,0,-1.0328245481301066
3,500,cold,a sink,tea,0,0.0
3,500,cold,tea,blankets,0,-0.2930296787783762
3,500,cold,tea,fridge,0,0.0
3,500,cold,a microwave,blankets,1,-6.214608098422191
3,500,cold,a fridge,sink,0,-23.025850929940457
3,500,cold,blankets,tea,0,-1.0328245481301066
3,500,cold,a fridge,blankets,1,-2.385966701933097
3,500,cold,a fridge,sink,1,0.0
3,500,cold,blankets,fridge,0,-0.01005033585350145
3,500,cold,tea,microwave,0,0.0
3,500,cold,a fridge,sink,0,-23.025850929940457
3,500,cold,a fridge,microwave,1,0.0
3,500,cold,a microwave,sink,0,-0.16251892949777494
3,500,cold,a sink,tea,0,0.0
3,500,cold,a fridge,sink,0,-23.025850929940457
3,500,cold,a sink,fridge,1,-0.3768776512562517
3,500,cold,a fridge,microwave,1,0.0
3,500,cold,a fridge,sink,1,0.0
3,500,cold,a fridge,microwave,0,-23.025850929940457
3,500,cold,tea,microwave,0,0.0
3,500,cold,blankets,fridge,0,-0.01005033585350145
3,500,cold,a fridge,sink,0,-23.025850929940457
3,500,cut,scissors,keys,0,-0.04709160753385057
3,500,cut,batteries,scissors,1,-23.025850929940457
3,500,cut,scissors,keys,1,-3.079113882493042
3,500,cut,scissors,keys,0,-0.04709160753385057
3,500,cut,keys,scissors,1,-1.725971728690052
3,500,cut,keys,batteries,0,-1.1270117631898078
3,500,cut,scissors,keys,0,-0.04709160753385057
3,500,cut,keys,batteries,0,-1.1270117631898078
3,500,cut,batteries,keys,0,-0.014098924379501648
3,500,cut,scissors,keys,0,-0.04709160753385057
3,500,cut,batteries,keys,0,-0.014098924379501648
3,500,cut,scissors,batteries,0,-0.0020020026706730793
3,500,cut,keys,scissors,1,-1.725971728690052
3,500,cut,batteries,scissors,1,-23.025850929940457
3,500,cut,scissors,keys,0,-0.04709160753385057
3,500,cut,scissors,keys,0,-0.04709160753385057
3,500,cut,scissors,batteries,0,-0.0020020026706730793
3,500,cut,batteries,scissors,1,-23.025850929940457
3,500,cut,batteries,keys,1,-4.268697949366879
3,500,cut,scissors,keys,0,-0.04709160753385057
3,500,cut,batteries,keys,0,-0.014098924379501648
3,500,cut,scissors,keys,0,-0.04709160753385057
3,500,cut,batteries,scissors,0,0.0
3,500,cut,scissors,keys,0,-0.04709160753385057
3,500,cut,batteries,keys,0,-0.014098924379501648
3,500,cut,scissors,keys,1,-3.079113882493042
3,500,cut,scissors,batteries,0,-0.0020020026706730793
3,500,cut,batteries,keys,0,-0.014098924379501648
3,500,cut,scissors,keys,0,-0.04709160753385057
3,500,cut,batteries,scissors,1,-23.025850929940457
3,500,cut,scissors,keys,0,-0.04709160753385057
3,500,cut,keys,batteries,0,-1.1270117631898078
3,500,cut,keys,scissors,1,-1.725971728690052
3,500,cut,scissors,keys,0,-0.04709160753385057
3,500,cut,scissors,keys,0,-0.04709160753385057
3,500,cut,keys,scissors,1,-1.725971728690052
3,500,cut,scissors,keys,0,-0.04709160753385057
3,500,cut,scissors,keys,0,-0.04709160753385057
3,500,cut,keys,batteries,1,-0.3915622029391729
3,500,cut,scissors,keys,0,-0.04709160753385057
3,500,cut,keys,scissors,1,-1.725971728690052
3,500,cut,scissors,batteries,0,-0.0020020026706730793
3,500,cut,scissors,keys,1,-3.079113882493042
