context,query,trigger,empirical_probability,log_likelihoods,excluded_items,alternative_structure
bag,makeup,cash,0.455,-0.6069694843188931,"{'crayons', 'headphones'}",ordering
bag,cash,chalk,0.849,-1.8904754421672125,,ordering
bag,makeup,pen,0.054,-0.05551270993025883,,ordering
bag,makeup,cash,0.455,-0.6069694843188931,,ordering
bag,headphones,pen,,,{'headphones'},ordering
bag,chalk,cash,0.151,-1.8904754421672127,{'headphones'},ordering
bag,cash,headphones,,,{'headphones'},ordering
bag,chalk,pen,0.017,-4.074541934925921,{'headphones'},ordering
bag,cash,chalk,0.849,-1.8904754421672125,,ordering
bag,crayons,makeup,,,{'crayons'},ordering
bag,chalk,crayons,,,{'crayons'},ordering
bag,chalk,headphones,,,"{'crayons', 'headphones'}",ordering
bag,chalk,crayons,,,"{'crayons', 'headphones'}",ordering
bag,pen,chalk,0.983,-0.017146158834970514,"{'crayons', 'headphones'}",ordering
bag,chalk,cash,0.151,-1.8904754421672127,,ordering
bag,makeup,chalk,0.839,-1.826350913997674,,ordering
bag,crayons,pen,,,{'crayons'},ordering
bag,cash,headphones,,,"{'crayons', 'headphones'}",ordering
bag,crayons,headphones,,,"{'crayons', 'headphones'}",ordering
bag,crayons,pen,,,"{'crayons', 'headphones'}",ordering
bag,makeup,pen,0.054,-0.05551270993025883,"{'crayons', 'headphones'}",ordering
bag,crayons,pen,,,{'crayons'},ordering
bag,cash,makeup,0.545,-0.7874578600311867,{'crayons'},ordering
bag,cash,pen,0.076,-0.07904320734045285,,ordering
bag,headphones,crayons,,,{'headphones'},ordering
bag,headphones,makeup,,,{'headphones'},ordering
bag,chalk,crayons,,,"{'crayons', 'headphones'}",ordering
bag,makeup,headphones,,,"{'crayons', 'headphones'}",ordering
bag,headphones,crayons,,,"{'crayons', 'headphones'}",ordering
bag,chalk,crayons,,,"{'crayons', 'headphones'}",ordering
bag,chalk,pen,0.017,-4.074541934925921,"{'crayons', 'headphones'}",ordering
bag,chalk,pen,0.017,-4.074541934925921,,ordering
bag,makeup,headphones,,,{'headphones'},ordering
bag,cash,headphones,,,{'headphones'},ordering
bag,makeup,cash,0.455,-0.6069694843188931,{'headphones'},ordering
bag,chalk,crayons,,,{'crayons'},ordering
bag,chalk,pen,0.017,-4.074541934925921,{'crayons'},ordering
bag,cash,chalk,0.849,-1.8904754421672125,,ordering
bag,crayons,pen,,,{'crayons'},ordering
bag,makeup,crayons,,,{'crayons'},ordering
bag,cash,crayons,,,{'crayons'},ordering
bag,pen,cash,0.924,-0.07904320734045285,{'crayons'},ordering
bag,chalk,pen,0.017,-4.074541934925921,,ordering
bag,crayons,pen,,,{'crayons'},ordering
bag,chalk,pen,0.017,-4.074541934925921,{'crayons'},ordering
bag,makeup,chalk,0.839,-0.1755445725149309,,ordering
bag,chalk,headphones,,,{'headphones'},ordering
bag,headphones,pen,,,{'headphones'},ordering
bag,cash,makeup,0.545,-0.7874578600311867,{'headphones'},ordering
bag,crayons,headphones,,,{'crayons'},ordering
bag,makeup,cash,0.455,-0.6069694843188931,{'crayons'},ordering
bag,makeup,cash,0.455,-0.6069694843188931,,ordering
bag,makeup,cash,0.455,-0.6069694843188931,,ordering
bag,crayons,pen,,,{'crayons'},ordering
bag,pen,makeup,0.946,-0.05551270993025883,{'crayons'},ordering
bakery,muffins,ice cream,,,{'muffins'},ordering
bakery,sandwiches,pretzels,,,"{'muffins', 'pretzels'}",ordering
bakery,muffins,pretzels,,,"{'muffins', 'pretzels'}",ordering
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels'}",ordering
bakery,ice cream,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,cakes,ice cream,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,muffins,ice cream,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,muffins,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,muffins,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,sandwiches,muffins,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,pretzels,muffins,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,sandwiches,water,0.64,-1.0216512475319814,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,water,muffins,,,{'muffins'},ordering
bakery,pretzels,ice cream,,,"{'muffins', 'pretzels'}",ordering
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels'}",ordering
bakery,sandwiches,water,0.64,-1.0216512475319814,"{'muffins', 'pretzels'}",ordering
bakery,cakes,pretzels,,,{'pretzels'},ordering
bakery,pretzels,water,,,{'pretzels'},ordering
bakery,muffins,cakes,,,"{'muffins', 'pretzels'}",ordering
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels'}",ordering
bakery,water,muffins,,,"{'muffins', 'pretzels'}",ordering
bakery,muffins,water,,,"{'muffins', 'pretzels'}",ordering
bakery,muffins,ice cream,,,"{'muffins', 'pretzels'}",ordering
bakery,muffins,water,,,"{'muffins', 'pretzels'}",ordering
bakery,cakes,ice cream,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,ice cream,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,sandwiches,water,0.64,-1.0216512475319814,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,pretzels,water,,,{'pretzels'},ordering
bakery,ice cream,water,,,"{'ice cream', 'pretzels'}",ordering
bakery,ice cream,cakes,,,"{'ice cream', 'pretzels'}",ordering
bakery,ice cream,cakes,,,"{'ice cream', 'pretzels'}",ordering
bakery,pretzels,sandwiches,,,"{'ice cream', 'pretzels'}",ordering
bakery,water,sandwiches,0.36,-0.4462871026284195,"{'ice cream', 'pretzels'}",ordering
bakery,sandwiches,ice cream,,,{'ice cream'},ordering
bakery,sandwiches,ice cream,,,{'ice cream'},ordering
bakery,sandwiches,ice cream,,,{'ice cream'},ordering
bakery,sandwiches,pretzels,,,"{'ice cream', 'pretzels'}",ordering
bakery,muffins,ice cream,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,pretzels,sandwiches,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,water,muffins,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,cakes,pretzels,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,ice cream,sandwiches,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,pretzels,sandwiches,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,ice cream,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,water,ice cream,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,water,ice cream,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,pretzels,sandwiches,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,ice cream,pretzels,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,muffins,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,muffins,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,muffins,water,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,pretzels,sandwiches,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,water,muffins,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,ice cream,sandwiches,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,pretzels,ice cream,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,ice cream,water,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,muffins,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,sandwiches,water,0.64,-0.4462871026284195,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,muffins,cakes,,,{'muffins'},ordering
bakery,water,ice cream,,,"{'ice cream', 'muffins'}",ordering
bakery,pretzels,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,ice cream,pretzels,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,sandwiches,cakes,0.086,-0.08992470752798701,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,muffins,sandwiches,,,{'muffins'},ordering
bakery,ice cream,cakes,,,"{'ice cream', 'muffins'}",ordering
bakery,pretzels,water,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,sandwiches,water,0.64,-1.0216512475319814,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,cakes,muffins,,,{'muffins'},ordering
bakery,muffins,cakes,,,{'muffins'},ordering
bakery,pretzels,muffins,,,"{'muffins', 'pretzels'}",ordering
bakery,ice cream,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,water,cakes,0.043,-0.04395188752918283,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,cakes,ice cream,,,{'ice cream'},ordering
bakery,cakes,pretzels,,,"{'ice cream', 'pretzels'}",ordering
bakery,ice cream,cakes,,,"{'ice cream', 'pretzels'}",ordering
bakery,water,cakes,0.043,-0.04395188752918283,"{'ice cream', 'pretzels'}",ordering
bakery,sandwiches,cakes,0.086,-2.4534079827286295,,ordering
bakery,muffins,cakes,,,{'muffins'},ordering
bakery,ice cream,pretzels,,,"{'ice cream', 'muffins'}",ordering
bakery,ice cream,cakes,,,"{'ice cream', 'muffins'}",ordering
bakery,muffins,water,,,"{'ice cream', 'muffins'}",ordering
bakery,ice cream,cakes,,,"{'ice cream', 'muffins'}",ordering
bakery,muffins,ice cream,,,"{'ice cream', 'muffins'}",ordering
bakery,ice cream,cakes,,,"{'ice cream', 'muffins'}",ordering
bakery,ice cream,sandwiches,,,"{'ice cream', 'muffins'}",ordering
bakery,sandwiches,water,0.64,-1.0216512475319814,"{'ice cream', 'muffins'}",ordering
bakery,ice cream,pretzels,,,{'ice cream'},ordering
bakery,water,pretzels,,,"{'ice cream', 'pretzels'}",ordering
bakery,water,pretzels,,,"{'ice cream', 'pretzels'}",ordering
bakery,cakes,pretzels,,,"{'ice cream', 'pretzels'}",ordering
bakery,pretzels,water,,,"{'ice cream', 'pretzels'}",ordering
bakery,cakes,ice cream,,,"{'ice cream', 'pretzels'}",ordering
bakery,cakes,ice cream,,,"{'ice cream', 'pretzels'}",ordering
bakery,muffins,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,muffins,ice cream,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,pretzels,sandwiches,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,sandwiches,ice cream,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,pretzels,water,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,muffins,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,cakes,water,0.957,-0.04395188752918283,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,ice cream,muffins,,,{'ice cream'},ordering
bakery,muffins,cakes,,,"{'ice cream', 'muffins'}",ordering
bakery,pretzels,sandwiches,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,sandwiches,water,0.64,-0.4462871026284195,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,muffins,cakes,,,{'muffins'},ordering
bakery,sandwiches,water,0.64,-0.4462871026284195,{'muffins'},ordering
bakery,ice cream,water,,,{'ice cream'},ordering
bakery,sandwiches,cakes,0.086,-0.08992470752798701,{'ice cream'},ordering
bakery,sandwiches,muffins,,,{'muffins'},ordering
bakery,sandwiches,pretzels,,,"{'muffins', 'pretzels'}",ordering
bakery,sandwiches,water,0.64,-1.0216512475319814,"{'muffins', 'pretzels'}",ordering
bakery,pretzels,water,,,{'pretzels'},ordering
bakery,sandwiches,water,0.64,-1.0216512475319814,{'pretzels'},ordering
bakery,pretzels,water,,,{'pretzels'},ordering
bakery,pretzels,sandwiches,,,{'pretzels'},ordering
bakery,ice cream,pretzels,,,"{'ice cream', 'pretzels'}",ordering
bakery,cakes,muffins,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,muffins,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,pretzels,sandwiches,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,cakes,muffins,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,water,muffins,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,pretzels,muffins,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,cakes,sandwiches,0.914,-0.08992470752798701,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,pretzels,water,,,{'pretzels'},ordering
bakery,muffins,ice cream,,,"{'muffins', 'pretzels'}",ordering
bakery,cakes,sandwiches,0.914,-0.08992470752798701,"{'muffins', 'pretzels'}",ordering
bakery,cakes,pretzels,,,{'pretzels'},ordering
bakery,water,sandwiches,0.36,-0.4462871026284195,{'pretzels'},ordering
bakery,pretzels,cakes,,,{'pretzels'},ordering
bakery,muffins,cakes,,,"{'muffins', 'pretzels'}",ordering
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels'}",ordering
bakery,pretzels,cakes,,,"{'muffins', 'pretzels'}",ordering
bakery,pretzels,muffins,,,"{'muffins', 'pretzels'}",ordering
bakery,water,cakes,0.043,-0.04395188752918283,"{'muffins', 'pretzels'}",ordering
bakery,ice cream,cakes,,,{'ice cream'},ordering
bakery,muffins,ice cream,,,"{'ice cream', 'muffins'}",ordering
bakery,cakes,water,0.957,-0.04395188752918283,"{'ice cream', 'muffins'}",ordering
bakery,pretzels,water,,,{'pretzels'},ordering
bakery,ice cream,water,,,"{'ice cream', 'pretzels'}",ordering
bakery,sandwiches,water,0.64,-1.0216512475319814,"{'ice cream', 'pretzels'}",ordering
bakery,sandwiches,water,0.64,-1.0216512475319814,,ordering
bakery,pretzels,sandwiches,,,{'pretzels'},ordering
bakery,sandwiches,pretzels,,,{'pretzels'},ordering
bakery,pretzels,sandwiches,,,{'pretzels'},ordering
bakery,muffins,cakes,,,"{'muffins', 'pretzels'}",ordering
bakery,water,sandwiches,0.36,-0.4462871026284195,"{'muffins', 'pretzels'}",ordering
bakery,ice cream,cakes,,,{'ice cream'},ordering
bakery,pretzels,sandwiches,,,"{'ice cream', 'pretzels'}",ordering
bakery,muffins,ice cream,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,water,pretzels,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,muffins,sandwiches,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,sandwiches,water,0.64,-1.0216512475319814,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,water,sandwiches,0.36,-0.4462871026284195,,ordering
bakery,ice cream,cakes,,,{'ice cream'},ordering
bakery,ice cream,cakes,,,{'ice cream'},ordering
bakery,ice cream,sandwiches,,,{'ice cream'},ordering
bakery,muffins,pretzels,,,"{'ice cream', 'muffins'}",ordering
bakery,ice cream,water,,,"{'ice cream', 'muffins'}",ordering
bakery,sandwiches,water,0.64,-0.4462871026284195,"{'ice cream', 'muffins'}",ordering
bakery,muffins,sandwiches,,,{'muffins'},ordering
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels'}",ordering
bakery,muffins,ice cream,,,"{'muffins', 'pretzels'}",ordering
bakery,water,cakes,0.043,-0.04395188752918283,"{'muffins', 'pretzels'}",ordering
bakery,cakes,muffins,,,{'muffins'},ordering
bakery,pretzels,muffins,,,"{'muffins', 'pretzels'}",ordering
bakery,water,ice cream,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,muffins,ice cream,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,pretzels,water,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,pretzels,sandwiches,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,sandwiches,water,0.64,-0.4462871026284195,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,muffins,ice cream,,,{'muffins'},ordering
bakery,water,ice cream,,,"{'ice cream', 'muffins'}",ordering
bakery,pretzels,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,muffins,ice cream,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,sandwiches,water,0.64,-0.4462871026284195,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,ice cream,cakes,,,{'ice cream'},ordering
bakery,sandwiches,water,0.64,-0.4462871026284195,{'ice cream'},ordering
bakery,cakes,water,0.957,-3.1465551632885735,,ordering
bakery,sandwiches,water,0.64,-1.0216512475319814,,ordering
bakery,ice cream,cakes,,,{'ice cream'},ordering
bakery,sandwiches,water,0.64,-0.4462871026284195,{'ice cream'},ordering
bakery,pretzels,water,,,{'pretzels'},ordering
bakery,sandwiches,cakes,0.086,-2.4534079827286295,{'pretzels'},ordering
bakery,water,pretzels,,,{'pretzels'},ordering
bakery,ice cream,cakes,,,"{'ice cream', 'pretzels'}",ordering
bakery,water,sandwiches,0.36,-0.4462871026284195,"{'ice cream', 'pretzels'}",ordering
bakery,ice cream,water,,,{'ice cream'},ordering
bakery,water,ice cream,,,{'ice cream'},ordering
bakery,muffins,ice cream,,,"{'ice cream', 'muffins'}",ordering
bakery,muffins,ice cream,,,"{'ice cream', 'muffins'}",ordering
bakery,muffins,water,,,"{'ice cream', 'muffins'}",ordering
bakery,muffins,cakes,,,"{'ice cream', 'muffins'}",ordering
bakery,muffins,ice cream,,,"{'ice cream', 'muffins'}",ordering
bakery,ice cream,sandwiches,,,"{'ice cream', 'muffins'}",ordering
bakery,muffins,water,,,"{'ice cream', 'muffins'}",ordering
bakery,muffins,cakes,,,"{'ice cream', 'muffins'}",ordering
bakery,muffins,ice cream,,,"{'ice cream', 'muffins'}",ordering
bakery,water,cakes,0.043,-0.04395188752918283,"{'ice cream', 'muffins'}",ordering
bakery,ice cream,muffins,,,{'ice cream'},ordering
bakery,pretzels,water,,,"{'ice cream', 'pretzels'}",ordering
bakery,pretzels,cakes,,,"{'ice cream', 'pretzels'}",ordering
bakery,cakes,muffins,,,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,sandwiches,cakes,0.086,-0.08992470752798701,"{'ice cream', 'muffins', 'pretzels'}",ordering
bakery,muffins,pretzels,,,{'muffins'},ordering
