context,query,trigger,empirical_probability,log_likelihoods,excluded_items,alternative_structure
bag,crayons,chalk,,,{'crayons'},conjunction
bag,chalk,makeup,0.152768,-1.8788348482657722,{'crayons'},conjunction
bag,makeup,crayons,,,{'crayons'},conjunction
bag,headphones,pen,,,"{'crayons', 'headphones'}",conjunction
bag,chalk,pen,0.00992,-4.613202357685355,"{'crayons', 'headphones'}",conjunction
bag,headphones,chalk,,,{'headphones'},conjunction
bag,pen,chalk,0.99,-0.01005033585350145,{'headphones'},conjunction
bag,headphones,cash,,,{'headphones'},conjunction
bag,headphones,chalk,,,{'headphones'},conjunction
bag,cash,makeup,0.575846,-0.8576586821469036,{'headphones'},conjunction
bag,pen,headphones,,,{'headphones'},conjunction
bag,chalk,pen,0.00992,-4.613202357685355,{'headphones'},conjunction
bag,chalk,makeup,0.152768,-1.8788348482657722,,conjunction
bag,chalk,crayons,,,{'crayons'},conjunction
bag,pen,crayons,,,{'crayons'},conjunction
bag,chalk,pen,0.00992,-4.613202357685355,{'crayons'},conjunction
bag,makeup,headphones,,,{'headphones'},conjunction
bag,headphones,makeup,,,{'headphones'},conjunction
bag,pen,cash,0.921,-0.08229524272683016,{'headphones'},conjunction
bag,cash,pen,0.078842,-0.08212370478015303,,conjunction
bag,chalk,pen,0.00992,-0.009969531037490483,,conjunction
bag,pen,chalk,0.99,-0.01005033585350145,,conjunction
bag,makeup,chalk,0.844308,-1.8598755823228552,,conjunction
bag,chalk,pen,0.00992,-4.613202357685355,,conjunction
bag,chalk,headphones,,,{'headphones'},conjunction
bag,cash,headphones,,,{'headphones'},conjunction
bag,headphones,pen,,,{'headphones'},conjunction
bag,cash,headphones,,,{'headphones'},conjunction
bag,headphones,makeup,,,{'headphones'},conjunction
bag,makeup,headphones,,,{'headphones'},conjunction
bag,cash,pen,0.078842,-0.08212370478015303,{'headphones'},conjunction
bag,makeup,headphones,,,{'headphones'},conjunction
bag,cash,chalk,0.869258,-2.034529363377463,{'headphones'},conjunction
bag,cash,headphones,,,{'headphones'},conjunction
bag,crayons,cash,,,"{'crayons', 'headphones'}",conjunction
bag,pen,makeup,0.944,-0.057629112836636416,"{'crayons', 'headphones'}",conjunction
bag,makeup,chalk,0.844308,-1.8598755823228552,,conjunction
bag,makeup,cash,0.422154,-0.5484478817962918,,conjunction
bag,chalk,crayons,,,{'crayons'},conjunction
bag,crayons,cash,,,{'crayons'},conjunction
bag,cash,headphones,,,"{'crayons', 'headphones'}",conjunction
bag,makeup,cash,0.422154,-0.5484478817962918,"{'crayons', 'headphones'}",conjunction
bag,crayons,chalk,,,{'crayons'},conjunction
bag,makeup,headphones,,,"{'crayons', 'headphones'}",conjunction
bag,chalk,pen,0.00992,-4.613202357685355,"{'crayons', 'headphones'}",conjunction
bag,headphones,chalk,,,{'headphones'},conjunction
bag,crayons,chalk,,,"{'crayons', 'headphones'}",conjunction
bag,chalk,pen,0.00992,-4.613202357685355,"{'crayons', 'headphones'}",conjunction
bag,crayons,pen,,,{'crayons'},conjunction
bag,crayons,pen,,,{'crayons'},conjunction
bag,chalk,headphones,,,"{'crayons', 'headphones'}",conjunction
bag,pen,crayons,,,"{'crayons', 'headphones'}",conjunction
bag,cash,chalk,0.869258,-2.034529363377463,"{'crayons', 'headphones'}",conjunction
bag,chalk,cash,0.127968,-2.0559750463177293,,conjunction
bag,chalk,pen,0.00992,-4.613202357685355,,conjunction
bag,headphones,makeup,,,{'headphones'},conjunction
bag,crayons,pen,,,"{'crayons', 'headphones'}",conjunction
bag,chalk,crayons,,,"{'crayons', 'headphones'}",conjunction
bag,makeup,cash,0.422154,-0.5484478817962918,"{'crayons', 'headphones'}",conjunction
bag,cash,pen,0.078842,-0.08212370478015303,,conjunction
bag,makeup,headphones,,,{'headphones'},conjunction
bag,makeup,crayons,,,"{'crayons', 'headphones'}",conjunction
bag,pen,crayons,,,"{'crayons', 'headphones'}",conjunction
bag,makeup,cash,0.422154,-0.5484478817962918,"{'crayons', 'headphones'}",conjunction
bag,makeup,crayons,,,{'crayons'},conjunction
bag,makeup,headphones,,,"{'crayons', 'headphones'}",conjunction
bag,chalk,pen,0.00992,-4.613202357685355,"{'crayons', 'headphones'}",conjunction
bag,makeup,pen,0.055888,-0.057510475806490574,,conjunction
bag,chalk,pen,0.00992,-4.613202357685355,,conjunction
bag,pen,headphones,,,{'headphones'},conjunction
bag,headphones,chalk,,,{'headphones'},conjunction
bag,makeup,cash,0.422154,-0.5484478817962918,{'headphones'},conjunction
bag,makeup,cash,0.422154,-0.5484478817962918,,conjunction
bag,cash,headphones,,,{'headphones'},conjunction
bag,chalk,crayons,,,"{'crayons', 'headphones'}",conjunction
bag,chalk,crayons,,,"{'crayons', 'headphones'}",conjunction
bag,cash,headphones,,,"{'crayons', 'headphones'}",conjunction
bag,crayons,makeup,,,"{'crayons', 'headphones'}",conjunction
bag,pen,makeup,0.944,-0.057629112836636416,"{'crayons', 'headphones'}",conjunction
bag,crayons,chalk,,,{'crayons'},conjunction
bag,headphones,pen,,,"{'crayons', 'headphones'}",conjunction
bag,crayons,pen,,,"{'crayons', 'headphones'}",conjunction
bag,cash,chalk,0.869258,-2.034529363377463,"{'crayons', 'headphones'}",conjunction
bag,chalk,pen,0.00992,-0.009969531037490483,,conjunction
bag,pen,cash,0.921,-0.08229524272683016,,conjunction
bag,crayons,chalk,,,{'crayons'},conjunction
bag,chalk,pen,0.00992,-4.613202357685355,{'crayons'},conjunction
bag,crayons,pen,,,{'crayons'},conjunction
bag,cash,headphones,,,"{'crayons', 'headphones'}",conjunction
bag,cash,headphones,,,"{'crayons', 'headphones'}",conjunction
bag,makeup,headphones,,,"{'crayons', 'headphones'}",conjunction
bag,crayons,pen,,,"{'crayons', 'headphones'}",conjunction
bag,cash,makeup,0.575846,-0.5519150151447106,"{'crayons', 'headphones'}",conjunction
bag,pen,headphones,,,{'headphones'},conjunction
bag,chalk,crayons,,,"{'crayons', 'headphones'}",conjunction
bag,makeup,pen,0.055888,-2.8844055909176607,"{'crayons', 'headphones'}",conjunction
bag,headphones,cash,,,{'headphones'},conjunction
bag,cash,headphones,,,{'headphones'},conjunction
bag,makeup,headphones,,,{'headphones'},conjunction
bag,crayons,chalk,,,"{'crayons', 'headphones'}",conjunction
bag,chalk,crayons,,,"{'crayons', 'headphones'}",conjunction
bag,makeup,headphones,,,"{'crayons', 'headphones'}",conjunction
bag,makeup,headphones,,,"{'crayons', 'headphones'}",conjunction
bag,chalk,crayons,,,"{'crayons', 'headphones'}",conjunction
bag,headphones,cash,,,"{'crayons', 'headphones'}",conjunction
bag,makeup,cash,0.422154,-0.8623851026065322,"{'crayons', 'headphones'}",conjunction
bag,chalk,headphones,,,{'headphones'},conjunction
bag,makeup,headphones,,,{'headphones'},conjunction
bag,chalk,cash,0.127968,-2.0559750463177293,{'headphones'},conjunction
bag,headphones,crayons,,,{'headphones'},conjunction
bag,makeup,crayons,,,"{'crayons', 'headphones'}",conjunction
bag,cash,crayons,,,"{'crayons', 'headphones'}",conjunction
bag,chalk,pen,0.00992,-0.009969531037490483,"{'crayons', 'headphones'}",conjunction
bag,pen,crayons,,,{'crayons'},conjunction
bag,makeup,headphones,,,"{'crayons', 'headphones'}",conjunction
bag,makeup,headphones,,,"{'crayons', 'headphones'}",conjunction
bag,makeup,cash,0.422154,-0.5484478817962918,"{'crayons', 'headphones'}",conjunction
bag,cash,chalk,0.869258,-2.034529363377463,,conjunction
bag,makeup,pen,0.055888,-0.057510475806490574,,conjunction
bag,makeup,cash,0.422154,-0.5484478817962918,,conjunction
bag,headphones,pen,,,{'headphones'},conjunction
bag,chalk,cash,0.127968,-2.0559750463177293,{'headphones'},conjunction
bag,cash,headphones,,,{'headphones'},conjunction
bag,chalk,pen,0.00992,-4.613202357685355,{'headphones'},conjunction
bag,cash,chalk,0.869258,-2.034529363377463,,conjunction
bag,crayons,makeup,,,{'crayons'},conjunction
bag,chalk,crayons,,,{'crayons'},conjunction
bag,chalk,headphones,,,"{'crayons', 'headphones'}",conjunction
bag,chalk,crayons,,,"{'crayons', 'headphones'}",conjunction
bag,pen,chalk,0.99,-0.01005033585350145,"{'crayons', 'headphones'}",conjunction
bag,chalk,cash,0.127968,-2.0559750463177293,,conjunction
bag,makeup,chalk,0.844308,-1.8598755823228552,,conjunction
bag,crayons,pen,,,{'crayons'},conjunction
bag,cash,headphones,,,"{'crayons', 'headphones'}",conjunction
bag,crayons,headphones,,,"{'crayons', 'headphones'}",conjunction
bag,crayons,pen,,,"{'crayons', 'headphones'}",conjunction
bag,makeup,pen,0.055888,-0.057510475806490574,"{'crayons', 'headphones'}",conjunction
bag,crayons,pen,,,{'crayons'},conjunction
bag,cash,makeup,0.575846,-0.8576586821469036,{'crayons'},conjunction
bag,cash,pen,0.078842,-0.08212370478015303,,conjunction
bag,headphones,crayons,,,{'headphones'},conjunction
bag,headphones,makeup,,,{'headphones'},conjunction
bag,chalk,crayons,,,"{'crayons', 'headphones'}",conjunction
bag,makeup,headphones,,,"{'crayons', 'headphones'}",conjunction
bag,headphones,crayons,,,"{'crayons', 'headphones'}",conjunction
bag,chalk,crayons,,,"{'crayons', 'headphones'}",conjunction
bag,chalk,pen,0.00992,-4.613202357685355,"{'crayons', 'headphones'}",conjunction
bag,chalk,pen,0.00992,-4.613202357685355,,conjunction
bag,makeup,headphones,,,{'headphones'},conjunction
bag,cash,headphones,,,{'headphones'},conjunction
bag,makeup,cash,0.422154,-0.5484478817962918,{'headphones'},conjunction
bag,chalk,crayons,,,{'crayons'},conjunction
bag,chalk,pen,0.00992,-4.613202357685355,{'crayons'},conjunction
bag,cash,chalk,0.869258,-2.034529363377463,,conjunction
bag,crayons,pen,,,{'crayons'},conjunction
bag,makeup,crayons,,,{'crayons'},conjunction
bag,cash,crayons,,,{'crayons'},conjunction
bag,pen,cash,0.921,-0.08229524272683016,{'crayons'},conjunction
bag,chalk,pen,0.00992,-4.613202357685355,,conjunction
bag,crayons,pen,,,{'crayons'},conjunction
bag,chalk,pen,0.00992,-4.613202357685355,{'crayons'},conjunction
bag,makeup,chalk,0.844308,-0.1692379220465869,,conjunction
bag,chalk,headphones,,,{'headphones'},conjunction
bag,headphones,pen,,,{'headphones'},conjunction
bag,cash,makeup,0.575846,-0.8576586821469036,{'headphones'},conjunction
bag,crayons,headphones,,,{'crayons'},conjunction
bag,makeup,cash,0.422154,-0.5484478817962918,{'crayons'},conjunction
bag,makeup,cash,0.422154,-0.5484478817962918,,conjunction
bag,makeup,cash,0.422154,-0.5484478817962918,,conjunction
bag,crayons,pen,,,{'crayons'},conjunction
bag,pen,makeup,0.944,-0.057629112836636416,{'crayons'},conjunction
bakery,muffins,ice cream,,,{'muffins'},conjunction
bakery,sandwiches,pretzels,,,"{'muffins', 'pretzels'}",conjunction
bakery,muffins,pretzels,,,"{'muffins', 'pretzels'}",conjunction
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels'}",conjunction
bakery,ice cream,cakes,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,cakes,ice cream,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,muffins,ice cream,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,muffins,cakes,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,muffins,cakes,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,sandwiches,muffins,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,pretzels,muffins,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,sandwiches,water,0.648,-1.04412410338404,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,water,muffins,,,{'muffins'},conjunction
bakery,pretzels,ice cream,,,"{'muffins', 'pretzels'}",conjunction
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels'}",conjunction
bakery,sandwiches,water,0.648,-1.04412410338404,"{'muffins', 'pretzels'}",conjunction
bakery,cakes,pretzels,,,{'pretzels'},conjunction
bakery,pretzels,water,,,{'pretzels'},conjunction
bakery,muffins,cakes,,,"{'muffins', 'pretzels'}",conjunction
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels'}",conjunction
bakery,water,muffins,,,"{'muffins', 'pretzels'}",conjunction
bakery,muffins,water,,,"{'muffins', 'pretzels'}",conjunction
bakery,muffins,ice cream,,,"{'muffins', 'pretzels'}",conjunction
bakery,muffins,water,,,"{'muffins', 'pretzels'}",conjunction
bakery,cakes,ice cream,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,ice cream,cakes,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,sandwiches,water,0.648,-1.04412410338404,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,pretzels,water,,,{'pretzels'},conjunction
bakery,ice cream,water,,,"{'pretzels', 'ice cream'}",conjunction
bakery,ice cream,cakes,,,"{'pretzels', 'ice cream'}",conjunction
bakery,ice cream,cakes,,,"{'pretzels', 'ice cream'}",conjunction
bakery,pretzels,sandwiches,,,"{'pretzels', 'ice cream'}",conjunction
bakery,water,sandwiches,0.352,-0.4338645826298623,"{'pretzels', 'ice cream'}",conjunction
bakery,sandwiches,ice cream,,,{'ice cream'},conjunction
bakery,sandwiches,ice cream,,,{'ice cream'},conjunction
bakery,sandwiches,ice cream,,,{'ice cream'},conjunction
bakery,sandwiches,pretzels,,,"{'pretzels', 'ice cream'}",conjunction
bakery,muffins,ice cream,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,water,muffins,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,cakes,pretzels,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,ice cream,sandwiches,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,ice cream,cakes,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,water,ice cream,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,water,ice cream,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,ice cream,pretzels,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,muffins,cakes,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,muffins,cakes,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,muffins,water,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,water,muffins,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,ice cream,sandwiches,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,pretzels,ice cream,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,ice cream,water,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,muffins,cakes,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,sandwiches,water,0.648,-0.4338645826298623,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,muffins,cakes,,,{'muffins'},conjunction
bakery,water,ice cream,,,"{'muffins', 'ice cream'}",conjunction
bakery,pretzels,cakes,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,ice cream,pretzels,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,sandwiches,cakes,0.101,-0.10647224451051676,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,muffins,sandwiches,,,{'muffins'},conjunction
bakery,ice cream,cakes,,,"{'muffins', 'ice cream'}",conjunction
bakery,pretzels,water,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,sandwiches,water,0.648,-1.04412410338404,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,cakes,muffins,,,{'muffins'},conjunction
bakery,muffins,cakes,,,{'muffins'},conjunction
bakery,pretzels,muffins,,,"{'muffins', 'pretzels'}",conjunction
bakery,ice cream,cakes,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,water,cakes,0.045,-0.046043938501406846,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,cakes,ice cream,,,{'ice cream'},conjunction
bakery,cakes,pretzels,,,"{'pretzels', 'ice cream'}",conjunction
bakery,ice cream,cakes,,,"{'pretzels', 'ice cream'}",conjunction
bakery,water,cakes,0.045,-0.046043938501406846,"{'pretzels', 'ice cream'}",conjunction
bakery,sandwiches,cakes,0.101,-2.2926347621408776,,conjunction
bakery,muffins,cakes,,,{'muffins'},conjunction
bakery,ice cream,pretzels,,,"{'muffins', 'ice cream'}",conjunction
bakery,ice cream,cakes,,,"{'muffins', 'ice cream'}",conjunction
bakery,muffins,water,,,"{'muffins', 'ice cream'}",conjunction
bakery,ice cream,cakes,,,"{'muffins', 'ice cream'}",conjunction
bakery,muffins,ice cream,,,"{'muffins', 'ice cream'}",conjunction
bakery,ice cream,cakes,,,"{'muffins', 'ice cream'}",conjunction
bakery,ice cream,sandwiches,,,"{'muffins', 'ice cream'}",conjunction
bakery,sandwiches,water,0.648,-1.04412410338404,"{'muffins', 'ice cream'}",conjunction
bakery,ice cream,pretzels,,,{'ice cream'},conjunction
bakery,water,pretzels,,,"{'pretzels', 'ice cream'}",conjunction
bakery,water,pretzels,,,"{'pretzels', 'ice cream'}",conjunction
bakery,cakes,pretzels,,,"{'pretzels', 'ice cream'}",conjunction
bakery,pretzels,water,,,"{'pretzels', 'ice cream'}",conjunction
bakery,cakes,ice cream,,,"{'pretzels', 'ice cream'}",conjunction
bakery,cakes,ice cream,,,"{'pretzels', 'ice cream'}",conjunction
bakery,muffins,cakes,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,muffins,ice cream,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,sandwiches,ice cream,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,pretzels,water,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,muffins,cakes,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,cakes,water,0.955,-0.046043938501406846,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,ice cream,muffins,,,{'ice cream'},conjunction
bakery,muffins,cakes,,,"{'muffins', 'ice cream'}",conjunction
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,sandwiches,water,0.648,-0.4338645826298623,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,muffins,cakes,,,{'muffins'},conjunction
bakery,sandwiches,water,0.648,-0.4338645826298623,{'muffins'},conjunction
bakery,ice cream,water,,,{'ice cream'},conjunction
bakery,sandwiches,cakes,0.101,-0.10647224451051676,{'ice cream'},conjunction
bakery,sandwiches,muffins,,,{'muffins'},conjunction
bakery,sandwiches,pretzels,,,"{'muffins', 'pretzels'}",conjunction
bakery,sandwiches,water,0.648,-1.04412410338404,"{'muffins', 'pretzels'}",conjunction
bakery,pretzels,water,,,{'pretzels'},conjunction
bakery,sandwiches,water,0.648,-1.04412410338404,{'pretzels'},conjunction
bakery,pretzels,water,,,{'pretzels'},conjunction
bakery,pretzels,sandwiches,,,{'pretzels'},conjunction
bakery,ice cream,pretzels,,,"{'pretzels', 'ice cream'}",conjunction
bakery,cakes,muffins,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,muffins,cakes,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,cakes,muffins,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,water,muffins,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,pretzels,muffins,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,cakes,sandwiches,0.899,-0.10647224451051676,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,pretzels,water,,,{'pretzels'},conjunction
bakery,muffins,ice cream,,,"{'muffins', 'pretzels'}",conjunction
bakery,cakes,sandwiches,0.899,-0.10647224451051676,"{'muffins', 'pretzels'}",conjunction
bakery,cakes,pretzels,,,{'pretzels'},conjunction
bakery,water,sandwiches,0.352,-0.4338645826298623,{'pretzels'},conjunction
bakery,pretzels,cakes,,,{'pretzels'},conjunction
bakery,muffins,cakes,,,"{'muffins', 'pretzels'}",conjunction
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels'}",conjunction
bakery,pretzels,cakes,,,"{'muffins', 'pretzels'}",conjunction
bakery,pretzels,muffins,,,"{'muffins', 'pretzels'}",conjunction
bakery,water,cakes,0.045,-0.046043938501406846,"{'muffins', 'pretzels'}",conjunction
bakery,ice cream,cakes,,,{'ice cream'},conjunction
bakery,muffins,ice cream,,,"{'muffins', 'ice cream'}",conjunction
bakery,cakes,water,0.955,-0.046043938501406846,"{'muffins', 'ice cream'}",conjunction
bakery,pretzels,water,,,{'pretzels'},conjunction
bakery,ice cream,water,,,"{'pretzels', 'ice cream'}",conjunction
bakery,sandwiches,water,0.648,-1.04412410338404,"{'pretzels', 'ice cream'}",conjunction
bakery,sandwiches,water,0.648,-1.04412410338404,,conjunction
bakery,pretzels,sandwiches,,,{'pretzels'},conjunction
bakery,sandwiches,pretzels,,,{'pretzels'},conjunction
bakery,pretzels,sandwiches,,,{'pretzels'},conjunction
bakery,muffins,cakes,,,"{'muffins', 'pretzels'}",conjunction
bakery,water,sandwiches,0.352,-0.4338645826298623,"{'muffins', 'pretzels'}",conjunction
bakery,ice cream,cakes,,,{'ice cream'},conjunction
bakery,pretzels,sandwiches,,,"{'pretzels', 'ice cream'}",conjunction
bakery,muffins,ice cream,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,water,pretzels,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,muffins,sandwiches,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,sandwiches,water,0.648,-1.04412410338404,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,water,sandwiches,0.352,-0.4338645826298623,,conjunction
bakery,ice cream,cakes,,,{'ice cream'},conjunction
bakery,ice cream,cakes,,,{'ice cream'},conjunction
bakery,ice cream,sandwiches,,,{'ice cream'},conjunction
bakery,muffins,pretzels,,,"{'muffins', 'ice cream'}",conjunction
bakery,ice cream,water,,,"{'muffins', 'ice cream'}",conjunction
bakery,sandwiches,water,0.648,-0.4338645826298623,"{'muffins', 'ice cream'}",conjunction
bakery,muffins,sandwiches,,,{'muffins'},conjunction
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels'}",conjunction
bakery,muffins,ice cream,,,"{'muffins', 'pretzels'}",conjunction
bakery,water,cakes,0.045,-0.046043938501406846,"{'muffins', 'pretzels'}",conjunction
bakery,cakes,muffins,,,{'muffins'},conjunction
bakery,pretzels,muffins,,,"{'muffins', 'pretzels'}",conjunction
bakery,water,ice cream,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,muffins,ice cream,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,pretzels,water,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,sandwiches,water,0.648,-0.4338645826298623,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,muffins,ice cream,,,{'muffins'},conjunction
bakery,water,ice cream,,,"{'muffins', 'ice cream'}",conjunction
bakery,pretzels,cakes,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,muffins,ice cream,,,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,sandwiches,water,0.648,-0.4338645826298623,"{'muffins', 'pretzels', 'ice cream'}",conjunction
bakery,ice cream,cakes,,,{'ice cream'},conjunction
bakery,sandwiches,water,0.648,-0.4338645826298623,{'ice cream'},conjunction
bakery,cakes,water,0.955,-3.1010927892118163,,conjunction
bakery,sandwiches,water,0.648,-1.04412410338404,,conjunction
bakery,ice cream,cakes,,,{'ice cream'},conjunction
bakery,sandwiches,water,0.648,-0.4338645826298623,{'ice cream'},conjunction
bakery,pretzels,water,,,{'pretzels'},conjunction
bakery,sandwiches,cakes,0.101,-2.2926347621408776,{'pretzels'},conjunction
bakery,water,pretzels,,,{'pretzels'},conjunction
bakery,ice cream,cakes,,,"{'pretzels', 'ice cream'}",conjunction
bakery,water,sandwiches,0.352,-0.4338645826298623,"{'pretzels', 'ice cream'}",conjunction
bakery,ice cream,water,,,{'ice cream'},conjunction
bakery,water,ice cream,,,{'ice cream'},conjunction
bakery,muffins,ice cream,,,"{'muffins', 'ice cream'}",conjunction
bakery,muffins,ice cream,,,"{'muffins', 'ice cream'}",conjunction
bakery,muffins,water,,,"{'muffins', 'ice cream'}",conjunction
bakery,muffins,cakes,,,"{'muffins', 'ice cream'}",conjunction
