set_boundary,num_reps,context,trigger,query,log_likelihood
3,500,bakery,water,sandwiches,-0.3797973613595865
3,500,bakery,water,sandwiches,-0.3797973613595865
3,500,bakery,water,cakes,-3.123565645063875
3,500,bakery,water,sandwiches,-1.1520130653952252
3,500,bakery,water,sandwiches,-0.3797973613595865
3,500,bakery,cakes,sandwiches,-2.3434070875143007
3,500,bakery,sandwiches,water,-0.3797973613595867
3,500,bakery,cakes,water,-0.044997365930735805
3,500,bakery,cakes,sandwiches,-0.10092591858996053
3,500,bakery,sandwiches,cakes,-0.10092591858996053
3,500,bakery,water,sandwiches,-0.3797973613595865
3,500,bakery,water,sandwiches,-1.1520130653952252
3,500,beach,bikini,shorts,-4.135166556742355
3,500,beach,jeans,sunglasses,-23.025850929940457
3,500,beach,coat,jeans,0.0
3,500,beach,coat,jeans,-23.025850929940457
3,500,beach,shorts,jacket,0.0
3,500,beach,shorts,coat,-23.025850929940457
3,500,beach,sunglasses,jacket,-1.1973282616072674
3,500,beach,bikini,shorts,-4.135166556742355
3,500,beach,bikini,sunglasses,-0.014098924379501648
3,500,beach,jacket,jeans,0.0
3,500,beach,shorts,sunglasses,0.0
3,500,beach,shorts,sunglasses,0.0
3,500,beach,shorts,sunglasses,0.0
3,500,beach,coat,jacket,-2.0099154790312257
3,500,beach,bikini,jacket,-0.004008021397538822
3,500,beach,coat,jeans,-23.025850929940457
3,500,beach,shorts,sunglasses,-23.025850929940457
3,500,beach,sunglasses,shorts,-23.025850929940457
3,500,beach,jacket,jeans,-23.025850929940457
3,500,beach,sunglasses,bikini,-0.014098924379501648
3,500,beach,jacket,shorts,0.0
3,500,beach,jeans,jacket,0.0
3,500,beach,shorts,jeans,-0.43695577519953516
3,500,beach,jacket,jeans,0.0
3,500,beach,jacket,jeans,-23.025850929940457
3,500,beach,sunglasses,jeans,-23.025850929940457
3,500,beach,coat,jeans,-23.025850929940457
3,500,beach,bikini,sunglasses,-0.014098924379501648
3,500,beach,coat,sunglasses,-2.748872195622466
3,500,beach,shorts,sunglasses,0.0
3,500,beach,coat,jeans,-23.025850929940457
3,500,beach,bikini,sunglasses,-4.268697949366879
3,500,beach,jacket,jeans,0.0
3,500,beach,jeans,jacket,0.0
3,500,beach,shorts,bikini,-4.135166556742356
3,500,beach,jacket,jeans,-23.025850929940457
3,500,beach,coat,bikini,0.0
3,500,beach,bikini,coat,0.0
3,500,beach,jacket,sunglasses,-0.35953617621976464
3,500,beach,jacket,coat,-2.0099154790312257
3,500,beach,bikini,jeans,-3.575550768806932
3,500,beach,shorts,sunglasses,0.0
3,500,beach,bikini,shorts,-0.016129381929883644
3,500,beach,jacket,jeans,-23.025850929940457
3,500,beach,bikini,sunglasses,-0.014098924379501648
3,500,beach,shorts,sunglasses,0.0
3,500,beach,sunglasses,jacket,-1.1973282616072674
3,500,beach,coat,jacket,-2.0099154790312257
3,500,beach,coat,jeans,0.0
3,500,beach,shorts,sunglasses,-23.025850929940457
3,500,beach,shorts,sunglasses,0.0
3,500,beach,jacket,coat,-2.0099154790312257
3,500,beach,jacket,jeans,-23.025850929940457
3,500,beach,bikini,shorts,-4.135166556742355
3,500,beach,shorts,sunglasses,0.0
3,500,beach,jeans,shorts,-0.43695577519953516
3,500,beach,coat,shorts,0.0
3,500,beach,shorts,coat,0.0
3,500,beach,shorts,jeans,-1.0384583658483626
3,500,beach,coat,jeans,0.0
3,500,beach,bikini,coat,0.0
3,500,beach,bikini,shorts,-0.016129381929883644
3,500,beach,shorts,coat,-23.025850929940457
3,500,beach,shorts,sunglasses,-23.025850929940457
3,500,beach,bikini,shorts,-4.135166556742355
3,500,beach,jeans,bikini,-3.575550768806933
3,500,beach,shorts,sunglasses,0.0
3,500,beach,sunglasses,jeans,-23.025850929940457
3,500,beach,bikini,sunglasses,-4.268697949366879
3,500,beach,coat,jacket,-2.0099154790312257
3,500,beach,shorts,sunglasses,0.0
3,500,beach,sunglasses,jeans,0.0
3,500,beach,jacket,jeans,0.0
3,500,beach,sunglasses,bikini,-0.014098924379501648
3,500,beach,bikini,shorts,-4.135166556742355
3,500,beach,bikini,jeans,-0.028399474521698
3,500,beach,jeans,coat,-23.025850929940457
3,500,beach,shorts,jacket,-23.025850929940457
3,500,beach,coat,jacket,-0.1438703704197019
3,500,beach,shorts,jacket,0.0
3,500,beach,bikini,shorts,-0.016129381929883644
3,500,beach,jacket,jeans,-23.025850929940457
3,500,beach,bikini,shorts,-0.016129381929883644
3,500,beach,jacket,jeans,-23.025850929940457
3,500,beach,shorts,sunglasses,0.0
3,500,beach,jacket,sunglasses,-1.1973282616072674
3,500,beach,jeans,sunglasses,0.0
3,500,beach,coat,shorts,0.0
3,500,beach,jacket,shorts,-23.025850929940457
3,500,beach,bikini,sunglasses,-0.014098924379501648
3,500,beach,bikini,sunglasses,-0.014098924379501648
3,500,beach,sunglasses,bikini,-0.014098924379501648
3,500,beach,bikini,shorts,-0.016129381929883644
3,500,beach,sunglasses,coat,-0.06613980250454507
3,500,beach,shorts,jeans,-1.0384583658483626
3,500,beach,coat,jeans,0.0
3,500,beach,shorts,coat,-23.025850929940457
3,500,beach,shorts,jeans,-1.0384583658483626
3,500,beach,bikini,shorts,-0.016129381929883644
3,500,beach,jeans,coat,-23.025850929940457
3,500,beach,jeans,jacket,0.0
3,500,beach,jeans,coat,-23.025850929940457
3,500,beach,sunglasses,shorts,0.0
3,500,beach,bikini,sunglasses,-0.014098924379501648
3,500,beach,jeans,bikini,-3.575550768806933
3,500,beach,jeans,shorts,-0.43695577519953516
3,500,beach,bikini,sunglasses,-0.014098924379501648
3,500,beach,jacket,sunglasses,-1.1973282616072674
3,500,beach,jeans,shorts,-0.43695577519953516
3,500,beach,sunglasses,shorts,0.0
3,500,beach,coat,jacket,-0.1438703704197019
3,500,beach,sunglasses,coat,-0.06613980250454507
3,500,beach,jacket,jeans,0.0
3,500,beach,bikini,jacket,-0.004008021397538822
3,500,beach,jacket,jeans,0.0
3,500,beach,bikini,shorts,-0.016129381929883644
3,500,beach,coat,shorts,0.0
3,500,beach,bikini,sunglasses,-0.014098924379501648
3,500,beach,sunglasses,jeans,0.0
3,500,beach,jacket,shorts,0.0
3,500,beach,jacket,bikini,-0.004008021397538822
3,500,beach,shorts,bikini,-4.135166556742356
3,500,beach,jacket,shorts,-23.025850929940457
3,500,beach,bikini,sunglasses,-0.014098924379501648
3,500,beach,bikini,jeans,-3.575550768806932
3,500,beach,jacket,jeans,-23.025850929940457
3,500,beach,coat,bikini,0.0
3,500,beach,coat,bikini,0.0
3,500,beach,bikini,shorts,-0.016129381929883644
3,500,beach,shorts,jacket,0.0
3,500,beach,sunglasses,jacket,-0.35953617621976464
3,500,beach,bikini,jeans,-3.575550768806932
3,500,beach,coat,jacket,-0.1438703704197019
3,500,beach,bikini,sunglasses,-0.014098924379501648
3,500,beach,coat,jeans,0.0
3,500,beach,bikini,shorts,-0.016129381929883644
3,500,beach,sunglasses,jeans,-23.025850929940457
3,500,beach,coat,sunglasses,-2.748872195622466
3,500,beach,jacket,shorts,0.0
3,500,beach,jeans,bikini,-3.575550768806933
3,500,beach,jacket,jeans,-23.025850929940457
3,500,beach,sunglasses,bikini,-0.014098924379501648
3,500,beach,bikini,shorts,-4.135166556742355
3,500,beach,jeans,bikini,-3.575550768806933
3,500,beach,shorts,sunglasses,0.0
3,500,beach,jacket,sunglasses,-0.35953617621976464
3,500,beach,shorts,sunglasses,0.0
3,500,beach,bikini,sunglasses,-0.014098924379501648
3,500,beach,coat,jeans,-23.025850929940457
3,500,beach,jeans,shorts,-0.43695577519953516
3,500,beach,bikini,jeans,-0.028399474521698
3,500,beach,shorts,sunglasses,0.0
3,500,beach,coat,shorts,0.0
3,500,beach,jeans,shorts,-0.43695577519953516
3,500,beach,coat,jacket,-2.0099154790312257
3,500,beach,jeans,coat,0.0
3,500,beach,sunglasses,shorts,-23.025850929940457
3,500,beach,jeans,jacket,0.0
3,500,beach,jacket,bikini,-0.004008021397538822
3,500,beach,jeans,bikini,-3.575550768806933
3,500,beach,sunglasses,jacket,-1.1973282616072674
3,500,beach,sunglasses,jeans,0.0
3,500,beach,coat,jacket,-0.1438703704197019
3,500,beach,coat,jeans,-23.025850929940457
3,500,beach,shorts,sunglasses,0.0
3,500,beach,coat,jeans,-23.025850929940457
3,500,beach,jacket,jeans,0.0
3,500,beach,jeans,sunglasses,0.0
3,500,beach,jacket,jeans,-23.025850929940457
3,500,beach,jacket,jeans,0.0
3,500,beach,bikini,shorts,-0.016129381929883644
3,500,beach,jacket,jeans,-23.025850929940457
3,500,beach,bikini,shorts,-0.016129381929883644
3,500,beach,bikini,sunglasses,-4.268697949366879
3,500,beach,bikini,jeans,-0.028399474521698
3,500,beach,bikini,shorts,-0.016129381929883644
3,500,beach,coat,bikini,0.0
3,500,beach,bikini,jacket,-0.004008021397538822
3,500,beach,sunglasses,coat,-0.06613980250454507
3,500,beach,sunglasses,bikini,-0.014098924379501648
3,500,beach,sunglasses,jacket,-1.1973282616072674
3,500,beach,bikini,jacket,-5.521460917862246
3,500,beach,coat,shorts,0.0
3,500,beach,jacket,coat,-2.0099154790312257
3,500,beach,shorts,sunglasses,0.0
3,500,beach,bikini,sunglasses,-0.014098924379501648
3,500,beach,shorts,bikini,-4.135166556742356
3,500,beach,coat,bikini,0.0
3,500,beach,coat,jacket,-0.1438703704197019
3,500,beach,bikini,sunglasses,-0.014098924379501648
3,500,beach,coat,jeans,0.0
3,500,beach,jacket,jeans,0.0
3,500,beach,shorts,bikini,-0.016129381929883644
3,500,beach,jeans,jacket,0.0
3,500,beach,bikini,sunglasses,-0.014098924379501648
3,500,beach,sunglasses,coat,-0.06613980250454507
3,500,beach,bikini,coat,-23.025850929940457
3,500,beach,shorts,sunglasses,0.0
3,500,beach,coat,bikini,0.0
3,500,beach,coat,jeans,0.0
3,500,beach,sunglasses,coat,-0.06613980250454507
3,500,beach,bikini,sunglasses,-0.014098924379501648
3,500,beach,coat,sunglasses,-2.748872195622466
3,500,beach,coat,jacket,-0.1438703704197019
3,500,beach,bikini,shorts,-0.016129381929883644
3,500,beach,bikini,shorts,-0.016129381929883644
3,500,beach,jeans,coat,0.0
3,500,beach,coat,jeans,-23.025850929940457
3,500,beach,coat,jeans,0.0
3,500,beach,jeans,jacket,0.0
3,500,beach,shorts,jeans,-0.43695577519953516
3,500,beach,coat,jacket,-2.0099154790312257
3,500,beach,jeans,sunglasses,0.0
3,500,cold,blankets,sink,0.0
3,500,cold,blankets,microwave,-0.008032171697264267
3,500,cold,microwave,tea,-4.605170185988091
3,500,cold,sink,tea,-23.025850929940457
3,500,cold,blankets,tea,-0.583396316600826
3,500,cold,microwave,tea,-0.01005033585350145
3,500,cold,sink,microwave,-0.10314075891951337
3,500,cold,fridge,sink,-0.834710744881732
3,500,cold,sink,microwave,-2.3227878003115654
3,500,cold,tea,microwave,-0.01005033585350145
3,500,cold,fridge,sink,-0.834710744881732
3,500,cold,blankets,tea,-0.816445396904439
3,500,cold,fridge,microwave,-0.09651090038084373
3,500,cold,fridge,sink,-0.834710744881732
3,500,cold,blankets,tea,-0.583396316600826
3,500,cold,tea,fridge,0.0
3,500,cold,sink,microwave,-2.3227878003115654
3,500,cold,blankets,microwave,-0.008032171697264267
3,500,cold,blankets,tea,-0.583396316600826
3,500,cold,fridge,tea,0.0
3,500,cold,blankets,tea,-0.816445396904439
3,500,cold,blankets,tea,-0.583396316600826
3,500,cold,fridge,sink,-0.834710744881732
3,500,cold,sink,microwave,-2.3227878003115654
3,500,cold,sink,blankets,-23.025850929940457
3,500,cold,blankets,tea,-0.583396316600826
3,500,cold,sink,fridge,-0.569161200778954
3,500,cold,fridge,tea,0.0
3,500,cold,fridge,sink,-0.5691612007789542
3,500,cold,sink,fridge,-0.569161200778954
3,500,cold,sink,microwave,-2.3227878003115654
3,500,cold,microwave,blankets,-0.008032171697264267
3,500,cold,blankets,microwave,-0.008032171697264267
3,500,cold,sink,blankets,0.0
3,500,cold,tea,microwave,-0.01005033585350145
3,500,cold,fridge,sink,-0.834710744881732
3,500,cold,microwave,blankets,-0.008032171697264267
3,500,cold,sink,microwave,-0.10314075891951337
3,500,cold,sink,microwave,-0.10314075891951337
3,500,cold,blankets,tea,-0.816445396904439
3,500,cold,microwave,fridge,-0.09651090038084373
3,500,cold,sink,tea,-23.025850929940457
3,500,cold,blankets,sink,0.0
3,500,cold,tea,blankets,-0.583396316600826
3,500,cold,fridge,microwave,-0.09651090038084373
3,500,cold,microwave,sink,-0.10314075891951337
3,500,cold,blankets,tea,-0.583396316600826
3,500,cold,microwave,fridge,-2.385966701933097
3,500,cold,fridge,sink,-0.5691612007789542
3,500,cold,sink,microwave,-2.3227878003115654
3,500,cold,fridge,microwave,-0.09651090038084373
3,500,cold,fridge,sink,-0.834710744881732
3,500,cold,fridge,sink,-0.834710744881732
3,500,cold,fridge,blankets,-23.025850929940457
3,500,cold,blankets,tea,-0.583396316600826
3,500,cold,tea,blankets,-0.8164453969044391
3,500,cold,fridge,microwave,-0.09651090038084373
3,500,cold,fridge,microwave,-0.09651090038084373
3,500,cold,blankets,microwave,-0.008032171697264267
3,500,cold,microwave,sink,-0.10314075891951337
3,500,cold,microwave,tea,-4.605170185988091
3,500,cold,tea,sink,0.0
3,500,cold,blankets,tea,-0.583396316600826
3,500,cold,fridge,tea,0.0
3,500,cold,blankets,tea,-0.583396316600826
3,500,cold,fridge,microwave,-0.09651090038084373
3,500,cold,blankets,tea,-0.583396316600826
3,500,cold,blankets,tea,-0.583396316600826
3,500,cold,tea,sink,0.0
3,500,cold,fridge,blankets,-23.025850929940457
3,500,cold,fridge,sink,-0.5691612007789542
3,500,cold,microwave,blankets,-4.828313737302301
3,500,cold,tea,fridge,0.0
3,500,cold,tea,blankets,-0.583396316600826
3,500,cold,tea,microwave,-0.01005033585350145
3,500,cold,fridge,sink,-0.834710744881732
3,500,cold,blankets,tea,-0.816445396904439
3,500,cold,fridge,microwave,-2.3859667019330972
3,500,cold,fridge,tea,-23.025850929940457
3,500,cold,blankets,fridge,0.0
3,500,cold,sink,microwave,-0.10314075891951337
3,500,cold,sink,blankets,-23.025850929940457
3,500,cold,tea,fridge,0.0
3,500,cold,blankets,microwave,-0.008032171697264267
3,500,cold,fridge,tea,-23.025850929940457
3,500,cold,microwave,blankets,-4.828313737302301
3,500,cold,sink,microwave,-0.10314075891951337
3,500,cold,blankets,tea,-0.583396316600826
3,500,cold,tea,sink,0.0
3,500,cold,fridge,sink,-0.834710744881732
3,500,cold,sink,tea,-23.025850929940457
3,500,cold,sink,microwave,-2.3227878003115654
3,500,cold,tea,sink,0.0
3,500,cold,blankets,fridge,0.0
3,500,cold,fridge,sink,-0.834710744881732
3,500,cold,fridge,microwave,-2.3859667019330972
3,500,cold,fridge,tea,-23.025850929940457
3,500,cold,microwave,fridge,-2.385966701933097
3,500,cold,sink,microwave,-0.10314075891951337
3,500,cold,blankets,tea,-0.583396316600826
3,500,cold,blankets,sink,0.0
3,500,cold,fridge,microwave,-2.3859667019330972
3,500,cold,blankets,sink,0.0
3,500,cold,tea,fridge,0.0
3,500,cold,tea,fridge,0.0
3,500,cold,fridge,microwave,-0.09651090038084373
3,500,cold,sink,microwave,-2.3227878003115654
3,500,cold,microwave,tea,-4.605170185988091
3,500,cold,fridge,sink,-0.834710744881732
3,500,cold,fridge,sink,-0.834710744881732
3,500,cold,sink,microwave,-0.10314075891951337
3,500,cold,blankets,tea,-0.583396316600826
3,500,cold,microwave,sink,-0.10314075891951337
3,500,cold,sink,microwave,-0.10314075891951337
3,500,cold,sink,microwave,-0.10314075891951337
3,500,cold,tea,blankets,-0.583396316600826
3,500,cold,sink,fridge,-0.569161200778954
3,500,cold,microwave,fridge,-0.09651090038084373
3,500,cold,sink,microwave,-2.3227878003115654
3,500,cold,microwave,tea,-4.605170185988091
3,500,cold,blankets,tea,-0.583396316600826
3,500,cold,sink,tea,-23.025850929940457
3,500,cold,tea,blankets,-0.8164453969044391
3,500,cold,tea,fridge,0.0
3,500,cold,microwave,blankets,-0.008032171697264267
3,500,cold,fridge,sink,-0.834710744881732
3,500,cold,blankets,tea,-0.583396316600826
3,500,cold,fridge,blankets,0.0
3,500,cold,fridge,sink,-0.5691612007789542
3,500,cold,blankets,fridge,0.0
3,500,cold,tea,microwave,-0.01005033585350145
3,500,cold,fridge,sink,-0.834710744881732
3,500,cold,fridge,microwave,-0.09651090038084373
3,500,cold,microwave,sink,-0.10314075891951337
3,500,cold,sink,tea,-23.025850929940457
3,500,cold,fridge,sink,-0.834710744881732
3,500,cold,sink,fridge,-0.8347107448817322
3,500,cold,fridge,microwave,-0.09651090038084373
3,500,cold,fridge,sink,-0.5691612007789542
3,500,cold,fridge,microwave,-2.3859667019330972
3,500,cold,tea,microwave,-0.01005033585350145
3,500,cold,blankets,fridge,0.0
3,500,cold,fridge,sink,-0.834710744881732
3,500,cut,scissors,keys,-0.6539264674066639
3,500,cut,batteries,scissors,-0.8393296907380268
3,500,cut,scissors,keys,-0.7339691750802004
3,500,cut,scissors,keys,-0.6539264674066639
3,500,cut,keys,scissors,-0.6539264674066639
3,500,cut,keys,batteries,-0.9364934391916745
3,500,cut,scissors,keys,-0.6539264674066639
3,500,cut,keys,batteries,-0.9364934391916745
3,500,cut,batteries,keys,-0.49758039701597007
3,500,cut,scissors,keys,-0.6539264674066639
3,500,cut,batteries,keys,-0.49758039701597007
3,500,cut,scissors,batteries,-0.8393296907380267
3,500,cut,keys,scissors,-0.6539264674066639
3,500,cut,batteries,scissors,-0.8393296907380268
3,500,cut,scissors,keys,-0.6539264674066639
3,500,cut,scissors,keys,-0.6539264674066639
3,500,cut,scissors,batteries,-0.8393296907380267
3,500,cut,batteries,scissors,-0.8393296907380268
3,500,cut,batteries,keys,-0.9364934391916745
3,500,cut,scissors,keys,-0.6539264674066639
3,500,cut,batteries,keys,-0.49758039701597007
3,500,cut,scissors,keys,-0.6539264674066639
3,500,cut,batteries,scissors,-0.5656338602609856
3,500,cut,scissors,keys,-0.6539264674066639
3,500,cut,batteries,keys,-0.49758039701597007
3,500,cut,scissors,keys,-0.7339691750802004
3,500,cut,scissors,batteries,-0.8393296907380267
3,500,cut,batteries,keys,-0.49758039701597007
3,500,cut,scissors,keys,-0.6539264674066639
3,500,cut,batteries,scissors,-0.8393296907380268
3,500,cut,scissors,keys,-0.6539264674066639
3,500,cut,keys,batteries,-0.9364934391916745
3,500,cut,keys,scissors,-0.6539264674066639
3,500,cut,scissors,keys,-0.6539264674066639
3,500,cut,scissors,keys,-0.6539264674066639
3,500,cut,keys,scissors,-0.6539264674066639
3,500,cut,scissors,keys,-0.6539264674066639
3,500,cut,scissors,keys,-0.6539264674066639
3,500,cut,keys,batteries,-0.49758039701597007
3,500,cut,scissors,keys,-0.6539264674066639
3,500,cut,keys,scissors,-0.6539264674066639
3,500,cut,scissors,batteries,-0.8393296907380267
3,500,cut,scissors,keys,-0.7339691750802004
3,500,cut,scissors,keys,-0.6539264674066639
3,500,fridge,milk,meat,0.0
3,500,fridge,juice,milk,-0.9063404010209869
3,500,fridge,water,milk,0.0
3,500,fridge,water,juice,-5.521460917862246
3,500,fridge,water,milk,-23.025850929940457
3,500,fridge,water,milk,-23.025850929940457
3,500,fridge,water,juice,-5.521460917862246
3,500,fridge,water,juice,-5.521460917862246
3,500,fridge,water,juice,-5.521460917862246
3,500,fridge,juice,water,-0.004008021397538822
3,500,fridge,water,milk,-23.025850929940457
3,500,fridge,meat,water,0.0
3,500,fridge,water,milk,-23.025850929940457
3,500,fridge,water,meat,0.0
3,500,fridge,juice,water,-0.004008021397538822
3,500,fridge,water,milk,-23.025850929940457
3,500,fridge,water,juice,-5.521460917862246
3,500,fridge,juice,meat,0.0
3,500,fridge,water,juice,-5.521460917862246
3,500,fridge,water,milk,-23.025850929940457
3,500,fridge,juice,meat,0.0
3,500,fridge,water,milk,-23.025850929940457
3,500,fridge,water,juice,-5.521460917862246
3,500,fridge,water,juice,-5.521460917862246
3,500,fridge,meat,juice,0.0
3,500,fridge,meat,water,0.0
3,500,fridge,water,meat,0.0
3,500,fridge,water,juice,-5.521460917862246
3,500,fridge,milk,meat,0.0
3,500,fridge,water,juice,-5.521460917862246
3,500,fridge,juice,milk,-0.9063404010209869
3,500,fridge,juice,milk,-0.9063404010209869
3,500,fridge,water,juice,-5.521460917862246
3,500,fridge,milk,juice,-0.5175146119167874
3,500,fridge,milk,meat,0.0
3,500,fridge,meat,juice,0.0
3,500,fridge,juice,water,-0.004008021397538822
3,500,fridge,water,milk,-23.025850929940457
3,500,fridge,milk,water,0.0
3,500,fridge,juice,milk,-0.9063404010209869
3,500,fridge,milk,juice,-0.5175146119167874
3,500,fridge,milk,water,0.0
3,500,fridge,milk,water,0.0
3,500,fridge,meat,milk,-23.025850929940457
3,500,fridge,water,milk,-23.025850929940457
3,500,fridge,meat,milk,0.0
3,500,fridge,water,juice,-5.521460917862246
3,500,fridge,water,milk,-23.025850929940457
3,500,fridge,meat,juice,0.0
3,500,fridge,water,milk,-23.025850929940457
3,500,fridge,juice,milk,-0.9063404010209869
3,500,fridge,water,milk,-23.025850929940457
3,500,fridge,water,milk,-23.025850929940457
3,500,fridge,juice,meat,0.0
3,500,fridge,milk,juice,-0.5175146119167874
3,500,fridge,water,juice,-5.521460917862246
3,500,fridge,juice,milk,-0.9063404010209869
3,500,fridge,juice,milk,-0.9063404010209869
3,500,fridge,juice,water,-0.004008021397538822
3,500,fridge,water,milk,-23.025850929940457
3,500,fridge,water,milk,-23.025850929940457
3,500,fridge,milk,water,-23.025850929940457
3,500,fridge,water,juice,-5.521460917862246
3,500,fridge,juice,milk,-0.9063404010209869
3,500,fridge,water,juice,-5.521460917862246
3,500,fridge,juice,milk,-0.9063404010209869
3,500,fridge,water,juice,-5.521460917862246
3,500,fridge,milk,meat,0.0
3,500,fridge,juice,water,-0.004008021397538822
3,500,fridge,milk,water,0.0
3,500,fridge,water,juice,-5.521460917862246
3,500,fridge,water,milk,-23.025850929940457
