context,query,trigger,empirical_probability,log_likelihoods,excluded_items,alternative_structure
bag,cash,headphones,0.999,-6.907755278982136,{'crayons'},set
bag,cash,headphones,0.999,-6.907755278982136,,set
bag,makeup,headphones,0.998,-0.0020020026706730793,,set
bag,crayons,pen,,,{'crayons'},set
bag,cash,makeup,0.999,-0.0010005003335835344,{'crayons'},set
bag,pen,headphones,1.0,0.0,,set
bag,chalk,crayons,0.994,-0.006018072325563021,,set
bag,makeup,pen,0.998,-0.0020020026706730793,,set
bag,headphones,cash,,,{'headphones'},set
bag,cash,headphones,0.999,-6.907755278982136,{'headphones'},set
bag,makeup,headphones,0.998,-6.2146080984221905,,set
bag,crayons,chalk,,,{'crayons'},set
bag,chalk,crayons,0.994,-0.006018072325563021,{'crayons'},set
bag,makeup,headphones,0.998,-6.2146080984221905,,set
bag,makeup,headphones,0.998,-0.0020020026706730793,,set
bag,chalk,crayons,0.994,-0.006018072325563021,,set
bag,headphones,cash,,,{'headphones'},set
bag,makeup,cash,0.998,-0.0020020026706730793,{'headphones'},set
bag,chalk,headphones,0.994,-0.006018072325563021,,set
bag,makeup,headphones,0.998,-6.2146080984221905,,set
bag,chalk,cash,0.994,-0.006018072325563021,,set
bag,headphones,crayons,,,{'headphones'},set
bag,makeup,crayons,0.998,-6.2146080984221905,{'headphones'},set
bag,cash,crayons,0.999,-6.907755278982136,,set
bag,chalk,pen,0.994,-5.115995809754081,,set
bag,pen,crayons,1.0,0.0,,set
bag,makeup,headphones,0.998,-6.2146080984221905,,set
bag,makeup,headphones,0.998,-6.2146080984221905,,set
bag,makeup,cash,0.998,-6.2146080984221905,,set
bag,cash,chalk,0.999,-6.907755278982136,,set
bag,makeup,pen,0.998,-6.2146080984221905,,set
bag,makeup,cash,0.998,-6.2146080984221905,,set
bag,headphones,pen,,,{'headphones'},set
bag,chalk,cash,0.994,-0.006018072325563021,{'headphones'},set
bag,cash,headphones,0.999,-6.907755278982136,,set
bag,chalk,pen,0.994,-0.006018072325563021,,set
bag,cash,chalk,0.999,-6.907755278982136,,set
bag,crayons,makeup,,,{'crayons'},set
bag,chalk,crayons,0.994,-0.006018072325563021,{'crayons'},set
bag,chalk,headphones,0.994,-5.115995809754081,,set
bag,chalk,crayons,0.994,-0.006018072325563021,,set
bag,pen,chalk,1.0,0.0,,set
bag,chalk,cash,0.994,-0.006018072325563021,,set
bag,makeup,chalk,0.998,-6.2146080984221905,,set
bag,crayons,pen,,,{'crayons'},set
bag,cash,headphones,0.999,-6.907755278982136,{'crayons'},set
bag,crayons,headphones,,,{'crayons'},set
bag,crayons,pen,,,{'crayons'},set
bag,makeup,pen,0.998,-6.2146080984221905,{'crayons'},set
bag,crayons,pen,,,{'crayons'},set
bag,cash,makeup,0.999,-6.907755278982136,{'crayons'},set
bag,cash,pen,0.999,-6.907755278982136,,set
bag,headphones,crayons,,,{'headphones'},set
bag,headphones,makeup,,,{'headphones'},set
bag,chalk,crayons,0.994,-0.006018072325563021,{'headphones'},set
bag,makeup,headphones,0.998,-6.2146080984221905,,set
bag,headphones,crayons,,,{'headphones'},set
bag,chalk,crayons,0.994,-0.006018072325563021,{'headphones'},set
bag,chalk,pen,0.994,-0.006018072325563021,,set
bag,chalk,pen,0.994,-0.006018072325563021,,set
bag,makeup,headphones,0.998,-6.2146080984221905,,set
bag,cash,headphones,0.999,-6.907755278982136,,set
bag,makeup,cash,0.998,-6.2146080984221905,,set
bag,chalk,crayons,0.994,-5.115995809754081,,set
bag,chalk,pen,0.994,-0.006018072325563021,,set
bag,cash,chalk,0.999,-6.907755278982136,,set
bag,crayons,pen,,,{'crayons'},set
bag,makeup,crayons,0.998,-6.2146080984221905,{'crayons'},set
bag,cash,crayons,0.999,-6.907755278982136,,set
bag,pen,cash,1.0,0.0,,set
bag,chalk,pen,0.994,-0.006018072325563021,,set
bag,crayons,pen,,,{'crayons'},set
bag,chalk,pen,0.994,-0.006018072325563021,{'crayons'},set
bag,makeup,chalk,0.998,-0.0020020026706730793,,set
bag,chalk,headphones,0.994,-5.115995809754081,,set
bag,headphones,pen,,,{'headphones'},set
bag,cash,makeup,0.999,-6.907755278982136,{'headphones'},set
bag,crayons,headphones,,,{'crayons'},set
bag,makeup,cash,0.998,-6.2146080984221905,{'crayons'},set
bag,makeup,cash,0.998,-6.2146080984221905,,set
bag,makeup,cash,0.998,-6.2146080984221905,,set
bag,crayons,pen,,,{'crayons'},set
bag,pen,makeup,1.0,0.0,{'crayons'},set
bakery,muffins,ice cream,,,{'muffins'},set
bakery,sandwiches,pretzels,0.999,-6.907755278982136,{'muffins'},set
bakery,muffins,pretzels,,,{'muffins'},set
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels'}",set
bakery,ice cream,cakes,,,"{'muffins', 'pretzels', 'ice cream'}",set
bakery,cakes,ice cream,0.999,-0.0010005003335835344,"{'muffins', 'pretzels', 'ice cream'}",set
bakery,muffins,ice cream,,,{'muffins'},set
bakery,muffins,cakes,,,{'muffins'},set
bakery,muffins,cakes,,,{'muffins'},set
bakery,sandwiches,muffins,0.999,-6.907755278982136,{'muffins'},set
bakery,pretzels,muffins,,,{'pretzels'},set
bakery,sandwiches,water,0.999,-6.907755278982136,{'pretzels'},set
bakery,water,muffins,0.999,-6.907755278982136,,set
bakery,pretzels,ice cream,,,{'pretzels'},set
bakery,pretzels,sandwiches,,,{'pretzels'},set
bakery,sandwiches,water,0.999,-6.907755278982136,{'pretzels'},set
bakery,cakes,pretzels,0.999,-0.0010005003335835344,,set
bakery,pretzels,water,,,{'pretzels'},set
bakery,muffins,cakes,,,"{'muffins', 'pretzels'}",set
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels'}",set
bakery,water,muffins,0.999,-6.907755278982136,"{'muffins', 'pretzels'}",set
bakery,muffins,water,,,{'muffins'},set
bakery,muffins,ice cream,,,{'muffins'},set
bakery,muffins,water,,,{'muffins'},set
bakery,cakes,ice cream,0.999,-0.0010005003335835344,{'muffins'},set
bakery,ice cream,cakes,,,{'ice cream'},set
bakery,sandwiches,water,0.999,-6.907755278982136,{'ice cream'},set
bakery,pretzels,water,,,{'pretzels'},set
bakery,ice cream,water,,,"{'pretzels', 'ice cream'}",set
bakery,ice cream,cakes,,,"{'pretzels', 'ice cream'}",set
bakery,ice cream,cakes,,,"{'pretzels', 'ice cream'}",set
bakery,pretzels,sandwiches,,,"{'pretzels', 'ice cream'}",set
bakery,water,sandwiches,0.999,-6.907755278982136,"{'pretzels', 'ice cream'}",set
bakery,sandwiches,ice cream,0.999,-6.907755278982136,,set
bakery,sandwiches,ice cream,0.999,-6.907755278982136,,set
bakery,sandwiches,ice cream,0.999,-0.0010005003335835344,,set
bakery,sandwiches,pretzels,0.999,-0.0010005003335835344,,set
bakery,muffins,ice cream,,,{'muffins'},set
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels'}",set
bakery,water,muffins,0.999,-6.907755278982136,"{'muffins', 'pretzels'}",set
bakery,cakes,pretzels,0.999,-0.0010005003335835344,,set
bakery,ice cream,sandwiches,,,{'ice cream'},set
bakery,pretzels,sandwiches,,,"{'pretzels', 'ice cream'}",set
bakery,ice cream,cakes,,,"{'pretzels', 'ice cream'}",set
bakery,water,ice cream,0.999,-6.907755278982136,"{'pretzels', 'ice cream'}",set
bakery,water,ice cream,0.999,-6.907755278982136,,set
bakery,pretzels,sandwiches,,,{'pretzels'},set
bakery,ice cream,pretzels,,,"{'pretzels', 'ice cream'}",set
bakery,muffins,cakes,,,"{'muffins', 'pretzels', 'ice cream'}",set
bakery,muffins,cakes,,,"{'muffins', 'pretzels', 'ice cream'}",set
bakery,muffins,water,,,"{'muffins', 'pretzels', 'ice cream'}",set
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels', 'ice cream'}",set
bakery,water,muffins,0.999,-6.907755278982136,"{'muffins', 'pretzels', 'ice cream'}",set
bakery,ice cream,sandwiches,,,{'ice cream'},set
bakery,pretzels,ice cream,,,"{'pretzels', 'ice cream'}",set
bakery,ice cream,water,,,"{'pretzels', 'ice cream'}",set
bakery,muffins,cakes,,,"{'muffins', 'pretzels', 'ice cream'}",set
bakery,sandwiches,water,0.999,-0.0010005003335835344,"{'muffins', 'pretzels', 'ice cream'}",set
bakery,muffins,cakes,,,{'muffins'},set
bakery,water,ice cream,0.999,-6.907755278982136,{'muffins'},set
bakery,pretzels,cakes,,,{'pretzels'},set
bakery,ice cream,pretzels,,,"{'pretzels', 'ice cream'}",set
bakery,sandwiches,cakes,0.999,-6.907755278982136,"{'pretzels', 'ice cream'}",set
bakery,muffins,sandwiches,,,{'muffins'},set
bakery,ice cream,cakes,,,"{'muffins', 'ice cream'}",set
bakery,pretzels,water,,,"{'muffins', 'pretzels', 'ice cream'}",set
bakery,sandwiches,water,0.999,-6.907755278982136,"{'muffins', 'pretzels', 'ice cream'}",set
bakery,cakes,muffins,0.999,-0.0010005003335835344,,set
bakery,muffins,cakes,,,{'muffins'},set
bakery,pretzels,muffins,,,"{'muffins', 'pretzels'}",set
bakery,ice cream,cakes,,,"{'muffins', 'pretzels', 'ice cream'}",set
bakery,water,cakes,0.999,-6.907755278982136,"{'muffins', 'pretzels', 'ice cream'}",set
bakery,cakes,ice cream,0.999,-0.0010005003335835344,,set
bakery,cakes,pretzels,0.999,-0.0010005003335835344,,set
bakery,ice cream,cakes,,,{'ice cream'},set
bakery,water,cakes,0.999,-6.907755278982136,{'ice cream'},set
bakery,sandwiches,cakes,0.999,-0.0010005003335835344,,set
bakery,muffins,cakes,,,{'muffins'},set
bakery,ice cream,pretzels,,,"{'muffins', 'ice cream'}",set
bakery,ice cream,cakes,,,"{'muffins', 'ice cream'}",set
bakery,muffins,water,,,"{'muffins', 'ice cream'}",set
bakery,ice cream,cakes,,,"{'muffins', 'ice cream'}",set
bakery,muffins,ice cream,,,"{'muffins', 'ice cream'}",set
bakery,ice cream,cakes,,,"{'muffins', 'ice cream'}",set
bakery,ice cream,sandwiches,,,"{'muffins', 'ice cream'}",set
bakery,sandwiches,water,0.999,-6.907755278982136,"{'muffins', 'ice cream'}",set
bakery,ice cream,pretzels,,,{'ice cream'},set
bakery,water,pretzels,0.999,-6.907755278982136,{'ice cream'},set
bakery,water,pretzels,0.999,-6.907755278982136,,set
bakery,cakes,pretzels,0.999,-0.0010005003335835344,,set
bakery,pretzels,water,,,{'pretzels'},set
bakery,cakes,ice cream,0.999,-0.0010005003335835344,{'pretzels'},set
bakery,cakes,ice cream,0.999,-0.0010005003335835344,,set
bakery,muffins,cakes,,,{'muffins'},set
bakery,muffins,ice cream,,,{'muffins'},set
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels'}",set
bakery,sandwiches,ice cream,0.999,-6.907755278982136,"{'muffins', 'pretzels'}",set
bakery,pretzels,water,,,{'pretzels'},set
bakery,muffins,cakes,,,"{'muffins', 'pretzels'}",set
bakery,cakes,water,0.999,-0.0010005003335835344,"{'muffins', 'pretzels'}",set
bakery,ice cream,muffins,,,{'ice cream'},set
bakery,muffins,cakes,,,"{'muffins', 'ice cream'}",set
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels', 'ice cream'}",set
bakery,sandwiches,water,0.999,-0.0010005003335835344,"{'muffins', 'pretzels', 'ice cream'}",set
bakery,muffins,cakes,,,{'muffins'},set
bakery,sandwiches,water,0.999,-0.0010005003335835344,{'muffins'},set
bakery,ice cream,water,,,{'ice cream'},set
bakery,sandwiches,cakes,0.999,-6.907755278982136,{'ice cream'},set
bakery,sandwiches,muffins,0.999,-6.907755278982136,,set
bakery,sandwiches,pretzels,0.999,-0.0010005003335835344,,set
bakery,sandwiches,water,0.999,-6.907755278982136,,set
bakery,pretzels,water,,,{'pretzels'},set
bakery,sandwiches,water,0.999,-6.907755278982136,{'pretzels'},set
bakery,pretzels,water,,,{'pretzels'},set
bakery,pretzels,sandwiches,,,{'pretzels'},set
bakery,ice cream,pretzels,,,"{'pretzels', 'ice cream'}",set
bakery,cakes,muffins,0.999,-0.0010005003335835344,"{'pretzels', 'ice cream'}",set
bakery,muffins,cakes,,,{'muffins'},set
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels'}",set
bakery,cakes,muffins,0.999,-0.0010005003335835344,"{'muffins', 'pretzels'}",set
bakery,water,muffins,0.999,-6.907755278982136,,set
bakery,pretzels,muffins,,,{'pretzels'},set
bakery,cakes,sandwiches,0.999,-0.0010005003335835344,{'pretzels'},set
bakery,pretzels,water,,,{'pretzels'},set
bakery,muffins,ice cream,,,"{'muffins', 'pretzels'}",set
bakery,cakes,sandwiches,0.999,-0.0010005003335835344,"{'muffins', 'pretzels'}",set
bakery,cakes,pretzels,0.999,-0.0010005003335835344,,set
bakery,water,sandwiches,0.999,-6.907755278982136,,set
bakery,pretzels,cakes,,,{'pretzels'},set
bakery,muffins,cakes,,,"{'muffins', 'pretzels'}",set
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels'}",set
bakery,pretzels,cakes,,,"{'muffins', 'pretzels'}",set
bakery,pretzels,muffins,,,"{'muffins', 'pretzels'}",set
bakery,water,cakes,0.999,-6.907755278982136,"{'muffins', 'pretzels'}",set
bakery,ice cream,cakes,,,{'ice cream'},set
bakery,muffins,ice cream,,,"{'muffins', 'ice cream'}",set
bakery,cakes,water,0.999,-0.0010005003335835344,"{'muffins', 'ice cream'}",set
bakery,pretzels,water,,,{'pretzels'},set
bakery,ice cream,water,,,"{'pretzels', 'ice cream'}",set
bakery,sandwiches,water,0.999,-6.907755278982136,"{'pretzels', 'ice cream'}",set
bakery,sandwiches,water,0.999,-6.907755278982136,,set
bakery,pretzels,sandwiches,,,{'pretzels'},set
bakery,sandwiches,pretzels,0.999,-6.907755278982136,{'pretzels'},set
bakery,pretzels,sandwiches,,,{'pretzels'},set
bakery,muffins,cakes,,,"{'muffins', 'pretzels'}",set
bakery,water,sandwiches,0.999,-6.907755278982136,"{'muffins', 'pretzels'}",set
bakery,ice cream,cakes,,,{'ice cream'},set
bakery,pretzels,sandwiches,,,"{'pretzels', 'ice cream'}",set
bakery,muffins,ice cream,,,"{'muffins', 'pretzels', 'ice cream'}",set
bakery,water,pretzels,0.999,-6.907755278982136,"{'muffins', 'pretzels', 'ice cream'}",set
bakery,muffins,sandwiches,,,{'muffins'},set
bakery,sandwiches,water,0.999,-6.907755278982136,{'muffins'},set
bakery,water,sandwiches,0.999,-6.907755278982136,,set
bakery,ice cream,cakes,,,{'ice cream'},set
bakery,ice cream,cakes,,,{'ice cream'},set
bakery,ice cream,sandwiches,,,{'ice cream'},set
bakery,muffins,pretzels,,,"{'muffins', 'ice cream'}",set
bakery,ice cream,water,,,"{'muffins', 'ice cream'}",set
bakery,sandwiches,water,0.999,-0.0010005003335835344,"{'muffins', 'ice cream'}",set
bakery,muffins,sandwiches,,,{'muffins'},set
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels'}",set
bakery,muffins,ice cream,,,"{'muffins', 'pretzels'}",set
bakery,water,cakes,0.999,-6.907755278982136,"{'muffins', 'pretzels'}",set
bakery,cakes,muffins,0.999,-0.0010005003335835344,,set
bakery,pretzels,muffins,,,{'pretzels'},set
bakery,water,ice cream,0.999,-0.0010005003335835344,{'pretzels'},set
bakery,muffins,ice cream,,,{'muffins'},set
bakery,pretzels,water,,,"{'muffins', 'pretzels'}",set
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels'}",set
bakery,sandwiches,water,0.999,-0.0010005003335835344,"{'muffins', 'pretzels'}",set
bakery,muffins,ice cream,,,{'muffins'},set
bakery,water,ice cream,0.999,-6.907755278982136,{'muffins'},set
bakery,pretzels,cakes,,,{'pretzels'},set
bakery,muffins,ice cream,,,"{'muffins', 'pretzels'}",set
bakery,sandwiches,water,0.999,-0.0010005003335835344,"{'muffins', 'pretzels'}",set
bakery,ice cream,cakes,,,{'ice cream'},set
bakery,sandwiches,water,0.999,-0.0010005003335835344,{'ice cream'},set
bakery,cakes,water,0.999,-6.907755278982136,,set
bakery,sandwiches,water,0.999,-6.907755278982136,,set
bakery,ice cream,cakes,,,{'ice cream'},set
bakery,sandwiches,water,0.999,-0.0010005003335835344,{'ice cream'},set
bakery,pretzels,water,,,{'pretzels'},set
bakery,sandwiches,cakes,0.999,-0.0010005003335835344,{'pretzels'},set
bakery,water,pretzels,0.999,-6.907755278982136,,set
bakery,ice cream,cakes,,,{'ice cream'},set
bakery,water,sandwiches,0.999,-6.907755278982136,{'ice cream'},set
bakery,ice cream,water,,,{'ice cream'},set
bakery,water,ice cream,0.999,-6.907755278982136,{'ice cream'},set
bakery,muffins,ice cream,,,{'muffins'},set
bakery,muffins,ice cream,,,{'muffins'},set
bakery,muffins,water,,,{'muffins'},set
bakery,muffins,cakes,,,{'muffins'},set
bakery,muffins,ice cream,,,{'muffins'},set
bakery,ice cream,sandwiches,,,"{'muffins', 'ice cream'}",set
bakery,muffins,water,,,"{'muffins', 'ice cream'}",set
bakery,muffins,cakes,,,"{'muffins', 'ice cream'}",set
bakery,muffins,ice cream,,,"{'muffins', 'ice cream'}",set
bakery,water,cakes,0.999,-6.907755278982136,"{'muffins', 'ice cream'}",set
bakery,ice cream,muffins,,,{'ice cream'},set
bakery,pretzels,water,,,"{'pretzels', 'ice cream'}",set
bakery,pretzels,cakes,,,"{'pretzels', 'ice cream'}",set
bakery,cakes,muffins,0.999,-0.0010005003335835344,"{'pretzels', 'ice cream'}",set
bakery,sandwiches,cakes,0.999,-6.907755278982136,,set
bakery,muffins,pretzels,,,{'muffins'},set
bakery,cakes,sandwiches,0.999,-0.0010005003335835344,{'muffins'},set
bakery,pretzels,cakes,,,{'pretzels'},set
bakery,ice cream,cakes,,,"{'pretzels', 'ice cream'}",set
bakery,pretzels,sandwiches,,,"{'pretzels', 'ice cream'}",set
bakery,sandwiches,water,0.999,-0.0010005003335835344,"{'pretzels', 'ice cream'}",set
bakery,sandwiches,water,0.999,-6.907755278982136,,set
bakery,sandwiches,pretzels,0.999,-6.907755278982136,,set
bakery,pretzels,water,,,{'pretzels'},set
bakery,pretzels,sandwiches,,,{'pretzels'},set
beach,shorts,bikini,1.0,-23.025850929940457,{'pretzels'},set
beach,sunglasses,jeans,0.999,-0.0010005003335835344,,set
beach,jeans,coat,1.0,0.0,,set
beach,jeans,coat,1.0,-23.025850929940457,,set
beach,jacket,shorts,0.996,-5.521460917862245,,set
beach,coat,shorts,0.989,-0.011060947359424948,,set
beach,jacket,sunglasses,0.996,-0.004008021397538822,,set
beach,shorts,bikini,1.0,-23.025850929940457,,set
beach,sunglasses,bikini,0.999,-6.907755278982136,,set
beach,jeans,jacket,1.0,0.0,,set
beach,sunglasses,shorts,0.999,-6.907755278982136,,set
beach,sunglasses,shorts,0.999,-6.907755278982136,,set
beach,sunglasses,shorts,0.999,-6.907755278982136,,set
beach,jacket,coat,0.996,-5.521460917862245,,set
beach,jacket,bikini,0.996,-5.521460917862245,,set
beach,jeans,coat,1.0,-23.025850929940457,,set
beach,sunglasses,shorts,0.999,-0.0010005003335835344,,set
beach,shorts,sunglasses,1.0,-23.025850929940457,,set
beach,jeans,jacket,1.0,-23.025850929940457,,set
beach,bikini,sunglasses,1.0,0.0,,set
beach,shorts,jacket,1.0,0.0,,set
beach,jacket,jeans,0.996,-5.521460917862245,,set
beach,jeans,shorts,1.0,-23.025850929940457,,set
beach,jeans,jacket,1.0,0.0,,set
beach,jeans,jacket,1.0,-23.025850929940457,,set
beach,jeans,sunglasses,1.0,-23.025850929940457,,set
beach,jeans,coat,1.0,-23.025850929940457,,set
beach,sunglasses,bikini,0.999,-6.907755278982136,,set
beach,sunglasses,coat,0.999,-6.907755278982136,,set
beach,sunglasses,shorts,0.999,-6.907755278982136,,set
beach,jeans,coat,1.0,-23.025850929940457,,set
beach,sunglasses,bikini,0.999,-0.0010005003335835344,,set
beach,jeans,jacket,1.0,0.0,,set
beach,jacket,jeans,0.996,-5.521460917862245,,set
beach,bikini,shorts,1.0,0.0,,set
beach,jeans,jacket,1.0,-23.025850929940457,,set
beach,bikini,coat,1.0,0.0,,set
beach,coat,bikini,0.989,-4.509860006183765,,set
beach,sunglasses,jacket,0.999,-0.0010005003335835344,,set
beach,coat,jacket,0.989,-0.011060947359424948,,set
beach,jeans,bikini,1.0,-23.025850929940457,,set
beach,sunglasses,shorts,0.999,-6.907755278982136,,set
beach,shorts,bikini,1.0,0.0,,set
beach,jeans,jacket,1.0,-23.025850929940457,,set
beach,sunglasses,bikini,0.999,-6.907755278982136,,set
beach,sunglasses,shorts,0.999,-6.907755278982136,,set
beach,jacket,sunglasses,0.996,-0.004008021397538822,,set
beach,jacket,coat,0.996,-5.521460917862245,,set
beach,jeans,coat,1.0,0.0,,set
beach,sunglasses,shorts,0.999,-0.0010005003335835344,,set
beach,sunglasses,shorts,0.999,-6.907755278982136,,set
beach,coat,jacket,0.989,-0.011060947359424948,,set
