context,query,trigger,empirical_probability,log_likelihoods,excluded_items,alternative_structure
bag,chalk,crayons,,,{'crayons'},disjunction
bag,crayons,cash,,,{'crayons'},disjunction
bag,cash,headphones,,,"{'crayons', 'headphones'}",disjunction
bag,makeup,cash,1.0,-23.025850929940457,"{'crayons', 'headphones'}",disjunction
bag,crayons,chalk,,,{'crayons'},disjunction
bag,makeup,headphones,,,"{'crayons', 'headphones'}",disjunction
bag,chalk,pen,0.991117,-0.008922689057917326,"{'crayons', 'headphones'}",disjunction
bag,headphones,chalk,,,{'headphones'},disjunction
bag,crayons,chalk,,,"{'crayons', 'headphones'}",disjunction
bag,chalk,pen,0.991117,-0.008922689057917326,"{'crayons', 'headphones'}",disjunction
bag,crayons,pen,,,{'crayons'},disjunction
bag,crayons,pen,,,{'crayons'},disjunction
bag,chalk,headphones,,,"{'crayons', 'headphones'}",disjunction
bag,pen,crayons,,,"{'crayons', 'headphones'}",disjunction
bag,cash,chalk,0.999762,-8.343239884292965,"{'crayons', 'headphones'}",disjunction
bag,chalk,cash,0.9920709999999999,-0.007960601677814117,,disjunction
bag,chalk,pen,0.991117,-0.008922689057917326,,disjunction
bag,headphones,makeup,,,{'headphones'},disjunction
bag,crayons,pen,,,"{'crayons', 'headphones'}",disjunction
bag,chalk,crayons,,,"{'crayons', 'headphones'}",disjunction
bag,makeup,cash,1.0,-23.025850929940457,"{'crayons', 'headphones'}",disjunction
bag,cash,pen,0.998162,-6.299077255048639,,disjunction
bag,makeup,headphones,,,{'headphones'},disjunction
bag,makeup,crayons,,,"{'crayons', 'headphones'}",disjunction
bag,pen,crayons,,,"{'crayons', 'headphones'}",disjunction
bag,makeup,cash,1.0,-23.025850929940457,"{'crayons', 'headphones'}",disjunction
bag,makeup,crayons,,,{'crayons'},disjunction
bag,makeup,headphones,,,"{'crayons', 'headphones'}",disjunction
bag,chalk,pen,0.991117,-0.008922689057917326,"{'crayons', 'headphones'}",disjunction
bag,makeup,pen,1.0,-23.025850929940457,,disjunction
bag,chalk,pen,0.991117,-0.008922689057917326,,disjunction
bag,pen,headphones,,,{'headphones'},disjunction
bag,headphones,chalk,,,{'headphones'},disjunction
bag,makeup,cash,1.0,-23.025850929940457,{'headphones'},disjunction
bag,makeup,cash,1.0,-23.025850929940457,,disjunction
bag,cash,headphones,,,{'headphones'},disjunction
bag,chalk,crayons,,,"{'crayons', 'headphones'}",disjunction
bag,chalk,crayons,,,"{'crayons', 'headphones'}",disjunction
bag,cash,headphones,,,"{'crayons', 'headphones'}",disjunction
bag,crayons,makeup,,,"{'crayons', 'headphones'}",disjunction
bag,pen,makeup,1.0,0.0,"{'crayons', 'headphones'}",disjunction
bag,crayons,chalk,,,{'crayons'},disjunction
bag,headphones,pen,,,"{'crayons', 'headphones'}",disjunction
bag,crayons,pen,,,"{'crayons', 'headphones'}",disjunction
bag,cash,chalk,0.999762,-8.343239884292965,"{'crayons', 'headphones'}",disjunction
bag,chalk,pen,0.991117,-4.723615941194576,,disjunction
bag,pen,cash,1.0,0.0,,disjunction
bag,crayons,chalk,,,{'crayons'},disjunction
bag,chalk,pen,0.991117,-0.008922689057917326,{'crayons'},disjunction
bag,crayons,pen,,,{'crayons'},disjunction
bag,cash,headphones,,,"{'crayons', 'headphones'}",disjunction
bag,cash,headphones,,,"{'crayons', 'headphones'}",disjunction
bag,makeup,headphones,,,"{'crayons', 'headphones'}",disjunction
bag,crayons,pen,,,"{'crayons', 'headphones'}",disjunction
bag,cash,makeup,0.9991480000000001,-0.0008523631582884127,"{'crayons', 'headphones'}",disjunction
bag,pen,headphones,,,{'headphones'},disjunction
bag,chalk,crayons,,,"{'crayons', 'headphones'}",disjunction
bag,makeup,pen,1.0,0.0,"{'crayons', 'headphones'}",disjunction
bag,headphones,cash,,,{'headphones'},disjunction
bag,cash,headphones,,,{'headphones'},disjunction
bag,makeup,headphones,,,{'headphones'},disjunction
bag,crayons,chalk,,,"{'crayons', 'headphones'}",disjunction
bag,chalk,crayons,,,"{'crayons', 'headphones'}",disjunction
bag,makeup,headphones,,,"{'crayons', 'headphones'}",disjunction
bag,makeup,headphones,,,"{'crayons', 'headphones'}",disjunction
bag,chalk,crayons,,,"{'crayons', 'headphones'}",disjunction
bag,headphones,cash,,,"{'crayons', 'headphones'}",disjunction
bag,makeup,cash,1.0,0.0,"{'crayons', 'headphones'}",disjunction
bag,chalk,headphones,,,{'headphones'},disjunction
bag,makeup,headphones,,,{'headphones'},disjunction
bag,chalk,cash,0.9920709999999999,-0.007960601677814117,{'headphones'},disjunction
bag,headphones,crayons,,,{'headphones'},disjunction
bag,makeup,crayons,,,"{'crayons', 'headphones'}",disjunction
bag,cash,crayons,,,"{'crayons', 'headphones'}",disjunction
bag,chalk,pen,0.991117,-4.723615941194576,"{'crayons', 'headphones'}",disjunction
bag,pen,crayons,,,{'crayons'},disjunction
bag,makeup,headphones,,,"{'crayons', 'headphones'}",disjunction
bag,makeup,headphones,,,"{'crayons', 'headphones'}",disjunction
bag,makeup,cash,1.0,-23.025850929940457,"{'crayons', 'headphones'}",disjunction
bag,cash,chalk,0.999762,-8.343239884292965,,disjunction
bag,makeup,pen,1.0,-23.025850929940457,,disjunction
bag,makeup,cash,1.0,-23.025850929940457,,disjunction
bag,headphones,pen,,,{'headphones'},disjunction
bag,chalk,cash,0.9920709999999999,-0.007960601677814117,{'headphones'},disjunction
bag,cash,headphones,,,{'headphones'},disjunction
bag,chalk,pen,0.991117,-0.008922689057917326,{'headphones'},disjunction
bag,cash,chalk,0.999762,-8.343239884292965,,disjunction
bag,crayons,makeup,,,{'crayons'},disjunction
bag,chalk,crayons,,,{'crayons'},disjunction
bag,chalk,headphones,,,"{'crayons', 'headphones'}",disjunction
bag,chalk,crayons,,,"{'crayons', 'headphones'}",disjunction
bag,pen,chalk,1.0,0.0,"{'crayons', 'headphones'}",disjunction
bag,chalk,cash,0.9920709999999999,-0.007960601677814117,,disjunction
bag,makeup,chalk,0.9999999999999999,-36.7368005696771,,disjunction
bag,crayons,pen,,,{'crayons'},disjunction
bag,cash,headphones,,,"{'crayons', 'headphones'}",disjunction
bag,crayons,headphones,,,"{'crayons', 'headphones'}",disjunction
bag,crayons,pen,,,"{'crayons', 'headphones'}",disjunction
bag,makeup,pen,1.0,-23.025850929940457,"{'crayons', 'headphones'}",disjunction
bag,crayons,pen,,,{'crayons'},disjunction
bag,cash,makeup,0.9991480000000001,-7.0679240311351315,{'crayons'},disjunction
bag,cash,pen,0.998162,-6.299077255048639,,disjunction
bag,headphones,crayons,,,{'headphones'},disjunction
bag,headphones,makeup,,,{'headphones'},disjunction
bag,chalk,crayons,,,"{'crayons', 'headphones'}",disjunction
bag,makeup,headphones,,,"{'crayons', 'headphones'}",disjunction
bag,headphones,crayons,,,"{'crayons', 'headphones'}",disjunction
bag,chalk,crayons,,,"{'crayons', 'headphones'}",disjunction
bag,chalk,pen,0.991117,-0.008922689057917326,"{'crayons', 'headphones'}",disjunction
bag,chalk,pen,0.991117,-0.008922689057917326,,disjunction
bag,makeup,headphones,,,{'headphones'},disjunction
bag,cash,headphones,,,{'headphones'},disjunction
bag,makeup,cash,1.0,-23.025850929940457,{'headphones'},disjunction
bag,chalk,crayons,,,{'crayons'},disjunction
bag,chalk,pen,0.991117,-0.008922689057917326,{'crayons'},disjunction
bag,cash,chalk,0.999762,-8.343239884292965,,disjunction
bag,crayons,pen,,,{'crayons'},disjunction
bag,makeup,crayons,,,{'crayons'},disjunction
bag,cash,crayons,,,{'crayons'},disjunction
bag,pen,cash,1.0,0.0,{'crayons'},disjunction
bag,chalk,pen,0.991117,-0.008922689057917326,,disjunction
bag,crayons,pen,,,{'crayons'},disjunction
bag,chalk,pen,0.991117,-0.008922689057917326,{'crayons'},disjunction
bag,makeup,chalk,0.9999999999999999,-1.1102230246251565e-16,,disjunction
bag,chalk,headphones,,,{'headphones'},disjunction
bag,headphones,pen,,,{'headphones'},disjunction
bag,cash,makeup,0.9991480000000001,-7.0679240311351315,{'headphones'},disjunction
bag,crayons,headphones,,,{'crayons'},disjunction
bag,makeup,cash,1.0,-23.025850929940457,{'crayons'},disjunction
bag,makeup,cash,1.0,-23.025850929940457,,disjunction
bag,makeup,cash,1.0,-23.025850929940457,,disjunction
bag,crayons,pen,,,{'crayons'},disjunction
bag,pen,makeup,1.0,0.0,{'crayons'},disjunction
bakery,muffins,ice cream,,,{'muffins'},disjunction
bakery,sandwiches,pretzels,,,"{'muffins', 'pretzels'}",disjunction
bakery,muffins,pretzels,,,"{'muffins', 'pretzels'}",disjunction
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels'}",disjunction
bakery,ice cream,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,cakes,ice cream,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,muffins,ice cream,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,muffins,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,muffins,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,sandwiches,muffins,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,pretzels,muffins,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,sandwiches,water,0.998588,-6.5627481399111085,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,water,muffins,,,{'muffins'},disjunction
bakery,pretzels,ice cream,,,"{'muffins', 'pretzels'}",disjunction
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels'}",disjunction
bakery,sandwiches,water,0.998588,-6.5627481399111085,"{'muffins', 'pretzels'}",disjunction
bakery,cakes,pretzels,,,{'pretzels'},disjunction
bakery,pretzels,water,,,{'pretzels'},disjunction
bakery,muffins,cakes,,,"{'muffins', 'pretzels'}",disjunction
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels'}",disjunction
bakery,water,muffins,,,"{'muffins', 'pretzels'}",disjunction
bakery,muffins,water,,,"{'muffins', 'pretzels'}",disjunction
bakery,muffins,ice cream,,,"{'muffins', 'pretzels'}",disjunction
bakery,muffins,water,,,"{'muffins', 'pretzels'}",disjunction
bakery,cakes,ice cream,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,ice cream,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,sandwiches,water,0.998588,-6.5627481399111085,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,pretzels,water,,,{'pretzels'},disjunction
bakery,ice cream,water,,,"{'ice cream', 'pretzels'}",disjunction
bakery,ice cream,cakes,,,"{'ice cream', 'pretzels'}",disjunction
bakery,ice cream,cakes,,,"{'ice cream', 'pretzels'}",disjunction
bakery,pretzels,sandwiches,,,"{'ice cream', 'pretzels'}",disjunction
bakery,water,sandwiches,0.997412,-5.9568699023434695,"{'ice cream', 'pretzels'}",disjunction
bakery,sandwiches,ice cream,,,{'ice cream'},disjunction
bakery,sandwiches,ice cream,,,{'ice cream'},disjunction
bakery,sandwiches,ice cream,,,{'ice cream'},disjunction
bakery,sandwiches,pretzels,,,"{'ice cream', 'pretzels'}",disjunction
bakery,muffins,ice cream,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,pretzels,sandwiches,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,water,muffins,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,cakes,pretzels,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,ice cream,sandwiches,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,pretzels,sandwiches,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,ice cream,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,water,ice cream,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,water,ice cream,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,pretzels,sandwiches,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,ice cream,pretzels,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,muffins,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,muffins,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,muffins,water,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,pretzels,sandwiches,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,water,muffins,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,ice cream,sandwiches,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,pretzels,ice cream,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,ice cream,water,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,muffins,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,sandwiches,water,0.998588,-0.001412997811383689,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,muffins,cakes,,,{'muffins'},disjunction
bakery,water,ice cream,,,"{'ice cream', 'muffins'}",disjunction
bakery,pretzels,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,ice cream,pretzels,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,sandwiches,cakes,0.996348,-5.612480316249418,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,muffins,sandwiches,,,{'muffins'},disjunction
bakery,ice cream,cakes,,,"{'ice cream', 'muffins'}",disjunction
bakery,pretzels,water,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,sandwiches,water,0.998588,-6.5627481399111085,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,cakes,muffins,,,{'muffins'},disjunction
bakery,muffins,cakes,,,{'muffins'},disjunction
bakery,pretzels,muffins,,,"{'muffins', 'pretzels'}",disjunction
bakery,ice cream,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,water,cakes,0.9962000000000001,-5.572754212249819,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,cakes,ice cream,,,{'ice cream'},disjunction
bakery,cakes,pretzels,,,"{'ice cream', 'pretzels'}",disjunction
bakery,ice cream,cakes,,,"{'ice cream', 'pretzels'}",disjunction
bakery,water,cakes,0.9962000000000001,-5.572754212249819,"{'ice cream', 'pretzels'}",disjunction
bakery,sandwiches,cakes,0.996348,-0.0036586848323011626,,disjunction
bakery,muffins,cakes,,,{'muffins'},disjunction
bakery,ice cream,pretzels,,,"{'ice cream', 'muffins'}",disjunction
bakery,ice cream,cakes,,,"{'ice cream', 'muffins'}",disjunction
bakery,muffins,water,,,"{'ice cream', 'muffins'}",disjunction
bakery,ice cream,cakes,,,"{'ice cream', 'muffins'}",disjunction
bakery,muffins,ice cream,,,"{'ice cream', 'muffins'}",disjunction
bakery,ice cream,cakes,,,"{'ice cream', 'muffins'}",disjunction
bakery,ice cream,sandwiches,,,"{'ice cream', 'muffins'}",disjunction
bakery,sandwiches,water,0.998588,-6.5627481399111085,"{'ice cream', 'muffins'}",disjunction
bakery,ice cream,pretzels,,,{'ice cream'},disjunction
bakery,water,pretzels,,,"{'ice cream', 'pretzels'}",disjunction
bakery,water,pretzels,,,"{'ice cream', 'pretzels'}",disjunction
bakery,cakes,pretzels,,,"{'ice cream', 'pretzels'}",disjunction
bakery,pretzels,water,,,"{'ice cream', 'pretzels'}",disjunction
bakery,cakes,ice cream,,,"{'ice cream', 'pretzels'}",disjunction
bakery,cakes,ice cream,,,"{'ice cream', 'pretzels'}",disjunction
bakery,muffins,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,muffins,ice cream,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,pretzels,sandwiches,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,sandwiches,ice cream,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,pretzels,water,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,muffins,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,cakes,water,1.0,0.0,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,ice cream,muffins,,,{'ice cream'},disjunction
bakery,muffins,cakes,,,"{'ice cream', 'muffins'}",disjunction
bakery,pretzels,sandwiches,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,sandwiches,water,0.998588,-0.001412997811383689,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,muffins,cakes,,,{'muffins'},disjunction
bakery,sandwiches,water,0.998588,-0.001412997811383689,{'muffins'},disjunction
bakery,ice cream,water,,,{'ice cream'},disjunction
bakery,sandwiches,cakes,0.996348,-5.612480316249418,{'ice cream'},disjunction
bakery,sandwiches,muffins,,,{'muffins'},disjunction
bakery,sandwiches,pretzels,,,"{'muffins', 'pretzels'}",disjunction
bakery,sandwiches,water,0.998588,-6.5627481399111085,"{'muffins', 'pretzels'}",disjunction
bakery,pretzels,water,,,{'pretzels'},disjunction
bakery,sandwiches,water,0.998588,-6.5627481399111085,{'pretzels'},disjunction
bakery,pretzels,water,,,{'pretzels'},disjunction
bakery,pretzels,sandwiches,,,{'pretzels'},disjunction
bakery,ice cream,pretzels,,,"{'ice cream', 'pretzels'}",disjunction
bakery,cakes,muffins,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,muffins,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,pretzels,sandwiches,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,cakes,muffins,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,water,muffins,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,pretzels,muffins,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,cakes,sandwiches,1.0,0.0,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,pretzels,water,,,{'pretzels'},disjunction
bakery,muffins,ice cream,,,"{'muffins', 'pretzels'}",disjunction
bakery,cakes,sandwiches,1.0,0.0,"{'muffins', 'pretzels'}",disjunction
bakery,cakes,pretzels,,,{'pretzels'},disjunction
bakery,water,sandwiches,0.997412,-5.9568699023434695,{'pretzels'},disjunction
bakery,pretzels,cakes,,,{'pretzels'},disjunction
bakery,muffins,cakes,,,"{'muffins', 'pretzels'}",disjunction
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels'}",disjunction
bakery,pretzels,cakes,,,"{'muffins', 'pretzels'}",disjunction
bakery,pretzels,muffins,,,"{'muffins', 'pretzels'}",disjunction
bakery,water,cakes,0.9962000000000001,-5.572754212249819,"{'muffins', 'pretzels'}",disjunction
bakery,ice cream,cakes,,,{'ice cream'},disjunction
bakery,muffins,ice cream,,,"{'ice cream', 'muffins'}",disjunction
bakery,cakes,water,1.0,0.0,"{'ice cream', 'muffins'}",disjunction
bakery,pretzels,water,,,{'pretzels'},disjunction
bakery,ice cream,water,,,"{'ice cream', 'pretzels'}",disjunction
bakery,sandwiches,water,0.998588,-6.5627481399111085,"{'ice cream', 'pretzels'}",disjunction
bakery,sandwiches,water,0.998588,-6.5627481399111085,,disjunction
bakery,pretzels,sandwiches,,,{'pretzels'},disjunction
bakery,sandwiches,pretzels,,,{'pretzels'},disjunction
bakery,pretzels,sandwiches,,,{'pretzels'},disjunction
bakery,muffins,cakes,,,"{'muffins', 'pretzels'}",disjunction
bakery,water,sandwiches,0.997412,-5.9568699023434695,"{'muffins', 'pretzels'}",disjunction
bakery,ice cream,cakes,,,{'ice cream'},disjunction
bakery,pretzels,sandwiches,,,"{'ice cream', 'pretzels'}",disjunction
bakery,muffins,ice cream,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,water,pretzels,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,muffins,sandwiches,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,sandwiches,water,0.998588,-6.5627481399111085,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,water,sandwiches,0.997412,-5.9568699023434695,,disjunction
bakery,ice cream,cakes,,,{'ice cream'},disjunction
bakery,ice cream,cakes,,,{'ice cream'},disjunction
bakery,ice cream,sandwiches,,,{'ice cream'},disjunction
bakery,muffins,pretzels,,,"{'ice cream', 'muffins'}",disjunction
bakery,ice cream,water,,,"{'ice cream', 'muffins'}",disjunction
bakery,sandwiches,water,0.998588,-0.001412997811383689,"{'ice cream', 'muffins'}",disjunction
bakery,muffins,sandwiches,,,{'muffins'},disjunction
bakery,pretzels,sandwiches,,,"{'muffins', 'pretzels'}",disjunction
bakery,muffins,ice cream,,,"{'muffins', 'pretzels'}",disjunction
bakery,water,cakes,0.9962000000000001,-5.572754212249819,"{'muffins', 'pretzels'}",disjunction
bakery,cakes,muffins,,,{'muffins'},disjunction
bakery,pretzels,muffins,,,"{'muffins', 'pretzels'}",disjunction
bakery,water,ice cream,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,muffins,ice cream,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,pretzels,water,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,pretzels,sandwiches,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,sandwiches,water,0.998588,-0.001412997811383689,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,muffins,ice cream,,,{'muffins'},disjunction
bakery,water,ice cream,,,"{'ice cream', 'muffins'}",disjunction
bakery,pretzels,cakes,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,muffins,ice cream,,,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,sandwiches,water,0.998588,-0.001412997811383689,"{'ice cream', 'muffins', 'pretzels'}",disjunction
bakery,ice cream,cakes,,,{'ice cream'},disjunction
bakery,sandwiches,water,0.998588,-0.001412997811383689,{'ice cream'},disjunction
bakery,cakes,water,1.0,-23.025850929940457,,disjunction
bakery,sandwiches,water,0.998588,-6.5627481399111085,,disjunction
bakery,ice cream,cakes,,,{'ice cream'},disjunction
bakery,sandwiches,water,0.998588,-0.001412997811383689,{'ice cream'},disjunction
bakery,pretzels,water,,,{'pretzels'},disjunction
bakery,sandwiches,cakes,0.996348,-0.0036586848323011626,{'pretzels'},disjunction
bakery,water,pretzels,,,{'pretzels'},disjunction
bakery,ice cream,cakes,,,"{'ice cream', 'pretzels'}",disjunction
bakery,water,sandwiches,0.997412,-5.9568699023434695,"{'ice cream', 'pretzels'}",disjunction
bakery,ice cream,water,,,{'ice cream'},disjunction
bakery,water,ice cream,,,{'ice cream'},disjunction
bakery,muffins,ice cream,,,"{'ice cream', 'muffins'}",disjunction
bakery,muffins,ice cream,,,"{'ice cream', 'muffins'}",disjunction
bakery,muffins,water,,,"{'ice cream', 'muffins'}",disjunction
bakery,muffins,cakes,,,"{'ice cream', 'muffins'}",disjunction
bakery,muffins,ice cream,,,"{'ice cream', 'muffins'}",disjunction
