NextWordPredictionModelRaw,NextWordPredictionModel,AlternativeStructure,context,trigger,query,model_negation_probability,observed_rows,observed_boundaries,human_negation_probability,human_trial_count
cloze,Cloze Probability,set,bakery,muffins,pretzels,0.09225,40,8,0.4,5
cloze,Cloze Probability,set,bakery,muffins,sandwiches,0.08875,16,8,0.0,2
cloze,Cloze Probability,set,bakery,muffins,water,0.04,40,8,0.0,5
cloze,Cloze Probability,set,bakery,pretzels,cakes,0.7787499999999999,40,8,1.0,5
cloze,Cloze Probability,set,bakery,pretzels,ice cream,0.3705,40,8,1.0,5
cloze,Cloze Probability,set,bakery,pretzels,muffins,0.4155,24,8,1.0,3
cloze,Cloze Probability,set,bakery,pretzels,sandwiches,0.08875,40,8,0.4,5
cloze,Cloze Probability,set,bakery,pretzels,water,0.04,32,8,0.0,4
cloze,Cloze Probability,set,bakery,sandwiches,cakes,0.7787499999999999,24,8,1.0,3
cloze,Cloze Probability,set,bakery,sandwiches,ice cream,0.3705,40,8,1.0,5
cloze,Cloze Probability,set,bakery,sandwiches,muffins,0.4155,24,8,0.6666666666666666,3
cloze,Cloze Probability,set,bakery,sandwiches,pretzels,0.09225,160,8,0.55,20
cloze,Cloze Probability,set,bakery,sandwiches,water,0.04,40,8,0.0,5
cloze,Cloze Probability,set,bakery,water,cakes,0.7787499999999999,24,8,0.6666666666666666,3
cloze,Cloze Probability,set,bakery,water,ice cream,0.3705,48,8,0.6666666666666666,6
cloze,Cloze Probability,set,bakery,water,muffins,0.4155,48,8,0.5,6
cloze,Cloze Probability,set,bakery,water,pretzels,0.09225,104,8,0.5384615384615384,13
cloze,Cloze Probability,set,bakery,water,sandwiches,0.08875,168,8,0.42857142857142855,21
cloze,Cloze Probability,set,beach,bikini,coat,0.04674999999999999,24,8,0.3333333333333333,3
cloze,Cloze Probability,set,beach,bikini,jacket,0.13375,32,8,0.25,4
cloze,Cloze Probability,set,beach,bikini,jeans,0.1555,48,8,0.5,6
cloze,Cloze Probability,set,beach,bikini,shorts,0.763,160,8,0.7,20
cloze,Cloze Probability,set,beach,bikini,sunglasses,0.263,144,8,0.16666666666666666,18
cloze,Cloze Probability,set,beach,coat,bikini,0.20099999999999998,48,8,1.0,6
cloze,Cloze Probability,set,beach,coat,jacket,0.13375,88,8,0.5454545454545454,11
cloze,Cloze Probability,set,beach,coat,jeans,0.1555,128,8,0.5,16
cloze,Cloze Probability,set,beach,coat,shorts,0.763,40,8,1.0,5
cloze,Cloze Probability,set,beach,coat,sunglasses,0.263,24,8,0.0,3
cloze,Cloze Probability,set,beach,jacket,bikini,0.201,16,8,1.0,2
cloze,Cloze Probability,set,beach,jacket,coat,0.04674999999999999,24,8,1.0,3
cloze,Cloze Probability,set,beach,jacket,jeans,0.1555,160,8,0.45,20
cloze,Cloze Probability,set,beach,jacket,shorts,0.763,40,8,0.6,5
cloze,Cloze Probability,set,beach,jacket,sunglasses,0.263,32,8,0.5,4
cloze,Cloze Probability,set,beach,jeans,bikini,0.20099999999999998,40,8,1.0,5
cloze,Cloze Probability,set,beach,jeans,coat,0.04675,40,8,0.6,5
cloze,Cloze Probability,set,beach,jeans,jacket,0.13375,48,8,0.0,6
cloze,Cloze Probability,set,beach,jeans,shorts,0.763,40,8,1.0,5
cloze,Cloze Probability,set,beach,jeans,sunglasses,0.263,32,8,0.25,4
cloze,Cloze Probability,set,beach,shorts,bikini,0.201,32,8,0.75,4
cloze,Cloze Probability,set,beach,shorts,coat,0.04675,32,8,0.75,4
cloze,Cloze Probability,set,beach,shorts,jacket,0.13375,32,8,0.25,4
cloze,Cloze Probability,set,beach,shorts,jeans,0.1555,40,8,0.6,5
cloze,Cloze Probability,set,beach,shorts,sunglasses,0.263,160,8,0.15,20
cloze,Cloze Probability,set,beach,sunglasses,bikini,0.20099999999999998,40,8,1.0,5
cloze,Cloze Probability,set,beach,sunglasses,coat,0.04675,40,8,0.0,5
cloze,Cloze Probability,set,beach,sunglasses,jacket,0.13374999999999998,40,8,0.8,5
cloze,Cloze Probability,set,beach,sunglasses,jeans,0.1555,48,8,0.5,6
cloze,Cloze Probability,set,beach,sunglasses,shorts,0.763,32,8,0.5,4
cloze,Cloze Probability,set,cold,blankets,heater,0.414,16,8,1.0,2
cloze,Cloze Probability,set,cold,blankets,sink,0.0345,32,8,0.0,4
cloze,Cloze Probability,set,cold,blankets,tea,0.03825,160,8,0.2,20
cloze,Cloze Probability,set,cold,heater,blankets,0.63575,144,8,0.8333333333333334,18
cloze,Cloze Probability,set,cold,heater,sink,0.034499999999999996,40,8,0.0,5
cloze,Cloze Probability,set,cold,heater,tea,0.03825,128,8,0.125,16
cloze,Cloze Probability,set,cold,sink,blankets,0.63575,24,8,0.3333333333333333,3
cloze,Cloze Probability,set,cold,sink,heater,0.414,32,8,1.0,4
cloze,Cloze Probability,set,cold,sink,tea,0.03825,40,8,0.0,5
cloze,Cloze Probability,set,cold,tea,blankets,0.63575,40,8,0.6,5
cloze,Cloze Probability,set,cold,tea,heater,0.414,48,8,0.5,6
cloze,Cloze Probability,set,cold,tea,sink,0.0345,32,8,0.0,4
cloze,Cloze Probability,set,cut,batteries,keys,0.083,48,8,0.16666666666666666,6
cloze,Cloze Probability,set,cut,batteries,nail clippers,0.34225,40,8,0.8,5
cloze,Cloze Probability,set,cut,batteries,scissors,0.74825,40,8,0.8,5
cloze,Cloze Probability,set,cut,batteries,stapler,0.034749999999999996,144,8,0.4444444444444444,18
cloze,Cloze Probability,set,cut,batteries,thumb tacks,0.0705,168,8,0.38095238095238093,21
cloze,Cloze Probability,set,cut,keys,batteries,0.036000000000000004,32,8,0.25,4
cloze,Cloze Probability,set,cut,keys,nail clippers,0.34225,40,8,0.8,5
cloze,Cloze Probability,set,cut,keys,scissors,0.74825,40,8,1.0,5
cloze,Cloze Probability,set,cut,keys,stapler,0.034749999999999996,40,8,0.2,5
cloze,Cloze Probability,set,cut,keys,thumb tacks,0.0705,40,8,0.2,5
cloze,Cloze Probability,set,cut,nail clippers,batteries,0.036,40,8,0.0,5
cloze,Cloze Probability,set,cut,nail clippers,keys,0.083,128,8,0.3125,16
cloze,Cloze Probability,set,cut,nail clippers,scissors,0.74825,32,8,1.0,4
cloze,Cloze Probability,set,cut,nail clippers,stapler,0.034749999999999996,16,8,0.5,2
cloze,Cloze Probability,set,cut,nail clippers,thumb tacks,0.0705,24,8,0.6666666666666666,3
cloze,Cloze Probability,set,cut,scissors,batteries,0.036000000000000004,32,8,0.0,4
cloze,Cloze Probability,set,cut,scissors,keys,0.08299999999999999,160,8,0.15,20
cloze,Cloze Probability,set,cut,scissors,nail clippers,0.34225,88,8,0.6363636363636364,11
cloze,Cloze Probability,set,cut,scissors,stapler,0.034749999999999996,48,8,0.16666666666666666,6
cloze,Cloze Probability,set,cut,scissors,thumb tacks,0.07050000000000001,32,8,0.0,4
cloze,Cloze Probability,set,cut,stapler,batteries,0.036,40,8,0.0,5
cloze,Cloze Probability,set,cut,stapler,keys,0.08299999999999999,40,8,0.2,5
cloze,Cloze Probability,set,cut,stapler,nail clippers,0.34225,48,8,0.6666666666666666,6
cloze,Cloze Probability,set,cut,stapler,scissors,0.74825,32,8,1.0,4
cloze,Cloze Probability,set,cut,stapler,thumb tacks,0.0705,136,8,0.11764705882352941,17
cloze,Cloze Probability,set,cut,thumb tacks,batteries,0.036000000000000004,32,8,0.0,4
cloze,Cloze Probability,set,cut,thumb tacks,keys,0.083,24,8,0.3333333333333333,3
cloze,Cloze Probability,set,cut,thumb tacks,nail clippers,0.34225,40,8,0.6,5
cloze,Cloze Probability,set,cut,thumb tacks,scissors,0.74825,40,8,0.8,5
cloze,Cloze Probability,set,cut,thumb tacks,stapler,0.034749999999999996,40,8,0.0,5
cloze,Cloze Probability,set,fridge,juice,ketchup,0.11099999999999999,48,8,0.3333333333333333,6
cloze,Cloze Probability,set,fridge,juice,meat,0.0,24,8,0.0,3
cloze,Cloze Probability,set,fridge,juice,milk,0.8140000000000001,120,8,1.0,15
cloze,Cloze Probability,set,fridge,juice,water,0.8807499999999999,48,8,1.0,6
cloze,Cloze Probability,set,fridge,juice,yogurt,0.0815,40,8,0.0,5
cloze,Cloze Probability,set,fridge,ketchup,juice,0.8685,40,8,1.0,5
cloze,Cloze Probability,set,fridge,ketchup,meat,0.0,32,8,0.0,4
cloze,Cloze Probability,set,fridge,ketchup,milk,0.8140000000000001,40,8,1.0,5
cloze,Cloze Probability,set,fridge,ketchup,water,0.88075,16,8,1.0,2
cloze,Cloze Probability,set,fridge,ketchup,yogurt,0.0815,144,8,0.2222222222222222,18
cloze,Cloze Probability,set,fridge,meat,juice,0.8685,40,8,1.0,5
cloze,Cloze Probability,set,fridge,meat,ketchup,0.111,144,8,0.16666666666666666,18
cloze,Cloze Probability,set,fridge,meat,milk,0.8140000000000001,24,8,0.6666666666666666,3
cloze,Cloze Probability,set,fridge,meat,water,0.88075,16,8,1.0,2
cloze,Cloze Probability,set,fridge,meat,yogurt,0.0815,128,8,0.625,16
cloze,Cloze Probability,set,fridge,milk,juice,0.8685,40,8,1.0,5
cloze,Cloze Probability,set,fridge,milk,ketchup,0.11099999999999999,40,8,0.0,5
cloze,Cloze Probability,set,fridge,milk,meat,0.0,48,8,0.0,6
cloze,Cloze Probability,set,fridge,milk,water,0.8807499999999999,48,8,0.8333333333333334,6
cloze,Cloze Probability,set,fridge,milk,yogurt,0.0815,40,8,0.2,5
cloze,Cloze Probability,set,fridge,water,juice,0.8684999999999999,176,8,1.0,22
cloze,Cloze Probability,set,fridge,water,ketchup,0.111,32,8,0.0,4
cloze,Cloze Probability,set,fridge,water,meat,0.0,24,8,0.0,3
cloze,Cloze Probability,set,fridge,water,milk,0.814,144,8,0.9444444444444444,18
cloze,Cloze Probability,set,fridge,water,yogurt,0.0815,40,8,0.0,5
cloze,Cloze Probability,set,fridge,yogurt,juice,0.8685,40,8,1.0,5
cloze,Cloze Probability,set,fridge,yogurt,ketchup,0.11099999999999999,40,8,0.2,5
cloze,Cloze Probability,set,fridge,yogurt,meat,0.0,40,8,0.4,5
cloze,Cloze Probability,set,fridge,yogurt,milk,0.8140000000000001,32,8,0.75,4
cloze,Cloze Probability,set,fridge,yogurt,water,0.88075,16,8,1.0,2
cloze,Cloze Probability,set,gym,basketball,lacrosse,0.3685,120,8,0.9333333333333333,15
cloze,Cloze Probability,set,gym,basketball,meditation,0.0485,16,8,0.0,2
cloze,Cloze Probability,set,gym,basketball,softball,0.29625,160,8,0.9,20
cloze,Cloze Probability,set,gym,basketball,swimming,0.248,40,8,0.4,5
cloze,Cloze Probability,set,gym,lacrosse,basketball,0.7015,32,8,1.0,4
cloze,Cloze Probability,set,gym,lacrosse,meditation,0.0485,16,8,0.0,2
cloze,Cloze Probability,set,gym,lacrosse,softball,0.29625,24,8,1.0,3
cloze,Cloze Probability,set,gym,lacrosse,swimming,0.248,24,8,0.3333333333333333,3
cloze,Cloze Probability,set,gym,meditation,basketball,0.7015,32,8,0.75,4
cloze,Cloze Probability,set,gym,meditation,lacrosse,0.3685,32,8,1.0,4
cloze,Cloze Probability,set,gym,meditation,softball,0.29625,32,8,1.0,4
cloze,Cloze Probability,set,gym,meditation,swimming,0.248,152,8,0.7894736842105263,19
cloze,Cloze Probability,set,gym,softball,basketball,0.7014999999999999,48,8,1.0,6
cloze,Cloze Probability,set,gym,softball,lacrosse,0.3685,152,8,0.9473684210526315,19
cloze,Cloze Probability,set,gym,softball,meditation,0.0485,40,8,0.6,5
cloze,Cloze Probability,set,gym,softball,swimming,0.248,40,8,0.8,5
cloze,Cloze Probability,set,gym,swimming,basketball,0.7015,40,8,1.0,5
cloze,Cloze Probability,set,gym,swimming,lacrosse,0.3685,32,8,1.0,4
cloze,Cloze Probability,set,gym,swimming,meditation,0.0485,40,8,0.0,5
cloze,Cloze Probability,set,gym,swimming,softball,0.29625,32,8,0.75,4
cloze,Cloze Probability,set,hot,blankets,couch,0.0,96,8,0.0,12
cloze,Cloze Probability,set,hot,blankets,fan,0.60325,40,8,0.2,5
cloze,Cloze Probability,set,hot,blankets,heater,0.03075,32,8,0.75,4
cloze,Cloze Probability,set,hot,blankets,pool,0.22725,40,8,0.0,5
cloze,Cloze Probability,set,hot,blankets,shower,0.11599999999999999,40,8,0.2,5
cloze,Cloze Probability,set,hot,couch,blankets,0.00225,40,8,0.2,5
cloze,Cloze Probability,set,hot,couch,fan,0.60325,24,8,0.0,3
cloze,Cloze Probability,set,hot,couch,heater,0.03075,24,8,0.0,3
cloze,Cloze Probability,set,hot,couch,pool,0.22724999999999998,48,8,0.5,6
cloze,Cloze Probability,set,hot,couch,shower,0.11599999999999999,16,8,1.0,2
cloze,Cloze Probability,set,hot,fan,blankets,0.0022500000000000003,32,8,0.0,4
cloze,Cloze Probability,set,hot,fan,couch,0.0,32,8,0.0,4
cloze,Cloze Probability,set,hot,fan,heater,0.03075,48,8,0.16666666666666666,6
cloze,Cloze Probability,set,hot,fan,pool,0.22725,160,8,0.55,20
cloze,Cloze Probability,set,hot,fan,shower,0.11599999999999999,160,8,0.05,20
cloze,Cloze Probability,set,hot,heater,blankets,0.0022500000000000003,104,8,0.23076923076923078,13
cloze,Cloze Probability,set,hot,heater,couch,0.0,160,8,0.0,20
cloze,Cloze Probability,set,hot,heater,fan,0.60325,40,8,1.0,5
cloze,Cloze Probability,set,hot,heater,pool,0.22725,32,8,0.25,4
cloze,Cloze Probability,set,hot,heater,shower,0.11599999999999999,40,8,0.0,5
cloze,Cloze Probability,set,hot,pool,blankets,0.00225,40,8,0.4,5
cloze,Cloze Probability,set,hot,pool,couch,0.0,32,8,0.0,4
cloze,Cloze Probability,set,hot,pool,fan,0.60325,32,8,0.25,4
cloze,Cloze Probability,set,hot,pool,heater,0.03075,32,8,0.0,4
cloze,Cloze Probability,set,hot,pool,shower,0.116,152,8,0.2631578947368421,19
cloze,Cloze Probability,set,hot,shower,blankets,0.0022500000000000003,32,8,0.0,4
cloze,Cloze Probability,set,hot,shower,couch,0.0,48,8,0.0,6
cloze,Cloze Probability,set,hot,shower,fan,0.60325,40,8,0.8,5
cloze,Cloze Probability,set,hot,shower,heater,0.03075,48,8,0.3333333333333333,6
cloze,Cloze Probability,set,hot,shower,pool,0.22725,40,8,1.0,5
cloze,Cloze Probability,set,mask,bandana,candy,0.0325,32,8,0.0,4
cloze,Cloze Probability,set,mask,bandana,handkerchief,0.29525,104,8,0.6153846153846154,13
cloze,Cloze Probability,set,mask,bandana,napkins,0.17775,96,8,0.16666666666666666,12
cloze,Cloze Probability,set,mask,bandana,wallet,0.0,40,8,0.4,5
cloze,Cloze Probability,set,mask,candy,bandana,0.56925,40,8,0.8,5
cloze,Cloze Probability,set,mask,candy,handkerchief,0.29525,48,8,0.6666666666666666,6
cloze,Cloze Probability,set,mask,candy,napkins,0.17775000000000002,32,8,0.5,4
cloze,Cloze Probability,set,mask,candy,wallet,0.0,160,8,0.2,20
cloze,Cloze Probability,set,mask,handkerchief,bandana,0.5692499999999999,24,8,1.0,3
cloze,Cloze Probability,set,mask,handkerchief,candy,0.0325,48,8,0.0,6
cloze,Cloze Probability,set,mask,handkerchief,napkins,0.17775000000000002,160,8,0.3,20
cloze,Cloze Probability,set,mask,handkerchief,wallet,0.0,40,8,0.0,5
cloze,Cloze Probability,set,mask,napkins,bandana,0.56925,40,8,1.0,5
cloze,Cloze Probability,set,mask,napkins,candy,0.0325,40,8,0.2,5
cloze,Cloze Probability,set,mask,napkins,handkerchief,0.29525,40,8,0.6,5
cloze,Cloze Probability,set,mask,napkins,wallet,0.0,32,8,0.0,4
cloze,Cloze Probability,set,mask,wallet,bandana,0.56925,40,8,0.8,5
cloze,Cloze Probability,set,mask,wallet,candy,0.0325,40,8,0.2,5
cloze,Cloze Probability,set,mask,wallet,handkerchief,0.29525,40,8,0.6,5
cloze,Cloze Probability,set,mask,wallet,napkins,0.17775,48,8,0.5,6
cloze,Cloze Probability,set,meat,chicken,crab,0.12775,136,8,0.7647058823529411,17
cloze,Cloze Probability,set,meat,chicken,mushrooms,0.0375,40,8,0.2,5
cloze,Cloze Probability,set,meat,chicken,tofu,0.088,40,8,0.0,5
cloze,Cloze Probability,set,meat,chicken,turkey,0.3005,168,8,0.9523809523809523,21
cloze,Cloze Probability,set,meat,crab,chicken,0.75225,40,8,1.0,5
cloze,Cloze Probability,set,meat,crab,mushrooms,0.0375,24,8,0.0,3
cloze,Cloze Probability,set,meat,crab,tofu,0.08800000000000001,24,8,0.6666666666666666,3
cloze,Cloze Probability,set,meat,crab,turkey,0.3005,40,8,1.0,5
cloze,Cloze Probability,set,meat,mushrooms,chicken,0.75225,48,8,1.0,6
cloze,Cloze Probability,set,meat,mushrooms,crab,0.12775,40,8,1.0,5
cloze,Cloze Probability,set,meat,mushrooms,tofu,0.088,152,8,0.5263157894736842,19
cloze,Cloze Probability,set,meat,mushrooms,turkey,0.3005,48,8,1.0,6
cloze,Cloze Probability,set,meat,tofu,chicken,0.75225,32,8,1.0,4
cloze,Cloze Probability,set,meat,tofu,crab,0.12775,40,8,0.8,5
cloze,Cloze Probability,set,meat,tofu,mushrooms,0.0375,40,8,0.0,5
cloze,Cloze Probability,set,meat,tofu,turkey,0.3005,40,8,1.0,5
cloze,Cloze Probability,set,meat,turkey,chicken,0.75225,32,8,1.0,4
cloze,Cloze Probability,set,meat,turkey,crab,0.12775,104,8,0.7692307692307693,13
cloze,Cloze Probability,set,meat,turkey,mushrooms,0.0375,32,8,0.0,4
cloze,Cloze Probability,set,meat,turkey,tofu,0.08800000000000001,48,8,0.16666666666666666,6
cloze,Cloze Probability,set,restaurant,cake,cocktails,0.744,32,8,1.0,4
cloze,Cloze Probability,set,restaurant,cake,salad,0.041999999999999996,40,8,0.6,5
cloze,Cloze Probability,set,restaurant,cake,soda,0.529,40,8,0.8,5
cloze,Cloze Probability,set,restaurant,cake,soup,0.082,144,8,0.3888888888888889,18
cloze,Cloze Probability,set,restaurant,cake,vodka,0.55375,48,8,1.0,6
cloze,Cloze Probability,set,restaurant,cocktails,cake,0.0615,40,8,0.6,5
cloze,Cloze Probability,set,restaurant,cocktails,salad,0.042,32,8,0.0,4
cloze,Cloze Probability,set,restaurant,cocktails,soda,0.529,152,8,0.42105263157894735,19
cloze,Cloze Probability,set,restaurant,cocktails,soup,0.082,16,8,0.0,2
cloze,Cloze Probability,set,restaurant,cocktails,vodka,0.5537500000000001,112,8,0.5,14
cloze,Cloze Probability,set,restaurant,salad,cake,0.0615,160,8,0.55,20
cloze,Cloze Probability,set,restaurant,salad,cocktails,0.744,32,8,0.75,4
cloze,Cloze Probability,set,restaurant,salad,soda,0.529,40,8,0.6,5
cloze,Cloze Probability,set,restaurant,salad,soup,0.08199999999999999,160,8,0.7,20
cloze,Cloze Probability,set,restaurant,salad,vodka,0.55375,40,8,1.0,5
cloze,Cloze Probability,set,restaurant,soda,cake,0.0615,24,8,0.0,3
cloze,Cloze Probability,set,restaurant,soda,cocktails,0.7440000000000001,24,8,1.0,3
cloze,Cloze Probability,set,restaurant,soda,salad,0.041999999999999996,40,8,0.0,5
cloze,Cloze Probability,set,restaurant,soda,soup,0.082,16,8,0.0,2
cloze,Cloze Probability,set,restaurant,soda,vodka,0.55375,40,8,1.0,5
cloze,Cloze Probability,set,restaurant,soup,cake,0.0615,24,8,0.3333333333333333,3
cloze,Cloze Probability,set,restaurant,soup,cocktails,0.7440000000000001,48,8,1.0,6
cloze,Cloze Probability,set,restaurant,soup,salad,0.042,48,8,0.5,6
cloze,Cloze Probability,set,restaurant,soup,soda,0.529,48,8,0.8333333333333334,6
cloze,Cloze Probability,set,restaurant,soup,vodka,0.55375,32,8,1.0,4
cloze,Cloze Probability,set,restaurant,vodka,cake,0.0615,40,8,0.0,5
cloze,Cloze Probability,set,restaurant,vodka,cocktails,0.7440000000000001,24,8,1.0,3
cloze,Cloze Probability,set,restaurant,vodka,salad,0.042,16,8,0.0,2
cloze,Cloze Probability,set,restaurant,vodka,soda,0.529,152,8,0.3157894736842105,19
cloze,Cloze Probability,set,restaurant,vodka,soup,0.08199999999999999,40,8,0.0,5
cloze,Cloze Probability,set,salad,chips,cigarettes,0.0105,48,8,0.16666666666666666,6
cloze,Cloze Probability,set,salad,chips,dressing,0.398,40,8,0.4,5
cloze,Cloze Probability,set,salad,chips,lettuce,0.727,48,8,1.0,6
cloze,Cloze Probability,set,salad,chips,meat,0.07725,168,8,0.2857142857142857,21
cloze,Cloze Probability,set,salad,cigarettes,chips,0.04475,128,8,0.4375,16
cloze,Cloze Probability,set,salad,cigarettes,dressing,0.398,32,8,1.0,4
cloze,Cloze Probability,set,salad,cigarettes,lettuce,0.727,32,8,0.75,4
cloze,Cloze Probability,set,salad,cigarettes,meat,0.07725,152,8,0.5789473684210527,19
cloze,Cloze Probability,set,salad,dressing,chips,0.04475,16,8,0.0,2
cloze,Cloze Probability,set,salad,dressing,cigarettes,0.010499999999999999,40,8,0.0,5
cloze,Cloze Probability,set,salad,dressing,lettuce,0.727,24,8,1.0,3
cloze,Cloze Probability,set,salad,dressing,meat,0.07725,24,8,0.3333333333333333,3
cloze,Cloze Probability,set,salad,lettuce,chips,0.04475,16,8,0.0,2
cloze,Cloze Probability,set,salad,lettuce,cigarettes,0.0105,48,8,0.0,6
cloze,Cloze Probability,set,salad,lettuce,dressing,0.39799999999999996,144,8,0.6111111111111112,18
cloze,Cloze Probability,set,salad,lettuce,meat,0.07725,32,8,0.75,4
cloze,Cloze Probability,set,salad,meat,chips,0.04475,16,8,0.0,2
cloze,Cloze Probability,set,salad,meat,cigarettes,0.010499999999999999,40,8,0.0,5
cloze,Cloze Probability,set,salad,meat,dressing,0.39799999999999996,24,8,0.0,3
cloze,Cloze Probability,set,salad,meat,lettuce,0.727,48,8,1.0,6
cloze,Cloze Probability,set,science,art,geology,0.41825,32,8,1.0,4
cloze,Cloze Probability,set,science,art,math,0.075,160,8,0.7,20
cloze,Cloze Probability,set,science,art,philosophy,0.0335,144,8,0.6111111111111112,18
cloze,Cloze Probability,set,science,art,physics,0.6769999999999999,40,8,1.0,5
cloze,Cloze Probability,set,science,art,zoology,0.24825,40,8,0.8,5
cloze,Cloze Probability,set,science,geology,art,0.01825,40,8,0.6,5
cloze,Cloze Probability,set,science,geology,math,0.075,48,8,0.8333333333333334,6
cloze,Cloze Probability,set,science,geology,philosophy,0.0335,24,8,0.6666666666666666,3
cloze,Cloze Probability,set,science,geology,physics,0.677,32,8,1.0,4
cloze,Cloze Probability,set,science,geology,zoology,0.24825000000000003,104,8,1.0,13
cloze,Cloze Probability,set,science,math,art,0.01825,16,8,0.5,2
cloze,Cloze Probability,set,science,math,geology,0.41825,32,8,0.75,4
cloze,Cloze Probability,set,science,math,philosophy,0.0335,40,8,0.4,5
cloze,Cloze Probability,set,science,math,physics,0.677,32,8,0.5,4
cloze,Cloze Probability,set,science,math,zoology,0.24825,40,8,0.8,5
cloze,Cloze Probability,set,science,philosophy,art,0.01825,40,8,1.0,5
cloze,Cloze Probability,set,science,philosophy,geology,0.41825,40,8,0.8,5
cloze,Cloze Probability,set,science,philosophy,math,0.075,128,8,0.6875,16
cloze,Cloze Probability,set,science,philosophy,physics,0.677,32,8,1.0,4
cloze,Cloze Probability,set,science,philosophy,zoology,0.24825,48,8,0.8333333333333334,6
cloze,Cloze Probability,set,science,physics,art,0.01825,40,8,0.4,5
cloze,Cloze Probability,set,science,physics,geology,0.41825,168,8,0.8571428571428571,21
cloze,Cloze Probability,set,science,physics,math,0.075,24,8,0.3333333333333333,3
cloze,Cloze Probability,set,science,physics,philosophy,0.0335,24,8,0.3333333333333333,3
cloze,Cloze Probability,set,science,physics,zoology,0.24825,160,8,0.65,20
cloze,Cloze Probability,set,science,zoology,art,0.01825,24,8,0.6666666666666666,3
cloze,Cloze Probability,set,science,zoology,geology,0.41825,32,8,0.75,4
cloze,Cloze Probability,set,science,zoology,math,0.075,40,8,0.4,5
cloze,Cloze Probability,set,science,zoology,philosophy,0.0335,48,8,0.6666666666666666,6
cloze,Cloze Probability,set,science,zoology,physics,0.677,32,8,1.0,4
cloze,Cloze Probability,set,throw,beach ball,boomerang,0.208,152,8,0.631578947368421,19
cloze,Cloze Probability,set,throw,beach ball,football,0.77675,40,8,1.0,5
cloze,Cloze Probability,set,throw,beach ball,lawnmower,0.0645,24,8,0.0,3
cloze,Cloze Probability,set,throw,beach ball,tires,0.08574999999999999,48,8,0.0,6
cloze,Cloze Probability,set,throw,boomerang,beach ball,0.312,32,8,0.75,4
cloze,Cloze Probability,set,throw,boomerang,football,0.77675,32,8,1.0,4
cloze,Cloze Probability,set,throw,boomerang,lawnmower,0.0645,40,8,0.0,5
cloze,Cloze Probability,set,throw,boomerang,tires,0.08575,40,8,0.0,5
cloze,Cloze Probability,set,throw,football,beach ball,0.312,128,8,0.875,16
cloze,Cloze Probability,set,throw,football,boomerang,0.20800000000000002,168,8,0.6190476190476191,21
