context,trigger,word,cosine_similarity
bag,chalk,1711,0.536407
bag,chalk,1773,0.53640294
bag,chalk,1659,0.53618
bag,chalk,228,0.5360776
bag,chalk,1760,0.536034
bag,chalk,273,0.5358741
bag,chalk,1629,0.5355282
bag,chalk,46th,0.5352932
bag,cash,cash,1.0
bag,cash,money,0.52693737
bag,cash,lucrative,0.46392918
bag,cash,1709,0.46085316
bag,cash,monetary,0.45994586
bag,cash,197,0.45936954
bag,cash,1648,0.45537913
bag,cash,1649,0.45536932
bag,cash,1739,0.4544587
bag,cash,1732,0.4534281
bag,cash,1717,0.45278972
bag,cash,businessmen,0.452581
bag,cash,1653,0.450323
bag,cash,385,0.4502456
bag,cash,1718,0.4498868
bag,cash,1699,0.44923162
bag,cash,1752,0.44887963
bag,cash,740,0.44886902
bag,cash,1809,0.44785318
bag,cash,326,0.4472412
bag,cash,1738,0.4468903
bag,cash,1729,0.4466939
bag,cash,297,0.44657832
bag,cash,284,0.44655627
bag,cash,1736,0.44557747
bag,cash,1749,0.44557464
bag,cash,510,0.44535068
bag,cash,1716,0.44523817
bag,cash,198,0.44517908
bag,cash,1734,0.444906
bag,cash,407,0.44489914
bag,cash,1735,0.44439223
bag,cash,1711,0.44431275
bag,cash,324,0.44409537
bag,cash,1708,0.4435501
bag,cash,1725,0.44349003
bag,cash,226,0.44344097
bag,cash,1819,0.44316941
bag,cash,1771,0.4429679
bag,cash,1618,0.44264784
bag,cash,1655,0.4425425
bag,cash,124,0.4425183
bag,cash,331,0.44229347
bag,cash,1703,0.4422832
bag,cash,foreigner,0.44222736
bag,cash,commodity,0.44212294
bag,cash,1746,0.441554
bag,cash,1612,0.44155374
bag,cash,276,0.44151622
bag,cash,1634,0.4413583
bag,cash,1646,0.4409507
bag,cash,48th,0.44090343
bag,cash,ш,0.44087958
bag,cash,1719,0.44065565
bag,cash,1728,0.44056934
bag,cash,328,0.44044924
bag,cash,199,0.44042057
bag,cash,421,0.44019678
bag,cash,1705,0.4397739
bag,cash,1629,0.43973178
bag,cash,1720,0.43948722
bag,cash,298,0.43901813
bag,cash,1724,0.4389755
bag,cash,286,0.43888205
bag,cash,401,0.43886584
bag,cash,1723,0.43827838
bag,cash,246,0.43813527
bag,cash,32nd,0.4381233
bag,cash,£100,0.4381129
bag,cash,1799,0.43782747
bag,cash,289,0.4376435
bag,cash,1726,0.437162
bag,cash,1712,0.4371154
bag,cash,875,0.43708333
bag,cash,415,0.4370256
bag,cash,224,0.43692005
bag,cash,1721,0.43686914
bag,cash,1605,0.43662047
bag,cash,1626,0.43652886
bag,cash,287,0.43636012
bag,cash,119,0.4362758
bag,cash,512,0.4360476
bag,cash,31st,0.4357883
bag,cash,1804,0.43559125
bag,cash,425,0.43545386
bag,cash,299,0.43543404
bag,cash,490,0.43541855
bag,cash,357,0.43511793
bag,cash,1802,0.43484586
bag,cash,333,0.43477228
bag,cash,1710,0.43473107
bag,cash,1743,0.43446353
bag,cash,1751,0.4344312
bag,cash,211,0.43399394
bag,cash,1818,0.4339157
bag,cash,florian,0.43386397
bag,cash,275,0.43385437
bag,cash,227,0.43381476
bag,cash,225,0.43358767
bag,cash,375,0.43342888
bag,pen,pen,0.9999999
bag,pen,pens,0.55141807
bag,pen,280,0.48063248
bag,pen,224,0.4803754
bag,pen,223,0.48029763
bag,pen,282,0.47868738
bag,pen,580,0.47804412
bag,pen,213,0.47625113
bag,pen,176,0.4758889
bag,pen,189,0.47414133
bag,pen,770,0.47408485
bag,pen,126,0.47374877
bag,pen,187,0.4714489
bag,pen,425,0.47125512
bag,pen,840,0.470136
bag,pen,234,0.4692921
bag,pen,1716,0.46896595
bag,pen,1773,0.4689216
bag,pen,276,0.4687327
bag,pen,570,0.46857512
bag,pen,1714,0.46851555
bag,pen,266,0.46817467
bag,pen,1732,0.4679648
bag,pen,193,0.46783346
bag,pen,1820,0.46783286
bag,pen,279,0.4677881
bag,pen,490,0.46765888
bag,pen,630,0.46757507
bag,pen,226,0.4672091
bag,pen,142,0.4663514
bag,pen,172,0.466137
bag,pen,1764,0.46599114
bag,pen,288,0.46573672
bag,pen,258,0.46553522
bag,pen,68,0.46539414
bag,pen,177,0.46483064
bag,pen,460,0.46448576
bag,pen,229,0.46443355
bag,pen,283,0.4643884
bag,pen,268,0.4639815
bag,pen,184,0.4634646
bag,pen,214,0.46298057
bag,pen,186,0.4628861
bag,pen,228,0.46287346
bag,pen,355,0.46256372
bag,pen,188,0.46247578
bag,pen,138,0.46242666
bag,pen,135,0.4623713
bag,pen,178,0.4623587
bag,pen,1709,0.4622506
bag,pen,221,0.46209645
bag,pen,620,0.4618164
bag,pen,137,0.46159476
bag,pen,1711,0.4614157
bag,pen,1712,0.46127796
bag,pen,710,0.46103716
bag,pen,760,0.46098334
bag,pen,173,0.46061766
bag,pen,510,0.46027875
bag,pen,555,0.4600955
bag,pen,1645,0.46006873
bag,pen,194,0.4600128
bag,pen,237,0.4598677
bag,pen,730,0.45971832
bag,pen,1766,0.45956433
bag,pen,222,0.45951644
bag,pen,345,0.45946357
bag,pen,225,0.45937476
bag,pen,pencil,0.45912644
bag,pen,530,0.45909548
bag,pen,307,0.45888475
bag,pen,1754,0.45859385
bag,pen,148,0.4584988
bag,pen,495,0.45829096
bag,pen,174,0.4579567
bag,pen,298,0.45766342
bag,pen,435,0.4576171
bag,pen,415,0.45760557
bag,pen,1726,0.45754296
bag,pen,114,0.45708734
bag,pen,281,0.45702344
bag,pen,336,0.4569542
bag,pen,440,0.4569367
bag,pen,295,0.45692736
bag,pen,1738,0.4568171
bag,pen,285,0.45680076
bag,pen,265,0.45678863
bag,pen,1622,0.4564588
bag,pen,289,0.45644087
bag,pen,227,0.45636457
bag,pen,185,0.4562797
bag,pen,291,0.4562444
bag,pen,1769,0.45605183
bag,pen,870,0.45603397
bag,pen,284,0.45581248
bag,pen,212,0.45578837
bag,pen,430,0.45578328
bag,pen,341,0.45577976
bag,pen,122,0.45552802
bag,pen,1822,0.45545775
bag,makeup,makeup,1.0000001
bag,makeup,lipstick,0.59408617
bag,makeup,mascara,0.5893849
bag,makeup,cosmetics,0.584722
bag,makeup,complexion,0.5399234
bag,makeup,perfume,0.5372205
bag,makeup,outfits,0.5311165
bag,makeup,weaponry,0.53046715
bag,makeup,ம,0.51719356
bag,makeup,jewelry,0.51444083
bag,makeup,##ன,0.51205325
bag,makeup,1779,0.5112119
bag,makeup,29th,0.5111629
bag,makeup,glendale,0.5106391
bag,makeup,portray,0.51046634
bag,makeup,##マ,0.5103587
bag,makeup,র,0.5098448
bag,makeup,##真,0.50932217
bag,makeup,costumes,0.5087403
bag,makeup,##明,0.5084066
bag,makeup,sobbing,0.50833446
bag,makeup,##ナ,0.5082718
bag,makeup,լ,0.50821733
bag,makeup,モ,0.50814843
bag,makeup,##ல,0.5071706
bag,makeup,portraying,0.5070087
bag,makeup,smeared,0.5062123
bag,makeup,cosmetic,0.50607884
bag,makeup,outraged,0.5057661
bag,makeup,malibu,0.50570923
bag,makeup,ᄅ,0.5051498
bag,makeup,hideous,0.50490296
bag,makeup,タ,0.5046323
bag,makeup,pajamas,0.5038708
bag,makeup,美,0.50315946
bag,makeup,##中,0.5024638
bag,makeup,ラ,0.5021801
bag,makeup,[unused540],0.50202364
bag,makeup,1708,0.5016247
bag,makeup,1809,0.5015933
bag,makeup,[unused83],0.50152934
bag,makeup,[unused853],0.5015151
bag,makeup,1764,0.5013989
bag,makeup,1823,0.5013087
bag,makeup,ᄐ,0.5009918
bag,makeup,ᄎ,0.5009569
bag,makeup,[unused137],0.5005911
bag,makeup,1705,0.50041175
bag,makeup,1828,0.5003127
bag,makeup,[unused548],0.50029415
bag,makeup,[unused116],0.50021887
bag,makeup,[unused74],0.500139
bag,makeup,[unused226],0.5001073
bag,makeup,[unused708],0.49967885
bag,makeup,##58,0.4996624
bag,makeup,[unused462],0.49957657
bag,makeup,1756,0.49956137
bag,makeup,[unused780],0.4995185
bag,makeup,[unused84],0.4993405
bag,makeup,[unused923],0.49932295
bag,makeup,[unused266],0.49928004
bag,makeup,[unused288],0.49926594
bag,makeup,[unused293],0.49920198
bag,makeup,ᄆ,0.49918497
bag,makeup,[unused580],0.4991724
bag,makeup,[unused439],0.4991544
bag,makeup,46th,0.49914232
bag,makeup,##ள,0.49910942
bag,makeup,[unused92],0.49897927
bag,makeup,[unused347],0.4988963
bag,makeup,[unused937],0.49879217
bag,makeup,[unused963],0.49875215
bag,makeup,[unused75],0.49873465
bag,makeup,[unused578],0.4986761
bag,makeup,[unused828],0.49864706
bag,makeup,[unused169],0.49859494
bag,makeup,[unused8],0.49856943
bag,makeup,[unused919],0.498528
bag,makeup,[unused360],0.49847132
bag,makeup,[unused626],0.49843058
bag,makeup,1824,0.49837872
bag,makeup,[unused401],0.49833947
bag,makeup,ত,0.4983009
bag,makeup,[unused488],0.49828804
bag,makeup,[unused615],0.49821198
bag,makeup,[unused203],0.49820542
bag,makeup,[unused415],0.49812233
bag,makeup,有,0.49811804
bag,makeup,[unused443],0.49802977
bag,makeup,wardrobe,0.49801546
bag,makeup,tattooed,0.4979823
bag,makeup,[unused902],0.49793994
bag,makeup,[unused699],0.49788046
bag,makeup,[unused394],0.49787346
bag,makeup,[unused405],0.49786642
bag,makeup,42nd,0.4978633
bag,makeup,[unused556],0.49784645
bag,makeup,[unused869],0.49784368
bag,makeup,[unused707],0.4978071
bag,makeup,[unused446],0.49779186
bakery,sandwiches,sandwiches,1.0
bakery,sandwiches,sandwich,0.745352
bakery,sandwiches,snacks,0.70184475
bakery,sandwiches,[unused769],0.6826909
bakery,sandwiches,[unused853],0.68252254
bakery,sandwiches,[unused176],0.6811843
bakery,sandwiches,[unused803],0.6810061
bakery,sandwiches,[unused162],0.68087536
bakery,sandwiches,[unused48],0.68083096
bakery,sandwiches,[unused203],0.6807178
bakery,sandwiches,[unused102],0.6806021
bakery,sandwiches,[unused377],0.6805785
bakery,sandwiches,[unused479],0.68041193
bakery,sandwiches,[unused498],0.6804109
bakery,sandwiches,[unused228],0.68027437
bakery,sandwiches,[unused190],0.6802698
bakery,sandwiches,[unused266],0.6802144
bakery,sandwiches,[unused93],0.6801547
bakery,sandwiches,[unused9],0.6800782
bakery,sandwiches,[unused533],0.68000567
bakery,sandwiches,[unused852],0.67975724
bakery,sandwiches,[unused615],0.679718
bakery,sandwiches,[unused139],0.67970544
bakery,sandwiches,[unused154],0.67964435
bakery,sandwiches,[unused320],0.67962176
bakery,sandwiches,[unused935],0.6795813
bakery,sandwiches,[unused49],0.67956746
bakery,sandwiches,[unused771],0.6795174
bakery,sandwiches,[unused71],0.6795082
bakery,sandwiches,[unused230],0.6794422
bakery,sandwiches,[unused610],0.6794123
bakery,sandwiches,[unused343],0.67940867
bakery,sandwiches,[unused933],0.6793835
bakery,sandwiches,[unused922],0.6793805
bakery,sandwiches,[unused285],0.6792344
bakery,sandwiches,[unused360],0.67921907
bakery,sandwiches,[unused359],0.67919326
bakery,sandwiches,[unused304],0.679168
bakery,sandwiches,[unused971],0.67914486
bakery,sandwiches,[unused312],0.67905784
bakery,sandwiches,[unused44],0.6790303
bakery,sandwiches,[unused428],0.67897785
bakery,sandwiches,[unused331],0.67895997
bakery,sandwiches,[unused836],0.6789551
bakery,sandwiches,[unused475],0.6789495
bakery,sandwiches,[unused884],0.67893434
bakery,sandwiches,[unused170],0.678926
bakery,sandwiches,[unused590],0.6789179
bakery,sandwiches,[unused550],0.6788529
bakery,sandwiches,[unused912],0.67877907
bakery,sandwiches,[unused609],0.6786799
bakery,sandwiches,[unused113],0.6786711
bakery,sandwiches,[unused584],0.678645
bakery,sandwiches,[unused11],0.6786338
bakery,sandwiches,[unused128],0.678631
bakery,sandwiches,[unused644],0.6786289
bakery,sandwiches,[unused798],0.6786014
bakery,sandwiches,[unused672],0.6785536
bakery,sandwiches,[unused74],0.67854434
bakery,sandwiches,[unused115],0.6785378
bakery,sandwiches,[unused620],0.6785176
bakery,sandwiches,[unused261],0.6784741
bakery,sandwiches,[unused363],0.6784639
bakery,sandwiches,[unused448],0.6784358
bakery,sandwiches,[unused366],0.67841053
bakery,sandwiches,[unused430],0.6783677
bakery,sandwiches,[unused893],0.6783637
bakery,sandwiches,[unused965],0.67835855
bakery,sandwiches,[unused683],0.6783241
bakery,sandwiches,[unused906],0.67830634
bakery,sandwiches,[unused40],0.6782975
bakery,sandwiches,[unused433],0.6782033
bakery,sandwiches,[unused900],0.67818594
bakery,sandwiches,[unused662],0.6781609
bakery,sandwiches,[unused873],0.67814964
bakery,sandwiches,[unused819],0.678127
bakery,sandwiches,[unused244],0.67811924
bakery,sandwiches,[unused189],0.6781039
bakery,sandwiches,[unused334],0.67809755
bakery,sandwiches,biscuits,0.6780797
bakery,sandwiches,[unused211],0.67807615
bakery,sandwiches,[unused41],0.6780579
bakery,sandwiches,[unused234],0.6780514
bakery,sandwiches,[unused300],0.67803705
bakery,sandwiches,[unused707],0.6780315
bakery,sandwiches,[unused961],0.67801195
bakery,sandwiches,[unused713],0.67801124
bakery,sandwiches,[unused799],0.6779476
bakery,sandwiches,[unused748],0.6779219
bakery,sandwiches,[unused557],0.67790806
bakery,sandwiches,[unused400],0.6778952
bakery,sandwiches,[unused776],0.677895
bakery,sandwiches,[unused510],0.6778672
bakery,sandwiches,[unused864],0.67786586
bakery,sandwiches,[unused673],0.6778655
bakery,sandwiches,[unused566],0.6778572
bakery,sandwiches,[unused201],0.67784375
bakery,sandwiches,[unused832],0.67782956
bakery,sandwiches,[unused223],0.6778278
bakery,sandwiches,[unused942],0.6777913
bakery,cakes,cakes,1.0000002
bakery,cakes,cake,0.7216166
bakery,cakes,biscuits,0.70339847
bakery,cakes,1641,0.6768917
bakery,cakes,sandwiches,0.6754572
bakery,cakes,bakery,0.67471194
bakery,cakes,1664,0.66552234
bakery,cakes,1732,0.66289914
bakery,cakes,[unused781],0.6623037
bakery,cakes,[unused261],0.66221166
bakery,cakes,[unused626],0.66212374
bakery,cakes,[unused845],0.66195154
bakery,cakes,1624,0.66186094
bakery,cakes,[unused113],0.6618196
bakery,cakes,[unused415],0.6618066
bakery,cakes,cookies,0.6616137
bakery,cakes,[unused460],0.66158634
bakery,cakes,[unused156],0.6614011
bakery,cakes,[unused9],0.66133475
bakery,cakes,[unused740],0.66049767
bakery,cakes,[unused336],0.6604938
bakery,cakes,[unused660],0.66045576
bakery,cakes,[unused348],0.6604285
bakery,cakes,[unused357],0.66041076
bakery,cakes,[unused836],0.66032934
bakery,cakes,[unused519],0.660202
bakery,cakes,[unused244],0.66018105
bakery,cakes,[unused843],0.66017824
bakery,cakes,[unused205],0.659982
bakery,cakes,[unused101],0.6599246
bakery,cakes,[unused166],0.65991664
bakery,cakes,[unused634],0.6598635
bakery,cakes,[unused756],0.6598109
bakery,cakes,[unused49],0.659797
bakery,cakes,ᄐ,0.65971243
bakery,cakes,[unused780],0.6596229
bakery,cakes,[unused922],0.6596121
bakery,cakes,[unused144],0.65957344
bakery,cakes,[unused697],0.65955365
bakery,cakes,[unused370],0.65952754
bakery,cakes,[unused122],0.65946543
bakery,cakes,[unused210],0.6594297
bakery,cakes,[unused111],0.6594216
bakery,cakes,[unused309],0.6593851
bakery,cakes,[unused832],0.6593496
bakery,cakes,[unused745],0.65928775
bakery,cakes,[unused978],0.65928745
bakery,cakes,[unused146],0.6592282
bakery,cakes,[unused341],0.65914917
bakery,cakes,[unused753],0.6591481
bakery,cakes,[unused312],0.6591461
bakery,cakes,[unused707],0.6591227
bakery,cakes,[unused283],0.6591126
bakery,cakes,[unused266],0.6591073
bakery,cakes,[unused798],0.6591053
bakery,cakes,[unused93],0.6590927
bakery,cakes,[unused222],0.6590849
bakery,cakes,[unused728],0.6590756
bakery,cakes,[unused147],0.65905523
bakery,cakes,[unused567],0.6590242
bakery,cakes,[unused537],0.6590236
bakery,cakes,[unused429],0.6589072
bakery,cakes,[unused706],0.65887725
bakery,cakes,[unused714],0.65885377
bakery,cakes,[unused620],0.6588406
bakery,cakes,[unused963],0.65883183
bakery,cakes,[unused175],0.6588272
bakery,cakes,[unused431],0.6588054
bakery,cakes,[unused383],0.6588051
bakery,cakes,[unused234],0.6587813
bakery,cakes,[unused492],0.6587756
bakery,cakes,[unused77],0.658718
bakery,cakes,[unused682],0.6587139
bakery,cakes,[unused112],0.6587026
bakery,cakes,[unused533],0.6586832
bakery,cakes,[unused211],0.65865606
bakery,cakes,[unused898],0.65858793
bakery,cakes,1638,0.6585683
bakery,cakes,pastry,0.6585414
bakery,cakes,[unused613],0.6585007
bakery,cakes,[unused216],0.6584979
bakery,cakes,[unused935],0.658489
bakery,cakes,[unused624],0.65847695
bakery,cakes,[unused750],0.65840745
bakery,cakes,[unused824],0.6583815
bakery,cakes,[unused71],0.65837693
bakery,cakes,[unused247],0.6583568
bakery,cakes,[unused360],0.6583343
bakery,cakes,[unused52],0.6583307
bakery,cakes,[unused946],0.65832746
bakery,cakes,[unused477],0.65831673
bakery,cakes,[unused926],0.65830684
bakery,cakes,[unused494],0.65825295
bakery,cakes,ま,0.6582351
bakery,cakes,[unused848],0.65818775
bakery,cakes,[unused984],0.65818477
bakery,cakes,[unused361],0.6581782
bakery,cakes,[unused961],0.6581707
bakery,cakes,[unused700],0.65816957
bakery,cakes,[unused408],0.6581375
bakery,water,water,0.99999994
bakery,water,waters,0.5295574
bakery,water,##water,0.4881069
bakery,water,193,0.44792533
bakery,water,241,0.4449486
bakery,water,195,0.43932408
bakery,water,248,0.43799394
bakery,water,194,0.4366699
bakery,water,192,0.43430632
bakery,water,209,0.43423504
bakery,water,259,0.4329532
bakery,water,183,0.43270874
bakery,water,207,0.43026173
bakery,water,243,0.42960382
bakery,water,307,0.4289227
bakery,water,184,0.42833376
bakery,water,191,0.4274991
bakery,water,196,0.42585072
bakery,water,197,0.42577285
bakery,water,244,0.42504907
bakery,water,231,0.4245243
bakery,water,257,0.42421612
bakery,water,210,0.4238936
bakery,water,216,0.4237693
bakery,water,336,0.42373094
bakery,water,228,0.4234857
bakery,water,185,0.42332897
bakery,water,580,0.42317885
bakery,water,249,0.4229503
bakery,water,189,0.42188957
bakery,water,292,0.42158085
bakery,water,223,0.42153054
bakery,water,283,0.4214284
bakery,water,291,0.4213053
bakery,water,324,0.42115676
bakery,water,239,0.42003903
bakery,water,238,0.41982177
bakery,water,208,0.41937575
bakery,water,495,0.41920596
bakery,water,295,0.41858274
bakery,water,670,0.4185298
bakery,water,271,0.41801766
bakery,water,420,0.41801274
bakery,water,river,0.4178039
bakery,water,226,0.41776115
bakery,water,233,0.41753972
bakery,water,341,0.4173454
bakery,water,240,0.41722658
bakery,water,215,0.41700268
bakery,water,218,0.41678554
bakery,water,251,0.41676968
bakery,water,176,0.41654176
bakery,water,710,0.4164376
bakery,water,470,0.41623288
bakery,water,305,0.416226
bakery,water,530,0.4161837
bakery,water,253,0.41598552
bakery,water,186,0.415779
bakery,water,304,0.4157219
bakery,water,229,0.41545823
bakery,water,213,0.41532445
bakery,water,344,0.41509888
bakery,water,211,0.4150645
bakery,water,173,0.4149083
bakery,water,385,0.4147771
bakery,water,212,0.41475832
bakery,water,490,0.41458195
bakery,water,263,0.41410506
bakery,water,297,0.413717
bakery,water,306,0.41366336
bakery,water,174,0.41366223
bakery,water,199,0.41333175
bakery,water,groundwater,0.4131862
bakery,water,118,0.41282016
bakery,water,242,0.41274273
bakery,water,510,0.41271138
bakery,water,540,0.41258332
bakery,water,315,0.41256016
bakery,water,sand,0.41248798
bakery,water,308,0.41229033
bakery,water,131,0.41216996
bakery,water,246,0.41187733
bakery,water,224,0.41153955
bakery,water,355,0.41140646
bakery,water,234,0.41108894
bakery,water,245,0.41084874
bakery,water,390,0.41036522
bakery,water,198,0.4102611
bakery,water,298,0.41010016
bakery,water,440,0.41002476
bakery,water,480,0.4098765
bakery,water,217,0.4097646
bakery,water,337,0.4096302
bakery,water,266,0.4095958
bakery,water,225,0.4095452
bakery,water,177,0.4095427
bakery,water,326,0.4095225
bakery,water,740,0.40937757
bakery,water,marsh,0.4088323
bakery,water,178,0.4087539
beach,bikini,bikini,1.0
beach,bikini,[unused615],0.61611944
beach,bikini,[unused616],0.615771
beach,bikini,[unused228],0.61563015
beach,bikini,[unused769],0.61533606
beach,bikini,[unused83],0.6151694
beach,bikini,[unused505],0.6145899
beach,bikini,[unused690],0.61435056
beach,bikini,[unused942],0.6140108
beach,bikini,[unused197],0.61381197
beach,bikini,[unused782],0.6136341
beach,bikini,[unused92],0.61361724
beach,bikini,[unused670],0.61348355
beach,bikini,[unused360],0.61339414
beach,bikini,[unused304],0.6133875
beach,bikini,[unused923],0.61334324
beach,bikini,[unused205],0.6133254
beach,bikini,[unused100],0.613325
beach,bikini,[unused288],0.61303973
beach,bikini,[unused983],0.6130081
beach,bikini,[unused542],0.6128551
beach,bikini,[unused252],0.6128048
beach,bikini,[unused71],0.6128024
beach,bikini,[unused176],0.6126989
beach,bikini,[unused484],0.61258745
beach,bikini,[unused174],0.61258215
beach,bikini,[unused730],0.6125308
beach,bikini,[unused515],0.61236954
beach,bikini,[unused415],0.61234593
beach,bikini,[unused309],0.6122488
beach,bikini,[unused807],0.6122261
beach,bikini,[unused145],0.61219656
beach,bikini,[unused23],0.6121912
beach,bikini,[unused602],0.61213756
beach,bikini,[unused150],0.6121358
beach,bikini,[unused469],0.6121242
beach,bikini,[unused765],0.61209345
beach,bikini,[unused698],0.6120409
beach,bikini,[unused290],0.612025
beach,bikini,[unused193],0.6120019
beach,bikini,[unused21],0.6119989
beach,bikini,[unused330],0.6119494
beach,bikini,[unused366],0.6118988
beach,bikini,[unused336],0.6118965
beach,bikini,[unused253],0.6118871
beach,bikini,[unused216],0.6117878
beach,bikini,[unused518],0.61176
beach,bikini,[unused704],0.6117599
beach,bikini,女,0.6116989
beach,bikini,[unused495],0.61167824
beach,bikini,[unused643],0.61165667
beach,bikini,[unused798],0.61164474
beach,bikini,[unused537],0.6116185
beach,bikini,[unused64],0.6115408
beach,bikini,[unused822],0.6115366
beach,bikini,[unused333],0.6115326
beach,bikini,[unused767],0.6115325
beach,bikini,[unused204],0.6114547
beach,bikini,[unused278],0.6113486
beach,bikini,[unused758],0.61134624
beach,bikini,[unused478],0.6113347
beach,bikini,[unused381],0.61132884
beach,bikini,[unused975],0.6113283
beach,bikini,[unused138],0.61130047
beach,bikini,[unused721],0.6112988
beach,bikini,[unused695],0.6112759
beach,bikini,[unused627],0.6112587
beach,bikini,[unused63],0.61125445
beach,bikini,[unused957],0.61123943
beach,bikini,[unused987],0.61123395
beach,bikini,[unused682],0.6112282
beach,bikini,[unused705],0.61116683
beach,bikini,[unused286],0.6111574
beach,bikini,[unused372],0.6111378
beach,bikini,[unused898],0.611125
beach,bikini,[unused509],0.6110991
beach,bikini,[unused717],0.6110905
beach,bikini,[unused638],0.6110734
beach,bikini,[unused420],0.6110542
beach,bikini,[unused824],0.6110327
beach,bikini,[unused361],0.6110145
beach,bikini,[unused931],0.6109967
beach,bikini,[unused884],0.61097944
beach,bikini,[unused878],0.61097115
beach,bikini,[unused569],0.6109605
beach,bikini,[unused654],0.6109265
beach,bikini,[unused626],0.6109202
beach,bikini,[unused334],0.6108963
beach,bikini,[unused43],0.61089134
beach,bikini,[unused387],0.6108878
beach,bikini,[unused733],0.61087966
beach,bikini,[unused2],0.61084604
beach,bikini,[unused35],0.6108298
beach,bikini,[unused669],0.61081815
beach,bikini,[unused226],0.61081225
beach,bikini,[unused454],0.61079454
beach,bikini,[unused913],0.6107782
beach,bikini,[unused608],0.61077774
beach,bikini,[unused195],0.61074823
beach,bikini,[unused740],0.610716
beach,jeans,jeans,1.0000002
beach,jeans,trousers,0.6983261
beach,jeans,slacks,0.68477255
beach,jeans,pants,0.68020165
beach,jeans,denim,0.675565
beach,jeans,shorts,0.615393
beach,jeans,sneakers,0.5984118
beach,jeans,underwear,0.58599925
beach,jeans,panties,0.58061576
beach,jeans,pajamas,0.5719886
beach,jeans,sunglasses,0.5681181
beach,jeans,[unused399],0.5648544
beach,jeans,[unused780],0.5622319
beach,jeans,[unused367],0.56221765
beach,jeans,[unused670],0.5610736
beach,jeans,waistband,0.5609727
beach,jeans,[unused228],0.5609156
beach,jeans,sweatshirt,0.56088305
beach,jeans,[unused940],0.5607146
beach,jeans,[unused424],0.56068105
beach,jeans,[unused457],0.56051147
beach,jeans,##pants,0.56014824
beach,jeans,[unused514],0.5598961
beach,jeans,[unused145],0.55966413
beach,jeans,[unused861],0.55953324
beach,jeans,[unused318],0.55950165
beach,jeans,[unused144],0.55948925
beach,jeans,[unused329],0.5593503
beach,jeans,[unused462],0.5593368
beach,jeans,[unused515],0.55924994
beach,jeans,[unused252],0.5590095
beach,jeans,[unused431],0.55897725
beach,jeans,[unused815],0.5589712
