id,story,trigger,trigger_relevance,query,query_relevance,response,neg,set,scale,region,set_model,ordering_model,conjunction_model,disjunction_model,cleaned_trigger,cleaned_query
A1ZPIPHM272LO8,bag,headphones,5,makeup,3,-1,1,outside,above,D,0,-1,0,-1,headphones,makeup
A2PQDK3MLDFXYM,bag,a pen,0,makeup,3,0,0,outside,below,C,0,0,0,0,pen,makeup
A24M9OW53CLT94,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
A1IOE79K3G3VQD,bag,headphones,5,a pen,0,-1,1,inside,above,B,-1,-1,-1,-1,headphones,pen
A1710X6OIQP62Q,bag,chalk,2,headphones,5,-1,1,outside,below,C,0,0,0,0,chalk,headphones
A3RQN5RZD1N2KP,bag,crayons,1,chalk,2,-1,1,inside,below,A,-1,0,0,-1,crayons,chalk
A1W2G1N4BDF2DW,bag,crayons,1,chalk,2,-1,1,inside,below,A,-1,0,0,-1,crayons,chalk
A31A1PVXLJBISZ,bag,makeup,3,crayons,1,-1,1,inside,above,B,-1,-1,-1,-1,makeup,crayons
A3PZFJZ8Q17O33,bag,makeup,3,a pen,0,-1,1,inside,above,B,-1,-1,-1,-1,makeup,pen
A197FECF831H95,bag,chalk,2,crayons,1,-1,1,inside,above,B,-1,-1,-1,-1,chalk,crayons
A19H6QRCGKBOUH,bag,a pen,0,headphones,5,0,0,outside,below,C,0,0,0,0,pen,headphones
AKGA0Q9RA4CG8,bag,a pen,0,crayons,1,0,0,inside,below,A,-1,0,0,-1,pen,crayons
A39J3Y8YVC6AIZ,bag,a pen,0,chalk,2,0,0,inside,below,A,-1,0,0,-1,pen,chalk
A2RRK8SV0VBLTJ,bag,chalk,2,crayons,1,-1,1,inside,above,B,-1,-1,-1,-1,chalk,crayons
A32YT7XWI6B81S,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
A1GCTKOPKUTW3G,bag,a pen,0,crayons,1,-1,1,inside,below,A,-1,0,0,-1,pen,crayons
A2CEGS0NVDBCPT,bag,a pen,0,makeup,3,0,0,outside,below,C,0,0,0,0,pen,makeup
A12FTSX85NQ8N9,bag,a pen,0,headphones,5,0,0,outside,below,C,0,0,0,0,pen,headphones
A2ZDEERVRN5AMC,bag,headphones,5,makeup,3,0,0,outside,above,D,0,-1,0,-1,headphones,makeup
A2TZAXWOB3JMNV,bag,crayons,1,chalk,2,0,0,inside,below,A,-1,0,0,-1,crayons,chalk
A1P6LFEAY9MWAY,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
A1OZPLHNIU1519,bag,a pen,0,crayons,1,-1,1,inside,below,A,-1,0,0,-1,pen,crayons
A3HNEYFOIJWPH1,bag,crayons,1,makeup,3,0,0,outside,below,C,0,0,0,0,crayons,makeup
A2I4PRZ9IZMKON,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
A1W7QLLENVP2AE,bag,a pen,0,crayons,1,-1,1,inside,below,A,-1,0,0,-1,pen,crayons
A2C94QY2JYWLWX,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
A1VR49TB3Q4BV8,bag,chalk,2,makeup,3,-1,1,outside,below,C,0,0,0,0,chalk,makeup
AETIZKQNUSBLB,bag,headphones,5,chalk,2,0,0,inside,above,B,-1,-1,-1,-1,headphones,chalk
A2YVC1U50H2B4R,bag,a pen,0,headphones,5,0,0,outside,below,C,0,0,0,0,pen,headphones
A2T5CROJ0FWIJY,bag,headphones,5,crayons,1,-1,1,inside,above,B,-1,-1,-1,-1,headphones,crayons
A1F1BIPJR11LSR,bag,a pen,0,crayons,1,-1,1,inside,below,A,-1,0,0,-1,pen,crayons
A92BS1Y7V15Y2,bag,makeup,3,a pen,0,-1,1,inside,above,B,-1,-1,-1,-1,makeup,pen
A2AAY4VT9L71SY,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
AQKC1VIZAZ6VI,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
A6JKKANO7F4KD,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
AIEKCWYZTS41V,bag,crayons,1,headphones,5,0,0,outside,below,C,0,0,0,0,crayons,headphones
ALCPF5NANBDSZ,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
A2GXE6MIDN8DPR,bag,makeup,3,crayons,1,-1,1,inside,above,B,-1,-1,-1,-1,makeup,crayons
A1GQRJVWSIT2RC,bag,crayons,1,chalk,2,-1,1,inside,below,A,-1,0,0,-1,crayons,chalk
A1OBRF828QDEHP,bag,headphones,5,chalk,2,0,0,inside,above,B,-1,-1,-1,-1,headphones,chalk
AMLE1FC3SQVL8,bag,crayons,1,chalk,2,-1,1,inside,below,A,-1,0,0,-1,crayons,chalk
A16335MOISDG1F,bag,chalk,2,a pen,0,-1,1,inside,above,B,-1,-1,-1,-1,chalk,pen
A1NNZSBXKKX43D,bag,chalk,2,makeup,3,0,0,outside,below,C,0,0,0,0,chalk,makeup
A2LEBJWW395FST,bag,a pen,0,crayons,1,-1,1,inside,below,A,-1,0,0,-1,pen,crayons
A1N8TKTLXV92QR,bag,headphones,5,crayons,1,-1,1,inside,above,B,-1,-1,-1,-1,headphones,crayons
A1J6LV7NWDKV9N,bag,a pen,0,crayons,1,-1,1,inside,below,A,-1,0,0,-1,pen,crayons
A3NKNOE5HIXXL,bag,a pen,0,makeup,3,0,0,outside,below,C,0,0,0,0,pen,makeup
A2VLK57ZQ2YI28,bag,a pen,0,crayons,1,-1,1,inside,below,A,-1,0,0,-1,pen,crayons
A16Z9FSSF1X74O,bag,crayons,1,headphones,5,0,0,outside,below,C,0,0,0,0,crayons,headphones
A3JUPCWYN6N6H4,bag,makeup,3,headphones,5,0,0,outside,below,C,0,0,0,0,makeup,headphones
A25PFSORDO3SWQ,bag,crayons,1,chalk,2,-1,1,inside,below,A,-1,0,0,-1,crayons,chalk
AJD3JOWNVDZD1,bag,headphones,5,makeup,3,0,0,outside,above,D,0,-1,0,-1,headphones,makeup
AZU9D7YLCTAYV,bag,crayons,1,chalk,2,-1,1,inside,below,A,-1,0,0,-1,crayons,chalk
A1KET5Z038NMWD,bag,headphones,5,makeup,3,0,0,outside,above,D,0,-1,0,-1,headphones,makeup
A3J2T92V25NJ83,bag,headphones,5,makeup,3,0,0,outside,above,D,0,-1,0,-1,headphones,makeup
A3UQ5DF8VVD975,bag,a pen,0,crayons,1,-1,1,inside,below,A,-1,0,0,-1,pen,crayons
AZ69TBTDH7AZS,bag,headphones,5,a pen,0,-1,1,inside,above,B,-1,-1,-1,-1,headphones,pen
A248QG4DPULP46,bag,headphones,5,makeup,3,0,0,outside,above,D,0,-1,0,-1,headphones,makeup
A2JDYN6QM8M5UN,bag,a pen,0,crayons,1,-1,1,inside,below,A,-1,0,0,-1,pen,crayons
A3JWOB5IEJCDZC,bag,a pen,0,makeup,3,0,0,outside,below,C,0,0,0,0,pen,makeup
A36HFMF9Z4BGS8,bag,chalk,2,crayons,1,-1,1,inside,above,B,-1,-1,-1,-1,chalk,crayons
A2BW6WD7LZ9EGV,bag,makeup,3,chalk,2,-1,1,inside,above,B,-1,-1,-1,-1,makeup,chalk
A249LDVPG27XCE,bag,crayons,1,makeup,3,0,0,outside,below,C,0,0,0,0,crayons,makeup
AMNYICW3K2JNE,bag,a pen,0,headphones,5,0,0,outside,below,C,0,0,0,0,pen,headphones
AWVIOLZUKBNVU,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
A3CTXNQ2GXIQSP,bag,chalk,2,headphones,5,0,0,outside,below,C,0,0,0,0,chalk,headphones
A3M8O363B3IAKE,bag,chalk,2,a pen,0,-1,1,inside,above,B,-1,-1,-1,-1,chalk,pen
A3BROF6UXA9TR8,bag,chalk,2,headphones,5,0,0,outside,below,C,0,0,0,0,chalk,headphones
A1NWXL4QO30M8U,bag,headphones,5,makeup,3,0,0,outside,above,D,0,-1,0,-1,headphones,makeup
A4T4577P6JL6R,bag,crayons,1,makeup,3,0,0,outside,below,C,0,0,0,0,crayons,makeup
AIA7RZSAONU5M,bag,chalk,2,makeup,3,0,0,outside,below,C,0,0,0,0,chalk,makeup
A1BIJGB7XA0GME,bag,chalk,2,headphones,5,0,0,outside,below,C,0,0,0,0,chalk,headphones
A35Z5I09VVHKNS,bag,crayons,1,chalk,2,0,0,inside,below,A,-1,0,0,-1,crayons,chalk
A27W025UEXS1G0,bag,crayons,1,chalk,2,-1,1,inside,below,A,-1,0,0,-1,crayons,chalk
A11ILN5YSUDVG8,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
AFCMHQWCV6N02,bag,crayons,1,chalk,2,-1,1,inside,below,A,-1,0,0,-1,crayons,chalk
A1ZVJG3BKYHJWN,bag,a pen,0,crayons,1,-1,1,inside,below,A,-1,0,0,-1,pen,crayons
AG2YM9OWQP690,bag,crayons,1,chalk,2,-1,1,inside,below,A,-1,0,0,-1,crayons,chalk
A374VGT4KMZFGB,bag,crayons,1,chalk,2,-1,1,inside,below,A,-1,0,0,-1,crayons,chalk
A136K4YZY2OFTV,bag,chalk,2,a pen,0,-1,1,inside,above,B,-1,-1,-1,-1,chalk,pen
A34FFFROPR98NA,bag,headphones,5,a pen,0,-1,1,inside,above,B,-1,-1,-1,-1,headphones,pen
A1DQ55GDGONJVB,bag,a pen,0,crayons,1,-1,1,inside,below,A,-1,0,0,-1,pen,crayons
ADFJOOSM3Q18G,bag,a pen,0,crayons,1,-1,1,inside,below,A,-1,0,0,-1,pen,crayons
A399GYOD60WD7M,bag,crayons,1,headphones,5,0,0,outside,below,C,0,0,0,0,crayons,headphones
A36470UBRH28GO,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
A5P12YJP805RG,bag,headphones,5,makeup,3,0,0,outside,above,D,0,-1,0,-1,headphones,makeup
A1OOCYEFLAJD98,bag,a pen,0,makeup,3,0,0,outside,below,C,0,0,0,0,pen,makeup
A28674MVBV4RTR,bag,headphones,5,a pen,0,-1,1,inside,above,B,-1,-1,-1,-1,headphones,pen
A2F1AA15HG0FRU,bag,headphones,5,crayons,1,-1,1,inside,above,B,-1,-1,-1,-1,headphones,crayons
A38N2MBXP7IOPS,bag,crayons,1,a pen,0,-1,1,inside,above,B,-1,-1,-1,-1,crayons,pen
A1RTSWQLSN8FKX,bag,chalk,2,crayons,1,-1,1,inside,above,B,-1,-1,-1,-1,chalk,crayons
A8A9DUD87SMQ9,bag,headphones,5,makeup,3,-1,1,outside,above,D,0,-1,0,-1,headphones,makeup
A2KRWSCXNUNMAJ,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
A6OBT1RD68EMZ,bag,chalk,2,headphones,5,0,0,outside,below,C,0,0,0,0,chalk,headphones
A204Q4T20BP8V,bag,chalk,2,crayons,1,-1,1,inside,above,B,-1,-1,-1,-1,chalk,crayons
ABBP9JASL9AGK,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
ATIVK9XUANIUE,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
AM2KK02JXXW48,bag,a pen,0,crayons,1,-1,1,inside,below,A,-1,0,0,-1,pen,crayons
AP8OG80OLCCMC,bag,headphones,5,chalk,2,-1,1,inside,above,B,-1,-1,-1,-1,headphones,chalk
A2K0L9M1ZZO5C9,bag,crayons,1,a pen,0,-1,1,inside,above,B,-1,-1,-1,-1,crayons,pen
A3GLUDQZGEJL5G,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
A183WYXN12P2TJ,bag,makeup,3,headphones,5,0,0,outside,below,C,0,0,0,0,makeup,headphones
A1Y6HGDW6ZAYBY,bag,a pen,0,crayons,1,-1,1,inside,below,A,-1,0,0,-1,pen,crayons
A1A8E2EU29KFFM,bag,crayons,1,chalk,2,-1,1,inside,below,A,-1,0,0,-1,crayons,chalk
ALJ70B2J04YR7,bag,headphones,5,makeup,3,-1,1,outside,above,D,0,-1,0,-1,headphones,makeup
A3OPRR8AXT6OSJ,bag,crayons,1,makeup,3,0,0,outside,below,C,0,0,0,0,crayons,makeup
A37JC45Y9GLSA7,bag,crayons,1,chalk,2,-1,1,inside,below,A,-1,0,0,-1,crayons,chalk
A1AIMKA54UBYIQ,bag,a pen,0,crayons,1,0,0,inside,below,A,-1,0,0,-1,pen,crayons
A11YS0T8MV3Q7C,bag,makeup,3,a pen,0,-1,1,inside,above,B,-1,-1,-1,-1,makeup,pen
A2VR9O234UCT9T,bag,chalk,2,makeup,3,0,0,outside,below,C,0,0,0,0,chalk,makeup
ADVCIFLB5A9B,bag,makeup,3,chalk,2,-1,1,inside,above,B,-1,-1,-1,-1,makeup,chalk
A3VICGAIVOTX4U,bag,crayons,1,chalk,2,-1,1,inside,below,A,-1,0,0,-1,crayons,chalk
A258IQXX7F3Z8O,bag,crayons,1,a pen,0,-1,1,inside,above,B,-1,-1,-1,-1,crayons,pen
A3ROADR7T6811,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
A2O2Q0LVWOWJ1G,bag,headphones,5,makeup,3,0,0,outside,above,D,0,-1,0,-1,headphones,makeup
AHKOMKJ1HGJLM,bag,makeup,3,headphones,5,0,0,outside,below,C,0,0,0,0,makeup,headphones
A292TFDMNVS0TP,bag,a pen,0,chalk,2,0,0,inside,below,A,-1,0,0,-1,pen,chalk
A38240X9B0EBKE,bag,chalk,2,a pen,0,-1,1,inside,above,B,-1,-1,-1,-1,chalk,pen
A14YQGOZX4KRMA,bag,chalk,2,makeup,3,0,0,outside,below,C,0,0,0,0,chalk,makeup
A1S2NQYJGZ0C5F,bag,headphones,5,chalk,2,0,0,inside,above,B,-1,-1,-1,-1,headphones,chalk
A2PAAKWSQISAO8,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
AHV4U78TUUDKI,bag,headphones,5,makeup,3,0,0,outside,above,D,0,-1,0,-1,headphones,makeup
A3L2XKXABNO0N5,bag,makeup,3,headphones,5,0,0,outside,below,C,0,0,0,0,makeup,headphones
A3STYPRAMUU88P,bag,a pen,0,headphones,5,0,0,outside,below,C,0,0,0,0,pen,headphones
AVXEDARJC5HLU,bag,headphones,5,makeup,3,0,0,outside,above,D,0,-1,0,-1,headphones,makeup
A2ZDEERVRN5AMC,bakery,sandwiches,4,pretzels,3,0,0,outside,above,D,0,-1,0,-1,sandwiches,pretzels
A2T675UCHNTSSW,bakery,cakes,0,ice cream,1,-1,1,inside,below,A,-1,0,0,-1,cakes,ice cream
AVC78WCC7R01R,bakery,ice cream,1,muffins,2,0,0,inside,below,A,-1,0,0,-1,ice cream,muffins
A1Y6HGDW6ZAYBY,bakery,water,5,cakes,0,-1,1,inside,above,B,-1,-1,-1,-1,water,cakes
A2VUF0V7HT51Q3,bakery,water,5,pretzels,3,0,0,outside,above,D,0,-1,0,-1,water,pretzels
ATIVK9XUANIUE,bakery,water,5,ice cream,1,-1,1,inside,above,B,-1,-1,-1,-1,water,ice cream
A3L2XKXABNO0N5,bakery,water,5,sandwiches,4,0,0,outside,above,D,0,-1,0,-1,water,sandwiches
A3IJ7SO3Z5PGT1,bakery,water,5,sandwiches,4,0,0,outside,above,D,0,-1,0,-1,water,sandwiches
A18JMMVN3ZOV8R,bakery,sandwiches,4,pretzels,3,0,0,outside,above,D,0,-1,0,-1,sandwiches,pretzels
A32VX00M6VQZTS,bakery,pretzels,3,sandwiches,4,0,0,outside,below,C,0,0,0,0,pretzels,sandwiches
A2ML0070M8FDK1,bakery,cakes,0,muffins,2,-1,1,inside,below,A,-1,0,0,-1,cakes,muffins
A2T5CROJ0FWIJY,bakery,pretzels,3,muffins,2,-1,1,inside,above,B,-1,-1,-1,-1,pretzels,muffins
AHV4U78TUUDKI,bakery,cakes,0,ice cream,1,-1,1,inside,below,A,-1,0,0,-1,cakes,ice cream
A2VR9O234UCT9T,bakery,sandwiches,4,pretzels,3,-1,1,outside,above,D,0,-1,0,-1,sandwiches,pretzels
A25VPV47HCP6DX,bakery,ice cream,1,muffins,2,0,0,inside,below,A,-1,0,0,-1,ice cream,muffins
AIEKCWYZTS41V,bakery,pretzels,3,water,5,0,0,outside,below,C,0,0,0,0,pretzels,water
A11YS0T8MV3Q7C,bakery,sandwiches,4,muffins,2,0,0,inside,above,B,-1,-1,-1,-1,sandwiches,muffins
A2CEGS0NVDBCPT,bakery,water,5,sandwiches,4,0,0,outside,above,D,0,-1,0,-1,water,sandwiches
A2EKR2ZFO10VMV,bakery,sandwiches,4,water,5,0,0,outside,below,C,0,0,0,0,sandwiches,water
A2AAY4VT9L71SY,bakery,cakes,0,ice cream,1,-1,1,inside,below,A,-1,0,0,-1,cakes,ice cream
AQKC1VIZAZ6VI,bakery,cakes,0,ice cream,1,-1,1,inside,below,A,-1,0,0,-1,cakes,ice cream
A1S2NQYJGZ0C5F,bakery,sandwiches,4,ice cream,1,-1,1,inside,above,B,-1,-1,-1,-1,sandwiches,ice cream
A1DUPOUC9RNU4L,bakery,sandwiches,4,water,5,0,0,outside,below,C,0,0,0,0,sandwiches,water
A1BKFYRSWMWZ1Y,bakery,cakes,0,water,5,0,0,outside,below,C,0,0,0,0,cakes,water
A3M8O363B3IAKE,bakery,cakes,0,sandwiches,4,0,0,outside,below,C,0,0,0,0,cakes,sandwiches
A1S5SPI4NQPGSI,bakery,cakes,0,pretzels,3,0,0,outside,below,C,0,0,0,0,cakes,pretzels
A24M9OW53CLT94,bakery,water,5,ice cream,1,-1,1,inside,above,B,-1,-1,-1,-1,water,ice cream
ADVCIFLB5A9B,bakery,muffins,2,sandwiches,4,0,0,outside,below,C,0,0,0,0,muffins,sandwiches
AFU00NU09CFXE,bakery,pretzels,3,sandwiches,4,-1,1,outside,below,C,0,0,0,0,pretzels,sandwiches
A1C1A02LRDH4CV,bakery,water,5,sandwiches,4,0,0,outside,above,D,0,-1,0,-1,water,sandwiches
A1WJGO38GJ99ZS,bakery,water,5,pretzels,3,-1,1,outside,above,D,0,-1,0,-1,water,pretzels
A2VQBOJJ8HD6W9,bakery,water,5,sandwiches,4,0,0,outside,above,D,0,-1,0,-1,water,sandwiches
A1710X6OIQP62Q,bakery,water,5,pretzels,3,-1,1,outside,above,D,0,-1,0,-1,water,pretzels
A195MOXRMNHRVT,bakery,sandwiches,4,pretzels,3,0,0,outside,above,D,0,-1,0,-1,sandwiches,pretzels
A1P6LFEAY9MWAY,bakery,pretzels,3,ice cream,1,-1,1,inside,above,B,-1,-1,-1,-1,pretzels,ice cream
A1IOE79K3G3VQD,bakery,muffins,2,cakes,0,-1,1,inside,above,B,-1,-1,-1,-1,muffins,cakes
A27W025UEXS1G0,bakery,cakes,0,muffins,2,-1,1,inside,below,A,-1,0,0,-1,cakes,muffins
ANVAFB99K5RKP,bakery,muffins,2,pretzels,3,-1,1,outside,below,C,0,0,0,0,muffins,pretzels
A1KET5Z038NMWD,bakery,sandwiches,4,pretzels,3,-1,1,outside,above,D,0,-1,0,-1,sandwiches,pretzels
A2MUCL20GTQJA0,bakery,muffins,2,water,5,0,0,outside,below,C,0,0,0,0,muffins,water
A4T4577P6JL6R,bakery,muffins,2,pretzels,3,-1,1,outside,below,C,0,0,0,0,muffins,pretzels
A2DBEOMKCBQSPJ,bakery,sandwiches,4,cakes,0,-1,1,inside,above,B,-1,-1,-1,-1,sandwiches,cakes
A3BROF6UXA9TR8,bakery,water,5,pretzels,3,0,0,outside,above,D,0,-1,0,-1,water,pretzels
AFFXVHHBUWW4D,bakery,ice cream,1,muffins,2,0,0,inside,below,A,-1,0,0,-1,ice cream,muffins
A3VICGAIVOTX4U,bakery,sandwiches,4,cakes,0,-1,1,inside,above,B,-1,-1,-1,-1,sandwiches,cakes
A1OZPLHNIU1519,bakery,pretzels,3,cakes,0,-1,1,inside,above,B,-1,-1,-1,-1,pretzels,cakes
AEWGY34WUIA32,bakery,sandwiches,4,water,5,0,0,outside,below,C,0,0,0,0,sandwiches,water
A31Z5TPD8QKE26,bakery,cakes,0,pretzels,3,-1,1,outside,below,C,0,0,0,0,cakes,pretzels
A1W2G1N4BDF2DW,bakery,cakes,0,muffins,2,0,0,inside,below,A,-1,0,0,-1,cakes,muffins
AIA7RZSAONU5M,bakery,sandwiches,4,pretzels,3,-1,1,outside,above,D,0,-1,0,-1,sandwiches,pretzels
A1CPJ9Q4UQ0FZ3,bakery,muffins,2,cakes,0,-1,1,inside,above,B,-1,-1,-1,-1,muffins,cakes
A3CGQOJC28OVGN,bakery,water,5,sandwiches,4,-1,1,outside,above,D,0,-1,0,-1,water,sandwiches
A11ILN5YSUDVG8,bakery,water,5,ice cream,1,-1,1,inside,above,B,-1,-1,-1,-1,water,ice cream
A1W7QLLENVP2AE,bakery,ice cream,1,muffins,2,-1,1,inside,below,A,-1,0,0,-1,ice cream,muffins
AFCMHQWCV6N02,bakery,water,5,muffins,2,-1,1,inside,above,B,-1,-1,-1,-1,water,muffins
A2QCQGZD7T1QNL,bakery,cakes,0,muffins,2,-1,1,inside,below,A,-1,0,0,-1,cakes,muffins
A1ZVJG3BKYHJWN,bakery,ice cream,1,muffins,2,-1,1,inside,below,A,-1,0,0,-1,ice cream,muffins
A1OBRF828QDEHP,bakery,sandwiches,4,ice cream,1,-1,1,inside,above,B,-1,-1,-1,-1,sandwiches,ice cream
A37JC45Y9GLSA7,bakery,water,5,muffins,2,-1,1,inside,above,B,-1,-1,-1,-1,water,muffins
A35Z5I09VVHKNS,bakery,cakes,0,muffins,2,-1,1,inside,below,A,-1,0,0,-1,cakes,muffins
AM2KK02JXXW48,bakery,ice cream,1,muffins,2,-1,1,inside,below,A,-1,0,0,-1,ice cream,muffins
A1JVO7FLPATHUB,bakery,cakes,0,water,5,0,0,outside,below,C,0,0,0,0,cakes,water
A2GXE6MIDN8DPR,bakery,muffins,2,ice cream,1,-1,1,inside,above,B,-1,-1,-1,-1,muffins,ice cream
A6OBT1RD68EMZ,bakery,water,5,pretzels,3,-1,1,outside,above,D,0,-1,0,-1,water,pretzels
A2S64AUN7JI7ZS,bakery,cakes,0,pretzels,3,0,0,outside,below,C,0,0,0,0,cakes,pretzels
A34FFFROPR98NA,bakery,muffins,2,cakes,0,-1,1,inside,above,B,-1,-1,-1,-1,muffins,cakes
A136K4YZY2OFTV,bakery,cakes,0,sandwiches,4,0,0,outside,below,C,0,0,0,0,cakes,sandwiches
A2F1AA15HG0FRU,bakery,pretzels,3,muffins,2,-1,1,inside,above,B,-1,-1,-1,-1,pretzels,muffins
A374VGT4KMZFGB,bakery,sandwiches,4,cakes,0,-1,1,inside,above,B,-1,-1,-1,-1,sandwiches,cakes
A1R8A8BK2VN7RH,bakery,cakes,0,pretzels,3,0,0,outside,below,C,0,0,0,0,cakes,pretzels
A2O2Q0LVWOWJ1G,bakery,cakes,0,ice cream,1,-1,1,inside,below,A,-1,0,0,-1,cakes,ice cream
A1NWXL4QO30M8U,bakery,sandwiches,4,pretzels,3,0,0,outside,above,D,0,-1,0,-1,sandwiches,pretzels
A2CK0OXMPOR9LE,bakery,water,5,sandwiches,4,-1,1,outside,above,D,0,-1,0,-1,water,sandwiches
A1OOCYEFLAJD98,bakery,water,5,sandwiches,4,0,0,outside,above,D,0,-1,0,-1,water,sandwiches
A1WDKH2DYOYE8X,bakery,pretzels,3,sandwiches,4,0,0,outside,below,C,0,0,0,0,pretzels,sandwiches
A1NDMFN9A5G25G,bakery,water,5,pretzels,3,0,0,outside,above,D,0,-1,0,-1,water,pretzels
A12FTSX85NQ8N9,bakery,sandwiches,4,pretzels,3,0,0,outside,above,D,0,-1,0,-1,sandwiches,pretzels
ANCIB6B6EBBIJ,bakery,ice cream,1,muffins,2,-1,1,inside,below,A,-1,0,0,-1,ice cream,muffins
A248QG4DPULP46,bakery,sandwiches,4,pretzels,3,-1,1,outside,above,D,0,-1,0,-1,sandwiches,pretzels
A2VLK57ZQ2YI28,bakery,ice cream,1,muffins,2,-1,1,inside,below,A,-1,0,0,-1,ice cream,muffins
A3KF6O09H04SP7,bakery,sandwiches,4,water,5,0,0,outside,below,C,0,0,0,0,sandwiches,water
A1R0DIJHIE1LOC,bakery,cakes,0,water,5,0,0,outside,below,C,0,0,0,0,cakes,water
AZ69TBTDH7AZS,bakery,muffins,2,cakes,0,-1,1,inside,above,B,-1,-1,-1,-1,muffins,cakes
A3HNEYFOIJWPH1,bakery,muffins,2,pretzels,3,0,0,outside,below,C,0,0,0,0,muffins,pretzels
A197FECF831H95,bakery,ice cream,1,water,5,-1,1,outside,below,C,0,0,0,0,ice cream,water
A8V0L2YF8U6OX,bakery,ice cream,1,muffins,2,0,0,inside,below,A,-1,0,0,-1,ice cream,muffins
AN5WGHGM4BTJ2,bakery,water,5,pretzels,3,0,0,outside,above,D,0,-1,0,-1,water,pretzels
A19H6QRCGKBOUH,bakery,sandwiches,4,pretzels,3,0,0,outside,above,D,0,-1,0,-1,sandwiches,pretzels
A3JWOB5IEJCDZC,bakery,water,5,sandwiches,4,-1,1,outside,above,D,0,-1,0,-1,water,sandwiches
A14W0AXTJ3R19V,bakery,ice cream,1,muffins,2,0,0,inside,below,A,-1,0,0,-1,ice cream,muffins
