set_boundary,context,trigger,query,reason
3,bag,headphones,cash,query_not_in_context
3,bag,chalk,cash,query_not_in_context
3,bag,pen,cash,query_not_in_context
3,bag,cash,crayons,trigger_not_in_context
3,bag,headphones,cash,query_not_in_context
3,bag,headphones,cash,query_not_in_context
3,cold,microwave,fridge,query_not_in_context
3,cold,heater,fridge,query_not_in_context
3,cold,fridge,tea,trigger_not_in_context
3,cold,heater,fridge,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,heater,microwave,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,fridge,microwave,query_not_in_context
3,cold,fridge,heater,trigger_not_in_context
3,cold,fridge,microwave,query_not_in_context
3,cold,tea,fridge,query_not_in_context
3,cold,tea,fridge,query_not_in_context
3,cold,fridge,microwave,query_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,microwave,tea,trigger_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,blankets,fridge,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,tea,microwave,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,fridge,microwave,query_not_in_context
3,cold,fridge,tea,trigger_not_in_context
3,cold,blankets,fridge,query_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,tea,fridge,query_not_in_context
3,cold,blankets,microwave,query_not_in_context
3,cold,fridge,tea,trigger_not_in_context
3,cold,microwave,heater,trigger_not_in_context
3,cold,microwave,blankets,trigger_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,fridge,heater,trigger_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,blankets,fridge,query_not_in_context
3,cold,tea,microwave,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,fridge,microwave,query_not_in_context
3,cold,microwave,sink,trigger_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,sink,fridge,query_not_in_context
3,cold,fridge,microwave,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,fridge,microwave,query_not_in_context
3,cold,tea,microwave,query_not_in_context
3,cold,blankets,fridge,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,fridge,blankets,trigger_not_in_context
3,cold,heater,microwave,query_not_in_context
3,cold,microwave,sink,trigger_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,fridge,heater,trigger_not_in_context
3,cold,sink,fridge,query_not_in_context
3,cold,microwave,fridge,query_not_in_context
3,cold,heater,microwave,query_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,microwave,tea,trigger_not_in_context
3,cold,tea,fridge,query_not_in_context
3,cold,microwave,blankets,trigger_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,tea,fridge,query_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,microwave,blankets,trigger_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,heater,microwave,query_not_in_context
3,cold,blankets,microwave,query_not_in_context
3,cold,fridge,tea,trigger_not_in_context
3,cold,microwave,heater,trigger_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,sink,fridge,query_not_in_context
3,cold,fridge,tea,trigger_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,sink,fridge,query_not_in_context
3,cold,heater,microwave,query_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,blankets,microwave,query_not_in_context
3,cold,microwave,tea,trigger_not_in_context
3,cold,microwave,heater,trigger_not_in_context
3,cold,microwave,tea,trigger_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,microwave,heater,trigger_not_in_context
3,cold,tea,microwave,query_not_in_context
3,cold,microwave,heater,trigger_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,fridge,microwave,query_not_in_context
3,cold,fridge,heater,trigger_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,tea,fridge,query_not_in_context
3,cold,microwave,blankets,trigger_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,fridge,microwave,query_not_in_context
3,cold,fridge,microwave,query_not_in_context
3,cold,blankets,microwave,query_not_in_context
3,cold,microwave,sink,trigger_not_in_context
3,cold,fridge,tea,trigger_not_in_context
3,cold,heater,fridge,query_not_in_context
3,cold,fridge,microwave,query_not_in_context
3,cold,fridge,blankets,trigger_not_in_context
3,cold,fridge,blankets,trigger_not_in_context
3,cold,microwave,tea,trigger_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,blankets,microwave,query_not_in_context
3,cold,tea,microwave,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,microwave,blankets,trigger_not_in_context
3,cold,fridge,heater,trigger_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,heater,fridge,query_not_in_context
3,cold,fridge,microwave,query_not_in_context
3,cold,fridge,microwave,query_not_in_context
3,cold,microwave,sink,trigger_not_in_context
3,cold,microwave,fridge,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,microwave,fridge,query_not_in_context
3,gym,meditation,weightlifting,query_not_in_context
3,gym,weightlifting,basketball,trigger_not_in_context
3,gym,weightlifting,swimming,trigger_not_in_context
3,gym,softball,weightlifting,query_not_in_context
3,gym,weightlifting,swimming,trigger_not_in_context
3,gym,weightlifting,swimming,trigger_not_in_context
3,gym,meditation,weightlifting,query_not_in_context
3,gym,meditation,weightlifting,query_not_in_context
3,gym,weightlifting,swimming,trigger_not_in_context
3,gym,weightlifting,lacrosse,trigger_not_in_context
3,gym,meditation,weightlifting,query_not_in_context
3,gym,meditation,weightlifting,query_not_in_context
3,gym,lacrosse,weightlifting,query_not_in_context
3,gym,weightlifting,swimming,trigger_not_in_context
3,gym,weightlifting,lacrosse,trigger_not_in_context
3,gym,meditation,weightlifting,query_not_in_context
3,gym,basketball,weightlifting,query_not_in_context
3,gym,meditation,weightlifting,query_not_in_context
3,gym,meditation,weightlifting,query_not_in_context
3,gym,swimming,weightlifting,query_not_in_context
3,gym,meditation,weightlifting,query_not_in_context
3,gym,weightlifting,softball,trigger_not_in_context
3,gym,weightlifting,meditation,trigger_not_in_context
3,gym,softball,weightlifting,query_not_in_context
3,gym,weightlifting,softball,trigger_not_in_context
3,gym,weightlifting,swimming,trigger_not_in_context
3,gym,weightlifting,swimming,trigger_not_in_context
3,gym,swimming,weightlifting,query_not_in_context
3,gym,weightlifting,swimming,trigger_not_in_context
3,gym,weightlifting,swimming,trigger_not_in_context
3,gym,weightlifting,basketball,trigger_not_in_context
3,gym,basketball,weightlifting,query_not_in_context
3,gym,meditation,weightlifting,query_not_in_context
3,gym,basketball,weightlifting,query_not_in_context
3,gym,lacrosse,weightlifting,query_not_in_context
3,gym,meditation,weightlifting,query_not_in_context
3,gym,swimming,weightlifting,query_not_in_context
3,gym,softball,weightlifting,query_not_in_context
3,gym,weightlifting,basketball,trigger_not_in_context
3,gym,meditation,weightlifting,query_not_in_context
3,gym,weightlifting,swimming,trigger_not_in_context
3,gym,meditation,weightlifting,query_not_in_context
3,gym,weightlifting,lacrosse,trigger_not_in_context
3,gym,weightlifting,basketball,trigger_not_in_context
3,gym,meditation,weightlifting,query_not_in_context
3,gym,meditation,weightlifting,query_not_in_context
3,gym,weightlifting,swimming,trigger_not_in_context
3,gym,weightlifting,swimming,trigger_not_in_context
3,gym,weightlifting,swimming,trigger_not_in_context
3,gym,meditation,weightlifting,query_not_in_context
3,gym,meditation,weightlifting,query_not_in_context
3,gym,weightlifting,softball,trigger_not_in_context
3,gym,meditation,weightlifting,query_not_in_context
3,gym,weightlifting,lacrosse,trigger_not_in_context
3,gym,weightlifting,swimming,trigger_not_in_context
3,gym,swimming,weightlifting,query_not_in_context
3,gym,weightlifting,softball,trigger_not_in_context
3,gym,weightlifting,softball,trigger_not_in_context
3,gym,weightlifting,lacrosse,trigger_not_in_context
3,gym,weightlifting,swimming,trigger_not_in_context
3,gym,weightlifting,swimming,trigger_not_in_context
3,gym,basketball,weightlifting,query_not_in_context
3,gym,weightlifting,meditation,trigger_not_in_context
3,gym,weightlifting,swimming,trigger_not_in_context
3,gym,lacrosse,weightlifting,query_not_in_context
3,gym,weightlifting,basketball,trigger_not_in_context
3,gym,meditation,weightlifting,query_not_in_context
3,gym,weightlifting,swimming,trigger_not_in_context
3,gym,swimming,weightlifting,query_not_in_context
3,gym,weightlifting,lacrosse,trigger_not_in_context
3,gym,weightlifting,swimming,trigger_not_in_context
3,gym,weightlifting,softball,trigger_not_in_context
3,gym,meditation,weightlifting,query_not_in_context
3,gym,weightlifting,swimming,trigger_not_in_context
3,gym,basketball,weightlifting,query_not_in_context
3,mall,electronics store,pretzel stand,trigger_not_in_context
3,mall,electronics store,grocery store,query_not_in_context
3,mall,coffee shop,grocery store,query_not_in_context
3,mall,pretzel stand,gift shop,query_not_in_context
3,mall,coffee shop,pretzel stand,trigger_not_in_context
3,mall,pretzel stand,electronics store,query_not_in_context
3,mall,gift shop,grocery store,query_not_in_context
3,mall,coffee shop,pretzel stand,trigger_not_in_context
3,mall,gift shop,grocery store,query_not_in_context
3,mall,electronics store,gift shop,query_not_in_context
3,mall,coffee shop,grocery store,query_not_in_context
3,mall,electronics store,gift shop,query_not_in_context
3,mall,grocery store,burger joint,query_not_in_context
3,mall,gift shop,grocery store,query_not_in_context
3,mall,coffee shop,pretzel stand,trigger_not_in_context
3,mall,burger joint,coffee shop,query_not_in_context
3,mall,electronics store,grocery store,query_not_in_context
3,mall,electronics store,gift shop,query_not_in_context
3,mall,pretzel stand,coffee shop,query_not_in_context
3,mall,burger joint,pretzel stand,trigger_not_in_context
3,mall,grocery store,burger joint,query_not_in_context
3,mall,grocery store,coffee shop,query_not_in_context
3,mall,pretzel stand,burger joint,query_not_in_context
3,mall,gift shop,grocery store,query_not_in_context
3,mall,burger joint,pretzel stand,trigger_not_in_context
3,mall,pretzel stand,electronics store,query_not_in_context
3,mall,electronics store,gift shop,query_not_in_context
3,mall,burger joint,coffee shop,query_not_in_context
3,mall,burger joint,pretzel stand,trigger_not_in_context
3,mall,electronics store,grocery store,query_not_in_context
3,mall,gift shop,grocery store,query_not_in_context
3,mall,burger joint,coffee shop,query_not_in_context
3,mall,gift shop,grocery store,query_not_in_context
3,mall,burger joint,coffee shop,query_not_in_context
3,mall,pretzel stand,electronics store,query_not_in_context
3,mall,coffee shop,electronics store,query_not_in_context
3,mall,electronics store,burger joint,query_not_in_context
3,mall,coffee shop,burger joint,query_not_in_context
3,mall,grocery store,coffee shop,query_not_in_context
3,mall,burger joint,coffee shop,query_not_in_context
3,mall,gift shop,grocery store,query_not_in_context
3,mall,grocery store,gift shop,query_not_in_context
3,mall,electronics store,gift shop,query_not_in_context
3,mall,electronics store,gift shop,query_not_in_context
3,mall,grocery store,pretzel stand,trigger_not_in_context
3,mall,grocery store,burger joint,query_not_in_context
3,mall,burger joint,gift shop,query_not_in_context
3,mall,grocery store,burger joint,query_not_in_context
3,mall,pretzel stand,electronics store,query_not_in_context
3,mall,coffee shop,grocery store,query_not_in_context
3,mall,burger joint,coffee shop,query_not_in_context
3,mall,burger joint,pretzel stand,trigger_not_in_context
3,mall,pretzel stand,coffee shop,query_not_in_context
3,mall,pretzel stand,coffee shop,query_not_in_context
3,mall,electronics store,grocery store,query_not_in_context
3,mall,gift shop,electronics store,query_not_in_context
3,mall,electronics store,gift shop,query_not_in_context
3,mall,electronics store,grocery store,query_not_in_context
3,mall,coffee shop,gift shop,query_not_in_context
3,mall,electronics store,burger joint,query_not_in_context
3,mall,burger joint,gift shop,query_not_in_context
3,mall,pretzel stand,coffee shop,query_not_in_context
3,mall,burger joint,electronics store,query_not_in_context
3,mall,burger joint,coffee shop,query_not_in_context
3,mall,pretzel stand,coffee shop,query_not_in_context
3,mall,burger joint,grocery store,query_not_in_context
3,mall,burger joint,grocery store,query_not_in_context
3,mall,pretzel stand,coffee shop,query_not_in_context
3,mall,burger joint,grocery store,query_not_in_context
3,mall,burger joint,grocery store,query_not_in_context
3,mall,gift shop,burger joint,query_not_in_context
3,mall,pretzel stand,coffee shop,query_not_in_context
3,mall,electronics store,gift shop,query_not_in_context
3,mall,grocery store,gift shop,query_not_in_context
3,mall,pretzel stand,grocery store,query_not_in_context
3,mall,electronics store,gift shop,query_not_in_context
3,mall,burger joint,pretzel stand,trigger_not_in_context
3,mall,electronics store,coffee shop,query_not_in_context
3,mall,burger joint,coffee shop,query_not_in_context
3,mall,burger joint,pretzel stand,trigger_not_in_context
3,mall,grocery store,coffee shop,query_not_in_context
3,mall,burger joint,coffee shop,query_not_in_context
3,mall,electronics store,grocery store,query_not_in_context
3,mall,grocery store,gift shop,query_not_in_context
3,mall,electronics store,gift shop,query_not_in_context
3,mall,electronics store,grocery store,query_not_in_context
3,mall,electronics store,gift shop,query_not_in_context
3,mall,burger joint,gift shop,query_not_in_context
3,mall,burger joint,coffee shop,query_not_in_context
3,mall,electronics store,gift shop,query_not_in_context
3,mall,electronics store,grocery store,query_not_in_context
3,mall,electronics store,gift shop,query_not_in_context
3,mall,grocery store,pretzel stand,trigger_not_in_context
3,mall,electronics store,gift shop,query_not_in_context
3,mall,grocery store,electronics store,query_not_in_context
3,mall,pretzel stand,gift shop,query_not_in_context
3,mall,gift shop,grocery store,query_not_in_context
3,mall,electronics store,pretzel stand,trigger_not_in_context
3,mall,gift shop,grocery store,query_not_in_context
3,mall,grocery store,pretzel stand,trigger_not_in_context
3,mall,burger joint,pretzel stand,trigger_not_in_context
3,mall,gift shop,grocery store,query_not_in_context
3,mall,coffee shop,grocery store,query_not_in_context
3,mall,electronics store,grocery store,query_not_in_context
3,mall,gift shop,electronics store,query_not_in_context
3,mall,burger joint,pretzel stand,trigger_not_in_context
3,mall,burger joint,electronics store,query_not_in_context
3,mall,electronics store,coffee shop,query_not_in_context
3,mall,burger joint,coffee shop,query_not_in_context
3,mall,pretzel stand,coffee shop,query_not_in_context
3,mall,gift shop,burger joint,query_not_in_context
3,mall,electronics store,coffee shop,query_not_in_context
3,mall,burger joint,pretzel stand,trigger_not_in_context
3,mall,electronics store,grocery store,query_not_in_context
3,mall,electronics store,gift shop,query_not_in_context
3,mall,electronics store,gift shop,query_not_in_context
3,mall,pretzel stand,grocery store,query_not_in_context
3,mall,electronics store,pretzel stand,trigger_not_in_context
3,mall,coffee shop,grocery store,query_not_in_context
3,mall,burger joint,grocery store,query_not_in_context
3,mall,grocery store,pretzel stand,trigger_not_in_context
3,mall,coffee shop,electronics store,query_not_in_context
3,mall,pretzel stand,coffee shop,query_not_in_context
3,mall,burger joint,pretzel stand,trigger_not_in_context
3,mall,electronics store,grocery store,query_not_in_context
3,mall,coffee shop,gift shop,query_not_in_context
3,mall,coffee shop,pretzel stand,trigger_not_in_context
3,mall,electronics store,gift shop,query_not_in_context
3,mall,grocery store,electronics store,query_not_in_context
3,mall,burger joint,coffee shop,query_not_in_context
3,mall,gift shop,grocery store,query_not_in_context
3,mall,pretzel stand,coffee shop,query_not_in_context
3,mall,electronics store,burger joint,query_not_in_context
3,mall,grocery store,coffee shop,query_not_in_context
3,mall,coffee shop,pretzel stand,trigger_not_in_context
3,mall,coffee shop,electronics store,query_not_in_context
3,mall,coffee shop,gift shop,query_not_in_context
3,mall,electronics store,coffee shop,query_not_in_context
3,mall,burger joint,pretzel stand,trigger_not_in_context
3,mall,pretzel stand,coffee shop,query_not_in_context
3,mall,burger joint,electronics store,query_not_in_context
3,mall,electronics store,grocery store,query_not_in_context
3,mall,gift shop,grocery store,query_not_in_context
3,mall,gift shop,pretzel stand,trigger_not_in_context
3,mall,burger joint,coffee shop,query_not_in_context
3,mall,gift shop,pretzel stand,trigger_not_in_context
3,mall,coffee shop,burger joint,query_not_in_context
3,mall,grocery store,pretzel stand,trigger_not_in_context
3,mall,burger joint,coffee shop,query_not_in_context
3,mall,burger joint,coffee shop,query_not_in_context
3,mall,burger joint,pretzel stand,trigger_not_in_context
3,mall,grocery store,gift shop,query_not_in_context
3,mall,burger joint,pretzel stand,trigger_not_in_context
3,mall,gift shop,grocery store,query_not_in_context
3,mall,pretzel stand,gift shop,query_not_in_context
3,mall,burger joint,gift shop,query_not_in_context
3,mall,burger joint,pretzel stand,trigger_not_in_context
3,mall,burger joint,gift shop,query_not_in_context
3,mall,burger joint,pretzel stand,trigger_not_in_context
3,mall,burger joint,gift shop,query_not_in_context
3,mall,pretzel stand,gift shop,query_not_in_context
3,mall,pretzel stand,coffee shop,query_not_in_context
3,mall,burger joint,pretzel stand,trigger_not_in_context
3,mall,burger joint,pretzel stand,trigger_not_in_context
3,mall,pretzel stand,grocery store,query_not_in_context
3,mall,gift shop,burger joint,query_not_in_context
3,mall,gift shop,grocery store,query_not_in_context
3,mall,electronics store,grocery store,query_not_in_context
3,mall,pretzel stand,grocery store,query_not_in_context
3,mall,pretzel stand,burger joint,query_not_in_context
3,mall,grocery store,gift shop,query_not_in_context
3,mall,pretzel stand,coffee shop,query_not_in_context
3,mall,gift shop,electronics store,query_not_in_context
3,mall,pretzel stand,electronics store,query_not_in_context
3,mall,coffee shop,electronics store,query_not_in_context
3,mall,pretzel stand,grocery store,query_not_in_context
3,mall,pretzel stand,coffee shop,query_not_in_context
3,mall,electronics store,grocery store,query_not_in_context
3,mall,burger joint,electronics store,query_not_in_context
3,mall,pretzel stand,coffee shop,query_not_in_context
3,mall,grocery store,coffee shop,query_not_in_context
3,mall,gift shop,pretzel stand,trigger_not_in_context
3,mall,gift shop,electronics store,query_not_in_context
3,mall,coffee shop,electronics store,query_not_in_context
3,mall,pretzel stand,coffee shop,query_not_in_context
3,mall,pretzel stand,coffee shop,query_not_in_context
3,mall,electronics store,grocery store,query_not_in_context
3,mall,electronics store,gift shop,query_not_in_context
3,mall,electronics store,grocery store,query_not_in_context
3,mall,electronics store,grocery store,query_not_in_context
3,mall,grocery store,electronics store,query_not_in_context
3,mall,electronics store,grocery store,query_not_in_context
3,mall,grocery store,burger joint,query_not_in_context
3,mall,pretzel stand,coffee shop,query_not_in_context
3,mall,burger joint,pretzel stand,trigger_not_in_context
3,mall,electronics store,burger joint,query_not_in_context
3,mall,electronics store,gift shop,query_not_in_context
3,mall,coffee shop,gift shop,query_not_in_context
3,mall,gift shop,coffee shop,query_not_in_context
3,mall,electronics store,burger joint,query_not_in_context
3,mall,pretzel stand,coffee shop,query_not_in_context
3,mall,electronics store,coffee shop,query_not_in_context
3,mall,burger joint,electronics store,query_not_in_context
3,mall,pretzel stand,gift shop,query_not_in_context
3,mall,pretzel stand,coffee shop,query_not_in_context
3,mall,electronics store,grocery store,query_not_in_context
3,mall,gift shop,coffee shop,query_not_in_context
3,mall,pretzel stand,gift shop,query_not_in_context
3,mall,electronics store,gift shop,query_not_in_context
3,mall,burger joint,electronics store,query_not_in_context
3,mall,burger joint,coffee shop,query_not_in_context
3,mall,gift shop,grocery store,query_not_in_context
3,mall,burger joint,pretzel stand,trigger_not_in_context
3,mask,gloves,napkins,trigger_not_in_context
3,mask,bandana,gloves,query_not_in_context
3,mask,candy,gloves,query_not_in_context
3,mask,candy,gloves,query_not_in_context
3,mask,wallet,gloves,query_not_in_context
3,mask,wallet,gloves,query_not_in_context
3,mask,candy,gloves,query_not_in_context
3,mask,handkerchief,gloves,query_not_in_context
3,mask,gloves,bandana,trigger_not_in_context
3,mask,gloves,handkerchief,trigger_not_in_context
3,mask,gloves,candy,trigger_not_in_context
3,mask,gloves,candy,trigger_not_in_context
3,mask,wallet,gloves,query_not_in_context
3,mask,wallet,gloves,query_not_in_context
3,mask,wallet,gloves,query_not_in_context
3,mask,handkerchief,gloves,query_not_in_context
3,mask,handkerchief,gloves,query_not_in_context
3,mask,gloves,bandana,trigger_not_in_context
3,mask,napkins,gloves,query_not_in_context
3,mask,gloves,bandana,trigger_not_in_context
3,mask,wallet,gloves,query_not_in_context
3,mask,wallet,gloves,query_not_in_context
3,mask,wallet,gloves,query_not_in_context
3,mask,bandana,gloves,query_not_in_context
3,mask,napkins,gloves,query_not_in_context
3,mask,napkins,gloves,query_not_in_context
3,mask,candy,gloves,query_not_in_context
3,mask,gloves,bandana,trigger_not_in_context
3,mask,gloves,handkerchief,trigger_not_in_context
3,mask,candy,gloves,query_not_in_context
3,mask,candy,gloves,query_not_in_context
3,mask,gloves,napkins,trigger_not_in_context
3,mask,candy,gloves,query_not_in_context
3,mask,candy,gloves,query_not_in_context
3,mask,gloves,bandana,trigger_not_in_context
3,mask,candy,gloves,query_not_in_context
3,mask,candy,gloves,query_not_in_context
3,mask,handkerchief,gloves,query_not_in_context
3,mask,candy,gloves,query_not_in_context
3,mask,wallet,gloves,query_not_in_context
3,mask,wallet,gloves,query_not_in_context
3,mask,candy,gloves,query_not_in_context
3,mask,wallet,gloves,query_not_in_context
3,mask,candy,gloves,query_not_in_context
3,mask,gloves,handkerchief,trigger_not_in_context
3,mask,candy,gloves,query_not_in_context
3,mask,gloves,handkerchief,trigger_not_in_context
3,mask,gloves,bandana,trigger_not_in_context
3,mask,gloves,wallet,trigger_not_in_context
3,mask,gloves,napkins,trigger_not_in_context
3,mask,napkins,gloves,query_not_in_context
3,mask,napkins,gloves,query_not_in_context
3,mask,wallet,gloves,query_not_in_context
3,mask,wallet,gloves,query_not_in_context
3,mask,gloves,candy,trigger_not_in_context
3,mask,handkerchief,gloves,query_not_in_context
3,mask,gloves,candy,trigger_not_in_context
3,mask,wallet,gloves,query_not_in_context
3,mask,gloves,napkins,trigger_not_in_context
3,mask,gloves,candy,trigger_not_in_context
3,mask,wallet,gloves,query_not_in_context
3,mask,wallet,gloves,query_not_in_context
3,mask,wallet,gloves,query_not_in_context
3,mask,wallet,gloves,query_not_in_context
3,mask,gloves,wallet,trigger_not_in_context
3,mask,gloves,wallet,trigger_not_in_context
3,mask,gloves,handkerchief,trigger_not_in_context
3,mask,wallet,gloves,query_not_in_context
3,mask,candy,gloves,query_not_in_context
3,mask,candy,gloves,query_not_in_context
3,meat,crab,rice,query_not_in_context
3,meat,rice,tofu,trigger_not_in_context
3,meat,rice,tofu,trigger_not_in_context
3,meat,rice,turkey,trigger_not_in_context
3,meat,rice,mushrooms,trigger_not_in_context
3,meat,rice,mushrooms,trigger_not_in_context
3,meat,tofu,rice,query_not_in_context
3,meat,rice,mushrooms,trigger_not_in_context
3,meat,rice,tofu,trigger_not_in_context
3,meat,rice,mushrooms,trigger_not_in_context
3,meat,rice,chicken,trigger_not_in_context
3,meat,rice,mushrooms,trigger_not_in_context
3,meat,rice,mushrooms,trigger_not_in_context
3,meat,mushrooms,rice,query_not_in_context
3,meat,rice,tofu,trigger_not_in_context
3,meat,crab,rice,query_not_in_context
3,meat,crab,rice,query_not_in_context
3,meat,rice,mushrooms,trigger_not_in_context
3,meat,rice,mushrooms,trigger_not_in_context
3,meat,crab,rice,query_not_in_context
3,meat,rice,tofu,trigger_not_in_context
3,meat,rice,turkey,trigger_not_in_context
3,meat,mushrooms,rice,query_not_in_context
3,meat,crab,rice,query_not_in_context
3,meat,rice,mushrooms,trigger_not_in_context
3,meat,rice,turkey,trigger_not_in_context
3,meat,rice,tofu,trigger_not_in_context
3,meat,rice,tofu,trigger_not_in_context
3,meat,turkey,rice,query_not_in_context
3,meat,rice,tofu,trigger_not_in_context
3,meat,rice,chicken,trigger_not_in_context
3,meat,rice,tofu,trigger_not_in_context
3,meat,tofu,rice,query_not_in_context
3,meat,mushrooms,rice,query_not_in_context
3,meat,rice,mushrooms,trigger_not_in_context
3,meat,rice,mushrooms,trigger_not_in_context
3,meat,tofu,rice,query_not_in_context
3,meat,rice,mushrooms,trigger_not_in_context
3,meat,rice,mushrooms,trigger_not_in_context
3,meat,mushrooms,rice,query_not_in_context
3,meat,rice,tofu,trigger_not_in_context
3,meat,rice,turkey,trigger_not_in_context
3,meat,rice,tofu,trigger_not_in_context
3,meat,tofu,rice,query_not_in_context
3,meat,rice,mushrooms,trigger_not_in_context
3,meat,turkey,rice,query_not_in_context
3,meat,rice,crab,trigger_not_in_context
3,meat,rice,tofu,trigger_not_in_context
3,meat,turkey,rice,query_not_in_context
3,meat,rice,tofu,trigger_not_in_context
3,meat,turkey,rice,query_not_in_context
3,meat,mushrooms,rice,query_not_in_context
3,meat,rice,tofu,trigger_not_in_context
3,meat,mushrooms,rice,query_not_in_context
3,meat,turkey,rice,query_not_in_context
3,meat,chicken,rice,query_not_in_context
3,meat,rice,tofu,trigger_not_in_context
3,meat,rice,mushrooms,trigger_not_in_context
3,meat,rice,mushrooms,trigger_not_in_context
3,meat,rice,mushrooms,trigger_not_in_context
3,meat,rice,turkey,trigger_not_in_context
3,meat,chicken,rice,query_not_in_context
3,meat,tofu,rice,query_not_in_context
3,meat,rice,tofu,trigger_not_in_context
3,meat,rice,tofu,trigger_not_in_context
3,meat,rice,crab,trigger_not_in_context
