variant,boundary,analysis_dataset_id,analysis_unit_id,cv_group_id,human_rate,dataset_family,dataset,set_probability,ordering_probability,conjunction_probability,disjunction_probability,analysis_label,cv_fold,item_id,trigger,query,human_yes,human_total
top_p,0.95,novel_focus,mask::bandana::candy,novel_focus::focus_alternative_study::mask,0.0,novel_focus,focus_alternative_study,0.238,0.04,0.04,0.238,Novel focus alternatives,9,mask::bandana::candy,bandana,candy,0.0,4.0
top_k,1.0,novel_focus,mask::bandana::gloves,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.168,0.0,0.168,Novel focus alternatives,9,mask::bandana::gloves,bandana,gloves,1.0,2.0
top_k,2.0,novel_focus,mask::bandana::gloves,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.168,0.0,0.168,Novel focus alternatives,9,mask::bandana::gloves,bandana,gloves,1.0,2.0
top_k,3.0,novel_focus,mask::bandana::gloves,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.002,0.168,0.002,0.168,Novel focus alternatives,9,mask::bandana::gloves,bandana,gloves,1.0,2.0
top_k,5.0,novel_focus,mask::bandana::gloves,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.002,0.168,0.002,0.168,Novel focus alternatives,9,mask::bandana::gloves,bandana,gloves,1.0,2.0
top_k,10.0,novel_focus,mask::bandana::gloves,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.002,0.168,0.002,0.168,Novel focus alternatives,9,mask::bandana::gloves,bandana,gloves,1.0,2.0
top_k,20.0,novel_focus,mask::bandana::gloves,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.004,0.168,0.004,0.168,Novel focus alternatives,9,mask::bandana::gloves,bandana,gloves,1.0,2.0
top_k,30.0,novel_focus,mask::bandana::gloves,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.004,0.168,0.004,0.168,Novel focus alternatives,9,mask::bandana::gloves,bandana,gloves,1.0,2.0
top_k,50.0,novel_focus,mask::bandana::gloves,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.006,0.168,0.006,0.168,Novel focus alternatives,9,mask::bandana::gloves,bandana,gloves,1.0,2.0
top_k,75.0,novel_focus,mask::bandana::gloves,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.012,0.168,0.012,0.168,Novel focus alternatives,9,mask::bandana::gloves,bandana,gloves,1.0,2.0
top_k,100.0,novel_focus,mask::bandana::gloves,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.02,0.168,0.02,0.168,Novel focus alternatives,9,mask::bandana::gloves,bandana,gloves,1.0,2.0
top_p,0.25,novel_focus,mask::bandana::gloves,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.168,0.0,0.168,Novel focus alternatives,9,mask::bandana::gloves,bandana,gloves,1.0,2.0
top_p,0.5,novel_focus,mask::bandana::gloves,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.168,0.0,0.168,Novel focus alternatives,9,mask::bandana::gloves,bandana,gloves,1.0,2.0
top_p,0.6,novel_focus,mask::bandana::gloves,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.0,0.168,0.0,0.168,Novel focus alternatives,9,mask::bandana::gloves,bandana,gloves,1.0,2.0
top_p,0.7,novel_focus,mask::bandana::gloves,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.002,0.168,0.002,0.168,Novel focus alternatives,9,mask::bandana::gloves,bandana,gloves,1.0,2.0
top_p,0.8,novel_focus,mask::bandana::gloves,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.008,0.168,0.008,0.168,Novel focus alternatives,9,mask::bandana::gloves,bandana,gloves,1.0,2.0
top_p,0.9,novel_focus,mask::bandana::gloves,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.19,0.168,0.122,0.236,Novel focus alternatives,9,mask::bandana::gloves,bandana,gloves,1.0,2.0
top_p,0.95,novel_focus,mask::bandana::gloves,novel_focus::focus_alternative_study::mask,0.5,novel_focus,focus_alternative_study,0.74,0.168,0.168,0.74,Novel focus alternatives,9,mask::bandana::gloves,bandana,gloves,1.0,2.0
top_k,1.0,novel_focus,mask::bandana::handkerchief,novel_focus::focus_alternative_study::mask,0.6153846153846154,novel_focus,focus_alternative_study,0.0,0.358,0.0,0.358,Novel focus alternatives,9,mask::bandana::handkerchief,bandana,handkerchief,8.0,13.0
top_k,2.0,novel_focus,mask::bandana::handkerchief,novel_focus::focus_alternative_study::mask,0.6153846153846154,novel_focus,focus_alternative_study,0.0,0.358,0.0,0.358,Novel focus alternatives,9,mask::bandana::handkerchief,bandana,handkerchief,8.0,13.0
top_k,3.0,novel_focus,mask::bandana::handkerchief,novel_focus::focus_alternative_study::mask,0.6153846153846154,novel_focus,focus_alternative_study,0.0,0.358,0.0,0.358,Novel focus alternatives,9,mask::bandana::handkerchief,bandana,handkerchief,8.0,13.0
top_k,5.0,novel_focus,mask::bandana::handkerchief,novel_focus::focus_alternative_study::mask,0.6153846153846154,novel_focus,focus_alternative_study,0.0,0.358,0.0,0.358,Novel focus alternatives,9,mask::bandana::handkerchief,bandana,handkerchief,8.0,13.0
top_k,10.0,novel_focus,mask::bandana::handkerchief,novel_focus::focus_alternative_study::mask,0.6153846153846154,novel_focus,focus_alternative_study,0.002,0.358,0.002,0.358,Novel focus alternatives,9,mask::bandana::handkerchief,bandana,handkerchief,8.0,13.0
top_k,20.0,novel_focus,mask::bandana::handkerchief,novel_focus::focus_alternative_study::mask,0.6153846153846154,novel_focus,focus_alternative_study,0.008,0.358,0.008,0.358,Novel focus alternatives,9,mask::bandana::handkerchief,bandana,handkerchief,8.0,13.0
top_k,30.0,novel_focus,mask::bandana::handkerchief,novel_focus::focus_alternative_study::mask,0.6153846153846154,novel_focus,focus_alternative_study,0.016,0.358,0.016,0.358,Novel focus alternatives,9,mask::bandana::handkerchief,bandana,handkerchief,8.0,13.0
top_k,50.0,novel_focus,mask::bandana::handkerchief,novel_focus::focus_alternative_study::mask,0.6153846153846154,novel_focus,focus_alternative_study,0.036,0.358,0.036,0.358,Novel focus alternatives,9,mask::bandana::handkerchief,bandana,handkerchief,8.0,13.0
top_k,75.0,novel_focus,mask::bandana::handkerchief,novel_focus::focus_alternative_study::mask,0.6153846153846154,novel_focus,focus_alternative_study,0.062,0.358,0.062,0.358,Novel focus alternatives,9,mask::bandana::handkerchief,bandana,handkerchief,8.0,13.0
top_k,100.0,novel_focus,mask::bandana::handkerchief,novel_focus::focus_alternative_study::mask,0.6153846153846154,novel_focus,focus_alternative_study,0.098,0.358,0.098,0.358,Novel focus alternatives,9,mask::bandana::handkerchief,bandana,handkerchief,8.0,13.0
top_p,0.25,novel_focus,mask::bandana::handkerchief,novel_focus::focus_alternative_study::mask,0.6153846153846154,novel_focus,focus_alternative_study,0.0,0.358,0.0,0.358,Novel focus alternatives,9,mask::bandana::handkerchief,bandana,handkerchief,8.0,13.0
top_p,0.5,novel_focus,mask::bandana::handkerchief,novel_focus::focus_alternative_study::mask,0.6153846153846154,novel_focus,focus_alternative_study,0.0,0.358,0.0,0.358,Novel focus alternatives,9,mask::bandana::handkerchief,bandana,handkerchief,8.0,13.0
top_p,0.6,novel_focus,mask::bandana::handkerchief,novel_focus::focus_alternative_study::mask,0.6153846153846154,novel_focus,focus_alternative_study,0.0,0.358,0.0,0.358,Novel focus alternatives,9,mask::bandana::handkerchief,bandana,handkerchief,8.0,13.0
top_p,0.7,novel_focus,mask::bandana::handkerchief,novel_focus::focus_alternative_study::mask,0.6153846153846154,novel_focus,focus_alternative_study,0.006,0.358,0.006,0.358,Novel focus alternatives,9,mask::bandana::handkerchief,bandana,handkerchief,8.0,13.0
top_p,0.8,novel_focus,mask::bandana::handkerchief,novel_focus::focus_alternative_study::mask,0.6153846153846154,novel_focus,focus_alternative_study,0.046,0.358,0.046,0.358,Novel focus alternatives,9,mask::bandana::handkerchief,bandana,handkerchief,8.0,13.0
top_p,0.9,novel_focus,mask::bandana::handkerchief,novel_focus::focus_alternative_study::mask,0.6153846153846154,novel_focus,focus_alternative_study,0.412,0.358,0.286,0.484,Novel focus alternatives,9,mask::bandana::handkerchief,bandana,handkerchief,8.0,13.0
top_p,0.95,novel_focus,mask::bandana::handkerchief,novel_focus::focus_alternative_study::mask,0.6153846153846154,novel_focus,focus_alternative_study,0.972,0.358,0.358,0.972,Novel focus alternatives,9,mask::bandana::handkerchief,bandana,handkerchief,8.0,13.0
top_k,1.0,novel_focus,mask::bandana::napkins,novel_focus::focus_alternative_study::mask,0.1666666666666666,novel_focus,focus_alternative_study,0.0,0.004,0.0,0.004,Novel focus alternatives,9,mask::bandana::napkins,bandana,napkins,2.0,12.0
top_k,2.0,novel_focus,mask::bandana::napkins,novel_focus::focus_alternative_study::mask,0.1666666666666666,novel_focus,focus_alternative_study,0.0,0.004,0.0,0.004,Novel focus alternatives,9,mask::bandana::napkins,bandana,napkins,2.0,12.0
top_k,3.0,novel_focus,mask::bandana::napkins,novel_focus::focus_alternative_study::mask,0.1666666666666666,novel_focus,focus_alternative_study,0.0,0.004,0.0,0.004,Novel focus alternatives,9,mask::bandana::napkins,bandana,napkins,2.0,12.0
top_k,5.0,novel_focus,mask::bandana::napkins,novel_focus::focus_alternative_study::mask,0.1666666666666666,novel_focus,focus_alternative_study,0.0,0.004,0.0,0.004,Novel focus alternatives,9,mask::bandana::napkins,bandana,napkins,2.0,12.0
top_k,10.0,novel_focus,mask::bandana::napkins,novel_focus::focus_alternative_study::mask,0.1666666666666666,novel_focus,focus_alternative_study,0.0,0.004,0.0,0.004,Novel focus alternatives,9,mask::bandana::napkins,bandana,napkins,2.0,12.0
top_k,20.0,novel_focus,mask::bandana::napkins,novel_focus::focus_alternative_study::mask,0.1666666666666666,novel_focus,focus_alternative_study,0.0,0.004,0.0,0.004,Novel focus alternatives,9,mask::bandana::napkins,bandana,napkins,2.0,12.0
top_k,30.0,novel_focus,mask::bandana::napkins,novel_focus::focus_alternative_study::mask,0.1666666666666666,novel_focus,focus_alternative_study,0.0,0.004,0.0,0.004,Novel focus alternatives,9,mask::bandana::napkins,bandana,napkins,2.0,12.0
top_k,50.0,novel_focus,mask::bandana::napkins,novel_focus::focus_alternative_study::mask,0.1666666666666666,novel_focus,focus_alternative_study,0.0,0.004,0.0,0.004,Novel focus alternatives,9,mask::bandana::napkins,bandana,napkins,2.0,12.0
top_k,75.0,novel_focus,mask::bandana::napkins,novel_focus::focus_alternative_study::mask,0.1666666666666666,novel_focus,focus_alternative_study,0.0,0.004,0.0,0.004,Novel focus alternatives,9,mask::bandana::napkins,bandana,napkins,2.0,12.0
top_k,100.0,novel_focus,mask::bandana::napkins,novel_focus::focus_alternative_study::mask,0.1666666666666666,novel_focus,focus_alternative_study,0.0,0.004,0.0,0.004,Novel focus alternatives,9,mask::bandana::napkins,bandana,napkins,2.0,12.0
top_p,0.25,novel_focus,mask::bandana::napkins,novel_focus::focus_alternative_study::mask,0.1666666666666666,novel_focus,focus_alternative_study,0.0,0.004,0.0,0.004,Novel focus alternatives,9,mask::bandana::napkins,bandana,napkins,2.0,12.0
top_p,0.5,novel_focus,mask::bandana::napkins,novel_focus::focus_alternative_study::mask,0.1666666666666666,novel_focus,focus_alternative_study,0.0,0.004,0.0,0.004,Novel focus alternatives,9,mask::bandana::napkins,bandana,napkins,2.0,12.0
top_p,0.6,novel_focus,mask::bandana::napkins,novel_focus::focus_alternative_study::mask,0.1666666666666666,novel_focus,focus_alternative_study,0.0,0.004,0.0,0.004,Novel focus alternatives,9,mask::bandana::napkins,bandana,napkins,2.0,12.0
top_p,0.7,novel_focus,mask::bandana::napkins,novel_focus::focus_alternative_study::mask,0.1666666666666666,novel_focus,focus_alternative_study,0.0,0.004,0.0,0.004,Novel focus alternatives,9,mask::bandana::napkins,bandana,napkins,2.0,12.0
top_p,0.8,novel_focus,mask::bandana::napkins,novel_focus::focus_alternative_study::mask,0.1666666666666666,novel_focus,focus_alternative_study,0.0,0.004,0.0,0.004,Novel focus alternatives,9,mask::bandana::napkins,bandana,napkins,2.0,12.0
top_p,0.9,novel_focus,mask::bandana::napkins,novel_focus::focus_alternative_study::mask,0.1666666666666666,novel_focus,focus_alternative_study,0.004,0.004,0.004,0.004,Novel focus alternatives,9,mask::bandana::napkins,bandana,napkins,2.0,12.0
top_p,0.95,novel_focus,mask::bandana::napkins,novel_focus::focus_alternative_study::mask,0.1666666666666666,novel_focus,focus_alternative_study,0.014,0.004,0.004,0.014,Novel focus alternatives,9,mask::bandana::napkins,bandana,napkins,2.0,12.0
top_k,1.0,novel_focus,mask::bandana::wallet,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.0,0.154,0.0,0.154,Novel focus alternatives,9,mask::bandana::wallet,bandana,wallet,2.0,5.0
top_k,2.0,novel_focus,mask::bandana::wallet,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.0,0.154,0.0,0.154,Novel focus alternatives,9,mask::bandana::wallet,bandana,wallet,2.0,5.0
top_k,3.0,novel_focus,mask::bandana::wallet,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.0,0.154,0.0,0.154,Novel focus alternatives,9,mask::bandana::wallet,bandana,wallet,2.0,5.0
top_k,5.0,novel_focus,mask::bandana::wallet,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.002,0.154,0.002,0.154,Novel focus alternatives,9,mask::bandana::wallet,bandana,wallet,2.0,5.0
top_k,10.0,novel_focus,mask::bandana::wallet,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.002,0.154,0.002,0.154,Novel focus alternatives,9,mask::bandana::wallet,bandana,wallet,2.0,5.0
top_k,20.0,novel_focus,mask::bandana::wallet,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.002,0.154,0.002,0.154,Novel focus alternatives,9,mask::bandana::wallet,bandana,wallet,2.0,5.0
top_k,30.0,novel_focus,mask::bandana::wallet,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.002,0.154,0.002,0.154,Novel focus alternatives,9,mask::bandana::wallet,bandana,wallet,2.0,5.0
top_k,50.0,novel_focus,mask::bandana::wallet,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.006,0.154,0.006,0.154,Novel focus alternatives,9,mask::bandana::wallet,bandana,wallet,2.0,5.0
top_k,75.0,novel_focus,mask::bandana::wallet,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.018,0.154,0.018,0.154,Novel focus alternatives,9,mask::bandana::wallet,bandana,wallet,2.0,5.0
top_k,100.0,novel_focus,mask::bandana::wallet,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.022,0.154,0.022,0.154,Novel focus alternatives,9,mask::bandana::wallet,bandana,wallet,2.0,5.0
top_p,0.25,novel_focus,mask::bandana::wallet,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.0,0.154,0.0,0.154,Novel focus alternatives,9,mask::bandana::wallet,bandana,wallet,2.0,5.0
top_p,0.5,novel_focus,mask::bandana::wallet,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.0,0.154,0.0,0.154,Novel focus alternatives,9,mask::bandana::wallet,bandana,wallet,2.0,5.0
top_p,0.6,novel_focus,mask::bandana::wallet,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.0,0.154,0.0,0.154,Novel focus alternatives,9,mask::bandana::wallet,bandana,wallet,2.0,5.0
top_p,0.7,novel_focus,mask::bandana::wallet,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.002,0.154,0.002,0.154,Novel focus alternatives,9,mask::bandana::wallet,bandana,wallet,2.0,5.0
top_p,0.8,novel_focus,mask::bandana::wallet,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.012,0.154,0.012,0.154,Novel focus alternatives,9,mask::bandana::wallet,bandana,wallet,2.0,5.0
top_p,0.9,novel_focus,mask::bandana::wallet,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.138,0.154,0.096,0.196,Novel focus alternatives,9,mask::bandana::wallet,bandana,wallet,2.0,5.0
top_p,0.95,novel_focus,mask::bandana::wallet,novel_focus::focus_alternative_study::mask,0.4,novel_focus,focus_alternative_study,0.652,0.154,0.154,0.652,Novel focus alternatives,9,mask::bandana::wallet,bandana,wallet,2.0,5.0
top_k,1.0,novel_focus,mask::candy::bandana,novel_focus::focus_alternative_study::mask,0.8,novel_focus,focus_alternative_study,0.0,0.96,0.0,0.96,Novel focus alternatives,9,mask::candy::bandana,candy,bandana,4.0,5.0
top_k,2.0,novel_focus,mask::candy::bandana,novel_focus::focus_alternative_study::mask,0.8,novel_focus,focus_alternative_study,0.002,0.96,0.002,0.96,Novel focus alternatives,9,mask::candy::bandana,candy,bandana,4.0,5.0
top_k,3.0,novel_focus,mask::candy::bandana,novel_focus::focus_alternative_study::mask,0.8,novel_focus,focus_alternative_study,0.004,0.96,0.004,0.96,Novel focus alternatives,9,mask::candy::bandana,candy,bandana,4.0,5.0
top_k,5.0,novel_focus,mask::candy::bandana,novel_focus::focus_alternative_study::mask,0.8,novel_focus,focus_alternative_study,0.004,0.96,0.004,0.96,Novel focus alternatives,9,mask::candy::bandana,candy,bandana,4.0,5.0
top_k,10.0,novel_focus,mask::candy::bandana,novel_focus::focus_alternative_study::mask,0.8,novel_focus,focus_alternative_study,0.006,0.96,0.006,0.96,Novel focus alternatives,9,mask::candy::bandana,candy,bandana,4.0,5.0
top_k,20.0,novel_focus,mask::candy::bandana,novel_focus::focus_alternative_study::mask,0.8,novel_focus,focus_alternative_study,0.01,0.96,0.01,0.96,Novel focus alternatives,9,mask::candy::bandana,candy,bandana,4.0,5.0
top_k,30.0,novel_focus,mask::candy::bandana,novel_focus::focus_alternative_study::mask,0.8,novel_focus,focus_alternative_study,0.026,0.96,0.026,0.96,Novel focus alternatives,9,mask::candy::bandana,candy,bandana,4.0,5.0
top_k,50.0,novel_focus,mask::candy::bandana,novel_focus::focus_alternative_study::mask,0.8,novel_focus,focus_alternative_study,0.054,0.96,0.054,0.96,Novel focus alternatives,9,mask::candy::bandana,candy,bandana,4.0,5.0
top_k,75.0,novel_focus,mask::candy::bandana,novel_focus::focus_alternative_study::mask,0.8,novel_focus,focus_alternative_study,0.088,0.96,0.088,0.96,Novel focus alternatives,9,mask::candy::bandana,candy,bandana,4.0,5.0
top_k,100.0,novel_focus,mask::candy::bandana,novel_focus::focus_alternative_study::mask,0.8,novel_focus,focus_alternative_study,0.134,0.96,0.134,0.96,Novel focus alternatives,9,mask::candy::bandana,candy,bandana,4.0,5.0
top_p,0.25,novel_focus,mask::candy::bandana,novel_focus::focus_alternative_study::mask,0.8,novel_focus,focus_alternative_study,0.0,0.96,0.0,0.96,Novel focus alternatives,9,mask::candy::bandana,candy,bandana,4.0,5.0
top_p,0.5,novel_focus,mask::candy::bandana,novel_focus::focus_alternative_study::mask,0.8,novel_focus,focus_alternative_study,0.0,0.96,0.0,0.96,Novel focus alternatives,9,mask::candy::bandana,candy,bandana,4.0,5.0
top_p,0.6,novel_focus,mask::candy::bandana,novel_focus::focus_alternative_study::mask,0.8,novel_focus,focus_alternative_study,0.0,0.96,0.0,0.96,Novel focus alternatives,9,mask::candy::bandana,candy,bandana,4.0,5.0
top_p,0.7,novel_focus,mask::candy::bandana,novel_focus::focus_alternative_study::mask,0.8,novel_focus,focus_alternative_study,0.004,0.96,0.004,0.96,Novel focus alternatives,9,mask::candy::bandana,candy,bandana,4.0,5.0
top_p,0.8,novel_focus,mask::candy::bandana,novel_focus::focus_alternative_study::mask,0.8,novel_focus,focus_alternative_study,0.06,0.96,0.06,0.96,Novel focus alternatives,9,mask::candy::bandana,candy,bandana,4.0,5.0
top_p,0.9,novel_focus,mask::candy::bandana,novel_focus::focus_alternative_study::mask,0.8,novel_focus,focus_alternative_study,0.628,0.96,0.62,0.968,Novel focus alternatives,9,mask::candy::bandana,candy,bandana,4.0,5.0
top_p,0.95,novel_focus,mask::candy::bandana,novel_focus::focus_alternative_study::mask,0.8,novel_focus,focus_alternative_study,0.996,0.96,0.958,0.998,Novel focus alternatives,9,mask::candy::bandana,candy,bandana,4.0,5.0
top_k,1.0,novel_focus,mask::candy::gloves,novel_focus::focus_alternative_study::mask,0.0625,novel_focus,focus_alternative_study,0.0,0.842,0.0,0.842,Novel focus alternatives,9,mask::candy::gloves,candy,gloves,1.0,16.0
top_k,2.0,novel_focus,mask::candy::gloves,novel_focus::focus_alternative_study::mask,0.0625,novel_focus,focus_alternative_study,0.0,0.842,0.0,0.842,Novel focus alternatives,9,mask::candy::gloves,candy,gloves,1.0,16.0
top_k,3.0,novel_focus,mask::candy::gloves,novel_focus::focus_alternative_study::mask,0.0625,novel_focus,focus_alternative_study,0.002,0.842,0.002,0.842,Novel focus alternatives,9,mask::candy::gloves,candy,gloves,1.0,16.0
top_k,5.0,novel_focus,mask::candy::gloves,novel_focus::focus_alternative_study::mask,0.0625,novel_focus,focus_alternative_study,0.002,0.842,0.002,0.842,Novel focus alternatives,9,mask::candy::gloves,candy,gloves,1.0,16.0
top_k,10.0,novel_focus,mask::candy::gloves,novel_focus::focus_alternative_study::mask,0.0625,novel_focus,focus_alternative_study,0.002,0.842,0.002,0.842,Novel focus alternatives,9,mask::candy::gloves,candy,gloves,1.0,16.0
top_k,20.0,novel_focus,mask::candy::gloves,novel_focus::focus_alternative_study::mask,0.0625,novel_focus,focus_alternative_study,0.004,0.842,0.004,0.842,Novel focus alternatives,9,mask::candy::gloves,candy,gloves,1.0,16.0
top_k,30.0,novel_focus,mask::candy::gloves,novel_focus::focus_alternative_study::mask,0.0625,novel_focus,focus_alternative_study,0.004,0.842,0.004,0.842,Novel focus alternatives,9,mask::candy::gloves,candy,gloves,1.0,16.0
top_k,50.0,novel_focus,mask::candy::gloves,novel_focus::focus_alternative_study::mask,0.0625,novel_focus,focus_alternative_study,0.006,0.842,0.006,0.842,Novel focus alternatives,9,mask::candy::gloves,candy,gloves,1.0,16.0
top_k,75.0,novel_focus,mask::candy::gloves,novel_focus::focus_alternative_study::mask,0.0625,novel_focus,focus_alternative_study,0.012,0.842,0.012,0.842,Novel focus alternatives,9,mask::candy::gloves,candy,gloves,1.0,16.0
top_k,100.0,novel_focus,mask::candy::gloves,novel_focus::focus_alternative_study::mask,0.0625,novel_focus,focus_alternative_study,0.02,0.842,0.02,0.842,Novel focus alternatives,9,mask::candy::gloves,candy,gloves,1.0,16.0
top_p,0.25,novel_focus,mask::candy::gloves,novel_focus::focus_alternative_study::mask,0.0625,novel_focus,focus_alternative_study,0.0,0.842,0.0,0.842,Novel focus alternatives,9,mask::candy::gloves,candy,gloves,1.0,16.0
top_p,0.5,novel_focus,mask::candy::gloves,novel_focus::focus_alternative_study::mask,0.0625,novel_focus,focus_alternative_study,0.0,0.842,0.0,0.842,Novel focus alternatives,9,mask::candy::gloves,candy,gloves,1.0,16.0
top_p,0.6,novel_focus,mask::candy::gloves,novel_focus::focus_alternative_study::mask,0.0625,novel_focus,focus_alternative_study,0.0,0.842,0.0,0.842,Novel focus alternatives,9,mask::candy::gloves,candy,gloves,1.0,16.0
top_p,0.7,novel_focus,mask::candy::gloves,novel_focus::focus_alternative_study::mask,0.0625,novel_focus,focus_alternative_study,0.002,0.842,0.002,0.842,Novel focus alternatives,9,mask::candy::gloves,candy,gloves,1.0,16.0
