vocab_index_zero_based,candidate,vocabulary_source,vocabulary_path,source_line_one_based,saved_log_score,unnormalized_continuation_probability,normalized_sampling_probability,rank_one_based,descending_cumulative_probability
70,two,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,71,-9.525766372680664,7.294780499048951e-05,0.0038783803703564923,12,0.7802490114152394
539,x,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,540,-9.525766372680664,7.294780499048951e-05,0.0038783803703564923,13,0.7841273917855959
35954,reusable,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,35955,-9.525766372680664,7.294780499048951e-05,0.0038783803703564923,14,0.7880057721559524
814,medical,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,815,-9.650766372680664,6.437621195445209e-05,0.0034226586638845006,15,0.7914284308198368
15,on,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,16,-9.775766372680664,5.681180764993338e-05,0.003020485669482401,16,0.7944489164893193
1,of,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,2,-9.807016372680664,5.5063892084992836e-05,0.0029275550951218736,17,0.7973764715844411
4,in,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,5,-9.869516372680664,5.1727739513993825e-05,0.002750183498463635,18,0.8001266550829048
51,other,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,52,-9.869516372680664,5.1727739513993825e-05,0.002750183498463635,19,0.8028768385813685
207,hand,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,208,-9.963266372680664,4.709864279825878e-05,0.0025040705710475315,20,0.805380909152416
2317,clean,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,2318,-10.025766372680664,4.424508028547015e-05,0.002352356604648851,21,0.8077332657570648
587,n,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,588,-10.057016372680664,4.288380227475175e-05,0.002279982200565596,22,0.8100132479576304
7139,facial,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,7140,-10.057016372680664,4.288380227475175e-05,0.002279982200565596,23,0.812293230158196
2441,extra,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,2442,-10.182016372680664,3.784482267851865e-05,0.0020120772299471487,24,0.8143053073881431
274,best,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,275,-10.244516372680664,3.555192078406009e-05,0.0018901716332019051,25,0.816195479021345
34,one,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,35,-10.400766372680664,3.040916931944944e-05,0.001616749474268289,26,0.8178122284956133
20493,homemade,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,20494,-10.400766372680664,3.040916931944944e-05,0.001616749474268289,27,0.8194289779698816
8,for,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,9,-10.432016372680664,2.9473577537228786e-05,0.0015670073222829822,28,0.8209959852921646
681,standard,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,682,-10.432016372680664,2.9473577537228786e-05,0.0015670073222829822,29,0.8225629926144475
5420,pack,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,5421,-10.494516372680664,2.7687863746318553e-05,0.0014720671480769997,30,0.8240350597625246
66,new,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,67,-10.525766372680664,2.6835997734584635e-05,0.001426776403297038,31,0.8254618361658216
123,good,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,124,-10.557016372680664,2.6010340884691307e-05,0.0013828791082421128,32,0.8268447152740637
4171,favorite,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,4172,-10.557016372680664,2.6010340884691307e-05,0.0013828791082421128,33,0.8282275943823058
2810,cup,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,2811,-10.588266372680664,2.521008682550165e-05,0.0013403323909712652,34,0.8295679267732771
760,friend,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,761,-10.619516372680664,2.4434453995310435e-05,0.0012990946985744912,35,0.8308670214718515
168,water,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,169,-10.713266372680664,2.2247823537393925e-05,0.0011828391834659466,36,0.8320498606553175
488,non,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,489,-10.744516372680664,2.156332996720725e-05,0.0011464470476560571,37,0.8331963077029736
1832,un,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,1833,-10.775766372680664,2.089989605019696e-05,0.0011111745801555357,38,0.8343074822831291
1153,inside,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,1154,-10.807016372680664,2.025687384895177e-05,0.0010769873323920435,39,0.8353844696155212
5543,fabric,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,5544,-10.838266372680664,1.963363536099879e-05,0.00104385191566439,40,0.8364283215311855
1158,car,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,1159,-10.869516372680664,1.9029571905469983e-05,0.0010117359685337245,41,0.8374400574997193
193,second,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,194,-10.900766372680664,1.844409352863884e-05,0.0009806081252179985,42,0.8384206656249373
6337,super,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,6338,-10.900766372680664,1.844409352863884e-05,0.0009806081252179985,43,0.8394012737501554
19189,masking,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,19190,-10.900766372680664,1.844409352863884e-05,0.0009806081252179985,44,0.8403818818753734
393,black,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,394,-10.963266372680664,1.732662239255682e-05,0.0009211960823308204,45,0.8413030779577042
1468,regular,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,1469,-10.963266372680664,1.732662239255682e-05,0.0009211960823308204,46,0.842224274040035
8395,triple,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,8396,-11.025766372680664,1.6276855410004354e-05,0.0008653836331541708,47,0.8430896576731891
28531,fac,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,28532,-11.025766372680664,1.6276855410004354e-05,0.0008653836331541708,48,0.8439550413063432
76354,quot,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,76355,-11.025766372680664,1.6276855410004354e-05,0.0008653836331541708,49,0.8448204249394974
603,red,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,604,-11.057016372680664,1.57760692161423e-05,0.000838758577824907,50,0.8456591835173223
2394,carbon,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,2395,-11.057016372680664,1.57760692161423e-05,0.000838758577824907,51,0.8464979420951472
4104,filter,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,4105,-11.057016372680664,1.57760692161423e-05,0.000838758577824907,52,0.8473367006729721
157,different,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,158,-11.088266372680664,1.5290690593684283e-05,0.0008129526893300128,53,0.8481496533623021
453,required,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,454,-11.119516372680664,1.482024550149363e-05,0.0007879407645555709,54,0.8489375941268577
12,with,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,13,-11.150766372680664,1.4364274483146158e-05,0.0007636983758059594,55,0.8497012925026636
31,you,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,32,-11.150766372680664,1.4364274483146158e-05,0.0007636983758059594,56,0.8504649908784695
1812,multiple,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,1813,-11.150766372680664,1.4364274483146158e-05,0.0007636983758059594,57,0.8512286892542754
546,paper,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,547,-11.182016372680664,1.3922332218205767e-05,0.0007402018469467406,58,0.8519688911012222
3,to,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,4,-11.213266372680664,1.349398708730579e-05,0.0007174282302815533,59,0.8526863193315037
126,three,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,127,-11.213266372680664,1.349398708730579e-05,0.0007174282302815533,60,0.8534037475617853
947,proper,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,948,-11.213266372680664,1.349398708730579e-05,0.0007174282302815533,61,0.8541211757920668
3480,covering,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,3481,-11.213266372680664,1.349398708730579e-05,0.0007174282302815533,62,0.8548386040223483
958,key,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,959,-11.275766372680664,1.2676427739251425e-05,0.0006739614511576455,63,0.855512565473506
6721,matching,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,6722,-11.275766372680664,1.2676427739251425e-05,0.0006739614511576455,64,0.8561865269246636
166,social,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,167,-11.307016372680664,1.2286415059320308e-05,0.0006532258372178954,65,0.8568397527618815
356,half,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,357,-11.307016372680664,1.2286415059320308e-05,0.0006532258372178954,66,0.8574929785990995
5,a,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,6,-11.338266372680664,1.1908401808063886e-05,0.0006331281910502187,67,0.8581261067901497
7,that,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,8,-11.338266372680664,1.1908401808063886e-05,0.0006331281910502187,68,0.8587592349811999
119,used,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,120,-11.338266372680664,1.1908401808063886e-05,0.0006331281910502187,69,0.8593923631722501
175,large,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,176,-11.338266372680664,1.1908401808063886e-05,0.0006331281910502187,70,0.8600254913633003
413,special,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,414,-11.338266372680664,1.1908401808063886e-05,0.0006331281910502187,71,0.8606586195543505
941,green,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,942,-11.338266372680664,1.1908401808063886e-05,0.0006331281910502187,72,0.8612917477454007
5234,protective,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,5235,-11.338266372680664,1.1908401808063886e-05,0.0006331281910502187,73,0.861924875936451
120429,water bottle,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21921,-11.349678039550781,1.177327954516793e-05,0.0006259442115996766,74,0.8625508201480506
1796,universal,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,1797,-11.369516372680664,1.1542018801873704e-05,0.0006136488844497601,75,0.8631644690325004
4897,replacement,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,4898,-11.369516372680664,1.1542018801873704e-05,0.0006136488844497601,76,0.8637781179169502
27770,kn,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,27771,-11.369516372680664,1.1542018801873704e-05,0.0006136488844497601,77,0.8643917668014001
65,my,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,66,-11.400766372680664,1.1186908215726828e-05,0.0005947688931080413,78,0.8649865356945081
199,last,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,200,-11.400766372680664,1.1186908215726828e-05,0.0005947688931080413,79,0.8655813045876162
1924,store,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,1925,-11.432016372680664,1.0842723233718901e-05,0.0005764697780330218,80,0.8661577743656492
4311,res,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,4312,-11.432016372680664,1.0842723233718901e-05,0.0005764697780330218,81,0.8667342441436823
43,more,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,44,-11.463266372680664,1.0509127710349175e-05,0.0005587336675408058,82,0.867292977811223
1642,anti,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,1643,-11.525766372680664,9.872411849877088e-06,0.0005248817059215148,83,0.8678178595171445
4881,brand,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,4882,-11.525766372680664,9.872411849877088e-06,0.0005248817059215148,84,0.868342741223066
118,own,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,119,-11.557016372680664,9.568669669338958e-06,0.0005087327935477709,85,0.8688514740166138
155,high,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,156,-11.557016372680664,9.568669669338958e-06,0.0005087327935477709,86,0.8693602068101616
94,well,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,95,-11.588266372680664,9.274272653249087e-06,0.0004930807309744922,87,0.8698532875411361
93294,unisex,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,93295,-11.615503311157227,9.025078902202533e-06,0.00047983196834756387,88,0.8703331195094837
3293,wet,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,3294,-11.619516372680664,8.988933281124118e-06,0.0004779102317403672,89,0.870811029741224
13413,makeup,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,13414,-11.619516372680664,8.988933281124118e-06,0.0004779102317403672,90,0.8712889399729644
14698,unused,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,14699,-11.682016372680664,8.444321345046795e-06,0.0004489551145491163,91,0.8717378950875135
2753,coffee,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,2754,-11.713266372680664,8.184516890217336e-06,0.0004351422178091375,92,0.8721730373053227
24,at,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,25,-11.744516372680664,7.93270577813162e-06,0.0004217542992243602,93,0.872594791604547
355,full,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,356,-11.744516372680664,7.93270577813162e-06,0.0004217542992243602,94,0.8730165459037713
1286,hair,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,1287,-11.744516372680664,7.93270577813162e-06,0.0004217542992243602,95,0.8734383002029956
21,or,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,22,-11.775766372680664,7.688642079487692e-06,0.0004087782835915305,96,0.8738470784865872
665,friends,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,666,-11.807016372680664,7.452087431432781e-06,0.00039620149798910736,97,0.8742432799845763
784,big,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,785,-11.807016372680664,7.452087431432781e-06,0.00039620149798910736,98,0.8746394814825654
1107,essential,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,1108,-11.807016372680664,7.452087431432781e-06,0.00039620149798910736,99,0.8750356829805546
5596,spare,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,5597,-11.807016372680664,7.452087431432781e-06,0.00039620149798910736,100,0.8754318844785437
