vocab_index_zero_based,candidate,vocabulary_source,vocabulary_path,source_line_one_based,saved_log_score,unnormalized_continuation_probability,normalized_sampling_probability,rank_one_based,descending_cumulative_probability
107527,handkerchief here,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9019,-15.32473087310791,2.210822852877912e-07,1.1754174037251856e-05,1887,0.9709706149081176
107678,handkerchief with,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9170,-15.38723087310791,2.0768758675600656e-07,1.1042024633177404e-05,1976,0.9719773819863926
98893,bandana mask,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,385,-15.511202812194824,1.83472175666385e-07,9.754575681939661e-06,2171,0.9739867444042124
98897,bandana on,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,389,-15.511202812194824,1.83472175666385e-07,9.754575681939661e-06,2172,0.9739964989798944
106812,gloves in,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8304,-15.541895866394043,1.779263980275218e-07,9.459726026960554e-06,2238,0.9746260908460904
107533,handkerchief in,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9025,-15.57473087310791,1.7217905690534753e-07,9.154159944569322e-06,2282,0.9750326894999185
98913,bandana that,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,405,-15.636202812194824,1.619136267360415e-07,8.608382825338766e-06,2391,0.9759931589107949
120135,wallet and,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21627,-15.69558048248291,1.5257943634022145e-07,8.112116476967648e-06,2466,0.9766185603776715
106724,gloves and,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8216,-15.979395866394043,1.1487791669909207e-07,6.107658169718659e-06,3007,0.980434129390867
107628,handkerchief that,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9120,-16.012231826782227,1.1116704835547239e-07,5.91036424233115e-06,3076,0.9808478793859918
101261,candy bar,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2753,-16.201387405395508,9.200826698557876e-08,4.891758657219515e-06,3462,0.9829162220950759
106805,gloves here,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8297,-16.29189682006836,8.40463991249557e-08,4.4684539117780504e-06,3673,0.9838972594146255
120222,wallet here,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21714,-16.445579528808594,7.207349109780208e-08,3.831896150037992e-06,4019,0.9853279922679935
98848,bandana and,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,340,-16.57370376586914,6.340622679656202e-08,3.3710879360690654e-06,4291,0.9863025221317486
106934,gloves with,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8426,-16.60439682006836,6.148965915650495e-08,3.26919071908458e-06,4367,0.9865537710705176
120358,wallet with,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21850,-16.633079528808594,5.975102276899381e-08,3.1767534862248676e-06,4440,0.9867886786558195
107570,handkerchief on,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9062,-16.637231826782227,5.9503433106989826e-08,3.1635900074177308e-06,4465,0.9868679228692631
107418,handkerchief and,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8910,-16.762231826782227,5.251159541006818e-08,2.7918583825937247e-06,4827,0.9879424455973173
106851,gloves on,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8343,-16.79189682006836,5.097671790773068e-08,2.710254299006238e-06,4905,0.9881568067253742
120233,wallet in,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21725,-16.820579528808594,4.953533771655596e-08,2.633621141361514e-06,4977,0.9883493344076807
107595,handkerchief right,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9087,-16.887231826782227,4.634132029916062e-08,2.4638063750938004e-06,5208,0.9889379967102192
98851,bandana at,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,343,-17.07370376586914,3.845782056880762e-08,2.04466818981327e-06,5819,0.9903087966820061
120163,wallet but,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21655,-17.195579528808594,3.404510653387898e-08,1.8100595748550126e-06,6264,0.9911664553004276
98907,bandana scarf,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,399,-17.26120376586914,3.1882653073298645e-08,1.6950894663724105e-06,6505,0.9915882111014829
98849,bandana around,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,341,-17.32370376586914,2.9950980774206955e-08,1.5923891873477666e-06,6719,0.9919393298339433
98933,bandana wrapped,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,425,-17.38620376586914,2.8136342583365283e-08,1.4959112036774271e-06,6932,0.9922676175464709
106893,gloves that,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8385,-17.60439682006836,2.2620781448317503e-08,1.2026680548197012e-06,7811,0.9934459777322614
98870,bandana from,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,362,-17.63620376586914,2.19126056366902e-08,1.165016816829268e-06,7951,0.9936115069029784
101263,candy bars,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2755,-17.638887405395508,2.185387893796827e-08,1.1618945230800776e-06,7960,0.9936219766533116
98915,bandana tied,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,407,-17.82370376586914,1.8166188128020145e-08,9.65832864321305e-07,8707,0.9944118339353409
98926,bandana which,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,418,-17.82370376586914,1.8166188128020145e-08,9.65832864321305e-07,8708,0.9944127997682053
107452,handkerchief but,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8944,-18.074731826782227,1.4133304170564023e-08,7.51418489844066e-07,9851,0.9953867154041693
33223,napkins,1gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_1gram.txt,33224,-18.094371795654297,1.3858434567182165e-08,7.368046316984664e-07,9968,0.9954736955358273
106731,gloves at,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8223,-18.10439682006836,1.3720197495063315e-08,7.294550487051028e-07,10012,0.9955059163854523
98875,bandana hanging,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,367,-18.13620376586914,1.3290667152844476e-08,7.066184184877682e-07,10156,0.9956093486693631
120267,wallet on,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21759,-18.195579528808594,1.252449476630562e-08,6.658837048846804e-07,10426,0.9957946072572499
107422,handkerchief around,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8914,-18.199731826782227,1.2472597153808694e-08,6.631244898321824e-07,10452,0.9958118836944534
106876,gloves right,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8368,-18.29189682006836,1.1374443230593279e-08,6.047394757802324e-07,10929,0.9961137952965793
120290,wallet right,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21782,-18.320579528808594,1.1052827837701687e-08,5.876403070422852e-07,11069,0.9961971454060294
98917,bandana to,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,409,-18.38620376586914,1.0350781986176677e-08,5.503149776509514e-07,11459,0.9964187468294227
107672,handkerchief which,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9164,-18.387231826782227,1.0340146219841393e-08,5.497495110494021e-07,11464,0.9964214967475792
98850,bandana as,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,342,-18.44870376586914,9.723659808148784e-09,5.169730786672098e-07,11760,0.9965788808227742
98868,bandana folded,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,360,-18.44870376586914,9.723659808148784e-09,5.169730786672098e-07,11761,0.9965793977958529
107425,handkerchief at,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8917,-18.449731826782227,9.713668430320387e-09,5.164418719551295e-07,11765,0.9965814645566585
107613,handkerchief so,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9105,-18.449731826782227,9.713668430320387e-09,5.164418719551295e-07,11766,0.9965819809985305
107642,handkerchief to,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9134,-18.449731826782227,9.713668430320387e-09,5.164418719551295e-07,11767,0.9965824974404024
107686,handkerchief you,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9178,-18.449731826782227,9.713668430320387e-09,5.164418719551295e-07,11768,0.9965830138822743
106750,gloves but,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8242,-18.47939682006836,9.429744641251769e-09,5.013466343349636e-07,11942,0.9966716183466089
98869,bandana for,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,361,-18.51120376586914,9.134533042129343e-09,4.856512632228755e-07,12154,0.9967762172158426
98853,bandana back,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,345,-18.57370376586914,8.581099662477623e-09,4.5622714064343514e-07,12443,0.9969122848878081
107506,handkerchief from,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8998,-18.637231826782227,8.052913973085303e-09,4.281453496983963e-07,12794,0.997067180530815
107577,handkerchief over,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9069,-18.762231826782227,7.106671638027988e-09,3.7783694496483313e-07,13512,0.9973568558432314
107638,handkerchief tied,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9130,-18.762231826782227,7.106671638027988e-09,3.7783694496483313e-07,13513,0.9973572336801764
98910,bandana so,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,402,-18.82370376586914,6.6829671367513414e-09,3.5531005439153516e-07,13859,0.9974838034407715
107423,handkerchief as,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8915,-18.824731826782227,6.676100169889533e-09,3.549449617135006e-07,13862,0.9974848684875993
107685,handkerchief wrapped,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9177,-18.824731826782227,6.676100169889533e-09,3.549449617135006e-07,13863,0.9974852234325611
106904,gloves to,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8396,-18.97939682006836,5.719429238180105e-09,3.040821048678939e-07,14791,0.9977899809610319
107514,handkerchief handy,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9006,-19.012231826782227,5.534681436727541e-09,2.9425970861191935e-07,14983,0.9978472908931203
98900,bandana over,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,392,-19.07370376586914,5.2047000393424086e-09,2.767157485932711e-07,15350,0.9979519882018184
101294,candy cane,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2786,-19.076387405395508,5.190751225759203e-09,2.7597413882450667e-07,15367,0.9979566858610152
107503,handkerchief folded,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8995,-19.137231826782227,4.884339224704513e-09,2.596832814054644e-07,15761,0.9980622493331869
101625,candy wrapper,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,3117,-19.201387405395508,4.580821878819689e-09,2.435463227060783e-07,16199,0.998172403617788
106886,gloves so,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8378,-19.22939682006836,4.454295969416155e-09,2.368193813891168e-07,16382,0.9982163086732032
107651,handkerchief tucked,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9143,-19.262231826782227,4.310414236974177e-09,2.2916969149332623e-07,16565,0.9982588817977447
106939,gloves you,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8431,-19.29189682006836,4.1844238193069504e-09,2.224712204043429e-07,16773,0.9983057800739346
107504,handkerchief for,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8996,-19.387231826782227,3.803927212986254e-09,2.022415429091277e-07,17399,0.9984383005089351
106789,gloves from,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8281,-19.41689682006836,3.6927410596395862e-09,1.9633016292104742e-07,17608,0.9984798815653018
106813,gloves inside,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8305,-19.41689682006836,3.6927410596395862e-09,1.9633016292104742e-07,17609,0.9984800778954647
107532,handkerchief if,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9024,-19.449731826782227,3.5734589138709452e-09,1.899883472523866e-07,17821,0.9985210032525983
106786,gloves for,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8278,-19.60439682006836,3.0613898643415634e-09,1.6276342183865026e-07,18861,0.9987040710536621
106930,gloves which,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8422,-19.60439682006836,3.0613898643415634e-09,1.6276342183865026e-07,18862,0.998704233817084
107428,handkerchief back,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8920,-19.637231826782227,2.9625014922203206e-09,1.5750587198719775e-07,19086,0.9987400941539321
120140,wallet as,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21632,-19.695579528808594,2.7945925229839445e-09,1.4857873771114856e-07,19472,0.9987991675495348
120309,wallet so,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21801,-19.758079528808594,2.625276721331986e-09,1.3957680706219013e-07,19897,0.9988603757800204
98920,bandana under,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,412,-19.76120376586914,2.6170875336479617e-09,1.3914141651456467e-07,19935,0.9988656690737179
107644,handkerchief too,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9136,-19.762231826782227,2.614398390786675e-09,1.3899844416758783e-07,19940,0.9988663643128234
106824,gloves left,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8316,-19.79189682006836,2.5379813396415013e-09,1.3493561607892075e-07,20151,0.9988952215128482
106906,gloves too,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8398,-19.79189682006836,2.5379813396415013e-09,1.3493561607892075e-07,20152,0.9988953564484643
106729,gloves as,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8221,-19.85439682006836,2.3842128236360715e-09,1.2676028038332223e-07,20599,0.9989535376981462
101553,candy store,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,3045,-19.888887405395508,2.3033818937307147e-09,1.2246278175531733e-07,20835,0.9989828834811496
120142,wallet at,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21634,-20.008079528808594,2.044567566352481e-09,1.0870252663864006e-07,21657,0.9990779638301566
107515,handkerchief hanging,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9007,-20.012231826782227,2.0360955140052835e-09,1.0825209716342436e-07,21728,0.9990856650757857
107534,handkerchief inside,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9026,-20.012231826782227,2.0360955140052835e-09,1.0825209716342436e-07,21729,0.9990857733278828
107631,handkerchief there,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9123,-20.012231826782227,2.0360955140052835e-09,1.0825209716342436e-07,21730,0.99908588157998
101242,candy and,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2734,-20.013887405395508,2.0327273866867955e-09,1.0807302558096086e-07,21737,0.999086638643284
113328,napkins in,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,14820,-20.03873634338379,1.982838677663859e-09,1.0542061691969669e-07,21914,0.9991055390151675
106814,gloves instead,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8306,-20.04189682006836,1.9765818547334145e-09,1.0508796346648593e-07,21987,0.9991132156229011
120234,wallet inside,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21726,-20.320579528808594,1.495837585980875e-09,7.952846739481774e-08,23973,0.9992944756512459
98866,bandana down,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,358,-20.32370376586914,1.4911715274900202e-09,7.928038933873057e-08,24030,0.9992989998155712
113463,napkins with,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,14955,-20.35123634338379,1.4506757662587717e-09,7.71273709516469e-08,24202,0.9993124386470864
106733,gloves available,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8225,-20.35439682006836,1.4460981768153068e-09,7.688399648625483e-08,24279,0.9993183623530141
98898,bandana or,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,390,-20.35495376586914,1.4452930027481829e-09,7.684118818932168e-08,24283,0.9993186697673108
107551,handkerchief lying,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9043,-20.355981826782227,1.4438079170141988e-09,7.676223136039817e-08,24289,0.9993191305605386
101401,candy in,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2893,-20.388887405395508,1.3970717395746254e-09,7.427743180829689e-08,24564,0.9993398615526687
106897,gloves there,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8389,-20.41689682006836,1.3584835174110508e-09,7.222583062049316e-08,24770,0.9993549187531954
107535,handkerchief instead,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9027,-20.418481826782227,1.3563320174366534e-09,7.211144287066828e-08,24775,0.9993552795936301
107575,handkerchief or,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9067,-20.418481826782227,1.3563320174366534e-09,7.211144287066828e-08,24776,0.999355351705073
120322,wallet that,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21814,-20.445579528808594,1.3200720363977409e-09,7.018362614322664e-08,24988,0.9993704386552015
112275,motorcycle gloves,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,13767,-20.481586456298828,1.2733858552109488e-09,6.770148471751319e-08,25328,0.9993939055343212
98861,bandana can,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,353,-20.57370376586914,1.1613255533030108e-09,6.174362929920922e-08,26062,0.9994413123315139
98892,bandana made,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,384,-20.57370376586914,1.1613255533030108e-09,6.174362929920922e-08,26063,0.9994413740751432
107412,handkerchief along,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8904,-20.605981826782227,1.124438736375352e-09,5.978248589378645e-08,26337,0.9994579811700715
107654,handkerchief under,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9146,-20.637231826782227,1.0898433934275755e-09,5.7943172167871044e-08,26583,0.999472442206063
106912,gloves under,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8404,-20.66689682006836,1.057988027149323e-09,5.624953344522273e-08,26818,0.9994858139112108
107477,handkerchief down,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8969,-20.668479919433594,1.0563144520424884e-09,5.616055529374154e-08,26825,0.9994862074451877
120206,wallet for,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21698,-20.695579528808594,1.0280731356572245e-09,5.465906299913562e-08,27010,0.9994964622309783
101257,candy bag,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2749,-20.701387405395508,1.0221195194324686e-09,5.434252998896842e-08,27078,0.9995001697694571
98873,bandana handkerchief,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,365,-20.756189346313477,9.676125700563612e-10,5.144458559522182e-08,27501,0.9995225461649464
107552,handkerchief made,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9044,-20.762229919433594,9.61785253460159e-10,5.113476749580799e-08,27564,0.9995257749420664
107572,handkerchief one,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,9064,-20.762229919433594,9.61785253460159e-10,5.113476749580799e-08,27565,0.9995258260768339
101474,candy on,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,2966,-20.763887405395508,9.601924283114932e-10,5.1050082537969984e-08,27577,0.9995264393753783
113323,napkins here,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,14815,-20.78873634338379,9.36626670809629e-10,4.9797173402188215e-08,27769,0.9995361213893781
106856,gloves or,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8348,-20.79189682006836,9.336711569308641e-10,4.9640039037237655e-08,27824,0.9995388540985455
101618,candy with,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,3110,-20.826387405395508,9.020173099704086e-10,4.7957114393875125e-08,28070,0.9995508366564673
106929,gloves where,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8421,-20.85439682006836,8.771028811930245e-10,4.6632501110151924e-08,28328,0.9995630211509995
120354,wallet which,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21846,-20.883079528808594,8.52302565078868e-10,4.531395479874035e-08,28543,0.9995729006059991
106839,gloves my,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8331,-20.91689682006836,8.239619040240633e-10,4.3807180694540634e-08,28840,0.9995861335785029
120898,weightlifting gloves,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,22390,-20.969680786132812,7.81597834241895e-10,4.1554830857928063e-08,29242,0.999603286661046
106735,gloves back,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8227,-20.97939682006836,7.740405759008685e-10,4.115303778948178e-08,29348,0.9996076617912839
106794,gloves gloves,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,8286,-20.97939682006836,7.740405759008685e-10,4.115303778948178e-08,29349,0.9996077029443217
120332,wallet to,2gram,/users/ljohnst7/data/ljohnst7/ngrams/set_variant_qwen_support/vocab_2gram.txt,21824,-21.008079528808594,7.521543737470065e-10,3.998942475374673e-08,29572,0.9996167543801138
