set_boundary,context,trigger,query,reason
3,bakery,cakes,ice cream,trigger_not_in_context
3,bakery,cakes,water,trigger_not_in_context
3,beach,shorts,sunglasses,query_not_in_context
3,beach,sunglasses,bikini,trigger_not_in_context
3,beach,sunglasses,jeans,trigger_not_in_context
3,beach,coat,sunglasses,query_not_in_context
3,beach,jacket,sunglasses,query_not_in_context
3,beach,shorts,sunglasses,query_not_in_context
3,beach,coat,jeans,trigger_not_in_context
3,beach,shorts,sunglasses,query_not_in_context
3,beach,coat,shorts,trigger_not_in_context
3,beach,coat,jacket,trigger_not_in_context
3,beach,jeans,coat,query_not_in_context
3,beach,sunglasses,shorts,trigger_not_in_context
3,beach,bikini,sunglasses,query_not_in_context
3,beach,coat,jeans,trigger_not_in_context
3,beach,coat,jacket,trigger_not_in_context
3,beach,sunglasses,shorts,trigger_not_in_context
3,beach,coat,jacket,trigger_not_in_context
3,beach,sunglasses,coat,query_not_in_context
3,beach,coat,shorts,trigger_not_in_context
3,beach,bikini,sunglasses,query_not_in_context
3,beach,sunglasses,jeans,trigger_not_in_context
3,beach,bikini,sunglasses,query_not_in_context
3,beach,bikini,sunglasses,query_not_in_context
3,beach,coat,bikini,trigger_not_in_context
3,beach,coat,bikini,trigger_not_in_context
3,beach,sunglasses,jacket,trigger_not_in_context
3,beach,sunglasses,jeans,trigger_not_in_context
3,beach,coat,jeans,trigger_not_in_context
3,beach,bikini,sunglasses,query_not_in_context
3,beach,sunglasses,coat,query_not_in_context
3,beach,bikini,coat,query_not_in_context
3,beach,shorts,sunglasses,query_not_in_context
3,beach,coat,bikini,trigger_not_in_context
3,beach,coat,jeans,trigger_not_in_context
3,beach,sunglasses,coat,query_not_in_context
3,beach,bikini,sunglasses,query_not_in_context
3,beach,coat,sunglasses,query_not_in_context
3,beach,coat,jacket,trigger_not_in_context
3,beach,jeans,coat,query_not_in_context
3,beach,coat,jeans,trigger_not_in_context
3,beach,coat,jeans,trigger_not_in_context
3,beach,coat,jacket,trigger_not_in_context
3,beach,jacket,sunglasses,query_not_in_context
3,beach,bikini,sunglasses,query_not_in_context
3,beach,sunglasses,jacket,trigger_not_in_context
3,beach,coat,jacket,trigger_not_in_context
3,beach,coat,jacket,trigger_not_in_context
3,beach,coat,jeans,trigger_not_in_context
3,beach,shorts,sunglasses,query_not_in_context
3,beach,coat,jeans,trigger_not_in_context
3,beach,jeans,sunglasses,query_not_in_context
3,beach,bikini,sunglasses,query_not_in_context
3,beach,coat,bikini,trigger_not_in_context
3,beach,sunglasses,coat,query_not_in_context
3,beach,sunglasses,bikini,trigger_not_in_context
3,beach,sunglasses,jacket,trigger_not_in_context
3,beach,coat,shorts,trigger_not_in_context
3,beach,jacket,coat,query_not_in_context
3,beach,shorts,sunglasses,query_not_in_context
3,beach,jeans,sunglasses,query_not_in_context
3,beach,coat,bikini,trigger_not_in_context
3,beach,bikini,sunglasses,query_not_in_context
3,beach,bikini,sunglasses,query_not_in_context
3,beach,bikini,sunglasses,query_not_in_context
3,beach,coat,sunglasses,query_not_in_context
3,beach,shorts,sunglasses,query_not_in_context
3,beach,coat,jeans,trigger_not_in_context
3,beach,bikini,sunglasses,query_not_in_context
3,beach,coat,bikini,trigger_not_in_context
3,beach,bikini,coat,query_not_in_context
3,beach,jacket,sunglasses,query_not_in_context
3,beach,jacket,coat,query_not_in_context
3,beach,shorts,sunglasses,query_not_in_context
3,beach,bikini,sunglasses,query_not_in_context
3,beach,shorts,sunglasses,query_not_in_context
3,beach,sunglasses,jacket,trigger_not_in_context
3,beach,coat,jacket,trigger_not_in_context
3,beach,coat,jeans,trigger_not_in_context
3,beach,shorts,sunglasses,query_not_in_context
3,beach,sunglasses,jeans,trigger_not_in_context
3,beach,shorts,sunglasses,query_not_in_context
3,beach,jeans,sunglasses,query_not_in_context
3,beach,coat,jeans,trigger_not_in_context
3,beach,coat,jeans,trigger_not_in_context
3,beach,shorts,coat,query_not_in_context
3,beach,sunglasses,jacket,trigger_not_in_context
3,beach,bikini,sunglasses,query_not_in_context
3,beach,shorts,sunglasses,query_not_in_context
3,beach,shorts,sunglasses,query_not_in_context
3,beach,shorts,sunglasses,query_not_in_context
3,beach,coat,jacket,trigger_not_in_context
3,beach,coat,jeans,trigger_not_in_context
3,beach,shorts,sunglasses,query_not_in_context
3,beach,sunglasses,shorts,trigger_not_in_context
3,beach,sunglasses,bikini,trigger_not_in_context
3,beach,jacket,coat,query_not_in_context
3,beach,coat,jeans,trigger_not_in_context
3,beach,shorts,sunglasses,query_not_in_context
3,beach,jacket,sunglasses,query_not_in_context
3,beach,jeans,sunglasses,query_not_in_context
3,beach,coat,shorts,trigger_not_in_context
3,beach,bikini,sunglasses,query_not_in_context
3,beach,bikini,sunglasses,query_not_in_context
3,beach,sunglasses,bikini,trigger_not_in_context
3,beach,sunglasses,coat,query_not_in_context
3,beach,coat,jeans,trigger_not_in_context
3,beach,shorts,coat,query_not_in_context
3,beach,jeans,coat,query_not_in_context
3,beach,jeans,coat,query_not_in_context
3,beach,sunglasses,shorts,trigger_not_in_context
3,beach,bikini,sunglasses,query_not_in_context
3,beach,coat,jacket,trigger_not_in_context
3,beach,coat,shorts,trigger_not_in_context
3,beach,shorts,coat,query_not_in_context
3,beach,coat,jeans,trigger_not_in_context
3,beach,bikini,coat,query_not_in_context
3,beach,shorts,coat,query_not_in_context
3,beach,shorts,sunglasses,query_not_in_context
3,beach,shorts,sunglasses,query_not_in_context
3,beach,sunglasses,jeans,trigger_not_in_context
3,beach,bikini,sunglasses,query_not_in_context
3,beach,coat,jacket,trigger_not_in_context
3,beach,shorts,sunglasses,query_not_in_context
3,beach,sunglasses,jeans,trigger_not_in_context
3,beach,sunglasses,bikini,trigger_not_in_context
3,beach,jeans,coat,query_not_in_context
3,beach,shorts,sunglasses,query_not_in_context
3,cold,microwave,fridge,query_not_in_context
3,cold,heater,fridge,query_not_in_context
3,cold,fridge,tea,trigger_not_in_context
3,cold,heater,fridge,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,heater,microwave,query_not_in_context
3,cold,heater,blankets,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,fridge,microwave,query_not_in_context
3,cold,fridge,heater,trigger_not_in_context
3,cold,blankets,sink,trigger_not_in_context
3,cold,blankets,tea,trigger_not_in_context
3,cold,heater,blankets,query_not_in_context
3,cold,blankets,sink,trigger_not_in_context
3,cold,fridge,microwave,query_not_in_context
3,cold,tea,fridge,query_not_in_context
3,cold,tea,fridge,query_not_in_context
3,cold,fridge,microwave,query_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,microwave,tea,trigger_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,blankets,fridge,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,tea,microwave,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,blankets,tea,trigger_not_in_context
3,cold,fridge,microwave,query_not_in_context
3,cold,fridge,tea,trigger_not_in_context
3,cold,blankets,fridge,query_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,sink,blankets,query_not_in_context
3,cold,tea,fridge,query_not_in_context
3,cold,blankets,microwave,query_not_in_context
3,cold,fridge,tea,trigger_not_in_context
3,cold,heater,blankets,query_not_in_context
3,cold,microwave,heater,trigger_not_in_context
3,cold,heater,blankets,query_not_in_context
3,cold,microwave,blankets,query_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,blankets,tea,trigger_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,fridge,heater,trigger_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,heater,blankets,query_not_in_context
3,cold,tea,blankets,query_not_in_context
3,cold,blankets,tea,trigger_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,blankets,fridge,query_not_in_context
3,cold,tea,microwave,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,fridge,microwave,query_not_in_context
3,cold,blankets,heater,trigger_not_in_context
3,cold,microwave,sink,trigger_not_in_context
3,cold,heater,blankets,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,sink,fridge,query_not_in_context
3,cold,fridge,microwave,query_not_in_context
3,cold,heater,blankets,query_not_in_context
3,cold,heater,blankets,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,heater,blankets,query_not_in_context
3,cold,fridge,microwave,query_not_in_context
3,cold,tea,microwave,query_not_in_context
3,cold,blankets,fridge,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,fridge,blankets,query_not_in_context
3,cold,blankets,tea,trigger_not_in_context
3,cold,heater,microwave,query_not_in_context
3,cold,microwave,sink,trigger_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,tea,blankets,query_not_in_context
3,cold,fridge,heater,trigger_not_in_context
3,cold,sink,fridge,query_not_in_context
3,cold,heater,blankets,query_not_in_context
3,cold,microwave,fridge,query_not_in_context
3,cold,heater,blankets,query_not_in_context
3,cold,heater,microwave,query_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,microwave,tea,trigger_not_in_context
3,cold,heater,blankets,query_not_in_context
3,cold,blankets,tea,trigger_not_in_context
3,cold,tea,blankets,query_not_in_context
3,cold,tea,fridge,query_not_in_context
3,cold,microwave,blankets,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,heater,blankets,query_not_in_context
3,cold,tea,fridge,query_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,microwave,blankets,query_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,heater,microwave,query_not_in_context
3,cold,blankets,microwave,query_not_in_context
3,cold,blankets,tea,trigger_not_in_context
3,cold,fridge,tea,trigger_not_in_context
3,cold,heater,blankets,query_not_in_context
3,cold,blankets,tea,trigger_not_in_context
3,cold,microwave,heater,trigger_not_in_context
3,cold,blankets,tea,trigger_not_in_context
3,cold,heater,blankets,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,sink,blankets,query_not_in_context
3,cold,blankets,tea,trigger_not_in_context
3,cold,sink,fridge,query_not_in_context
3,cold,fridge,tea,trigger_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,sink,fridge,query_not_in_context
3,cold,heater,microwave,query_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,blankets,tea,trigger_not_in_context
3,cold,blankets,sink,trigger_not_in_context
3,cold,blankets,heater,trigger_not_in_context
3,cold,blankets,microwave,query_not_in_context
3,cold,microwave,tea,trigger_not_in_context
3,cold,microwave,heater,trigger_not_in_context
3,cold,blankets,tea,trigger_not_in_context
3,cold,microwave,tea,trigger_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,microwave,heater,trigger_not_in_context
3,cold,tea,microwave,query_not_in_context
3,cold,microwave,heater,trigger_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,blankets,tea,trigger_not_in_context
3,cold,fridge,microwave,query_not_in_context
3,cold,fridge,heater,trigger_not_in_context
3,cold,heater,blankets,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,tea,fridge,query_not_in_context
3,cold,microwave,blankets,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,blankets,tea,trigger_not_in_context
3,cold,tea,blankets,query_not_in_context
3,cold,fridge,microwave,query_not_in_context
3,cold,fridge,microwave,query_not_in_context
3,cold,blankets,microwave,query_not_in_context
3,cold,microwave,sink,trigger_not_in_context
3,cold,heater,blankets,query_not_in_context
3,cold,fridge,tea,trigger_not_in_context
3,cold,heater,fridge,query_not_in_context
3,cold,blankets,tea,trigger_not_in_context
3,cold,fridge,microwave,query_not_in_context
3,cold,blankets,tea,trigger_not_in_context
3,cold,blankets,tea,trigger_not_in_context
3,cold,fridge,blankets,query_not_in_context
3,cold,blankets,tea,trigger_not_in_context
3,cold,fridge,blankets,query_not_in_context
3,cold,microwave,tea,trigger_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,blankets,microwave,query_not_in_context
3,cold,sink,blankets,query_not_in_context
3,cold,tea,microwave,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,microwave,blankets,query_not_in_context
3,cold,fridge,heater,trigger_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,blankets,tea,trigger_not_in_context
3,cold,heater,fridge,query_not_in_context
3,cold,fridge,microwave,query_not_in_context
3,cold,blankets,sink,trigger_not_in_context
3,cold,tea,blankets,query_not_in_context
3,cold,fridge,microwave,query_not_in_context
3,cold,microwave,sink,trigger_not_in_context
3,cold,blankets,tea,trigger_not_in_context
3,cold,microwave,fridge,query_not_in_context
3,cold,heater,blankets,query_not_in_context
3,cold,fridge,sink,trigger_not_in_context
3,cold,sink,microwave,query_not_in_context
3,cold,microwave,fridge,query_not_in_context
3,cut,batteries,thumb tacks,query_not_in_context
3,cut,scissors,thumb tacks,query_not_in_context
3,cut,thumb tacks,keys,query_not_in_context
3,cut,thumb tacks,batteries,query_not_in_context
3,cut,thumb tacks,scissors,query_not_in_context
3,cut,nail clippers,scissors,query_not_in_context
3,cut,scissors,keys,query_not_in_context
3,cut,batteries,stapler,trigger_not_in_context
3,cut,batteries,keys,query_not_in_context
3,cut,stapler,nail clippers,query_not_in_context
3,cut,batteries,stapler,trigger_not_in_context
3,cut,batteries,thumb tacks,query_not_in_context
3,cut,thumb tacks,stapler,trigger_not_in_context
3,cut,scissors,batteries,query_not_in_context
3,cut,stapler,batteries,query_not_in_context
3,cut,batteries,nail clippers,query_not_in_context
3,cut,batteries,stapler,trigger_not_in_context
3,cut,nail clippers,keys,query_not_in_context
3,cut,thumb tacks,nail clippers,query_not_in_context
3,cut,batteries,stapler,trigger_not_in_context
3,cut,thumb tacks,nail clippers,query_not_in_context
3,cut,batteries,stapler,trigger_not_in_context
3,cut,nail clippers,keys,query_not_in_context
3,cut,batteries,thumb tacks,query_not_in_context
3,cut,batteries,keys,query_not_in_context
3,cut,stapler,nail clippers,query_not_in_context
3,cut,batteries,stapler,trigger_not_in_context
3,cut,scissors,keys,query_not_in_context
3,cut,stapler,scissors,query_not_in_context
3,cut,scissors,thumb tacks,query_not_in_context
3,cut,scissors,keys,query_not_in_context
3,cut,batteries,stapler,trigger_not_in_context
3,cut,stapler,scissors,query_not_in_context
3,cut,stapler,nail clippers,query_not_in_context
3,cut,batteries,keys,query_not_in_context
3,cut,stapler,thumb tacks,query_not_in_context
3,cut,scissors,keys,query_not_in_context
3,cut,stapler,thumb tacks,query_not_in_context
3,cut,stapler,keys,query_not_in_context
3,cut,stapler,batteries,query_not_in_context
3,cut,nail clippers,keys,query_not_in_context
3,cut,thumb tacks,scissors,query_not_in_context
3,cut,batteries,scissors,query_not_in_context
3,cut,scissors,nail clippers,query_not_in_context
3,cut,scissors,keys,query_not_in_context
3,cut,thumb tacks,stapler,trigger_not_in_context
3,cut,thumb tacks,stapler,trigger_not_in_context
3,cut,nail clippers,batteries,query_not_in_context
3,cut,stapler,nail clippers,query_not_in_context
3,cut,batteries,nail clippers,query_not_in_context
3,cut,nail clippers,keys,query_not_in_context
3,cut,nail clippers,scissors,query_not_in_context
3,cut,batteries,stapler,trigger_not_in_context
3,cut,thumb tacks,nail clippers,query_not_in_context
3,cut,scissors,keys,query_not_in_context
3,cut,batteries,stapler,trigger_not_in_context
3,cut,batteries,thumb tacks,query_not_in_context
3,cut,keys,scissors,query_not_in_context
3,cut,stapler,thumb tacks,query_not_in_context
3,cut,batteries,thumb tacks,query_not_in_context
