id,story,trigger,trigger_relevance,query,query_relevance,response,neg,set,scale,region,set_model,ordering_model,conjunction_model,disjunction_model,cleaned_trigger,cleaned_query
A3GLUDQZGEJL5G,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
A183WYXN12P2TJ,bag,makeup,3,headphones,5,0,0,outside,below,C,0,0,0,0,makeup,headphones
A1Y6HGDW6ZAYBY,bag,a pen,0,crayons,1,-1,1,inside,below,A,-1,0,0,-1,pen,crayons
A1A8E2EU29KFFM,bag,crayons,1,chalk,2,-1,1,inside,below,A,-1,0,0,-1,crayons,chalk
A3IJ7SO3Z5PGT1,bag,cash,4,makeup,3,0,0,outside,above,D,0,-1,0,-1,cash,makeup
A2EKR2ZFO10VMV,bag,a pen,0,cash,4,0,0,outside,below,C,0,0,0,0,pen,cash
ALJ70B2J04YR7,bag,headphones,5,makeup,3,-1,1,outside,above,D,0,-1,0,-1,headphones,makeup
A3OPRR8AXT6OSJ,bag,crayons,1,makeup,3,0,0,outside,below,C,0,0,0,0,crayons,makeup
A38N2MBXP7IOPS,bag,crayons,1,a pen,0,-1,1,inside,above,B,-1,-1,-1,-1,crayons,pen
AFFXVHHBUWW4D,bag,cash,4,makeup,3,0,0,outside,above,D,0,-1,0,-1,cash,makeup
A4T4577P6JL6R,bag,crayons,1,makeup,3,0,0,outside,below,C,0,0,0,0,crayons,makeup
A1KET5Z038NMWD,bag,headphones,5,makeup,3,0,0,outside,above,D,0,-1,0,-1,headphones,makeup
AQKC1VIZAZ6VI,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
A2PQDK3MLDFXYM,bag,a pen,0,makeup,3,0,0,outside,below,C,0,0,0,0,pen,makeup
A24M9OW53CLT94,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
A1IOE79K3G3VQD,bag,headphones,5,a pen,0,-1,1,inside,above,B,-1,-1,-1,-1,headphones,pen
A1710X6OIQP62Q,bag,chalk,2,headphones,5,-1,1,outside,below,C,0,0,0,0,chalk,headphones
AF0W4ZBY7VXOU,bag,cash,4,makeup,3,0,0,outside,above,D,0,-1,0,-1,cash,makeup
A3CGQOJC28OVGN,bag,cash,4,makeup,3,0,0,outside,above,D,0,-1,0,-1,cash,makeup
A1WJGO38GJ99ZS,bag,headphones,5,cash,4,-1,1,outside,above,D,0,-1,0,-1,headphones,cash
A3RQN5RZD1N2KP,bag,crayons,1,chalk,2,-1,1,inside,below,A,-1,0,0,-1,crayons,chalk
A1W2G1N4BDF2DW,bag,crayons,1,chalk,2,-1,1,inside,below,A,-1,0,0,-1,crayons,chalk
A3EC3OP6U52JYC,bag,headphones,5,cash,4,0,0,outside,above,D,0,-1,0,-1,headphones,cash
A31A1PVXLJBISZ,bag,makeup,3,crayons,1,-1,1,inside,above,B,-1,-1,-1,-1,makeup,crayons
A3PZFJZ8Q17O33,bag,makeup,3,a pen,0,-1,1,inside,above,B,-1,-1,-1,-1,makeup,pen
A197FECF831H95,bag,chalk,2,crayons,1,-1,1,inside,above,B,-1,-1,-1,-1,chalk,crayons
A19H6QRCGKBOUH,bag,a pen,0,headphones,5,0,0,outside,below,C,0,0,0,0,pen,headphones
AKGA0Q9RA4CG8,bag,a pen,0,crayons,1,0,0,inside,below,A,-1,0,0,-1,pen,crayons
A1S5SPI4NQPGSI,bag,chalk,2,cash,4,0,0,outside,below,C,0,0,0,0,chalk,cash
A39J3Y8YVC6AIZ,bag,a pen,0,chalk,2,0,0,inside,below,A,-1,0,0,-1,pen,chalk
A1FHC4Z6QXDQSS,bag,cash,4,a pen,0,-1,1,inside,above,B,-1,-1,-1,-1,cash,pen
A2RRK8SV0VBLTJ,bag,chalk,2,crayons,1,-1,1,inside,above,B,-1,-1,-1,-1,chalk,crayons
A32YT7XWI6B81S,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
A1GCTKOPKUTW3G,bag,a pen,0,crayons,1,-1,1,inside,below,A,-1,0,0,-1,pen,crayons
AN5WGHGM4BTJ2,bag,headphones,5,cash,4,0,0,outside,above,D,0,-1,0,-1,headphones,cash
A2V66KLFVJTLKC,bag,headphones,5,cash,4,0,0,outside,above,D,0,-1,0,-1,headphones,cash
A1ZPIPHM272LO8,bag,headphones,5,makeup,3,-1,1,outside,above,D,0,-1,0,-1,headphones,makeup
A277V4SHQB8JRS,bag,a pen,0,crayons,1,-1,1,inside,below,A,-1,0,0,-1,pen,crayons
A2MUCL20GTQJA0,bag,makeup,3,cash,4,-1,1,outside,below,C,0,0,0,0,makeup,cash
A1CPJ9Q4UQ0FZ3,bag,headphones,5,a pen,0,-1,1,inside,above,B,-1,-1,-1,-1,headphones,pen
A2DBEOMKCBQSPJ,bag,crayons,1,chalk,2,-1,1,inside,below,A,-1,0,0,-1,crayons,chalk
A2QIX7DNN0DZY6,bag,a pen,0,makeup,3,-1,1,outside,below,C,0,0,0,0,pen,makeup
A2IP3ZAFYGV8M9,bag,cash,4,headphones,5,0,0,outside,below,C,0,0,0,0,cash,headphones
A38IZLCH8VYVFK,bag,headphones,5,cash,4,0,0,outside,above,D,0,-1,0,-1,headphones,cash
A195MOXRMNHRVT,bag,headphones,5,makeup,3,0,0,outside,above,D,0,-1,0,-1,headphones,makeup
A27F8Z101YG8OB,bag,chalk,2,crayons,1,-1,1,inside,above,B,-1,-1,-1,-1,chalk,crayons
A2ML0070M8FDK1,bag,crayons,1,chalk,2,-1,1,inside,below,A,-1,0,0,-1,crayons,chalk
A2JWAD9JQNA5ON,bag,headphones,5,makeup,3,0,0,outside,above,D,0,-1,0,-1,headphones,makeup
AR8O1107OAW4V,bag,headphones,5,makeup,3,-1,1,outside,above,D,0,-1,0,-1,headphones,makeup
A17PAE30BGBO1T,bag,crayons,1,chalk,2,-1,1,inside,below,A,-1,0,0,-1,crayons,chalk
A1VAL7L9L79IN0,bag,cash,4,headphones,5,0,0,outside,below,C,0,0,0,0,cash,headphones
AVC78WCC7R01R,bag,cash,4,makeup,3,-1,1,outside,above,D,0,-1,0,-1,cash,makeup
A11F3MA5FWH6SJ,bag,headphones,5,chalk,2,-1,1,inside,above,B,-1,-1,-1,-1,headphones,chalk
A2T675UCHNTSSW,bag,headphones,5,makeup,3,0,0,outside,above,D,0,-1,0,-1,headphones,makeup
A32VX00M6VQZTS,bag,cash,4,chalk,2,-1,1,inside,above,B,-1,-1,-1,-1,cash,chalk
AERUGBNS48Z4N,bag,crayons,1,headphones,5,-1,1,outside,below,C,0,0,0,0,crayons,headphones
ANVAFB99K5RKP,bag,crayons,1,makeup,3,0,0,outside,below,C,0,0,0,0,crayons,makeup
A1BKFYRSWMWZ1Y,bag,crayons,1,cash,4,0,0,outside,below,C,0,0,0,0,crayons,cash
ALDQRWYZ8KQ9A,bag,a pen,0,chalk,2,0,0,inside,below,A,-1,0,0,-1,pen,chalk
A1E3JQKS4PASBU,bag,crayons,1,a pen,0,-1,1,inside,above,B,-1,-1,-1,-1,crayons,pen
A18JMMVN3ZOV8R,bag,headphones,5,makeup,3,0,0,outside,above,D,0,-1,0,-1,headphones,makeup
AHG23QXFY30HE,bag,headphones,5,makeup,3,0,0,outside,above,D,0,-1,0,-1,headphones,makeup
A25VPV47HCP6DX,bag,cash,4,makeup,3,0,0,outside,above,D,0,-1,0,-1,cash,makeup
A31Z5TPD8QKE26,bag,chalk,2,cash,4,0,0,outside,below,C,0,0,0,0,chalk,cash
A2CEGS0NVDBCPT,bag,a pen,0,makeup,3,0,0,outside,below,C,0,0,0,0,pen,makeup
A2T1LNI80EPOQR,bag,cash,4,makeup,3,0,0,outside,above,D,0,-1,0,-1,cash,makeup
A12FTSX85NQ8N9,bag,a pen,0,headphones,5,0,0,outside,below,C,0,0,0,0,pen,headphones
A11JIMV1EQESIC,bag,cash,4,chalk,2,-1,1,inside,above,B,-1,-1,-1,-1,cash,chalk
A26B6SWLH19YX6,bag,headphones,5,cash,4,0,0,outside,above,D,0,-1,0,-1,headphones,cash
ALCPF5NANBDSZ,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
A2S64AUN7JI7ZS,bag,chalk,2,cash,4,0,0,outside,below,C,0,0,0,0,chalk,cash
A2GXE6MIDN8DPR,bag,makeup,3,crayons,1,-1,1,inside,above,B,-1,-1,-1,-1,makeup,crayons
A1GQRJVWSIT2RC,bag,crayons,1,chalk,2,-1,1,inside,below,A,-1,0,0,-1,crayons,chalk
A1OBRF828QDEHP,bag,headphones,5,chalk,2,0,0,inside,above,B,-1,-1,-1,-1,headphones,chalk
AMLE1FC3SQVL8,bag,crayons,1,chalk,2,-1,1,inside,below,A,-1,0,0,-1,crayons,chalk
A16335MOISDG1F,bag,chalk,2,a pen,0,-1,1,inside,above,B,-1,-1,-1,-1,chalk,pen
A2PTABUVOUYAH5,bag,cash,4,chalk,2,-1,1,inside,above,B,-1,-1,-1,-1,cash,chalk
A1NNZSBXKKX43D,bag,chalk,2,makeup,3,0,0,outside,below,C,0,0,0,0,chalk,makeup
A2LEBJWW395FST,bag,a pen,0,crayons,1,-1,1,inside,below,A,-1,0,0,-1,pen,crayons
A2QCQGZD7T1QNL,bag,headphones,5,cash,4,0,0,outside,above,D,0,-1,0,-1,headphones,cash
A1N8TKTLXV92QR,bag,headphones,5,crayons,1,-1,1,inside,above,B,-1,-1,-1,-1,headphones,crayons
A1J6LV7NWDKV9N,bag,a pen,0,crayons,1,-1,1,inside,below,A,-1,0,0,-1,pen,crayons
A3NKNOE5HIXXL,bag,a pen,0,makeup,3,0,0,outside,below,C,0,0,0,0,pen,makeup
A2VLK57ZQ2YI28,bag,a pen,0,crayons,1,-1,1,inside,below,A,-1,0,0,-1,pen,crayons
A3A5KTVA3YGBE9,bag,makeup,3,cash,4,0,0,outside,below,C,0,0,0,0,makeup,cash
A3KF6O09H04SP7,bag,a pen,0,cash,4,0,0,outside,below,C,0,0,0,0,pen,cash
A16Z9FSSF1X74O,bag,crayons,1,headphones,5,0,0,outside,below,C,0,0,0,0,crayons,headphones
A3JUPCWYN6N6H4,bag,makeup,3,headphones,5,0,0,outside,below,C,0,0,0,0,makeup,headphones
A25PFSORDO3SWQ,bag,crayons,1,chalk,2,-1,1,inside,below,A,-1,0,0,-1,crayons,chalk
AJD3JOWNVDZD1,bag,headphones,5,makeup,3,0,0,outside,above,D,0,-1,0,-1,headphones,makeup
AIEKCWYZTS41V,bag,crayons,1,headphones,5,0,0,outside,below,C,0,0,0,0,crayons,headphones
AZU9D7YLCTAYV,bag,crayons,1,chalk,2,-1,1,inside,below,A,-1,0,0,-1,crayons,chalk
A6JKKANO7F4KD,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
A2AAY4VT9L71SY,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
A2ZDEERVRN5AMC,bag,headphones,5,makeup,3,0,0,outside,above,D,0,-1,0,-1,headphones,makeup
AIZTLQM7HHQN6,bag,headphones,5,cash,4,0,0,outside,above,D,0,-1,0,-1,headphones,cash
A2VQBOJJ8HD6W9,bag,cash,4,makeup,3,0,0,outside,above,D,0,-1,0,-1,cash,makeup
A2TZAXWOB3JMNV,bag,crayons,1,chalk,2,0,0,inside,below,A,-1,0,0,-1,crayons,chalk
A1P6LFEAY9MWAY,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
A187JK1IGZGHNQ,bag,chalk,2,cash,4,0,0,outside,below,C,0,0,0,0,chalk,cash
A1OZPLHNIU1519,bag,a pen,0,crayons,1,-1,1,inside,below,A,-1,0,0,-1,pen,crayons
A3HNEYFOIJWPH1,bag,crayons,1,makeup,3,0,0,outside,below,C,0,0,0,0,crayons,makeup
A1R0DIJHIE1LOC,bag,crayons,1,cash,4,0,0,outside,below,C,0,0,0,0,crayons,cash
A3E8SXH0BAYG85,bag,cash,4,a pen,0,-1,1,inside,above,B,-1,-1,-1,-1,cash,pen
A2I4PRZ9IZMKON,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
A1W7QLLENVP2AE,bag,a pen,0,crayons,1,-1,1,inside,below,A,-1,0,0,-1,pen,crayons
A2C94QY2JYWLWX,bag,a pen,0,chalk,2,-1,1,inside,below,A,-1,0,0,-1,pen,chalk
A1VR49TB3Q4BV8,bag,chalk,2,makeup,3,-1,1,outside,below,C,0,0,0,0,chalk,makeup
AETIZKQNUSBLB,bag,headphones,5,chalk,2,0,0,inside,above,B,-1,-1,-1,-1,headphones,chalk
A2YVC1U50H2B4R,bag,a pen,0,headphones,5,0,0,outside,below,C,0,0,0,0,pen,headphones
A1U8RH67FLZW87,bag,makeup,3,cash,4,0,0,outside,below,C,0,0,0,0,makeup,cash
A2T5CROJ0FWIJY,bag,headphones,5,crayons,1,-1,1,inside,above,B,-1,-1,-1,-1,headphones,crayons
A1S56RBP0Q3BT,bag,cash,4,makeup,3,0,0,outside,above,D,0,-1,0,-1,cash,makeup
A33X52IN60MSOE,bag,cash,4,makeup,3,0,0,outside,above,D,0,-1,0,-1,cash,makeup
A2CK0OXMPOR9LE,bag,cash,4,makeup,3,0,0,outside,above,D,0,-1,0,-1,cash,makeup
A1F1BIPJR11LSR,bag,a pen,0,crayons,1,-1,1,inside,below,A,-1,0,0,-1,pen,crayons
A92BS1Y7V15Y2,bag,makeup,3,a pen,0,-1,1,inside,above,B,-1,-1,-1,-1,makeup,pen
A1DQ55GDGONJVB,bakery,ice cream,1,muffins,2,0,0,inside,below,A,-1,0,0,-1,ice cream,muffins
A2PTABUVOUYAH5,bakery,pretzels,3,sandwiches,4,0,0,outside,below,C,0,0,0,0,pretzels,sandwiches
A1N8TKTLXV92QR,bakery,pretzels,3,muffins,2,-1,1,inside,above,B,-1,-1,-1,-1,pretzels,muffins
A1VR49TB3Q4BV8,bakery,sandwiches,4,pretzels,3,-1,1,outside,above,D,0,-1,0,-1,sandwiches,pretzels
AVXEDARJC5HLU,bakery,cakes,0,ice cream,1,-1,1,inside,below,A,-1,0,0,-1,cakes,ice cream
A82Q1HS5CPZ5I,bakery,ice cream,1,cakes,0,-1,1,inside,above,B,-1,-1,-1,-1,ice cream,cakes
AOGXFLXT1BNE9,bakery,ice cream,1,muffins,2,-1,1,inside,below,A,-1,0,0,-1,ice cream,muffins
A2Y1XQ4UD5VAYH,bakery,cakes,0,muffins,2,-1,1,inside,below,A,-1,0,0,-1,cakes,muffins
AL51KTD0WITH9,bakery,cakes,0,muffins,2,-1,1,inside,below,A,-1,0,0,-1,cakes,muffins
A2BW6WD7LZ9EGV,bakery,muffins,2,sandwiches,4,0,0,outside,below,C,0,0,0,0,muffins,sandwiches
A249LDVPG27XCE,bakery,muffins,2,pretzels,3,0,0,outside,below,C,0,0,0,0,muffins,pretzels
A1S56RBP0Q3BT,bakery,water,5,sandwiches,4,0,0,outside,above,D,0,-1,0,-1,water,sandwiches
A3A5KTVA3YGBE9,bakery,muffins,2,water,5,0,0,outside,below,C,0,0,0,0,muffins,water
AZTQX7APEZXME,bakery,ice cream,1,pretzels,3,-1,1,outside,below,C,0,0,0,0,ice cream,pretzels
A3STYPRAMUU88P,bakery,sandwiches,4,pretzels,3,-1,1,outside,above,D,0,-1,0,-1,sandwiches,pretzels
A3NKNOE5HIXXL,bakery,water,5,sandwiches,4,0,0,outside,above,D,0,-1,0,-1,water,sandwiches
A1GCTKOPKUTW3G,bakery,pretzels,3,cakes,0,-1,1,inside,above,B,-1,-1,-1,-1,pretzels,cakes
A3EC3OP6U52JYC,bakery,water,5,pretzels,3,-1,1,outside,above,D,0,-1,0,-1,water,pretzels
AIZTLQM7HHQN6,bakery,cakes,0,muffins,2,-1,1,inside,below,A,-1,0,0,-1,cakes,muffins
AMNYICW3K2JNE,bakery,sandwiches,4,pretzels,3,-1,1,outside,above,D,0,-1,0,-1,sandwiches,pretzels
ADPNI115MW4RP,bakery,muffins,2,water,5,0,0,outside,below,C,0,0,0,0,muffins,water
A1A8E2EU29KFFM,bakery,water,5,muffins,2,-1,1,inside,above,B,-1,-1,-1,-1,water,muffins
A1J6LV7NWDKV9N,bakery,ice cream,1,muffins,2,-1,1,inside,below,A,-1,0,0,-1,ice cream,muffins
AZU9D7YLCTAYV,bakery,water,5,muffins,2,0,0,inside,above,B,-1,-1,-1,-1,water,muffins
A1FHC4Z6QXDQSS,bakery,ice cream,1,cakes,0,-1,1,inside,above,B,-1,-1,-1,-1,ice cream,cakes
A2C94QY2JYWLWX,bakery,cakes,0,ice cream,1,-1,1,inside,below,A,-1,0,0,-1,cakes,ice cream
