NextWordPredictionModelRaw,AlternativeStructure,context,trigger,query,model_negation_probability,observed_rows,observed_boundaries,human_negation_probability,human_trial_count
qwen,set,cold,fridge,microwave,0.18307070707070708,1287,99,0.6923076923076923,13
qwen,set,cold,fridge,sink,0.013030303030303031,2079,99,0.23809523809523808,21
qwen,set,cold,fridge,tea,0.0013333333333333333,594,99,0.5,6
qwen,set,cold,heater,blankets,0.00012121212121212121,1782,99,0.8333333333333334,18
qwen,set,cold,heater,fridge,0.019818181818181818,396,99,0.0,4
qwen,set,cold,heater,microwave,0.18307070707070708,495,99,0.2,5
qwen,set,cold,heater,sink,0.013030303030303031,495,99,0.0,5
qwen,set,cold,heater,tea,0.0013333333333333333,1584,99,0.125,16
qwen,set,cold,microwave,blankets,0.00012121212121212121,495,99,0.6,5
qwen,set,cold,microwave,fridge,0.019818181818181818,396,99,0.5,4
qwen,set,cold,microwave,heater,0.9299595959595959,495,99,1.0,5
qwen,set,cold,microwave,sink,0.013030303030303031,396,99,0.0,4
qwen,set,cold,microwave,tea,0.0013333333333333333,495,99,0.2,5
qwen,set,cold,sink,blankets,0.00012121212121212122,297,99,0.3333333333333333,3
qwen,set,cold,sink,fridge,0.019818181818181818,396,99,0.25,4
qwen,set,cold,sink,heater,0.929959595959596,396,99,1.0,4
qwen,set,cold,sink,microwave,0.18307070707070708,1683,99,0.5294117647058824,17
qwen,set,cold,sink,tea,0.0013333333333333333,495,99,0.0,5
qwen,set,cold,tea,blankets,0.00012121212121212121,495,99,0.6,5
qwen,set,cold,tea,fridge,0.019818181818181818,594,99,0.0,6
qwen,set,cold,tea,heater,0.9299595959595959,594,99,0.5,6
qwen,set,cold,tea,microwave,0.18307070707070708,495,99,0.0,5
qwen,set,cold,tea,sink,0.013030303030303031,396,99,0.0,4
qwen,set,cut,batteries,keys,0.4578787878787879,594,99,0.16666666666666666,6
qwen,set,cut,batteries,nail clippers,0.6428282828282829,495,99,0.8,5
qwen,set,cut,batteries,scissors,0.987959595959596,495,99,0.8,5
qwen,set,cut,batteries,stapler,0.310040404040404,1782,99,0.4444444444444444,18
qwen,set,cut,batteries,thumb tacks,0.0011313131313131313,2079,99,0.38095238095238093,21
qwen,set,cut,keys,batteries,0.04591919191919192,396,99,0.25,4
qwen,set,cut,keys,nail clippers,0.6428282828282829,495,99,0.8,5
qwen,set,cut,keys,scissors,0.987959595959596,495,99,1.0,5
qwen,set,cut,keys,stapler,0.31004040404040406,495,99,0.2,5
qwen,set,cut,keys,thumb tacks,0.0011313131313131315,495,99,0.2,5
qwen,set,cut,nail clippers,batteries,0.04591919191919192,495,99,0.0,5
qwen,set,cut,nail clippers,keys,0.4578787878787879,1584,99,0.3125,16
qwen,set,cut,nail clippers,scissors,0.987959595959596,396,99,1.0,4
qwen,set,cut,nail clippers,stapler,0.310040404040404,198,99,0.5,2
qwen,set,cut,nail clippers,thumb tacks,0.0011313131313131315,297,99,0.6666666666666666,3
qwen,set,cut,scissors,batteries,0.04591919191919192,396,99,0.0,4
qwen,set,cut,scissors,keys,0.4578787878787879,1980,99,0.15,20
qwen,set,cut,scissors,nail clippers,0.6428282828282827,1089,99,0.6363636363636364,11
qwen,set,cut,scissors,stapler,0.310040404040404,594,99,0.16666666666666666,6
qwen,set,cut,scissors,thumb tacks,0.0011313131313131313,396,99,0.0,4
qwen,set,cut,stapler,batteries,0.04591919191919192,495,99,0.0,5
qwen,set,cut,stapler,keys,0.4578787878787879,495,99,0.2,5
qwen,set,cut,stapler,nail clippers,0.6428282828282827,594,99,0.6666666666666666,6
qwen,set,cut,stapler,scissors,0.987959595959596,396,99,1.0,4
qwen,set,cut,stapler,thumb tacks,0.0011313131313131315,1683,99,0.11764705882352941,17
qwen,set,cut,thumb tacks,batteries,0.04591919191919192,396,99,0.0,4
qwen,set,cut,thumb tacks,keys,0.4578787878787879,297,99,0.3333333333333333,3
qwen,set,cut,thumb tacks,nail clippers,0.6428282828282829,495,99,0.6,5
qwen,set,cut,thumb tacks,scissors,0.987959595959596,495,99,0.8,5
qwen,set,cut,thumb tacks,stapler,0.31004040404040406,495,99,0.0,5
qwen,set,fridge,juice,ketchup,0.011656565656565657,594,99,0.3333333333333333,6
qwen,set,fridge,juice,meat,0.050666666666666665,297,99,0.0,3
qwen,set,fridge,juice,milk,0.8328282828282828,1485,99,1.0,15
qwen,set,fridge,juice,water,0.9884242424242424,594,99,1.0,6
qwen,set,fridge,juice,yogurt,0.08597979797979799,495,99,0.0,5
qwen,set,fridge,ketchup,juice,0.7334545454545455,495,99,1.0,5
qwen,set,fridge,ketchup,meat,0.050666666666666665,396,99,0.0,4
qwen,set,fridge,ketchup,milk,0.8328282828282828,495,99,1.0,5
qwen,set,fridge,ketchup,water,0.9884242424242424,198,99,1.0,2
qwen,set,fridge,ketchup,yogurt,0.08597979797979799,1782,99,0.2222222222222222,18
qwen,set,fridge,meat,juice,0.7334545454545455,495,99,1.0,5
qwen,set,fridge,meat,ketchup,0.011656565656565655,1782,99,0.16666666666666666,18
qwen,set,fridge,meat,milk,0.8328282828282828,297,99,0.6666666666666666,3
qwen,set,fridge,meat,water,0.9884242424242424,198,99,1.0,2
qwen,set,fridge,meat,yogurt,0.08597979797979799,1584,99,0.625,16
qwen,set,fridge,milk,juice,0.7334545454545455,495,99,1.0,5
qwen,set,fridge,milk,ketchup,0.011656565656565655,495,99,0.0,5
qwen,set,fridge,milk,meat,0.050666666666666665,594,99,0.0,6
qwen,set,fridge,milk,water,0.9884242424242424,594,99,0.8333333333333334,6
qwen,set,fridge,milk,yogurt,0.08597979797979799,495,99,0.2,5
qwen,set,fridge,water,juice,0.7334545454545455,2178,99,1.0,22
qwen,set,fridge,water,ketchup,0.011656565656565655,396,99,0.0,4
qwen,set,fridge,water,meat,0.050666666666666665,297,99,0.0,3
qwen,set,fridge,water,milk,0.8328282828282828,1782,99,0.9444444444444444,18
qwen,set,fridge,water,yogurt,0.08597979797979799,495,99,0.0,5
qwen,set,fridge,yogurt,juice,0.7334545454545455,495,99,1.0,5
qwen,set,fridge,yogurt,ketchup,0.011656565656565655,495,99,0.2,5
qwen,set,fridge,yogurt,meat,0.050666666666666665,495,99,0.4,5
qwen,set,fridge,yogurt,milk,0.8328282828282828,396,99,0.75,4
qwen,set,fridge,yogurt,water,0.9884242424242424,198,99,1.0,2
qwen,set,gym,basketball,lacrosse,0.369010101010101,1485,99,0.9333333333333333,15
qwen,set,gym,basketball,meditation,0.00688888888888889,198,99,0.0,2
qwen,set,gym,basketball,softball,0.9528080808080808,1980,99,0.9,20
qwen,set,gym,basketball,swimming,0.5378989898989899,495,99,0.4,5
qwen,set,gym,basketball,weightlifting,0.5914747474747474,495,99,0.8,5
qwen,set,gym,lacrosse,basketball,0.9853737373737375,396,99,1.0,4
qwen,set,gym,lacrosse,meditation,0.00688888888888889,198,99,0.0,2
qwen,set,gym,lacrosse,softball,0.9528080808080808,297,99,1.0,3
qwen,set,gym,lacrosse,swimming,0.5378989898989899,297,99,0.3333333333333333,3
qwen,set,gym,lacrosse,weightlifting,0.5914747474747475,297,99,0.6666666666666666,3
qwen,set,gym,meditation,basketball,0.9853737373737375,396,99,0.75,4
qwen,set,gym,meditation,lacrosse,0.36901010101010095,396,99,1.0,4
qwen,set,gym,meditation,softball,0.9528080808080809,396,99,1.0,4
qwen,set,gym,meditation,swimming,0.5378989898989899,1881,99,0.7894736842105263,19
qwen,set,gym,meditation,weightlifting,0.5914747474747474,1980,99,0.55,20
qwen,set,gym,softball,basketball,0.9853737373737373,594,99,1.0,6
qwen,set,gym,softball,lacrosse,0.36901010101010095,1881,99,0.9473684210526315,19
qwen,set,gym,softball,meditation,0.006888888888888889,495,99,0.6,5
qwen,set,gym,softball,swimming,0.5378989898989899,495,99,0.8,5
qwen,set,gym,softball,weightlifting,0.5914747474747475,297,99,0.3333333333333333,3
qwen,set,gym,swimming,basketball,0.9853737373737373,495,99,1.0,5
qwen,set,gym,swimming,lacrosse,0.36901010101010095,396,99,1.0,4
qwen,set,gym,swimming,meditation,0.006888888888888889,495,99,0.0,5
qwen,set,gym,swimming,softball,0.9528080808080809,396,99,0.75,4
qwen,set,gym,swimming,weightlifting,0.5914747474747474,495,99,0.4,5
qwen,set,gym,weightlifting,basketball,0.9853737373737373,495,99,1.0,5
qwen,set,gym,weightlifting,lacrosse,0.369010101010101,594,99,1.0,6
qwen,set,gym,weightlifting,meditation,0.00688888888888889,198,99,1.0,2
qwen,set,gym,weightlifting,softball,0.9528080808080808,594,99,0.8333333333333334,6
qwen,set,gym,weightlifting,swimming,0.5378989898989899,1980,99,0.85,20
qwen,set,hot,blankets,couch,0.01492929292929293,1188,99,0.0,12
qwen,set,hot,blankets,fan,0.921070707070707,495,99,0.2,5
qwen,set,hot,blankets,heater,0.7737373737373737,396,99,0.75,4
qwen,set,hot,blankets,pool,0.07604040404040405,495,99,0.0,5
qwen,set,hot,blankets,shower,0.07400000000000001,495,99,0.2,5
qwen,set,hot,couch,blankets,0.0010303030303030303,495,99,0.2,5
qwen,set,hot,couch,fan,0.921070707070707,297,99,0.0,3
qwen,set,hot,couch,heater,0.7737373737373737,297,99,0.0,3
qwen,set,hot,couch,pool,0.07604040404040403,594,99,0.5,6
qwen,set,hot,couch,shower,0.074,198,99,1.0,2
qwen,set,hot,fan,blankets,0.0010303030303030305,396,99,0.0,4
qwen,set,hot,fan,couch,0.01492929292929293,396,99,0.0,4
qwen,set,hot,fan,heater,0.7737373737373737,594,99,0.16666666666666666,6
qwen,set,hot,fan,pool,0.07604040404040405,1980,99,0.55,20
qwen,set,hot,fan,shower,0.07400000000000001,1980,99,0.05,20
qwen,set,hot,heater,blankets,0.0010303030303030303,1287,99,0.23076923076923078,13
qwen,set,hot,heater,couch,0.01492929292929293,1980,99,0.0,20
qwen,set,hot,heater,fan,0.921070707070707,495,99,1.0,5
qwen,set,hot,heater,pool,0.07604040404040403,396,99,0.25,4
qwen,set,hot,heater,shower,0.07400000000000001,495,99,0.0,5
qwen,set,hot,pool,blankets,0.0010303030303030303,495,99,0.4,5
qwen,set,hot,pool,couch,0.01492929292929293,396,99,0.0,4
qwen,set,hot,pool,fan,0.921070707070707,396,99,0.25,4
qwen,set,hot,pool,heater,0.7737373737373737,396,99,0.0,4
qwen,set,hot,pool,shower,0.074,1881,99,0.2631578947368421,19
qwen,set,hot,shower,blankets,0.0010303030303030305,396,99,0.0,4
qwen,set,hot,shower,couch,0.01492929292929293,594,99,0.0,6
qwen,set,hot,shower,fan,0.921070707070707,495,99,0.8,5
qwen,set,hot,shower,heater,0.7737373737373737,594,99,0.3333333333333333,6
qwen,set,hot,shower,pool,0.07604040404040405,495,99,1.0,5
qwen,set,mall,burger joint,coffee shop,0.7542424242424243,1584,99,0.625,16
qwen,set,mall,burger joint,electronics store,0.0,594,99,0.0,6
qwen,set,mall,burger joint,gift shop,0.0024848484848484847,594,99,0.16666666666666666,6
qwen,set,mall,burger joint,grocery store,0.48513131313131314,495,99,0.8,5
qwen,set,mall,burger joint,pretzel stand,0.0,1881,99,0.8421052631578947,19
qwen,set,mall,coffee shop,burger joint,0.4875757575757576,198,99,0.5,2
qwen,set,mall,coffee shop,electronics store,0.0,495,99,0.4,5
qwen,set,mall,coffee shop,gift shop,0.0024848484848484847,396,99,0.0,4
qwen,set,mall,coffee shop,grocery store,0.48513131313131314,495,99,0.6,5
qwen,set,mall,coffee shop,pretzel stand,0.0,495,99,1.0,5
qwen,set,mall,electronics store,burger joint,0.48757575757575755,495,99,1.0,5
qwen,set,mall,electronics store,coffee shop,0.7542424242424243,495,99,0.8,5
qwen,set,mall,electronics store,gift shop,0.0024848484848484847,1980,99,0.6,20
qwen,set,mall,electronics store,grocery store,0.48513131313131314,1881,99,0.8421052631578947,19
qwen,set,mall,electronics store,pretzel stand,0.0,297,99,0.6666666666666666,3
qwen,set,mall,gift shop,burger joint,0.4875757575757576,297,99,1.0,3
qwen,set,mall,gift shop,coffee shop,0.7542424242424243,198,99,0.5,2
qwen,set,mall,gift shop,electronics store,0.0,396,99,0.5,4
qwen,set,mall,gift shop,grocery store,0.4851313131313131,1485,99,0.8666666666666667,15
qwen,set,mall,gift shop,pretzel stand,0.0,297,99,1.0,3
qwen,set,mall,grocery store,burger joint,0.48757575757575755,495,99,1.0,5
qwen,set,mall,grocery store,coffee shop,0.7542424242424243,495,99,0.8,5
qwen,set,mall,grocery store,electronics store,0.0,297,99,0.0,3
qwen,set,mall,grocery store,gift shop,0.0024848484848484847,495,99,0.2,5
qwen,set,mall,grocery store,pretzel stand,0.0,495,99,0.8,5
qwen,set,mall,pretzel stand,burger joint,0.4875757575757576,198,99,1.0,2
qwen,set,mall,pretzel stand,coffee shop,0.7542424242424243,1980,99,0.8,20
qwen,set,mall,pretzel stand,electronics store,0.0,495,99,0.0,5
qwen,set,mall,pretzel stand,gift shop,0.0024848484848484847,594,99,0.0,6
qwen,set,mall,pretzel stand,grocery store,0.48513131313131314,495,99,0.6,5
qwen,set,mask,bandana,candy,0.014828282828282828,396,99,0.0,4
qwen,set,mask,bandana,gloves,0.06496969696969697,198,99,0.5,2
qwen,set,mask,bandana,handkerchief,0.1409090909090909,1287,99,0.6153846153846154,13
qwen,set,mask,bandana,napkins,0.0,1188,99,0.16666666666666666,12
qwen,set,mask,bandana,wallet,0.0457979797979798,495,99,0.4,5
qwen,set,mask,candy,bandana,0.2216969696969697,495,99,0.8,5
qwen,set,mask,candy,gloves,0.06496969696969697,1584,99,0.0625,16
qwen,set,mask,candy,handkerchief,0.1409090909090909,594,99,0.6666666666666666,6
qwen,set,mask,candy,napkins,0.0,396,99,0.5,4
qwen,set,mask,candy,wallet,0.0457979797979798,1980,99,0.2,20
qwen,set,mask,gloves,bandana,0.22169696969696967,594,99,0.5,6
qwen,set,mask,gloves,candy,0.014828282828282828,495,99,0.2,5
qwen,set,mask,gloves,handkerchief,0.1409090909090909,495,99,0.4,5
qwen,set,mask,gloves,napkins,0.0,396,99,0.5,4
qwen,set,mask,gloves,wallet,0.045797979797979796,297,99,0.0,3
qwen,set,mask,handkerchief,bandana,0.22169696969696967,297,99,1.0,3
qwen,set,mask,handkerchief,candy,0.014828282828282828,594,99,0.0,6
qwen,set,mask,handkerchief,gloves,0.06496969696969698,495,99,0.4,5
qwen,set,mask,handkerchief,napkins,0.0,1980,99,0.3,20
qwen,set,mask,handkerchief,wallet,0.0457979797979798,495,99,0.0,5
qwen,set,mask,napkins,bandana,0.2216969696969697,495,99,1.0,5
qwen,set,mask,napkins,candy,0.014828282828282828,495,99,0.2,5
qwen,set,mask,napkins,gloves,0.06496969696969698,495,99,0.2,5
qwen,set,mask,napkins,handkerchief,0.1409090909090909,495,99,0.6,5
qwen,set,mask,napkins,wallet,0.045797979797979796,396,99,0.0,4
qwen,set,mask,wallet,bandana,0.2216969696969697,495,99,0.8,5
qwen,set,mask,wallet,candy,0.014828282828282828,495,99,0.2,5
qwen,set,mask,wallet,gloves,0.06496969696969697,1881,99,0.631578947368421,19
qwen,set,mask,wallet,handkerchief,0.1409090909090909,495,99,0.6,5
qwen,set,mask,wallet,napkins,0.0,594,99,0.5,6
qwen,set,meat,chicken,crab,0.06274747474747475,1683,99,0.7647058823529411,17
qwen,set,meat,chicken,mushrooms,0.04688888888888889,495,99,0.2,5
qwen,set,meat,chicken,rice,0.4404848484848485,198,99,0.5,2
qwen,set,meat,chicken,tofu,0.37117171717171715,495,99,0.0,5
qwen,set,meat,chicken,turkey,0.17894949494949494,2079,99,0.9523809523809523,21
qwen,set,meat,crab,chicken,0.970949494949495,495,99,1.0,5
qwen,set,meat,crab,mushrooms,0.04688888888888889,297,99,0.0,3
qwen,set,meat,crab,rice,0.4404848484848485,495,99,0.0,5
qwen,set,meat,crab,tofu,0.37117171717171715,297,99,0.6666666666666666,3
qwen,set,meat,crab,turkey,0.17894949494949494,495,99,1.0,5
qwen,set,meat,mushrooms,chicken,0.970949494949495,594,99,1.0,6
qwen,set,meat,mushrooms,crab,0.06274747474747475,495,99,1.0,5
qwen,set,meat,mushrooms,rice,0.44048484848484853,594,99,0.0,6
qwen,set,meat,mushrooms,tofu,0.37117171717171715,1881,99,0.5263157894736842,19
qwen,set,meat,mushrooms,turkey,0.17894949494949497,594,99,1.0,6
qwen,set,meat,rice,chicken,0.9709494949494949,198,99,1.0,2
qwen,set,meat,rice,crab,0.06274747474747475,198,99,0.5,2
qwen,set,meat,rice,mushrooms,0.04688888888888889,1683,99,0.23529411764705882,17
qwen,set,meat,rice,tofu,0.37117171717171715,1782,99,0.3888888888888889,18
qwen,set,meat,rice,turkey,0.17894949494949494,495,99,1.0,5
qwen,set,meat,tofu,chicken,0.9709494949494949,396,99,1.0,4
qwen,set,meat,tofu,crab,0.06274747474747475,495,99,0.8,5
qwen,set,meat,tofu,mushrooms,0.04688888888888889,495,99,0.0,5
qwen,set,meat,tofu,rice,0.4404848484848485,495,99,0.0,5
qwen,set,meat,tofu,turkey,0.17894949494949494,495,99,1.0,5
qwen,set,meat,turkey,chicken,0.9709494949494949,396,99,1.0,4
qwen,set,meat,turkey,crab,0.06274747474747475,1287,99,0.7692307692307693,13
qwen,set,meat,turkey,mushrooms,0.04688888888888889,396,99,0.0,4
qwen,set,meat,turkey,rice,0.4404848484848485,495,99,0.0,5
qwen,set,meat,turkey,tofu,0.37117171717171715,594,99,0.16666666666666666,6
qwen,set,restaurant,cake,cocktails,0.12634343434343434,396,99,1.0,4
qwen,set,restaurant,cake,salad,0.014767676767676766,495,99,0.6,5
qwen,set,restaurant,cake,soda,0.38937373737373737,495,99,0.8,5
qwen,set,restaurant,cake,soup,0.029838383838383838,1782,99,0.3888888888888889,18
qwen,set,restaurant,cake,vodka,0.300969696969697,594,99,1.0,6
qwen,set,restaurant,cocktails,cake,0.02123232323232323,495,99,0.6,5
qwen,set,restaurant,cocktails,salad,0.014767676767676768,396,99,0.0,4
qwen,set,restaurant,cocktails,soda,0.38937373737373737,1881,99,0.42105263157894735,19
qwen,set,restaurant,cocktails,soup,0.02983838383838384,198,99,0.0,2
qwen,set,restaurant,cocktails,vodka,0.300969696969697,1386,99,0.5,14
qwen,set,restaurant,salad,cake,0.02123232323232323,1980,99,0.55,20
qwen,set,restaurant,salad,cocktails,0.12634343434343434,396,99,0.75,4
qwen,set,restaurant,salad,soda,0.38937373737373737,495,99,0.6,5
qwen,set,restaurant,salad,soup,0.029838383838383838,1980,99,0.7,20
qwen,set,restaurant,salad,vodka,0.30096969696969694,495,99,1.0,5
qwen,set,restaurant,soda,cake,0.02123232323232323,297,99,0.0,3
qwen,set,restaurant,soda,cocktails,0.12634343434343434,297,99,1.0,3
qwen,set,restaurant,soda,salad,0.014767676767676766,495,99,0.0,5
qwen,set,restaurant,soda,soup,0.02983838383838384,198,99,0.0,2
qwen,set,restaurant,soda,vodka,0.30096969696969694,495,99,1.0,5
qwen,set,restaurant,soup,cake,0.02123232323232323,297,99,0.3333333333333333,3
qwen,set,restaurant,soup,cocktails,0.12634343434343434,594,99,1.0,6
qwen,set,restaurant,soup,salad,0.014767676767676768,594,99,0.5,6
qwen,set,restaurant,soup,soda,0.38937373737373737,594,99,0.8333333333333334,6
qwen,set,restaurant,soup,vodka,0.30096969696969694,396,99,1.0,4
qwen,set,restaurant,vodka,cake,0.02123232323232323,495,99,0.0,5
qwen,set,restaurant,vodka,cocktails,0.12634343434343434,297,99,1.0,3
qwen,set,restaurant,vodka,salad,0.014767676767676768,198,99,0.0,2
qwen,set,restaurant,vodka,soda,0.38937373737373737,1881,99,0.3157894736842105,19
qwen,set,restaurant,vodka,soup,0.029838383838383838,495,99,0.0,5
qwen,set,salad,chips,cigarettes,0.0014141414141414141,594,99,0.16666666666666666,6
qwen,set,salad,chips,dressing,0.01903030303030303,495,99,0.4,5
qwen,set,salad,chips,lettuce,0.9732929292929292,594,99,1.0,6
qwen,set,salad,chips,meat,0.12232323232323232,2079,99,0.2857142857142857,21
qwen,set,salad,chips,tuna,0.03323232323232323,495,99,0.2,5
qwen,set,salad,cigarettes,chips,0.04862626262626263,1584,99,0.4375,16
qwen,set,salad,cigarettes,dressing,0.019030303030303033,396,99,1.0,4
qwen,set,salad,cigarettes,lettuce,0.9732929292929292,396,99,0.75,4
qwen,set,salad,cigarettes,meat,0.12232323232323232,1881,99,0.5789473684210527,19
qwen,set,salad,cigarettes,tuna,0.03323232323232323,594,99,0.3333333333333333,6
