context,trigger,word,resnik_score
bag,chalk,kainite,9.703425978264631
bag,chalk,kaolinite,9.703425978264631
bag,chalk,kernite,9.703425978264631
bag,chalk,kieserite,9.703425978264631
bag,chalk,kyanite,9.703425978264631
bag,chalk,langbeinite,9.703425978264631
bag,chalk,lepidolite,9.703425978264631
bag,chalk,lepidomelane,9.703425978264631
bag,chalk,magnesite,9.703425978264631
bag,chalk,malachite,9.703425978264631
bag,chalk,maltha,9.703425978264631
bag,chalk,manganite,9.703425978264631
bag,chalk,meerschaum,9.703425978264631
bag,chalk,mica,9.703425978264631
bag,chalk,millerite,9.703425978264631
bag,chalk,molybdenite,9.703425978264631
bag,chalk,monazite,9.703425978264631
bag,chalk,muscovite,9.703425978264631
bag,chalk,nepheline,9.703425978264631
bag,chalk,nephelinite,9.703425978264631
bag,chalk,nephrite,9.703425978264631
bag,chalk,niobite,9.703425978264631
bag,headphones,earphone,10.161534819858218
bag,headphones,earplug,10.161534819858218
bag,headphones,headset,10.161534819858218
bag,headphones,telephone_receiver,10.161534819858218
bag,headphones,bug,8.816625674901182
bag,headphones,bullhorn,8.816625674901182
bag,headphones,cardioid_microphone,8.816625674901182
bag,headphones,cartridge,8.816625674901182
bag,headphones,condenser_microphone,8.816625674901182
bag,headphones,crystal_microphone,8.816625674901182
bag,headphones,crystal_pickup,8.816625674901182
bag,headphones,directional_microphone,8.816625674901182
bag,headphones,electro-acoustic_transducer,8.816625674901182
bag,headphones,loudspeaker,8.816625674901182
bag,headphones,microphone,8.816625674901182
bag,headphones,spike_mike,8.816625674901182
bag,headphones,squawk_box,8.816625674901182
bag,headphones,subwoofer,8.816625674901182
bag,headphones,tannoy,8.816625674901182
bag,headphones,tweeter,8.816625674901182
bag,headphones,woofer,8.816625674901182
bag,headphones,mosaic,8.758489648313512
bag,headphones,photoelectric_cell,8.758489648313512
bag,headphones,selenium_cell,8.758489648313512
bag,headphones,transducer,8.758489648313512
bag,headphones,a_battery,6.654031423717209
bag,headphones,acoustic_delay_line,6.654031423717209
bag,headphones,and_circuit,6.654031423717209
bag,headphones,antenna,6.654031423717209
bag,headphones,armature,6.654031423717209
bag,headphones,array,6.654031423717209
bag,headphones,astatic_coils,6.654031423717209
bag,headphones,attenuator,6.654031423717209
bag,headphones,ballast,6.654031423717209
bag,headphones,ballast_resistor,6.654031423717209
bag,headphones,battery,6.654031423717209
bag,headphones,b_battery,6.654031423717209
bag,headphones,bimetallic_strip,6.654031423717209
bag,headphones,bridge,6.654031423717209
bag,headphones,bridged-t,6.654031423717209
bag,headphones,brush,6.654031423717209
bag,headphones,bypass_condenser,6.654031423717209
bag,headphones,capacitor,6.654031423717209
bag,headphones,car_battery,6.654031423717209
bag,headphones,cartridge_fuse,6.654031423717209
bag,headphones,cascade_transformer,6.654031423717209
bag,headphones,c_battery,6.654031423717209
bag,headphones,cell,6.654031423717209
bag,headphones,choke,6.654031423717209
bag,headphones,circuit,6.654031423717209
bag,headphones,circuit_board,6.654031423717209
bag,headphones,circuit_breaker,6.654031423717209
bag,headphones,clark_cell,6.654031423717209
bag,headphones,closed_circuit,6.654031423717209
bag,headphones,coil,6.654031423717209
bag,headphones,coil,6.654031423717209
bag,headphones,computer_circuit,6.654031423717209
bag,headphones,control_circuit,6.654031423717209
bag,headphones,control_panel,6.654031423717209
bag,headphones,cpu_board,6.654031423717209
bag,headphones,dashboard,6.654031423717209
bag,headphones,delay_line,6.654031423717209
bag,headphones,detector,6.654031423717209
bag,headphones,dimmer,6.654031423717209
bag,headphones,dipole,6.654031423717209
bag,headphones,directional_antenna,6.654031423717209
bag,headphones,dish,6.654031423717209
bag,headphones,distributor,6.654031423717209
bag,headphones,dry_battery,6.654031423717209
bag,headphones,dry_cell,6.654031423717209
bag,headphones,electrical_device,6.654031423717209
bag,headphones,electrograph,6.654031423717209
bag,headphones,electrolytic,6.654031423717209
bag,headphones,electrolytic_cell,6.654031423717209
bag,headphones,electromagnetic_delay_line,6.654031423717209
bag,headphones,electrophorus,6.654031423717209
bag,headphones,electrostatic_generator,6.654031423717209
bag,headphones,feedback_circuit,6.654031423717209
bag,headphones,field_coil,6.654031423717209
bag,headphones,filter,6.654031423717209
bag,headphones,flasher,6.654031423717209
bag,headphones,flashlight_battery,6.654031423717209
bag,headphones,flip-flop,6.654031423717209
bag,headphones,fuel_cell,6.654031423717209
bag,headphones,full-wave_rectifier,6.654031423717209
bag,headphones,fuse,6.654031423717209
bag,headphones,gate,6.654031423717209
bag,headphones,high-pass_filter,6.654031423717209
bag,headphones,ignition_coil,6.654031423717209
bag,headphones,induction_coil,6.654031423717209
bag,headphones,inductor,6.654031423717209
bag,headphones,integrated_circuit,6.654031423717209
bag,headphones,interface,6.654031423717209
bag,headphones,jack,6.654031423717209
bag,headphones,lead-acid_battery,6.654031423717209
bag,headphones,leclanche_cell,6.654031423717209
bag,headphones,leiden_jar,6.654031423717209
bag,headphones,light_circuit,6.654031423717209
bag,headphones,limiter,6.654031423717209
bag,headphones,link,6.654031423717209
bag,cash,cash,7.815320864474966
bag,cash,change,7.815320864474966
bag,cash,change,7.815320864474966
bag,cash,small_change,7.815320864474966
bag,cash,pocket_money,7.815320864474966
bag,cash,ready_cash,7.815320864474966
bag,cash,money,6.4450007631654165
bag,cash,sterling,6.4450007631654165
bag,cash,currency,6.4450007631654165
bag,cash,eurocurrency,6.4450007631654165
bag,cash,fractional_currency,6.4450007631654165
bag,cash,hard_currency,6.4450007631654165
bag,cash,paper_money,6.4450007631654165
bag,cash,coinage,6.4450007631654165
bag,cash,change,6.4450007631654165
bag,cash,coin,6.4450007631654165
bag,cash,bawbee,6.4450007631654165
bag,cash,bezant,6.4450007631654165
bag,cash,denier,6.4450007631654165
bag,cash,ducat,6.4450007631654165
bag,cash,real,6.4450007631654165
bag,cash,piece_of_eight,6.4450007631654165
bag,cash,shilling,6.4450007631654165
bag,cash,crown,6.4450007631654165
bag,cash,half_crown,6.4450007631654165
bag,cash,dime,6.4450007631654165
bag,cash,nickel,6.4450007631654165
bag,cash,quarter,6.4450007631654165
bag,cash,half_dollar,6.4450007631654165
bag,cash,halfpenny,6.4450007631654165
bag,cash,penny,6.4450007631654165
bag,cash,slug,6.4450007631654165
bag,cash,tenpence,6.4450007631654165
bag,cash,twopence,6.4450007631654165
bag,cash,threepence,6.4450007631654165
bag,cash,fourpence,6.4450007631654165
bag,cash,fivepence,6.4450007631654165
bag,cash,sixpence,6.4450007631654165
bag,cash,eightpence,6.4450007631654165
bag,cash,ninepence,6.4450007631654165
bag,cash,copper,6.4450007631654165
bag,cash,new_penny,6.4450007631654165
bag,cash,dollar,6.4450007631654165
bag,cash,susan_b_anthony_dollar,6.4450007631654165
bag,cash,silver_dollar,6.4450007631654165
bag,cash,double_eagle,6.4450007631654165
bag,cash,eagle,6.4450007631654165
bag,cash,half_eagle,6.4450007631654165
bag,cash,guinea,6.4450007631654165
bag,cash,farthing,6.4450007631654165
bag,cash,doubloon,6.4450007631654165
bag,cash,louis_d'or,6.4450007631654165
bag,cash,medallion,6.4450007631654165
bag,cash,stater,6.4450007631654165
bag,cash,sou,6.4450007631654165
bag,cash,maundy_money,6.4450007631654165
bag,cash,fiat_money,6.4450007631654165
bag,cash,bill,6.4450007631654165
bag,cash,silver_certificate,6.4450007631654165
bag,cash,hundred_dollar_bill,6.4450007631654165
bag,cash,fifty_dollar_bill,6.4450007631654165
bag,cash,twenty_dollar_bill,6.4450007631654165
bag,cash,tenner,6.4450007631654165
bag,cash,fiver,6.4450007631654165
bag,cash,nickel,6.4450007631654165
bag,cash,two_dollar_bill,6.4450007631654165
bag,cash,dollar,6.4450007631654165
bag,cash,eurodollar,6.4450007631654165
bag,cash,appropriation,6.254931881899411
bag,cash,pork_barrel,6.254931881899411
bag,cash,fund,6.254931881899411
bag,cash,mutual_fund,6.254931881899411
bag,cash,exchange_traded_fund,6.254931881899411
bag,cash,index_fund,6.254931881899411
bag,cash,revolving_fund,6.254931881899411
bag,cash,sinking_fund,6.254931881899411
bag,cash,savings,6.254931881899411
bag,cash,pension_fund,6.254931881899411
bag,cash,war_chest,6.254931881899411
bag,cash,slush_fund,6.254931881899411
bag,cash,trust_fund,6.254931881899411
bag,cash,medium_of_exchange,6.254931881899411
bag,cash,tender,6.254931881899411
bag,cash,food_stamp,6.254931881899411
bag,cash,deposit,6.254931881899411
bag,cash,demand_deposit,6.254931881899411
bag,cash,money,6.254931881899411
bag,cash,boodle,6.254931881899411
bag,cash,shinplaster,6.254931881899411
bag,cash,subsidization,6.254931881899411
bag,cash,token_money,6.254931881899411
bag,cash,budget,6.254931881899411
bag,cash,civil_list,6.254931881899411
bag,cash,operating_budget,6.254931881899411
bag,cash,petty_cash,6.254931881899411
bag,cash,margin_of_safety,6.1102200178087545
bag,cash,standard,6.1102200178087545
bag,cash,benchmark,6.1102200178087545
bag,cash,earned_run_average,6.1102200178087545
bag,cash,grade_point_average,6.1102200178087545
bag,crayons,crayon,14.465599913062388
bag,crayons,ballpoint,9.933000419909131
bag,crayons,chalk,9.933000419909131
bag,crayons,charcoal,9.933000419909131
bag,crayons,cyclostyle,9.933000419909131
bag,crayons,drawing_chalk,9.933000419909131
bag,crayons,felt-tip_pen,9.933000419909131
bag,crayons,fountain_pen,9.933000419909131
bag,crayons,highlighter,9.933000419909131
bag,crayons,lead_pencil,9.933000419909131
bag,crayons,marker,9.933000419909131
bag,crayons,pen,9.933000419909131
bag,crayons,pencil,9.933000419909131
bag,crayons,quill,9.933000419909131
bag,crayons,sharpie,9.933000419909131
bag,crayons,sketcher,9.933000419909131
bag,crayons,slate_pencil,9.933000419909131
bag,crayons,tailor's_chalk,9.933000419909131
bag,crayons,writing_implement,9.933000419909131
bag,crayons,abrader,5.87738923441087
bag,crayons,abrading_stone,5.87738923441087
bag,crayons,accelerator,5.87738923441087
bag,crayons,adjustable_wrench,5.87738923441087
bag,crayons,adz,5.87738923441087
bag,crayons,agateware,5.87738923441087
bag,crayons,air_hammer,5.87738923441087
bag,crayons,allen_wrench,5.87738923441087
bag,crayons,alligator_wrench,5.87738923441087
bag,crayons,alpenstock,5.87738923441087
bag,crayons,auger,5.87738923441087
bag,crayons,awl,5.87738923441087
bag,crayons,ax,5.87738923441087
bag,crayons,axle,5.87738923441087
bag,crayons,axle_bar,5.87738923441087
bag,crayons,axletree,5.87738923441087
bag,crayons,backsaw,5.87738923441087
bag,crayons,backspace_key,5.87738923441087
bag,crayons,badminton_racket,5.87738923441087
bag,crayons,ball-peen_hammer,5.87738923441087
bag,crayons,bandsaw,5.87738923441087
bag,crayons,bar,5.87738923441087
bag,crayons,barge_pole,5.87738923441087
bag,crayons,barong,5.87738923441087
bag,crayons,baseball_bat,5.87738923441087
bag,crayons,baster,5.87738923441087
bag,crayons,bastinado,5.87738923441087
bag,crayons,bat,5.87738923441087
bag,crayons,baton,5.87738923441087
bag,crayons,baton,5.87738923441087
bag,crayons,baton,5.87738923441087
bag,crayons,baton,5.87738923441087
bag,crayons,battering_ram,5.87738923441087
bag,crayons,battle-ax,5.87738923441087
bag,crayons,beading_plane,5.87738923441087
bag,crayons,bearing_rein,5.87738923441087
bag,crayons,beater,5.87738923441087
bag,crayons,belaying_pin,5.87738923441087
bag,crayons,bender,5.87738923441087
bag,crayons,besom,5.87738923441087
bag,crayons,bevel,5.87738923441087
bag,crayons,bill,5.87738923441087
bag,crayons,bit,5.87738923441087
bag,crayons,blackboard_eraser,5.87738923441087
bag,crayons,blackjack,5.87738923441087
bag,crayons,blade,5.87738923441087
bag,crayons,blender,5.87738923441087
bag,crayons,block_plane,5.87738923441087
bag,crayons,bludgeon,5.87738923441087
bag,crayons,blunt_file,5.87738923441087
bag,crayons,boat_hook,5.87738923441087
bag,crayons,bodkin,5.87738923441087
bag,crayons,bodkin,5.87738923441087
bag,crayons,bolo,5.87738923441087
bag,crayons,bolt,5.87738923441087
bag,crayons,bolt,5.87738923441087
bag,crayons,bolt_cutter,5.87738923441087
bag,crayons,bone_china,5.87738923441087
bag,crayons,boom,5.87738923441087
bag,crayons,boom,5.87738923441087
bag,crayons,bootstrap,5.87738923441087
bag,crayons,bore_bit,5.87738923441087
bag,crayons,bottlebrush,5.87738923441087
bag,crayons,bottle_opener,5.87738923441087
bag,crayons,bow,5.87738923441087
bag,crayons,bowie_knife,5.87738923441087
bag,crayons,bowsprit,5.87738923441087
bag,crayons,box_wrench,5.87738923441087
bag,crayons,brace_and_bit,5.87738923441087
bag,crayons,brace_wrench,5.87738923441087
bag,crayons,bradawl,5.87738923441087
bag,crayons,brake_pedal,5.87738923441087
bag,crayons,bread_knife,5.87738923441087
bag,crayons,breast_drill,5.87738923441087
bag,crayons,bricklayer's_hammer,5.87738923441087
bag,crayons,brick_trowel,5.87738923441087
bag,crayons,bristle_brush,5.87738923441087
bag,crayons,broadax,5.87738923441087
bag,crayons,broad_hatchet,5.87738923441087
bag,crayons,broom,5.87738923441087
bag,crayons,brush,5.87738923441087
bag,pen,ballpoint,11.031612708577242
bag,pen,felt-tip_pen,11.031612708577242
bag,pen,fountain_pen,11.031612708577242
bag,pen,pen,11.031612708577242
bag,pen,quill,11.031612708577242
bag,pen,sharpie,11.031612708577242
bag,pen,chalk,9.933000419909131
bag,pen,charcoal,9.933000419909131
bag,pen,crayon,9.933000419909131
bag,pen,cyclostyle,9.933000419909131
bag,pen,drawing_chalk,9.933000419909131
bag,pen,highlighter,9.933000419909131
bag,pen,lead_pencil,9.933000419909131
bag,pen,marker,9.933000419909131
bag,pen,pencil,9.933000419909131
bag,pen,sketcher,9.933000419909131
bag,pen,slate_pencil,9.933000419909131
bag,pen,tailor's_chalk,9.933000419909131
bag,pen,writing_implement,9.933000419909131
bag,pen,abrader,5.87738923441087
bag,pen,abrading_stone,5.87738923441087
bag,pen,accelerator,5.87738923441087
bag,pen,adjustable_wrench,5.87738923441087
bag,pen,adz,5.87738923441087
bag,pen,agateware,5.87738923441087
bag,pen,air_hammer,5.87738923441087
bag,pen,allen_wrench,5.87738923441087
bag,pen,alligator_wrench,5.87738923441087
bag,pen,alpenstock,5.87738923441087
bag,pen,auger,5.87738923441087
bag,pen,awl,5.87738923441087
bag,pen,ax,5.87738923441087
bag,pen,axle,5.87738923441087
bag,pen,axle_bar,5.87738923441087
bag,pen,axletree,5.87738923441087
bag,pen,backsaw,5.87738923441087
bag,pen,backspace_key,5.87738923441087
bag,pen,badminton_racket,5.87738923441087
bag,pen,ball-peen_hammer,5.87738923441087
bag,pen,bandsaw,5.87738923441087
bag,pen,bar,5.87738923441087
bag,pen,barge_pole,5.87738923441087
bag,pen,barong,5.87738923441087
bag,pen,baseball_bat,5.87738923441087
bag,pen,baster,5.87738923441087
bag,pen,bastinado,5.87738923441087
bag,pen,bat,5.87738923441087
bag,pen,baton,5.87738923441087
bag,pen,baton,5.87738923441087
bag,pen,baton,5.87738923441087
bag,pen,baton,5.87738923441087
bag,pen,battering_ram,5.87738923441087
bag,pen,battle-ax,5.87738923441087
bag,pen,beading_plane,5.87738923441087
bag,pen,bearing_rein,5.87738923441087
bag,pen,beater,5.87738923441087
bag,pen,belaying_pin,5.87738923441087
bag,pen,bender,5.87738923441087
bag,pen,besom,5.87738923441087
bag,pen,bevel,5.87738923441087
bag,pen,bill,5.87738923441087
bag,pen,bit,5.87738923441087
bag,pen,blackboard_eraser,5.87738923441087
bag,pen,blackjack,5.87738923441087
bag,pen,blade,5.87738923441087
bag,pen,blender,5.87738923441087
bag,pen,block_plane,5.87738923441087
bag,pen,bludgeon,5.87738923441087
bag,pen,blunt_file,5.87738923441087
bag,pen,boat_hook,5.87738923441087
bag,pen,bodkin,5.87738923441087
bag,pen,bodkin,5.87738923441087
bag,pen,bolo,5.87738923441087
bag,pen,bolt,5.87738923441087
bag,pen,bolt,5.87738923441087
bag,pen,bolt_cutter,5.87738923441087
bag,pen,bone_china,5.87738923441087
bag,pen,boom,5.87738923441087
bag,pen,boom,5.87738923441087
bag,pen,bootstrap,5.87738923441087
bag,pen,bore_bit,5.87738923441087
bag,pen,bottlebrush,5.87738923441087
bag,pen,bottle_opener,5.87738923441087
bag,pen,bow,5.87738923441087
bag,pen,bowie_knife,5.87738923441087
bag,pen,bowsprit,5.87738923441087
bag,pen,box_wrench,5.87738923441087
bag,pen,brace_and_bit,5.87738923441087
bag,pen,brace_wrench,5.87738923441087
bag,pen,bradawl,5.87738923441087
bag,pen,brake_pedal,5.87738923441087
bag,pen,bread_knife,5.87738923441087
bag,pen,breast_drill,5.87738923441087
bag,pen,bricklayer's_hammer,5.87738923441087
bag,pen,brick_trowel,5.87738923441087
bag,pen,bristle_brush,5.87738923441087
bag,pen,broadax,5.87738923441087
bag,pen,broad_hatchet,5.87738923441087
bag,pen,broom,5.87738923441087
bag,pen,brush,5.87738923441087
bag,makeup,blackface,10.495307999510267
bag,makeup,eyebrow_pencil,10.495307999510267
bag,makeup,eyeliner,10.495307999510267
bag,makeup,eyeshadow,10.495307999510267
bag,makeup,face_powder,10.495307999510267
bag,makeup,greasepaint,10.495307999510267
bag,makeup,kohl,10.495307999510267
bag,makeup,lip-gloss,10.495307999510267
bag,makeup,lipstick,10.495307999510267
bag,makeup,makeup,10.495307999510267
bag,makeup,mascara,10.495307999510267
bag,makeup,rouge,10.495307999510267
bag,makeup,cosmetic,9.880632434391815
bag,makeup,depilatory,9.880632434391815
bag,makeup,epilating_wax,9.880632434391815
bag,makeup,highlighter,9.880632434391815
bag,makeup,nail_polish,9.880632434391815
bag,makeup,pencil,9.880632434391815
bag,makeup,after-shave,9.1823961843244
bag,makeup,antiperspirant,9.1823961843244
bag,makeup,araroba,9.1823961843244
bag,makeup,aspirin_powder,9.1823961843244
bag,makeup,baby_powder,9.1823961843244
bag,makeup,bath_oil,9.1823961843244
bag,makeup,bath_salts,9.1823961843244
bag,makeup,bay_rum,9.1823961843244
bag,makeup,body_lotion,9.1823961843244
bag,makeup,brilliantine,9.1823961843244
bag,makeup,cold_cream,9.1823961843244
bag,makeup,cologne,9.1823961843244
bag,makeup,cream,9.1823961843244
bag,makeup,deodorant,9.1823961843244
bag,makeup,dover's_powder,9.1823961843244
bag,makeup,electric_toothbrush,9.1823961843244
bag,makeup,hairdressing,9.1823961843244
bag,makeup,hair_spray,9.1823961843244
bag,makeup,hand_cream,9.1823961843244
bag,makeup,hand_lotion,9.1823961843244
bag,makeup,lanolin,9.1823961843244
bag,makeup,lotion,9.1823961843244
bag,makeup,mousse,9.1823961843244
bag,makeup,nard,9.1823961843244
bag,makeup,patchouli,9.1823961843244
bag,makeup,perfume,9.1823961843244
bag,makeup,perfumery,9.1823961843244
bag,makeup,pomade,9.1823961843244
bag,makeup,potpourri,9.1823961843244
bag,makeup,powder,9.1823961843244
bag,makeup,rose_water,9.1823961843244
bag,makeup,shaving_cream,9.1823961843244
bag,makeup,shaving_foam,9.1823961843244
bag,makeup,sunscreen,9.1823961843244
bag,makeup,talcum,9.1823961843244
bag,makeup,toilet_powder,9.1823961843244
bag,makeup,toiletry,9.1823961843244
bag,makeup,toilet_water,9.1823961843244
bag,makeup,toner,9.1823961843244
bag,makeup,toothbrush,9.1823961843244
bag,makeup,bacillus_anthracis,3.2576790258866897
bag,makeup,clostridium_perfringens,3.2576790258866897
bag,makeup,abacus,3.2576790258866897
bag,makeup,abandoned_ship,3.2576790258866897
bag,makeup,a_battery,3.2576790258866897
bag,makeup,abbe_condenser,3.2576790258866897
bag,makeup,abney_level,3.2576790258866897
bag,makeup,abrader,3.2576790258866897
bag,makeup,abrading_stone,3.2576790258866897
bag,makeup,accelerator,3.2576790258866897
bag,makeup,accelerator,3.2576790258866897
bag,makeup,accelerator,3.2576790258866897
bag,makeup,accelerometer,3.2576790258866897
bag,makeup,accommodating_lens_implant,3.2576790258866897
bag,makeup,accordion,3.2576790258866897
bag,makeup,accumulator,3.2576790258866897
bag,makeup,acetate_disk,3.2576790258866897
bag,makeup,achromatic_lens,3.2576790258866897
bag,makeup,acorn_tube,3.2576790258866897
bag,makeup,acoustic_delay_line,3.2576790258866897
bag,makeup,acoustic_device,3.2576790258866897
bag,makeup,acoustic_guitar,3.2576790258866897
bag,makeup,acoustic_modem,3.2576790258866897
bag,makeup,acoustic_storage,3.2576790258866897
bag,makeup,actinometer,3.2576790258866897
bag,makeup,action,3.2576790258866897
bag,makeup,active_matrix_screen,3.2576790258866897
bag,makeup,actuator,3.2576790258866897
bag,makeup,adapter,3.2576790258866897
bag,makeup,adder,3.2576790258866897
bag,makeup,adding_machine,3.2576790258866897
bag,makeup,addressing_machine,3.2576790258866897
bag,makeup,adjustable_wrench,3.2576790258866897
bag,makeup,adobe,3.2576790258866897
bag,makeup,adz,3.2576790258866897
bag,makeup,aeolian_harp,3.2576790258866897
bag,makeup,aerator,3.2576790258866897
bag,makeup,aerial_torpedo,3.2576790258866897
bag,makeup,aerosol,3.2576790258866897
bag,makeup,afterburner,3.2576790258866897
bag,makeup,agateware,3.2576790258866897
bag,makeup,agglomerator,3.2576790258866897
bakery,pretzels,pretzel,1e+300
bakery,pretzels,soft_pretzel,1e+300
bakery,pretzels,cracker,12.673840443834333
bakery,pretzels,saltine,12.673840443834333
bakery,pretzels,soda_cracker,12.673840443834333
bakery,pretzels,oyster_cracker,12.673840443834333
bakery,pretzels,water_biscuit,12.673840443834333
bakery,pretzels,graham_cracker,12.673840443834333
bakery,pretzels,bread,9.094961884934726
bakery,pretzels,anadama_bread,9.094961884934726
bakery,pretzels,bap,9.094961884934726
bakery,pretzels,barmbrack,9.094961884934726
bakery,pretzels,breadstick,9.094961884934726
bakery,pretzels,grissino,9.094961884934726
bakery,pretzels,brown_bread,9.094961884934726
bakery,pretzels,bun,9.094961884934726
bakery,pretzels,tea_bread,9.094961884934726
bakery,pretzels,caraway_seed_bread,9.094961884934726
bakery,pretzels,challah,9.094961884934726
bakery,pretzels,cinnamon_bread,9.094961884934726
bakery,pretzels,cracked-wheat_bread,9.094961884934726
bakery,pretzels,crouton,9.094961884934726
bakery,pretzels,dark_bread,9.094961884934726
bakery,pretzels,english_muffin,9.094961884934726
bakery,pretzels,flatbread,9.094961884934726
bakery,pretzels,garlic_bread,9.094961884934726
bakery,pretzels,gluten_bread,9.094961884934726
bakery,pretzels,graham_bread,9.094961884934726
bakery,pretzels,host,9.094961884934726
bakery,pretzels,flatbrod,9.094961884934726
bakery,pretzels,bannock,9.094961884934726
bakery,pretzels,chapatti,9.094961884934726
bakery,pretzels,pita,9.094961884934726
bakery,pretzels,loaf_of_bread,9.094961884934726
bakery,pretzels,french_loaf,9.094961884934726
bakery,pretzels,matzo,9.094961884934726
bakery,pretzels,nan,9.094961884934726
bakery,pretzels,onion_bread,9.094961884934726
bakery,pretzels,raisin_bread,9.094961884934726
bakery,pretzels,quick_bread,9.094961884934726
bakery,pretzels,banana_bread,9.094961884934726
bakery,pretzels,date_bread,9.094961884934726
bakery,pretzels,date-nut_bread,9.094961884934726
bakery,pretzels,nut_bread,9.094961884934726
bakery,pretzels,oatcake,9.094961884934726
bakery,pretzels,irish_soda_bread,9.094961884934726
bakery,pretzels,skillet_bread,9.094961884934726
bakery,pretzels,rye_bread,9.094961884934726
bakery,pretzels,black_bread,9.094961884934726
bakery,pretzels,jewish_rye_bread,9.094961884934726
bakery,pretzels,limpa,9.094961884934726
bakery,pretzels,swedish_rye_bread,9.094961884934726
bakery,pretzels,salt-rising_bread,9.094961884934726
bakery,pretzels,simnel,9.094961884934726
bakery,pretzels,sour_bread,9.094961884934726
bakery,pretzels,toast,9.094961884934726
bakery,pretzels,wafer,9.094961884934726
bakery,pretzels,white_bread,9.094961884934726
bakery,pretzels,baguet,9.094961884934726
bakery,pretzels,french_bread,9.094961884934726
bakery,pretzels,italian_bread,9.094961884934726
bakery,pretzels,cornbread,9.094961884934726
bakery,pretzels,corn_cake,9.094961884934726
bakery,pretzels,skillet_corn_bread,9.094961884934726
bakery,pretzels,ashcake,9.094961884934726
bakery,pretzels,hoecake,9.094961884934726
bakery,pretzels,cornpone,9.094961884934726
bakery,pretzels,corn_dab,9.094961884934726
bakery,pretzels,hush_puppy,9.094961884934726
bakery,pretzels,johnnycake,9.094961884934726
bakery,pretzels,shawnee_cake,9.094961884934726
bakery,pretzels,spoon_bread,9.094961884934726
bakery,pretzels,cinnamon_toast,9.094961884934726
bakery,pretzels,orange_toast,9.094961884934726
bakery,pretzels,melba_toast,9.094961884934726
bakery,pretzels,zwieback,9.094961884934726
bakery,pretzels,frankfurter_bun,9.094961884934726
bakery,pretzels,hamburger_bun,9.094961884934726
bakery,pretzels,muffin,9.094961884934726
