analysis_level,context,score_scale,x_col,y_col,method,n,x_unique,y_unique,correlation,p_value,undefined_reason
unique_query,hot,sum_logprob,base_logprob_sum,mean_but_not_logprob_sum,pearson,6,5,6,0.8373641895445877,0.03752471858688148,
unique_query,hot,sum_logprob,base_logprob_sum,mean_but_not_logprob_sum,spearman,6,5,6,0.9856107606091624,0.0003090856678496655,
unique_query,mall,sum_logprob,base_logprob_sum,mean_but_not_logprob_sum,pearson,6,6,6,0.8433702674767397,0.03487802098881483,
unique_query,mall,sum_logprob,base_logprob_sum,mean_but_not_logprob_sum,spearman,6,6,6,0.7714285714285715,0.07239650145772594,
unique_query,mask,sum_logprob,base_logprob_sum,mean_but_not_logprob_sum,pearson,6,6,6,0.2976223161486719,0.5667480757573106,
unique_query,mask,sum_logprob,base_logprob_sum,mean_but_not_logprob_sum,spearman,6,6,6,0.6,0.20799999999999982,
unique_query,meat,sum_logprob,base_logprob_sum,mean_but_not_logprob_sum,pearson,6,6,6,0.9209620374433076,0.009123624230390879,
unique_query,meat,sum_logprob,base_logprob_sum,mean_but_not_logprob_sum,spearman,6,6,6,0.942857142857143,0.004804664723032055,
unique_query,restaurant,sum_logprob,base_logprob_sum,mean_but_not_logprob_sum,pearson,6,6,6,0.88445317947699,0.019255264885898665,
unique_query,restaurant,sum_logprob,base_logprob_sum,mean_but_not_logprob_sum,spearman,6,6,6,0.8285714285714287,0.04156268221574334,
unique_query,salad,sum_logprob,base_logprob_sum,mean_but_not_logprob_sum,pearson,6,6,6,0.9533167180219331,0.0032181241135397463,
unique_query,salad,sum_logprob,base_logprob_sum,mean_but_not_logprob_sum,spearman,6,6,6,0.942857142857143,0.004804664723032055,
unique_query,science,sum_logprob,base_logprob_sum,mean_but_not_logprob_sum,pearson,6,6,6,0.85800523369741,0.02881228477856825,
unique_query,science,sum_logprob,base_logprob_sum,mean_but_not_logprob_sum,spearman,6,6,6,0.8285714285714287,0.04156268221574334,
unique_query,throw,sum_logprob,base_logprob_sum,mean_but_not_logprob_sum,pearson,6,6,6,0.648741625173505,0.16340411011665237,
unique_query,throw,sum_logprob,base_logprob_sum,mean_but_not_logprob_sum,spearman,6,6,6,0.3714285714285715,0.46847813411078715,
unique_query,transport,sum_logprob,base_logprob_sum,mean_but_not_logprob_sum,pearson,6,6,6,0.843076255725097,0.03500546384773896,
unique_query,transport,sum_logprob,base_logprob_sum,mean_but_not_logprob_sum,spearman,6,6,6,0.8285714285714287,0.04156268221574334,
unique_query,ALL,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,pearson,96,95,96,0.8016241061422944,1.0138265985801008e-22,
unique_query,ALL,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,spearman,96,95,96,0.8098508201715727,1.6987256075787032e-23,
unique_query,bag,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,pearson,6,6,6,0.9590258196509318,0.0024839297461761354,
unique_query,bag,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,spearman,6,6,6,0.8285714285714287,0.04156268221574334,
unique_query,bakery,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,pearson,6,6,6,0.9682905345829467,0.0014922935172379129,
unique_query,bakery,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,spearman,6,6,6,0.942857142857143,0.004804664723032055,
unique_query,beach,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,pearson,6,6,6,0.8572548662609084,0.029109960024582347,
unique_query,beach,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,spearman,6,6,6,0.942857142857143,0.004804664723032055,
unique_query,cold,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,pearson,6,6,6,0.5234943875576045,0.28648928797212836,
unique_query,cold,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,spearman,6,6,6,0.48571428571428577,0.3287230320699709,
unique_query,cut,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,pearson,6,6,6,0.9564215099000828,0.0028072475750183443,
unique_query,cut,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,spearman,6,6,6,0.8857142857142858,0.01884548104956266,
unique_query,fridge,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,pearson,6,6,6,0.9839230804255966,0.00038562333515972146,
unique_query,fridge,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,spearman,6,6,6,1.0,0.0,
unique_query,gym,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,pearson,6,6,6,0.9792504631210684,0.0006413481341948758,
unique_query,gym,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,spearman,6,6,6,0.942857142857143,0.004804664723032055,
unique_query,hot,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,pearson,6,5,6,0.8373641895445877,0.03752471858688148,
unique_query,hot,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,spearman,6,5,6,0.9856107606091624,0.0003090856678496655,
unique_query,mall,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,pearson,6,6,6,0.9265845988608772,0.007886883746668828,
unique_query,mall,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,spearman,6,6,6,0.942857142857143,0.004804664723032055,
unique_query,mask,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,pearson,6,6,6,0.854659745727273,0.03015061579864812,
unique_query,mask,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,spearman,6,6,6,0.942857142857143,0.004804664723032055,
unique_query,meat,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,pearson,6,6,6,0.9209620374433076,0.009123624230390879,
unique_query,meat,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,spearman,6,6,6,0.942857142857143,0.004804664723032055,
unique_query,restaurant,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,pearson,6,6,6,0.88445317947699,0.019255264885898665,
unique_query,restaurant,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,spearman,6,6,6,0.8285714285714287,0.04156268221574334,
unique_query,salad,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,pearson,6,6,6,0.9533167180219331,0.0032181241135397463,
unique_query,salad,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,spearman,6,6,6,0.942857142857143,0.004804664723032055,
unique_query,science,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,pearson,6,6,6,0.9011643792672287,0.014169982999915549,
unique_query,science,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,spearman,6,6,6,0.8857142857142858,0.01884548104956266,
unique_query,throw,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,pearson,6,6,6,0.8546835518380766,0.03014099087951628,
unique_query,throw,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,spearman,6,6,6,0.3714285714285715,0.46847813411078715,
unique_query,transport,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,pearson,6,6,6,0.8540809645160935,0.030385066698932955,
unique_query,transport,mean_logprob_per_token,base_logprob_mean,mean_but_not_logprob_mean,spearman,6,6,6,0.6571428571428573,0.15617492711370237,
