NextWordPredictionModelRaw,AlternativeStructure,context,trigger,query,model_negation_probability,observed_rows,observed_boundaries,human_negation_probability,human_trial_count
frequency,set,gym,meditation,weightlifting,0.0,660,33,0.55,20
frequency,set,gym,softball,basketball,0.0,198,33,1.0,6
frequency,set,gym,softball,lacrosse,0.0,627,33,0.9473684210526315,19
frequency,set,gym,softball,meditation,0.0,165,33,0.6,5
frequency,set,gym,softball,swimming,0.0003636363636363636,165,33,0.8,5
frequency,set,gym,softball,weightlifting,0.0,99,33,0.3333333333333333,3
frequency,set,gym,swimming,basketball,0.0,165,33,1.0,5
frequency,set,gym,swimming,lacrosse,0.0,132,33,1.0,4
frequency,set,gym,swimming,meditation,0.0,165,33,0.0,5
frequency,set,gym,swimming,softball,0.0,132,33,0.75,4
frequency,set,gym,swimming,weightlifting,0.0,165,33,0.4,5
frequency,set,gym,weightlifting,basketball,0.0,165,33,1.0,5
frequency,set,gym,weightlifting,lacrosse,0.0,198,33,1.0,6
frequency,set,gym,weightlifting,meditation,0.0,66,33,1.0,2
frequency,set,gym,weightlifting,softball,0.0,198,33,0.8333333333333334,6
frequency,set,gym,weightlifting,swimming,0.0003636363636363636,660,33,0.85,20
frequency,set,hot,blankets,couch,0.0,396,33,0.0,12
frequency,set,hot,blankets,fan,0.0010303030303030305,165,33,0.2,5
frequency,set,hot,blankets,heater,0.0,132,33,0.75,4
frequency,set,hot,blankets,pool,0.0,165,33,0.0,5
frequency,set,hot,blankets,shower,0.00030303030303030303,165,33,0.2,5
frequency,set,hot,couch,blankets,0.0,165,33,0.2,5
frequency,set,hot,couch,fan,0.0010303030303030305,99,33,0.0,3
frequency,set,hot,couch,heater,0.0,99,33,0.0,3
frequency,set,hot,couch,pool,0.0,198,33,0.5,6
frequency,set,hot,couch,shower,0.00030303030303030303,66,33,1.0,2
frequency,set,hot,fan,blankets,0.0,132,33,0.0,4
frequency,set,hot,fan,couch,0.0,132,33,0.0,4
frequency,set,hot,fan,heater,0.0,198,33,0.16666666666666666,6
frequency,set,hot,fan,pool,0.0,660,33,0.55,20
frequency,set,hot,fan,shower,0.00030303030303030303,660,33,0.05,20
frequency,set,hot,heater,blankets,0.0,429,33,0.23076923076923078,13
frequency,set,hot,heater,couch,0.0,660,33,0.0,20
frequency,set,hot,heater,fan,0.0010303030303030305,165,33,1.0,5
frequency,set,hot,heater,pool,0.0,132,33,0.25,4
frequency,set,hot,heater,shower,0.00030303030303030303,165,33,0.0,5
frequency,set,hot,pool,blankets,0.0,165,33,0.4,5
frequency,set,hot,pool,couch,0.0,132,33,0.0,4
frequency,set,hot,pool,fan,0.0010303030303030305,132,33,0.25,4
frequency,set,hot,pool,heater,0.0,132,33,0.0,4
frequency,set,hot,pool,shower,0.00030303030303030303,627,33,0.2631578947368421,19
frequency,set,hot,shower,blankets,0.0,132,33,0.0,4
frequency,set,hot,shower,couch,0.0,198,33,0.0,6
frequency,set,hot,shower,fan,0.0010303030303030305,165,33,0.8,5
frequency,set,hot,shower,heater,0.0,198,33,0.3333333333333333,6
frequency,set,hot,shower,pool,0.0,165,33,1.0,5
frequency,set,mall,burger joint,coffee shop,0.0,528,33,0.625,16
frequency,set,mall,burger joint,electronics store,0.0,198,33,0.0,6
frequency,set,mall,burger joint,gift shop,0.0,198,33,0.16666666666666666,6
frequency,set,mall,burger joint,grocery store,0.0,165,33,0.8,5
frequency,set,mall,burger joint,pretzel stand,0.0,627,33,0.8421052631578947,19
frequency,set,mall,coffee shop,burger joint,0.0,66,33,0.5,2
frequency,set,mall,coffee shop,electronics store,0.0,165,33,0.4,5
frequency,set,mall,coffee shop,gift shop,0.0,132,33,0.0,4
frequency,set,mall,coffee shop,grocery store,0.0,165,33,0.6,5
frequency,set,mall,coffee shop,pretzel stand,0.0,165,33,1.0,5
frequency,set,mall,electronics store,burger joint,0.0,165,33,1.0,5
frequency,set,mall,electronics store,coffee shop,0.0,165,33,0.8,5
frequency,set,mall,electronics store,gift shop,0.0,660,33,0.6,20
frequency,set,mall,electronics store,grocery store,0.0,627,33,0.8421052631578947,19
frequency,set,mall,electronics store,pretzel stand,0.0,99,33,0.6666666666666666,3
frequency,set,mall,gift shop,burger joint,0.0,99,33,1.0,3
frequency,set,mall,gift shop,coffee shop,0.0,66,33,0.5,2
frequency,set,mall,gift shop,electronics store,0.0,132,33,0.5,4
frequency,set,mall,gift shop,grocery store,0.0,495,33,0.8666666666666667,15
frequency,set,mall,gift shop,pretzel stand,0.0,99,33,1.0,3
frequency,set,mall,grocery store,burger joint,0.0,165,33,1.0,5
frequency,set,mall,grocery store,coffee shop,0.0,165,33,0.8,5
frequency,set,mall,grocery store,electronics store,0.0,99,33,0.0,3
frequency,set,mall,grocery store,gift shop,0.0,165,33,0.2,5
frequency,set,mall,grocery store,pretzel stand,0.0,165,33,0.8,5
frequency,set,mall,pretzel stand,burger joint,0.0,66,33,1.0,2
frequency,set,mall,pretzel stand,coffee shop,0.0,660,33,0.8,20
frequency,set,mall,pretzel stand,electronics store,0.0,165,33,0.0,5
frequency,set,mall,pretzel stand,gift shop,0.0,198,33,0.0,6
frequency,set,mall,pretzel stand,grocery store,0.0,165,33,0.6,5
frequency,set,mask,bandana,candy,0.0,132,33,0.0,4
frequency,set,mask,bandana,gloves,0.0,66,33,0.5,2
frequency,set,mask,bandana,handkerchief,0.0,429,33,0.6153846153846154,13
frequency,set,mask,bandana,napkins,0.0,396,33,0.16666666666666666,12
frequency,set,mask,bandana,wallet,0.0,165,33,0.4,5
frequency,set,mask,candy,bandana,0.0,165,33,0.8,5
frequency,set,mask,candy,gloves,0.0,528,33,0.0625,16
frequency,set,mask,candy,handkerchief,0.0,198,33,0.6666666666666666,6
frequency,set,mask,candy,napkins,0.0,132,33,0.5,4
frequency,set,mask,candy,wallet,0.0,660,33,0.2,20
frequency,set,mask,gloves,bandana,0.0,198,33,0.5,6
frequency,set,mask,gloves,candy,0.0,165,33,0.2,5
frequency,set,mask,gloves,handkerchief,0.0,165,33,0.4,5
frequency,set,mask,gloves,napkins,0.0,132,33,0.5,4
frequency,set,mask,gloves,wallet,0.0,99,33,0.0,3
frequency,set,mask,handkerchief,bandana,0.0,99,33,1.0,3
frequency,set,mask,handkerchief,candy,0.0,198,33,0.0,6
frequency,set,mask,handkerchief,gloves,0.0,165,33,0.4,5
frequency,set,mask,handkerchief,napkins,0.0,660,33,0.3,20
frequency,set,mask,handkerchief,wallet,0.0,165,33,0.0,5
frequency,set,mask,napkins,bandana,0.0,165,33,1.0,5
frequency,set,mask,napkins,candy,0.0,165,33,0.2,5
frequency,set,mask,napkins,gloves,0.0,165,33,0.2,5
frequency,set,mask,napkins,handkerchief,0.0,165,33,0.6,5
frequency,set,mask,napkins,wallet,0.0,132,33,0.0,4
frequency,set,mask,wallet,bandana,0.0,165,33,0.8,5
frequency,set,mask,wallet,candy,0.0,165,33,0.2,5
frequency,set,mask,wallet,gloves,0.0,627,33,0.631578947368421,19
frequency,set,mask,wallet,handkerchief,0.0,165,33,0.6,5
frequency,set,mask,wallet,napkins,0.0,198,33,0.5,6
frequency,set,meat,chicken,crab,0.0,561,33,0.7647058823529411,17
frequency,set,meat,chicken,mushrooms,0.0015151515151515152,165,33,0.2,5
frequency,set,meat,chicken,rice,0.0,66,33,0.5,2
frequency,set,meat,chicken,tofu,0.0,165,33,0.0,5
frequency,set,meat,chicken,turkey,0.0,693,33,0.9523809523809523,21
frequency,set,meat,crab,chicken,0.0,165,33,1.0,5
frequency,set,meat,crab,mushrooms,0.0015151515151515152,99,33,0.0,3
frequency,set,meat,crab,rice,0.0,165,33,0.0,5
frequency,set,meat,crab,tofu,0.0,99,33,0.6666666666666666,3
frequency,set,meat,crab,turkey,0.0,165,33,1.0,5
frequency,set,meat,mushrooms,chicken,0.0,198,33,1.0,6
frequency,set,meat,mushrooms,crab,0.0,165,33,1.0,5
frequency,set,meat,mushrooms,rice,0.0,198,33,0.0,6
frequency,set,meat,mushrooms,tofu,0.0,627,33,0.5263157894736842,19
frequency,set,meat,mushrooms,turkey,0.0,198,33,1.0,6
frequency,set,meat,rice,chicken,0.0,66,33,1.0,2
frequency,set,meat,rice,crab,0.0,66,33,0.5,2
frequency,set,meat,rice,mushrooms,0.0015151515151515152,561,33,0.23529411764705882,17
frequency,set,meat,rice,tofu,0.0,594,33,0.3888888888888889,18
frequency,set,meat,rice,turkey,0.0,165,33,1.0,5
frequency,set,meat,tofu,chicken,0.0,132,33,1.0,4
frequency,set,meat,tofu,crab,0.0,165,33,0.8,5
frequency,set,meat,tofu,mushrooms,0.0015151515151515152,165,33,0.0,5
frequency,set,meat,tofu,rice,0.0,165,33,0.0,5
frequency,set,meat,tofu,turkey,0.0,165,33,1.0,5
frequency,set,meat,turkey,chicken,0.0,132,33,1.0,4
frequency,set,meat,turkey,crab,0.0,429,33,0.7692307692307693,13
frequency,set,meat,turkey,mushrooms,0.0015151515151515152,132,33,0.0,4
frequency,set,meat,turkey,rice,0.0,165,33,0.0,5
frequency,set,meat,turkey,tofu,0.0,198,33,0.16666666666666666,6
frequency,set,restaurant,cake,cocktails,0.0,132,33,1.0,4
frequency,set,restaurant,cake,salad,0.0,165,33,0.6,5
frequency,set,restaurant,cake,soda,0.0,165,33,0.8,5
frequency,set,restaurant,cake,soup,0.0,594,33,0.3888888888888889,18
frequency,set,restaurant,cake,vodka,0.0,198,33,1.0,6
frequency,set,restaurant,cocktails,cake,0.0,165,33,0.6,5
frequency,set,restaurant,cocktails,salad,0.0,132,33,0.0,4
frequency,set,restaurant,cocktails,soda,0.0,627,33,0.42105263157894735,19
frequency,set,restaurant,cocktails,soup,0.0,66,33,0.0,2
frequency,set,restaurant,cocktails,vodka,0.0,462,33,0.5,14
frequency,set,restaurant,salad,cake,0.0,660,33,0.55,20
frequency,set,restaurant,salad,cocktails,0.0,132,33,0.75,4
frequency,set,restaurant,salad,soda,0.0,165,33,0.6,5
frequency,set,restaurant,salad,soup,0.0,660,33,0.7,20
frequency,set,restaurant,salad,vodka,0.0,165,33,1.0,5
frequency,set,restaurant,soda,cake,0.0,99,33,0.0,3
frequency,set,restaurant,soda,cocktails,0.0,99,33,1.0,3
frequency,set,restaurant,soda,salad,0.0,165,33,0.0,5
frequency,set,restaurant,soda,soup,0.0,66,33,0.0,2
frequency,set,restaurant,soda,vodka,0.0,165,33,1.0,5
frequency,set,restaurant,soup,cake,0.0,99,33,0.3333333333333333,3
frequency,set,restaurant,soup,cocktails,0.0,198,33,1.0,6
frequency,set,restaurant,soup,salad,0.0,198,33,0.5,6
frequency,set,restaurant,soup,soda,0.0,198,33,0.8333333333333334,6
frequency,set,restaurant,soup,vodka,0.0,132,33,1.0,4
frequency,set,restaurant,vodka,cake,0.0,165,33,0.0,5
frequency,set,restaurant,vodka,cocktails,0.0,99,33,1.0,3
frequency,set,restaurant,vodka,salad,0.0,66,33,0.0,2
frequency,set,restaurant,vodka,soda,0.0,627,33,0.3157894736842105,19
frequency,set,restaurant,vodka,soup,0.0,165,33,0.0,5
frequency,set,salad,chips,cigarettes,0.0,198,33,0.16666666666666666,6
frequency,set,salad,chips,dressing,0.0,165,33,0.4,5
frequency,set,salad,chips,lettuce,0.0,198,33,1.0,6
frequency,set,salad,chips,meat,0.0,693,33,0.2857142857142857,21
frequency,set,salad,chips,tuna,0.0,165,33,0.2,5
frequency,set,salad,cigarettes,chips,0.0,528,33,0.4375,16
frequency,set,salad,cigarettes,dressing,0.0,132,33,1.0,4
frequency,set,salad,cigarettes,lettuce,0.0,132,33,0.75,4
frequency,set,salad,cigarettes,meat,0.0,627,33,0.5789473684210527,19
frequency,set,salad,cigarettes,tuna,0.0,198,33,0.3333333333333333,6
frequency,set,salad,dressing,chips,0.0,66,33,0.0,2
frequency,set,salad,dressing,cigarettes,0.0,165,33,0.0,5
frequency,set,salad,dressing,lettuce,0.0,99,33,1.0,3
frequency,set,salad,dressing,meat,0.0,99,33,0.3333333333333333,3
frequency,set,salad,dressing,tuna,0.0,528,33,0.4375,16
frequency,set,salad,lettuce,chips,0.0,66,33,0.0,2
frequency,set,salad,lettuce,cigarettes,0.0,198,33,0.0,6
frequency,set,salad,lettuce,dressing,0.0,594,33,0.6111111111111112,18
frequency,set,salad,lettuce,meat,0.0,132,33,0.75,4
frequency,set,salad,lettuce,tuna,0.0,594,33,0.3888888888888889,18
frequency,set,salad,meat,chips,0.0,66,33,0.0,2
frequency,set,salad,meat,cigarettes,0.0,165,33,0.0,5
frequency,set,salad,meat,dressing,0.0,99,33,0.0,3
frequency,set,salad,meat,lettuce,0.0,198,33,1.0,6
frequency,set,salad,meat,tuna,0.0,99,33,0.3333333333333333,3
frequency,set,salad,tuna,chips,0.0,165,33,0.0,5
frequency,set,salad,tuna,cigarettes,0.0,165,33,0.0,5
frequency,set,salad,tuna,dressing,0.0,165,33,0.6,5
frequency,set,salad,tuna,lettuce,0.0,165,33,1.0,5
frequency,set,salad,tuna,meat,0.0,165,33,0.8,5
frequency,set,science,art,geology,0.0,132,33,1.0,4
frequency,set,science,art,math,0.0022424242424242424,660,33,0.7,20
frequency,set,science,art,philosophy,0.002787878787878788,594,33,0.6111111111111112,18
frequency,set,science,art,physics,0.0008484848484848486,165,33,1.0,5
frequency,set,science,art,zoology,0.0,165,33,0.8,5
frequency,set,science,geology,art,0.004363636363636364,165,33,0.6,5
frequency,set,science,geology,math,0.0022424242424242424,198,33,0.8333333333333334,6
frequency,set,science,geology,philosophy,0.002787878787878788,99,33,0.6666666666666666,3
frequency,set,science,geology,physics,0.0008484848484848485,132,33,1.0,4
frequency,set,science,geology,zoology,0.0,429,33,1.0,13
frequency,set,science,math,art,0.004363636363636364,66,33,0.5,2
frequency,set,science,math,geology,0.0,132,33,0.75,4
frequency,set,science,math,philosophy,0.002787878787878788,165,33,0.4,5
frequency,set,science,math,physics,0.0008484848484848485,132,33,0.5,4
frequency,set,science,math,zoology,0.0,165,33,0.8,5
frequency,set,science,philosophy,art,0.004363636363636364,165,33,1.0,5
frequency,set,science,philosophy,geology,0.0,165,33,0.8,5
frequency,set,science,philosophy,math,0.0022424242424242424,528,33,0.6875,16
frequency,set,science,philosophy,physics,0.0008484848484848485,132,33,1.0,4
frequency,set,science,philosophy,zoology,0.0,198,33,0.8333333333333334,6
frequency,set,science,physics,art,0.004363636363636364,165,33,0.4,5
frequency,set,science,physics,geology,0.0,693,33,0.8571428571428571,21
frequency,set,science,physics,math,0.0022424242424242424,99,33,0.3333333333333333,3
